race_id,horse_id,position
rac_11225825,hrs_19959282,1
rac_11225825,hrs_24735004,2
rac_11225825,hrs_31699157,3
rac_11225825,hrs_32653817,4
rac_11225825,hrs_18087307,5
rac_11225825,hrs_32499866,6
rac_11225825,hrs_23425759,7
rac_11225825,hrs_37476628,8
rac_11225786,hrs_36207612,1
rac_11225786,hrs_35625674,2
rac_11225786,hrs_39451328,3
rac_11225786,hrs_37124374,4
rac_11225786,hrs_36428154,5
rac_11225786,hrs_37193373,6
rac_11225786,hrs_38002335,7
rac_11225786,hrs_36515150,8
rac_11225786,hrs_36894305,9
rac_11225760,hrs_35864360,1
rac_11225760,hrs_37489837,2
rac_11225760,hrs_39109812,3
rac_11225760,hrs_29721769,4
rac_11225760,hrs_30643172,5
rac_11225812,hrs_33303781,1
rac_11225812,hrs_28078050,2
rac_11225812,hrs_21938392,3
rac_11225812,hrs_17310615,4
rac_11225812,hrs_28693826,5
rac_11225812,hrs_24481114,6
rac_11225812,hrs_31451609,7
rac_11225812,hrs_24517815,8
rac_11225812,hrs_15014041,9
rac_11225812,hrs_32356079,10
rac_11225799,hrs_30487184,1
rac_11225799,hrs_21082873,2
rac_11225799,hrs_37489746,3
rac_11225799,hrs_24287851,4
rac_11225799,hrs_27664728,5
rac_11225799,hrs_33190906,6
rac_11225799,hrs_21493192,7
rac_11225799,hrs_28707154,8
rac_11225799,hrs_20102250,9
rac_11225799,hrs_36235199,10
rac_11225799,hrs_30231978,11
rac_11225773,hrs_37027088,1
rac_11225773,hrs_40205851,2
rac_11225773,hrs_39848648,3
rac_11225773,hrs_35055993,4
rac_11225773,hrs_40293708,5
rac_11225773,hrs_40373837,6
rac_11225773,hrs_37959278,7
rac_11225773,hrs_36986208,8
rac_11225773,hrs_40225906,9
rac_11225773,hrs_37836603,10
rac_11225773,hrs_40293694,11
rac_11225838,hrs_32882416,1
rac_11225838,hrs_26408802,2
rac_11225838,hrs_10833179,3
rac_11225838,hrs_18492082,4
rac_11225838,hrs_24456215,5
rac_11225838,hrs_19725447,6
rac_11225838,hrs_32837378,7
rac_11221678,hrs_19768658,1
rac_11221678,hrs_34166454,2
rac_11221678,hrs_30314788,3
rac_11221678,hrs_18512949,4
rac_11221678,hrs_24078936,5
rac_11221678,hrs_22488018,6
rac_11221678,hrs_22429204,7
rac_11221678,hrs_34571411,8
rac_11221678,hrs_24845814,9
rac_11221678,hrs_16761745,10
rac_11221678,hrs_22214633,11
rac_11221678,hrs_27359010,12
rac_11221678,hrs_34961654,13
rac_11221678,hrs_35781319,14
rac_11221678,hrs_21327719,15
rac_11221678,hrs_28797244,16
rac_11221678,hrs_27012279,F
rac_11221678,hrs_27551153,PU
rac_11221678,hrs_29116955,PU
rac_11249563,hrs_34153315,1
rac_11249563,hrs_38118430,2
rac_11249563,hrs_39641371,3
rac_11249563,hrs_39659697,4
rac_11249563,hrs_30151198,5
rac_11249563,hrs_37381624,6
rac_11249563,hrs_40787250,7
rac_11221639,hrs_27888805,1
rac_11221639,hrs_32881485,2
rac_11221639,hrs_33177179,3
rac_11221639,hrs_33165174,4
rac_11221639,hrs_29522815,4
rac_11221639,hrs_29816556,6
rac_11221639,hrs_22906506,F
rac_11221639,hrs_29326801,PU
rac_11249550,hrs_22567349,1
rac_11249550,hrs_32853212,2
rac_11249550,hrs_29226393,3
rac_11249550,hrs_26145791,4
rac_11249550,hrs_6270152,5
rac_11209640,hrs_21512085,1
rac_11209640,hrs_18687088,2
rac_11209640,hrs_22897700,3
rac_11209640,hrs_6956530,4
rac_11209640,hrs_19788587,5
rac_11209640,hrs_23166031,6
rac_11209640,hrs_23380119,7
rac_11209640,hrs_17664703,8
rac_11209640,hrs_18332741,9
rac_11209640,hrs_24141509,10
rac_11209640,hrs_13772850,11
rac_11209640,hrs_20730738,12
rac_11209640,hrs_9148881,13
rac_11209640,hrs_20550047,14
rac_11209640,hrs_13733608,15
rac_11209640,hrs_11230205,16
rac_11209640,hrs_16802324,17
rac_11209640,hrs_12271105,PU
rac_11209640,hrs_15536752,PU
rac_11209640,hrs_15772862,PU
rac_11209640,hrs_18415390,PU
rac_11209640,hrs_21395465,PU
rac_11209640,hrs_24592778,PU
rac_11209640,hrs_21395472,UR
rac_11249524,hrs_23333016,1
rac_11249524,hrs_35203483,2
rac_11249524,hrs_34153553,3
rac_11249524,hrs_22006705,4
rac_11249524,hrs_29552572,5
rac_11249524,hrs_27237448,6
rac_11221613,hrs_22856064,1
rac_11221613,hrs_12851167,2
rac_11221613,hrs_15529213,3
rac_11221613,hrs_12704188,4
rac_11221613,hrs_13202938,PU
rac_11221613,hrs_14705166,PU
rac_11221613,hrs_20456436,PU
rac_11249511,hrs_23157253,1
rac_11249511,hrs_32567780,2
rac_11249511,hrs_29026928,3
rac_11249511,hrs_27428800,4
rac_11249511,hrs_23332568,5
rac_11249511,hrs_19477885,6
rac_11249511,hrs_32982831,PU
rac_11221652,hrs_35625842,1
rac_11221652,hrs_29523102,2
rac_11221652,hrs_27343253,3
rac_11221652,hrs_26471585,4
rac_11221652,hrs_32472678,5
rac_11221652,hrs_34073144,6
rac_11249537,hrs_29313039,1
rac_11249537,hrs_18653551,2
rac_11249537,hrs_28824831,3
rac_11249537,hrs_28999761,4
rac_11249537,hrs_21163702,PU
rac_11221665,hrs_28851865,1
rac_11221665,hrs_34166657,2
rac_11221665,hrs_33135844,3
rac_11221665,hrs_29012648,4
rac_11221665,hrs_32278400,5
rac_11221665,hrs_23198756,6
rac_11221665,hrs_30058140,7
rac_11221665,hrs_34427911,8
rac_11221665,hrs_34361341,9
rac_11221665,hrs_21378623,10
rac_11221665,hrs_24555398,11
rac_11221665,hrs_25286520,12
rac_11221665,hrs_28220675,13
rac_11221665,hrs_24855271,14
rac_11221665,hrs_29735762,15
rac_11221665,hrs_18788658,16
rac_11221665,hrs_18499992,F
rac_11221665,hrs_27982878,PU
rac_11221665,hrs_24687642,UR
rac_11249498,hrs_34961640,1
rac_11249498,hrs_35388983,2
rac_11249498,hrs_33975088,3
rac_11249498,hrs_24867115,4
rac_11249498,hrs_30908430,5
rac_11249498,hrs_33391001,6
rac_11249498,hrs_37575986,7
rac_11249498,hrs_31965710,8
rac_11249498,hrs_30514911,9
rac_11221626,hrs_29538642,1
rac_11221626,hrs_26861625,2
rac_11221626,hrs_26692568,3
rac_11221626,hrs_24494162,4
rac_11221626,hrs_32104275,5
rac_11221626,hrs_27997333,F
rac_11225981,hrs_22674428,1
rac_11225981,hrs_26692701,2
rac_11225981,hrs_28098252,3
rac_11225981,hrs_32180470,4
rac_11225981,hrs_13423669,5
rac_11225981,hrs_19709494,6
rac_11225981,hrs_22616825,7
rac_11226020,hrs_36079918,1
rac_11226020,hrs_35512757,2
rac_11226020,hrs_36036770,3
rac_11226020,hrs_33876157,4
rac_11226020,hrs_35714441,5
rac_11226020,hrs_35938448,6
rac_11226020,hrs_35625051,7
rac_11256050,hrs_31823365,1
rac_11256050,hrs_27206634,2
rac_11256050,hrs_30123716,3
rac_11256050,hrs_18789421,4
rac_11256050,hrs_22739808,5
rac_11256050,hrs_29889958,6
rac_11256050,hrs_15245832,7
rac_11256050,hrs_37603538,8
rac_11225942,hrs_35137452,1
rac_11225942,hrs_35459158,2
rac_11225942,hrs_34961479,3
rac_11225942,hrs_29229396,4
rac_11225942,hrs_29228892,5
rac_11225942,hrs_35675605,6
rac_11225942,hrs_35306726,7
rac_11225942,hrs_32868045,8
rac_11225942,hrs_20977131,9
rac_11223485,hrs_31835181,1
rac_11223485,hrs_30907968,2
rac_11223485,hrs_28535157,3
rac_11223485,hrs_33344857,4
rac_11223485,hrs_30804557,5
rac_11223485,hrs_24386243,6
rac_11223485,hrs_21672875,7
rac_11223485,hrs_28532924,8
rac_11223485,hrs_30804543,9
rac_11225994,hrs_29496355,1
rac_11225994,hrs_31565464,2
rac_11225994,hrs_31451609,3
rac_11225994,hrs_19208035,4
rac_11225994,hrs_31395406,5
rac_11225994,hrs_19119093,6
rac_11225994,hrs_32952521,7
rac_11225994,hrs_23568314,8
rac_11223511,hrs_35257866,1
rac_11223511,hrs_35137445,2
rac_11223511,hrs_37633246,3
rac_11223511,hrs_34473628,4
rac_11223511,hrs_36695869,5
rac_11223511,hrs_36588517,6
rac_11223511,hrs_35828303,7
rac_11223511,hrs_34473782,8
rac_11225955,hrs_34470975,1
rac_11225955,hrs_33788454,2
rac_11225955,hrs_36207549,3
rac_11225955,hrs_39848641,4
rac_11225955,hrs_38999905,5
rac_11225955,hrs_37617972,6
rac_11225955,hrs_40261354,7
rac_11225955,hrs_37617888,8
rac_11225955,hrs_40394361,9
rac_11225955,hrs_38018484,10
rac_11225955,hrs_36837010,11
rac_11223498,hrs_35713860,1
rac_11223498,hrs_37193352,2
rac_11223498,hrs_34473579,2
rac_11223498,hrs_35610533,4
rac_11223498,hrs_36864884,5
rac_11223498,hrs_36696345,6
rac_11223498,hrs_37276085,7
rac_11223498,hrs_36137409,8
rac_11223498,hrs_35015484,9
rac_11223498,hrs_34472781,10
rac_11223498,hrs_35554673,11
rac_11223498,hrs_35336854,12
rac_11223498,hrs_33790267,13
rac_11225968,hrs_35149933,1
rac_11225968,hrs_40766719,2
rac_11225968,hrs_36007930,3
rac_11225968,hrs_37096710,4
rac_11225968,hrs_39507902,5
rac_11221756,hrs_32751355,1
rac_11221756,hrs_35107450,2
rac_11221756,hrs_40075679,3
rac_11221756,hrs_34457241,4
rac_11221756,hrs_37702371,5
rac_11221756,hrs_29721517,6
rac_11221756,hrs_37407293,7
rac_11221756,hrs_37987859,8
rac_11221756,hrs_33774685,9
rac_11221756,hrs_34361411,10
rac_11221756,hrs_37520973,11
rac_11221756,hrs_39826864,12
rac_11221756,hrs_34665743,13
rac_11221756,hrs_37790256,14
rac_11221756,hrs_34073263,15
rac_11221756,hrs_35150297,16
rac_11221756,hrs_38580598,17
rac_11221756,hrs_38288460,18
rac_11223433,hrs_30208031,1
rac_11223433,hrs_17762745,2
rac_11223433,hrs_18841018,3
rac_11223433,hrs_21995386,4
rac_11223433,hrs_34989878,5
rac_11223433,hrs_21649096,6
rac_11223433,hrs_25924325,7
rac_11223433,hrs_24810135,8
rac_11223433,hrs_20976753,9
rac_11223433,hrs_24819508,10
rac_11226007,hrs_35742462,1
rac_11226007,hrs_37475424,2
rac_11226007,hrs_35389109,3
rac_11226007,hrs_36416380,4
rac_11226007,hrs_35149527,5
rac_11226007,hrs_36235192,6
rac_11226007,hrs_37207870,7
rac_11226007,hrs_35107597,8
rac_11226007,hrs_35596582,9
rac_11226007,hrs_35797104,10
rac_11222016,hrs_38305561,1
rac_11222016,hrs_37889915,2
rac_11222016,hrs_40766705,3
rac_11222016,hrs_38433465,4
rac_11222016,hrs_38884650,5
rac_11222016,hrs_40592027,6
rac_11222016,hrs_38018316,7
rac_11221704,hrs_27794151,1
rac_11221704,hrs_27428681,2
rac_11221704,hrs_22906926,3
rac_11221704,hrs_28190960,4
rac_11221704,hrs_21387254,5
rac_11221704,hrs_32567787,6
rac_11221704,hrs_27698342,7
rac_11221704,hrs_32751404,8
rac_11221704,hrs_23219028,9
rac_11221704,hrs_28824495,10
rac_11223459,hrs_35081333,1
rac_11223459,hrs_32443579,2
rac_11223459,hrs_29228381,3
rac_11223459,hrs_35039347,4
rac_11223459,hrs_25507965,5
rac_11223459,hrs_24386341,6
rac_11223459,hrs_25702117,7
rac_11223459,hrs_32180638,8
rac_11223459,hrs_19261746,9
rac_11223459,hrs_29226981,10
rac_11223459,hrs_35686651,11
rac_11223459,hrs_22756699,12
rac_11223459,hrs_31644669,13
rac_11221925,hrs_29313060,1
rac_11221925,hrs_29907164,2
rac_11221925,hrs_35335741,3
rac_11221925,hrs_34456562,4
rac_11221925,hrs_29907157,5
rac_11221925,hrs_34948494,6
rac_11221925,hrs_34361446,7
rac_11221925,hrs_32882311,8
rac_11221925,hrs_29312738,9
rac_11221925,hrs_33859665,10
rac_11221925,hrs_21453649,11
rac_11221925,hrs_21512323,12
rac_11221925,hrs_34320384,PU
rac_11221977,hrs_18323844,1
rac_11221977,hrs_34759935,2
rac_11221977,hrs_24277253,3
rac_11221977,hrs_16490488,4
rac_11221977,hrs_26961389,5
rac_11223446,hrs_35686091,1
rac_11223446,hrs_40766740,2
rac_11223446,hrs_38338510,3
rac_11223446,hrs_40766761,4
rac_11223446,hrs_37192295,5
rac_11223446,hrs_37618035,6
rac_11223446,hrs_37316699,7
rac_11223446,hrs_40766754,8
rac_11223446,hrs_37563841,9
rac_11223446,hrs_40766747,10
rac_11223446,hrs_40766768,11
rac_11170913,hrs_22840202,1
rac_11170913,hrs_9404584,2
rac_11170913,hrs_13153448,3
rac_11170913,hrs_14650405,4
rac_11170913,hrs_19983964,5
rac_11170913,hrs_17274068,6
rac_11170913,hrs_27794158,7
rac_11170913,hrs_27237665,8
rac_11170913,hrs_6166573,9
rac_11170913,hrs_24141201,10
rac_11170913,hrs_16855398,11
rac_11170913,hrs_12165307,12
rac_11170913,hrs_24494225,13
rac_11170913,hrs_18134382,14
rac_11170913,hrs_18513005,15
rac_11170913,hrs_20283697,16
rac_11170913,hrs_23433431,17
rac_11170913,hrs_22747557,18
rac_11170913,hrs_4060763,19
rac_11170913,hrs_13125042,20
rac_11170913,hrs_24687544,21
rac_11170913,hrs_10338559,PU
rac_11170913,hrs_13125063,PU
rac_11170913,hrs_13610107,PU
rac_11170913,hrs_17571246,PU
rac_11170913,hrs_17757537,PU
rac_11170913,hrs_22559817,PU
rac_11170913,hrs_24494491,PU
rac_11170913,hrs_20324444,UR
rac_11170913,hrs_21221550,UR
rac_11170913,hrs_22738611,UR
rac_11170913,hrs_22738744,UR
rac_11223472,hrs_32808832,1
rac_11223472,hrs_18901491,2
rac_11223472,hrs_21714602,3
rac_11223472,hrs_37658957,4
rac_11223472,hrs_32709649,5
rac_11223472,hrs_29918462,6
rac_11223472,hrs_37731582,7
rac_11223472,hrs_34182470,8
rac_11223472,hrs_24833473,9
rac_11223472,hrs_25481596,10
rac_11223472,hrs_32180477,11
rac_11223472,hrs_25810932,12
rac_11221886,hrs_29229921,1
rac_11221886,hrs_34361530,2
rac_11221886,hrs_33081013,3
rac_11221886,hrs_17949981,4
rac_11221886,hrs_30017400,4
rac_11221886,hrs_28294588,6
rac_11221886,hrs_30330230,7
rac_11222003,hrs_33660956,1
rac_11222003,hrs_21504413,2
rac_11222003,hrs_34221110,3
rac_11222003,hrs_33479859,4
rac_11222003,hrs_30357684,5
rac_11222003,hrs_34003039,6
rac_11222003,hrs_33478809,7
rac_11222003,hrs_29523389,8
rac_11222003,hrs_23433599,9
rac_11222003,hrs_26862318,F
rac_11222003,hrs_30096843,PU
rac_11222003,hrs_32612104,PU
rac_11222003,hrs_34221117,PU
rac_11222003,hrs_38305519,PU
rac_11221691,hrs_30096829,1
rac_11221691,hrs_32668405,2
rac_11221691,hrs_27888903,3
rac_11221691,hrs_12779053,4
rac_11221691,hrs_19251274,5
rac_11221691,hrs_17570826,6
rac_11221691,hrs_12355854,7
rac_11221691,hrs_27794837,8
rac_11221691,hrs_8576659,PU
rac_11221691,hrs_18424287,PU
rac_11221873,hrs_25026386,1
rac_11221873,hrs_22856141,2
rac_11221873,hrs_23643305,3
rac_11221873,hrs_28518245,4
rac_11221873,hrs_22625470,5
rac_11221873,hrs_23906085,BD
rac_11221873,hrs_29917762,BD
rac_11221873,hrs_12086830,F
rac_11221873,hrs_22782879,PU
rac_11221964,hrs_34253289,1
rac_11221964,hrs_34373710,2
rac_11221964,hrs_32751089,3
rac_11221964,hrs_27877248,PU
rac_11221964,hrs_40225899,PU
rac_11221964,hrs_40332579,PU
rac_11221717,hrs_27250986,1
rac_11221717,hrs_9295713,2
rac_11221717,hrs_24922254,3
rac_11221717,hrs_21212093,4
rac_11221717,hrs_19919459,5
rac_11221717,hrs_20596905,6
rac_11221717,hrs_27697271,7
rac_11221717,hrs_23111431,8
rac_11221717,hrs_21035721,9
rac_11221717,hrs_14059612,10
rac_11221717,hrs_20324472,PU
rac_11221717,hrs_20900908,PU
rac_11221717,hrs_23240714,PU
rac_11221860,hrs_17461885,1
rac_11221860,hrs_25026442,2
rac_11221860,hrs_24277239,3
rac_11221860,hrs_11506110,4
rac_11221860,hrs_24616634,5
rac_11221860,hrs_27206879,BD
rac_11221860,hrs_17003763,UR
rac_11221860,hrs_24592729,UR
rac_11221938,hrs_30137618,1
rac_11221938,hrs_21100611,2
rac_11221938,hrs_8128722,3
rac_11221938,hrs_24735116,4
rac_11221938,hrs_17474464,PU
rac_11221938,hrs_21290962,PU
rac_11221730,hrs_34253821,1
rac_11221730,hrs_33465306,2
rac_11221730,hrs_30016315,3
rac_11221730,hrs_35337561,4
rac_11221730,hrs_29917741,5
rac_11221730,hrs_32682650,6
rac_11221730,hrs_33051508,7
rac_11221730,hrs_33051536,8
rac_11221899,hrs_18504556,1
rac_11221899,hrs_29409562,2
rac_11221899,hrs_34557495,3
rac_11221899,hrs_34470688,4
rac_11221899,hrs_37575993,5
rac_11221899,hrs_18687368,6
rac_11221899,hrs_24216402,7
rac_11221899,hrs_21678643,PU
rac_11221899,hrs_28294644,PU
rac_11221951,hrs_21659918,1
rac_11221951,hrs_32598461,2
rac_11221951,hrs_34073277,3
rac_11221951,hrs_24687628,PU
rac_11221951,hrs_28903798,UR
rac_11221743,hrs_32356009,1
rac_11221743,hrs_30208542,2
rac_11221743,hrs_22856036,3
rac_11221743,hrs_27040503,4
rac_11221743,hrs_21493829,5
rac_11221743,hrs_24687572,6
rac_11221743,hrs_12725356,7
rac_11221743,hrs_12749422,8
rac_11221743,hrs_13684335,9
rac_11221743,hrs_27428660,10
rac_11221743,hrs_22625414,11
rac_11221743,hrs_29117123,12
rac_11221743,hrs_13733629,13
rac_11221743,hrs_25040659,14
rac_11221743,hrs_29801863,15
rac_11221743,hrs_28446894,16
rac_11221743,hrs_9219756,PU
rac_11221743,hrs_18133983,PU
rac_11221743,hrs_25000521,PU
rac_11221743,hrs_27428401,PU
rac_11221743,hrs_29648311,PU
rac_11221912,hrs_29312787,1
rac_11221912,hrs_29312724,2
rac_11221912,hrs_33081027,3
rac_11221912,hrs_32882276,4
rac_11221912,hrs_22856246,5
rac_11221912,hrs_30865716,6
rac_11221912,hrs_35416710,7
rac_11221912,hrs_39109546,8
rac_11225890,hrs_31660909,1
rac_11225890,hrs_25263322,2
rac_11225890,hrs_31982657,3
rac_11225890,hrs_39867016,4
rac_11225890,hrs_21775572,5
rac_11225890,hrs_21404411,6
rac_11225890,hrs_30231957,7
rac_11225890,hrs_22372588,8
rac_11225890,hrs_18231556,9
rac_11225890,hrs_20977810,10
rac_11225890,hrs_31069556,11
rac_11225890,hrs_22372609,12
rac_11225890,hrs_14008155,13
rac_11225890,hrs_31982384,14
rac_11225890,hrs_31148502,15
rac_11221990,hrs_33260346,1
rac_11221990,hrs_24468318,2
rac_11221990,hrs_34571523,3
rac_11221990,hrs_28753669,4
rac_11221990,hrs_34961423,5
rac_11221990,hrs_29906968,6
rac_11221847,hrs_38018330,1
rac_11221847,hrs_38792516,2
rac_11221847,hrs_37686894,3
rac_11221847,hrs_39488267,4
rac_11221847,hrs_40766698,5
rac_11221847,hrs_38466169,6
rac_11221847,hrs_37702294,7
rac_11225903,hrs_25121453,1
rac_11225903,hrs_24456208,2
rac_11225903,hrs_31259221,3
rac_11225903,hrs_24419934,4
rac_11225903,hrs_14368977,5
rac_11225903,hrs_18809490,6
rac_11225903,hrs_29906779,7
rac_11225903,hrs_29972614,8
rac_11225864,hrs_25213496,1
rac_11225864,hrs_20975864,2
rac_11225864,hrs_22207633,3
rac_11225864,hrs_25868465,4
rac_11225864,hrs_25795413,5
rac_11225864,hrs_21686511,6
rac_11225864,hrs_22756685,7
rac_11225864,hrs_29918098,8
rac_11225864,hrs_31356332,9
rac_11225864,hrs_35925547,10
rac_11225851,hrs_6307259,1
rac_11225851,hrs_21678405,2
rac_11225851,hrs_20977614,3
rac_11225851,hrs_25637906,4
rac_11225851,hrs_25481624,5
rac_11225851,hrs_25312700,6
rac_11225851,hrs_25251877,7
rac_11225851,hrs_15750707,8
rac_11225851,hrs_29736280,9
rac_11225851,hrs_18892328,10
rac_11225851,hrs_18687333,11
rac_11225851,hrs_21678160,12
rac_11225929,hrs_39392024,1
rac_11225929,hrs_38338468,2
rac_11225929,hrs_39170012,3
rac_11225929,hrs_39678716,4
rac_11225929,hrs_37932321,5
rac_11225929,hrs_33789630,6
rac_11225929,hrs_36665013,7
rac_11225929,hrs_39240236,8
rac_11225877,hrs_31356500,1
rac_11225877,hrs_31274187,2
rac_11225877,hrs_31148537,3
rac_11225877,hrs_34346788,4
rac_11225877,hrs_28221466,5
rac_11225877,hrs_26319510,6
rac_11225877,hrs_19052677,7
rac_11225877,hrs_13695402,8
rac_11225877,hrs_31919566,9
rac_11225877,hrs_19173133,10
rac_11225877,hrs_35081326,11
rac_11225877,hrs_23921695,12
rac_11225877,hrs_27889624,PU
rac_11225916,hrs_40514656,1
rac_11225916,hrs_38434158,2
rac_11225916,hrs_38173989,3
rac_11225916,hrs_37407398,4
rac_11225916,hrs_36235171,5
rac_11225916,hrs_40766726,6
rac_11226111,hrs_29721643,1
rac_11226111,hrs_25746105,2
rac_11226111,hrs_37178477,3
rac_11226111,hrs_13020455,4
rac_11226111,hrs_22149918,5
rac_11226111,hrs_25443537,6
rac_11226111,hrs_30777194,7
rac_11226111,hrs_17856349,8
rac_11226111,hrs_24854389,9
rac_11226111,hrs_24907848,10
rac_11226111,hrs_25481533,11
rac_11226111,hrs_25908827,12
rac_11226046,hrs_35149226,1
rac_11226046,hrs_35459088,2
rac_11226046,hrs_36428168,3
rac_11226072,hrs_37889838,1
rac_11226072,hrs_33875562,2
rac_11226072,hrs_35123634,3
rac_11226072,hrs_36665069,4
rac_11226072,hrs_36614928,5
rac_11226072,hrs_35231980,6
rac_11226072,hrs_35992642,7
rac_11226072,hrs_36207465,8
rac_11226072,hrs_35742427,9
rac_11226072,hrs_35864353,10
rac_11226072,hrs_35796684,11
rac_11226033,hrs_32249217,1
rac_11226033,hrs_15750707,2
rac_11226033,hrs_20977124,3
rac_11226033,hrs_10108693,4
rac_11226033,hrs_32567717,5
rac_11226033,hrs_31880716,6
rac_11226059,hrs_36416506,1
rac_11226059,hrs_27279007,2
rac_11226059,hrs_33790036,3
rac_11226059,hrs_36664446,4
rac_11226059,hrs_38884377,5
rac_11226059,hrs_34472620,6
rac_11226059,hrs_36136079,7
rac_11226098,hrs_37933693,1
rac_11226098,hrs_37052281,2
rac_11226098,hrs_37505216,3
rac_11226098,hrs_35336399,4
rac_11226098,hrs_37730392,5
rac_11226098,hrs_40786102,6
rac_11226098,hrs_35336875,7
rac_11226098,hrs_40786116,8
rac_11226098,hrs_37821672,9
rac_11226098,hrs_40786109,10
rac_11226098,hrs_33790288,11
rac_11223654,hrs_30175705,1
rac_11223654,hrs_21341621,2
rac_11223654,hrs_29944656,3
rac_11223654,hrs_28875336,4
rac_11223654,hrs_31550519,5
rac_11223654,hrs_31189487,6
rac_11223654,hrs_33660249,7
rac_11223654,hrs_21856954,8
rac_11223654,hrs_32499887,9
rac_11223654,hrs_24494351,10
rac_11223654,hrs_29842267,11
rac_11223654,hrs_31301669,12
rac_11223654,hrs_33165069,13
rac_11223654,hrs_34500368,14
rac_11226085,hrs_37489795,1
rac_11226085,hrs_39240250,2
rac_11226085,hrs_39678625,3
rac_11226085,hrs_39698932,4
rac_11226085,hrs_39978288,5
rac_11226085,hrs_37367953,6
rac_11226085,hrs_40786123,7
rac_11223667,hrs_35828219,1
rac_11223667,hrs_36484938,2
rac_11223667,hrs_34914768,3
rac_11223667,hrs_36302630,4
rac_11223667,hrs_36234492,5
rac_11223667,hrs_33789805,6
rac_11223667,hrs_36555519,7
rac_11223667,hrs_35137312,8
rac_11222263,hrs_37890657,1
rac_11222263,hrs_8093176,2
rac_11222263,hrs_24480932,3
rac_11222263,hrs_23970541,4
rac_11222263,hrs_23537829,5
rac_11222263,hrs_26961396,6
rac_11222263,hrs_29816640,7
rac_11222263,hrs_23209158,PU
rac_11222263,hrs_27578922,PU
rac_11222263,hrs_35336098,PU
rac_11223615,hrs_23292185,1
rac_11223615,hrs_32638214,2
rac_11223615,hrs_29227219,3
rac_11223615,hrs_20828612,4
rac_11223615,hrs_21404047,5
rac_11223615,hrs_26395446,6
rac_11223615,hrs_30908535,7
rac_11223615,hrs_31982748,8
rac_11223615,hrs_26622666,9
rac_11223615,hrs_28014364,10
rac_11223615,hrs_22598373,11
rac_11223615,hrs_24735046,12
rac_11222237,hrs_17361505,1
rac_11222237,hrs_35137116,2
rac_11222237,hrs_30016189,3
rac_11222237,hrs_30541399,4
rac_11222237,hrs_28916811,5
rac_11222237,hrs_27068902,6
rac_11222237,hrs_33975053,PU
rac_11257285,hrs_32061267,1
rac_11257285,hrs_21895916,2
rac_11257285,hrs_23233623,3
rac_11257285,hrs_29917965,4
rac_11257285,hrs_29917832,5
rac_11257285,hrs_20977635,6
rac_11257285,hrs_21404348,7
rac_11257285,hrs_34814500,8
rac_11257285,hrs_19138861,9
rac_11257285,hrs_22131039,10
rac_11257285,hrs_25637892,11
rac_11248133,hrs_32751110,1
rac_11248133,hrs_24494575,2
rac_11248133,hrs_24434403,3
rac_11248133,hrs_29906975,4
rac_11248133,hrs_21453964,5
rac_11248133,hrs_35335797,6
rac_11248133,hrs_32061736,7
rac_11248133,hrs_23596636,8
rac_11248133,hrs_27766431,9
rac_11248133,hrs_33275144,10
rac_11248133,hrs_28969591,11
rac_11248133,hrs_20110454,12
rac_11248133,hrs_28012985,13
rac_11248133,hrs_21082789,14
rac_11248133,hrs_26408830,15
rac_11248133,hrs_29691361,16
rac_11223628,hrs_26782679,1
rac_11223628,hrs_32568410,2
rac_11223628,hrs_31069549,3
rac_11223628,hrs_25924346,4
rac_11223628,hrs_23566452,5
rac_11223628,hrs_32538737,6
rac_11223628,hrs_24065412,7
rac_11223628,hrs_29228458,8
rac_11223628,hrs_35796649,9
rac_11223628,hrs_22064847,10
rac_11223628,hrs_30455131,11
rac_11223628,hrs_25565148,12
rac_11222211,hrs_9648205,1
rac_11222211,hrs_23165303,2
rac_11222211,hrs_28517510,3
rac_11222211,hrs_29295336,4
rac_11222211,hrs_22756622,5
rac_11222211,hrs_22674659,6
rac_11223680,hrs_37617937,1
rac_11223680,hrs_37407377,2
rac_11223680,hrs_37790305,3
rac_11223680,hrs_37821693,4
rac_11223680,hrs_40394403,5
rac_11223680,hrs_36793680,6
rac_11223680,hrs_37505265,7
rac_11223680,hrs_37702413,8
rac_11223680,hrs_38905888,9
rac_11223680,hrs_37407797,10
rac_11223680,hrs_35388402,11
rac_11223680,hrs_39451314,12
rac_11223680,hrs_40786228,UR
rac_11222276,hrs_34166573,1
rac_11222276,hrs_21327866,2
rac_11222276,hrs_34470730,3
rac_11222276,hrs_9531893,4
rac_11222276,hrs_24687677,5
rac_11222276,hrs_24593044,6
rac_11222276,hrs_23448488,7
rac_11222276,hrs_11566793,8
rac_11222276,hrs_13865152,9
rac_11222276,hrs_25156425,PU
rac_11222276,hrs_33080740,PU
rac_11223693,hrs_40553926,1
rac_11223693,hrs_40312965,2
rac_11223693,hrs_40668425,3
rac_11223693,hrs_40353390,4
rac_11223693,hrs_40353376,5
rac_11223693,hrs_40473622,6
rac_11223693,hrs_40786221,7
rac_11223693,hrs_39962643,8
rac_11223693,hrs_40473636,9
rac_11223693,hrs_40669174,10
rac_11222224,hrs_32911067,1
rac_11222224,hrs_21035623,2
rac_11222224,hrs_20550096,3
rac_11222224,hrs_23962106,4
rac_11222224,hrs_27040517,5
rac_11222224,hrs_30454487,F
rac_11222224,hrs_12778822,PU
