dam_id,dam_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dam_5527592,Maid To Master (IRE),36,Class 6,4,1,0,0,0,1.84,0.25,-0.75
dam_5527592,Maid To Master (IRE),36,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_5626824,Lady Of Appeal (IRE),106,,62,6,9,6,9,0.69,0.1,-29.12
dam_5626824,Lady Of Appeal (IRE),106,Class 4,20,3,2,2,2,1.41,0.15,-0.25
dam_5626824,Lady Of Appeal (IRE),106,Class 5,18,1,1,1,0,0.45,0.06,-14.25
dam_5626824,Lady Of Appeal (IRE),106,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_5626824,Lady Of Appeal (IRE),106,Class 6,2,0,1,0,0,0.0,0.0,-2.0
dam_5626824,Lady Of Appeal (IRE),106,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5626824,Lady Of Appeal (IRE),106,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5946899,Dansante (GB),16,Class 6,11,0,0,1,0,0.0,0.0,-11.0
dam_5946899,Dansante (GB),16,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_5946899,Dansante (GB),16,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5946899,Dansante (GB),16,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_28517503,Byzantion (FR),9,Class 5,6,3,2,0,0,2.69,0.5,16.25
dam_28517503,Byzantion (FR),9,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_5135641,Cool Kitten (IRE),99,,45,3,2,2,8,0.73,0.07,-9.2
dam_5135641,Cool Kitten (IRE),99,Class 1,14,1,2,4,3,0.41,0.07,-8.0
dam_5135641,Cool Kitten (IRE),99,Class 4,12,2,0,0,1,1.62,0.17,-2.9
dam_5135641,Cool Kitten (IRE),99,Class 5,11,2,1,0,1,1.61,0.18,-2.17
dam_5135641,Cool Kitten (IRE),99,Class 3,9,3,1,1,2,2.41,0.33,15.88
dam_5135641,Cool Kitten (IRE),99,Class 2,4,1,1,1,1,2.03,0.25,0.0
dam_5135641,Cool Kitten (IRE),99,Class 6,4,1,1,0,0,3.2,0.25,11.0
dam_4388034,Anemone (GB),72,,34,2,2,4,0,0.86,0.06,3.0
dam_4388034,Anemone (GB),72,Class 5,18,0,2,1,3,0.0,0.0,-18.0
dam_4388034,Anemone (GB),72,Class 4,11,3,0,3,1,1.23,0.27,9.0
dam_4388034,Anemone (GB),72,Class 6,9,2,1,3,1,1.93,0.22,15.5
dam_39431399,Patsola (GB),2,Class 4,1,1,0,0,0,3.0,1.0,2.0
dam_39431399,Patsola (GB),2,Class 5,1,0,1,0,0,0.0,0.0,-1.0
dam_5147163,Dedicace (USA),15,,14,0,0,0,0,0.0,0.0,-14.0
dam_5147163,Dedicace (USA),15,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_7281736,Raveloe (GB),3,Class 4,1,1,0,0,0,2.25,1.0,1.25
dam_7281736,Raveloe (GB),3,,1,0,0,0,0,0.0,0.0,-1.0
dam_7281736,Raveloe (GB),3,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_4827886,Polka Dot (IRE),71,,50,13,7,6,2,1.29,0.26,6.58
dam_4827886,Polka Dot (IRE),71,Class 4,9,1,1,2,1,1.02,0.11,-5.0
dam_4827886,Polka Dot (IRE),71,Class 1,5,0,1,0,0,0.0,0.0,-5.0
dam_4827886,Polka Dot (IRE),71,Class 5,4,0,0,0,1,0.0,0.0,-4.0
dam_4827886,Polka Dot (IRE),71,Class 2,3,0,0,1,0,0.0,0.0,-3.0
dam_4645648,Dancingwithbubbles (IRE),88,,40,3,5,5,4,0.48,0.07,-28.5
dam_4645648,Dancingwithbubbles (IRE),88,Class 1,14,3,2,2,3,1.12,0.21,5.83
dam_4645648,Dancingwithbubbles (IRE),88,Class 3,13,1,4,3,1,0.32,0.08,-10.75
dam_4645648,Dancingwithbubbles (IRE),88,Class 2,8,2,3,0,1,1.22,0.25,-0.5
dam_4645648,Dancingwithbubbles (IRE),88,Class 4,7,1,1,2,1,0.82,0.14,-1.0
dam_4645648,Dancingwithbubbles (IRE),88,Class 5,5,1,0,0,1,1.19,0.2,-3.27
dam_4645648,Dancingwithbubbles (IRE),88,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dam_5365087,Alize Du Berlais (FR),37,Class 4,24,4,6,4,2,0.7,0.17,-12.53
dam_5365087,Alize Du Berlais (FR),37,Class 5,6,0,2,1,1,0.0,0.0,-6.0
dam_5365087,Alize Du Berlais (FR),37,Class 2,4,0,1,0,2,0.0,0.0,-4.0
dam_5365087,Alize Du Berlais (FR),37,Class 3,3,0,1,0,0,0.0,0.0,-3.0
dam_4787013,Neele (IRE),46,,34,4,3,11,2,0.68,0.12,-19.2
dam_4787013,Neele (IRE),46,Class 2,3,0,0,0,0,0.0,0.0,-3.0
dam_4787013,Neele (IRE),46,Class 1,3,0,1,0,0,0.0,0.0,-3.0
dam_4787013,Neele (IRE),46,Class 3,2,0,1,0,0,0.0,0.0,-2.0
dam_4787013,Neele (IRE),46,Class 5,2,0,1,0,0,0.0,0.0,-2.0
dam_4787013,Neele (IRE),46,Class 4,2,0,0,1,0,0.0,0.0,-2.0
dam_4458615,Snake Skin (GB),169,Class 6,68,13,11,6,7,1.24,0.19,51.0
dam_4458615,Snake Skin (GB),169,Class 5,60,7,5,6,6,1.08,0.12,-13.43
dam_4458615,Snake Skin (GB),169,Class 4,34,4,7,3,5,0.95,0.12,-19.37
dam_4458615,Snake Skin (GB),169,Class 3,6,0,0,0,1,0.0,0.0,-6.0
dam_4458615,Snake Skin (GB),169,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_25121390,Black Rock Lady (IRE),11,,6,0,0,0,2,0.0,0.0,-6.0
dam_25121390,Black Rock Lady (IRE),11,Class 5,4,0,0,1,0,0.0,0.0,-4.0
dam_25121390,Black Rock Lady (IRE),11,Class 4,1,0,0,0,1,0.0,0.0,-1.0
dam_3699346,Vestale (GB),15,,14,1,2,1,1,0.53,0.07,-9.5
dam_3699346,Vestale (GB),15,Class 4,1,0,1,0,0,0.0,0.0,-1.0
dam_5176528,Mixfeeling (IRE),92,,81,7,6,4,3,1.01,0.09,-5.9
dam_5176528,Mixfeeling (IRE),92,Class 4,4,0,0,2,0,0.0,0.0,-4.0
dam_5176528,Mixfeeling (IRE),92,Class 5,4,0,0,1,1,0.0,0.0,-4.0
dam_5176528,Mixfeeling (IRE),92,Class 2,2,0,0,1,0,0.0,0.0,-2.0
dam_5176528,Mixfeeling (IRE),92,Class 3,1,0,0,1,0,0.0,0.0,-1.0
dam_4905278,Wait And See (FR),53,,49,2,3,4,6,0.46,0.04,-34.9
dam_4905278,Wait And See (FR),53,Class 5,2,0,0,0,1,0.0,0.0,-2.0
dam_4905278,Wait And See (FR),53,Class 4,1,1,0,0,0,4.0,1.0,3.0
dam_4905278,Wait And See (FR),53,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_9211860,Roche D'Or (GB),35,Class 4,12,3,3,1,0,1.35,0.25,0.12
dam_9211860,Roche D'Or (GB),35,Class 3,11,1,0,6,1,0.37,0.09,-8.75
dam_9211860,Roche D'Or (GB),35,Class 5,8,0,0,1,1,0.0,0.0,-8.0
dam_9211860,Roche D'Or (GB),35,,3,0,0,1,0,0.0,0.0,-3.0
dam_9211860,Roche D'Or (GB),35,Class 2,1,0,0,0,1,0.0,0.0,-1.0
dam_4757725,Seagulls Dance (IRE),16,,15,0,2,0,1,0.0,0.0,-15.0
dam_4757725,Seagulls Dance (IRE),16,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_5461288,Our Pollyanna (IRE),14,Class 4,8,0,4,2,0,0.0,0.0,-8.0
dam_5461288,Our Pollyanna (IRE),14,Class 3,3,0,0,0,2,0.0,0.0,-3.0
dam_5461288,Our Pollyanna (IRE),14,Class 5,3,0,0,1,1,0.0,0.0,-3.0
dam_4593414,Nylon (GER),49,Class 5,13,1,3,0,1,0.48,0.08,-10.62
dam_4593414,Nylon (GER),49,Class 4,12,1,1,1,1,0.56,0.08,-9.62
dam_4593414,Nylon (GER),49,,8,0,0,0,1,0.0,0.0,-8.0
dam_4593414,Nylon (GER),49,Class 2,7,2,1,0,0,2.32,0.29,9.0
dam_4593414,Nylon (GER),49,Class 6,6,1,0,3,1,0.77,0.17,-2.75
dam_4593414,Nylon (GER),49,Class 3,3,0,0,0,0,0.0,0.0,-3.0
dam_5445769,Chelsea Express (GB),13,Class 5,7,0,0,0,0,0.0,0.0,-7.0
dam_5445769,Chelsea Express (GB),13,Class 4,4,0,0,0,0,0.0,0.0,-4.0
dam_5445769,Chelsea Express (GB),13,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_6131405,Ismane (FR),6,Class 4,3,1,0,0,1,9.24,0.33,16.0
dam_6131405,Ismane (FR),6,Class 5,3,1,0,0,0,3.45,0.33,1.33
dam_39568627,Grey Valley (FR),1,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_3004701,Pink Diamond (GB),14,Class 5,11,0,2,0,1,0.0,0.0,-11.0
dam_3004701,Pink Diamond (GB),14,Class 4,3,0,1,0,1,0.0,0.0,-3.0
dam_29592906,Siba De La Pampa (FR),20,Class 4,7,1,0,0,1,1.99,0.14,-3.75
dam_29592906,Siba De La Pampa (FR),20,Class 5,6,1,0,2,1,1.07,0.17,3.5
dam_29592906,Siba De La Pampa (FR),20,,6,1,2,1,2,0.52,0.17,-4.09
dam_29592906,Siba De La Pampa (FR),20,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5666444,Drombeg West (GB),11,Class 5,8,1,0,1,0,1.8,0.12,21.0
dam_5666444,Drombeg West (GB),11,Class 4,2,0,0,0,1,0.0,0.0,-2.0
dam_5666444,Drombeg West (GB),11,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_4780699,Crystany (IRE),105,,39,4,4,2,5,0.76,0.1,-19.87
dam_4780699,Crystany (IRE),105,Class 5,35,4,3,4,5,0.95,0.11,8.0
dam_4780699,Crystany (IRE),105,Class 1,12,0,1,3,0,0.0,0.0,-12.0
dam_4780699,Crystany (IRE),105,Class 6,10,1,0,0,2,0.68,0.1,-1.0
dam_4780699,Crystany (IRE),105,Class 4,7,1,1,1,0,1.12,0.14,0.5
dam_4780699,Crystany (IRE),105,Class 2,2,0,0,0,1,0.0,0.0,-2.0
dam_5478291,Deep Lilly (GB),53,,17,1,0,2,3,1.12,0.06,-9.5
dam_5478291,Deep Lilly (GB),53,Class 5,17,3,1,4,0,1.56,0.18,16.88
dam_5478291,Deep Lilly (GB),53,Class 4,14,2,2,1,2,1.3,0.14,72.5
dam_5478291,Deep Lilly (GB),53,Class 3,3,0,0,0,0,0.0,0.0,-3.0
dam_5478291,Deep Lilly (GB),53,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_5615771,Venceremos (GB),8,Class 5,4,0,2,0,1,0.0,0.0,-4.0
dam_5615771,Venceremos (GB),8,Class 4,4,0,0,0,1,0.0,0.0,-4.0
dam_4899993,Lady Lenson (IRE),46,,32,4,5,1,3,1.06,0.12,12.5
dam_4899993,Lady Lenson (IRE),46,Class 4,7,0,0,1,1,0.0,0.0,-7.0
dam_4899993,Lady Lenson (IRE),46,Class 5,4,0,0,1,0,0.0,0.0,-4.0
dam_4899993,Lady Lenson (IRE),46,Class 3,3,0,0,0,0,0.0,0.0,-3.0
dam_18016418,Ugoline (FR),12,,5,2,0,0,0,0.95,0.4,-1.94
dam_18016418,Ugoline (FR),12,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_18016418,Ugoline (FR),12,Class 5,2,0,0,0,0,0.0,0.0,-2.0
dam_18016418,Ugoline (FR),12,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dam_18016418,Ugoline (FR),12,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5268634,Lost Two Stars (IRE),1,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_6337681,Gwaien (FR),5,,2,0,0,0,2,0.0,0.0,-2.0
dam_6337681,Gwaien (FR),5,Class 4,2,0,0,1,0,0.0,0.0,-2.0
dam_6337681,Gwaien (FR),5,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_5397987,Ebony Palm (IRE),28,,20,2,2,2,5,0.74,0.1,-5.0
dam_5397987,Ebony Palm (IRE),28,Class 5,5,0,0,0,1,0.0,0.0,-5.0
dam_5397987,Ebony Palm (IRE),28,Class 4,2,0,0,0,0,0.0,0.0,-2.0
dam_5397987,Ebony Palm (IRE),28,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_8293859,Prospera Pascha (GB),2,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_8293859,Prospera Pascha (GB),2,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_30016553,Start To Finish (IRE),4,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_30016553,Start To Finish (IRE),4,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_11526144,London Bells (GB),10,Class 5,6,0,1,2,1,0.0,0.0,-6.0
dam_11526144,London Bells (GB),10,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_11526144,London Bells (GB),10,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_3922513,Foxchapel Queen (IRE),10,Class 5,7,0,0,0,0,0.0,0.0,-7.0
dam_3922513,Foxchapel Queen (IRE),10,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_38073777,Comete De Corton (FR),1,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_4585315,Nina Du Seuil (FR),31,,11,0,2,1,0,0.0,0.0,-11.0
dam_4585315,Nina Du Seuil (FR),31,Class 4,8,1,1,0,1,0.79,0.12,-3.5
dam_4585315,Nina Du Seuil (FR),31,Class 3,4,0,0,1,0,0.0,0.0,-4.0
dam_4585315,Nina Du Seuil (FR),31,Class 2,3,0,1,0,1,0.0,0.0,-3.0
dam_4585315,Nina Du Seuil (FR),31,Class 5,3,1,1,1,0,2.11,0.33,4.5
dam_4585315,Nina Du Seuil (FR),31,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_33275200,Emily's Belle (IRE),8,Class 5,4,0,0,0,1,0.0,0.0,-4.0
dam_33275200,Emily's Belle (IRE),8,Class 4,3,0,0,0,1,0.0,0.0,-3.0
dam_33275200,Emily's Belle (IRE),8,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5831385,Carolina Wren (GB),21,Class 4,9,6,1,0,0,3.12,0.67,21.41
dam_5831385,Carolina Wren (GB),21,Class 3,4,2,0,0,1,2.03,0.5,1.25
dam_5831385,Carolina Wren (GB),21,Class 1,4,1,1,1,0,1.77,0.25,-0.25
dam_5831385,Carolina Wren (GB),21,Class 5,2,1,0,1,0,7.16,0.5,27.0
dam_5831385,Carolina Wren (GB),21,,1,1,0,0,0,3.25,1.0,2.25
dam_5831385,Carolina Wren (GB),21,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dam_29327347,Salsadame (FR),7,Class 4,7,1,3,1,0,0.41,0.14,-4.62
dam_23706963,Staraba (FR),12,Class 5,5,0,1,0,1,0.0,0.0,-5.0
dam_23706963,Staraba (FR),12,,4,0,0,0,0,0.0,0.0,-4.0
dam_23706963,Staraba (FR),12,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_4542776,Classic Fantasy (GB),56,Class 4,27,1,0,0,2,1.64,0.04,40.0
dam_4542776,Classic Fantasy (GB),56,Class 5,24,1,1,4,1,0.94,0.04,17.0
dam_4542776,Classic Fantasy (GB),56,Class 6,2,0,0,0,2,0.0,0.0,-2.0
dam_4542776,Classic Fantasy (GB),56,,2,0,0,0,0,0.0,0.0,-2.0
dam_4542776,Classic Fantasy (GB),56,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_4787391,Kings Maiden (IRE),52,Class 5,22,5,1,2,1,1.71,0.23,20.13
dam_4787391,Kings Maiden (IRE),52,Class 4,16,2,3,2,1,0.63,0.12,-10.17
dam_4787391,Kings Maiden (IRE),52,,14,0,0,1,0,0.0,0.0,-14.0
dam_13290704,Fame Forever (IRE),46,Class 5,17,2,1,1,2,0.83,0.12,-10.75
dam_13290704,Fame Forever (IRE),46,,8,0,0,1,0,0.0,0.0,-8.0
dam_13290704,Fame Forever (IRE),46,Class 4,8,2,1,1,2,1.64,0.25,-0.75
dam_13290704,Fame Forever (IRE),46,Class 3,6,1,0,1,0,0.99,0.17,-0.5
dam_13290704,Fame Forever (IRE),46,Class 2,5,0,1,1,0,0.0,0.0,-5.0
dam_13290704,Fame Forever (IRE),46,Class 1,2,0,1,0,0,0.0,0.0,-2.0
dam_3847816,Crooked Wood (USA),90,Class 5,36,4,2,7,3,0.72,0.11,-18.63
dam_3847816,Crooked Wood (USA),90,Class 4,16,1,7,1,0,0.57,0.06,-11.5
dam_3847816,Crooked Wood (USA),90,Class 6,15,1,3,0,0,0.42,0.07,-12.0
dam_3847816,Crooked Wood (USA),90,,14,0,3,1,2,0.0,0.0,-14.0
dam_3847816,Crooked Wood (USA),90,Class 1,5,0,0,0,1,0.0,0.0,-5.0
dam_3847816,Crooked Wood (USA),90,Class 3,3,0,1,1,0,0.0,0.0,-3.0
dam_3847816,Crooked Wood (USA),90,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dam_4748422,Promising Lead (GB),136,Class 4,66,8,9,7,8,0.72,0.12,-29.92
dam_4748422,Promising Lead (GB),136,Class 5,36,5,8,2,3,0.71,0.14,-16.51
dam_4748422,Promising Lead (GB),136,Class 6,11,2,1,1,3,0.94,0.18,-5.38
dam_4748422,Promising Lead (GB),136,Class 3,10,0,2,1,1,0.0,0.0,-10.0
dam_4748422,Promising Lead (GB),136,Class 1,6,1,2,0,0,0.71,0.17,-4.38
dam_4748422,Promising Lead (GB),136,,4,1,1,0,1,1.04,0.25,-2.1
dam_4748422,Promising Lead (GB),136,Class 2,3,0,0,0,1,0.0,0.0,-3.0
dam_8559509,Scopa D'Assi (IRE),40,Class 4,19,3,8,1,1,0.77,0.16,-12.19
dam_8559509,Scopa D'Assi (IRE),40,Class 3,17,3,2,3,4,0.94,0.18,-8.75
dam_8559509,Scopa D'Assi (IRE),40,Class 2,4,1,0,0,0,1.84,0.25,-0.25
dam_3388812,Capistrano Day (USA),209,Class 5,75,10,12,7,4,0.88,0.13,-26.46
dam_3388812,Capistrano Day (USA),209,Class 4,52,6,6,2,9,0.82,0.12,-26.09
dam_3388812,Capistrano Day (USA),209,Class 6,24,5,3,0,2,1.56,0.21,10.83
dam_3388812,Capistrano Day (USA),209,,19,1,0,5,4,0.4,0.05,-11.5
dam_3388812,Capistrano Day (USA),209,Class 3,14,3,2,1,2,1.39,0.21,2.75
dam_3388812,Capistrano Day (USA),209,Class 1,13,1,2,1,1,0.44,0.08,-11.47
dam_3388812,Capistrano Day (USA),209,Class 2,10,0,3,2,1,0.0,0.0,-10.0
dam_3388812,Capistrano Day (USA),209,Class 7,2,1,0,1,0,3.12,0.5,4.0
dam_5735520,Sweet As Honey (GB),64,Class 5,23,3,1,5,6,0.78,0.13,-8.7
dam_5735520,Sweet As Honey (GB),64,Class 4,21,7,2,3,1,2.16,0.33,22.25
dam_5735520,Sweet As Honey (GB),64,Class 2,10,0,0,1,1,0.0,0.0,-10.0
dam_5735520,Sweet As Honey (GB),64,Class 3,8,1,0,3,2,0.81,0.12,-4.0
dam_5735520,Sweet As Honey (GB),64,Class 6,2,0,0,0,0,0.0,0.0,-2.0
dam_4867261,Lady Hillingdon (GB),44,Class 5,21,1,2,6,2,0.53,0.05,-9.0
dam_4867261,Lady Hillingdon (GB),44,,20,0,0,1,1,0.0,0.0,-20.0
dam_4867261,Lady Hillingdon (GB),44,Class 6,2,0,0,0,0,0.0,0.0,-2.0
dam_4867261,Lady Hillingdon (GB),44,Class 4,1,0,0,0,0,0.0,0.0,-1.0
dam_4595325,Play With Fire (GB),14,Class 5,10,0,1,3,0,0.0,0.0,-10.0
dam_4595325,Play With Fire (GB),14,Class 4,3,0,0,0,1,0.0,0.0,-3.0
dam_4595325,Play With Fire (GB),14,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_5563936,Bahama Pearl (FR),13,Class 4,9,1,4,0,1,0.37,0.11,-5.0
dam_5563936,Bahama Pearl (FR),13,,4,0,1,0,0,0.0,0.0,-4.0
dam_4678142,Odyssee Du Cellier (FR),102,,34,8,3,2,3,2.1,0.24,88.9
dam_4678142,Odyssee Du Cellier (FR),102,Class 1,25,2,3,2,4,0.8,0.08,-18.5
dam_4678142,Odyssee Du Cellier (FR),102,Class 4,21,4,2,6,3,1.03,0.19,-2.43
dam_4678142,Odyssee Du Cellier (FR),102,Class 2,12,3,3,2,0,1.06,0.25,2.2
dam_4678142,Odyssee Du Cellier (FR),102,Class 3,9,1,3,2,0,0.65,0.11,-6.5
dam_4678142,Odyssee Du Cellier (FR),102,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_6674493,Snow Leopardess (GB),6,Class 4,5,0,0,2,0,0.0,0.0,-5.0
dam_6674493,Snow Leopardess (GB),6,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_34962053,Cooladurragh Lady (IRE),10,Class 5,5,1,1,0,0,1.73,0.2,2.0
dam_34962053,Cooladurragh Lady (IRE),10,Class 4,4,0,0,0,1,0.0,0.0,-4.0
dam_34962053,Cooladurragh Lady (IRE),10,Class 3,1,0,0,0,1,0.0,0.0,-1.0
dam_20662761,Rocana (GB),56,Class 4,23,4,0,4,3,1.58,0.17,11.0
dam_20662761,Rocana (GB),56,Class 1,12,2,0,3,2,1.88,0.17,5.0
dam_20662761,Rocana (GB),56,Class 5,11,1,0,1,4,0.84,0.09,-3.0
dam_20662761,Rocana (GB),56,,6,0,0,0,0,0.0,0.0,-6.0
dam_20662761,Rocana (GB),56,Class 2,2,0,0,1,0,0.0,0.0,-2.0
dam_20662761,Rocana (GB),56,Class 3,2,1,0,0,0,1.42,0.5,-0.27
dam_4799977,Aromatherapy (GB),171,Class 6,51,7,7,3,5,1.15,0.14,-2.12
dam_4799977,Aromatherapy (GB),171,Class 5,48,6,5,10,4,0.97,0.12,-4.72
dam_4799977,Aromatherapy (GB),171,Class 4,38,7,2,1,3,1.65,0.18,-1.0
dam_4799977,Aromatherapy (GB),171,Class 2,18,3,2,2,2,1.03,0.17,1.5
dam_4799977,Aromatherapy (GB),171,Class 3,14,2,2,1,2,1.36,0.14,7.75
dam_4799977,Aromatherapy (GB),171,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dam_4799977,Aromatherapy (GB),171,,1,0,1,0,0,0.0,0.0,-1.0
dam_4796344,Becuille (IRE),196,,149,12,25,17,15,0.6,0.08,-78.47
dam_4796344,Becuille (IRE),196,Class 6,19,2,4,1,2,0.56,0.11,-13.0
dam_4796344,Becuille (IRE),196,Class 5,15,1,3,2,0,0.74,0.07,-10.5
dam_4796344,Becuille (IRE),196,Class 4,7,0,0,0,0,0.0,0.0,-7.0
dam_4796344,Becuille (IRE),196,Class 2,5,0,1,0,0,0.0,0.0,-5.0
dam_4796344,Becuille (IRE),196,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_10782590,Kiss Me Daily (FR),9,Class 4,4,0,1,2,0,0.0,0.0,-4.0
dam_10782590,Kiss Me Daily (FR),9,,3,0,0,0,2,0.0,0.0,-3.0
dam_10782590,Kiss Me Daily (FR),9,Class 5,1,0,0,1,0,0.0,0.0,-1.0
dam_10782590,Kiss Me Daily (FR),9,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_9733507,Taneshka (FR),3,Class 4,2,0,0,0,0,0.0,0.0,-2.0
dam_9733507,Taneshka (FR),3,,1,0,0,0,0,0.0,0.0,-1.0
dam_5280149,Pure Greed (IRE),52,,31,2,3,4,1,0.6,0.06,-11.8
dam_5280149,Pure Greed (IRE),52,Class 5,13,0,1,0,0,0.0,0.0,-13.0
dam_5280149,Pure Greed (IRE),52,Class 4,3,0,1,0,0,0.0,0.0,-3.0
dam_5280149,Pure Greed (IRE),52,Class 6,3,0,0,0,0,0.0,0.0,-3.0
dam_5280149,Pure Greed (IRE),52,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_4586708,Rock Angel (IRE),52,,29,5,2,6,3,1.49,0.17,13.08
dam_4586708,Rock Angel (IRE),52,Class 3,11,2,1,2,0,1.24,0.18,5.0
dam_4586708,Rock Angel (IRE),52,Class 4,4,2,0,1,0,1.67,0.5,-0.26
dam_4586708,Rock Angel (IRE),52,Class 2,4,0,0,0,0,0.0,0.0,-4.0
dam_4586708,Rock Angel (IRE),52,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_4586708,Rock Angel (IRE),52,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_4662203,End Of The Affair (IRE),41,,25,0,1,2,1,0.0,0.0,-25.0
dam_4662203,End Of The Affair (IRE),41,Class 3,9,2,2,0,1,1.26,0.22,-1.09
dam_4662203,End Of The Affair (IRE),41,Class 4,5,1,2,0,2,0.82,0.2,-2.0
dam_4662203,End Of The Affair (IRE),41,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_4662203,End Of The Affair (IRE),41,Class 5,1,0,1,0,0,0.0,0.0,-1.0
dam_5591222,Special Choice (IRE),78,,43,4,6,7,5,0.55,0.09,-7.12
dam_5591222,Special Choice (IRE),78,Class 1,21,6,2,7,1,1.9,0.29,42.73
dam_5591222,Special Choice (IRE),78,Class 4,8,3,1,0,1,2.06,0.38,12.25
dam_5591222,Special Choice (IRE),78,Class 3,3,0,0,1,0,0.0,0.0,-3.0
dam_5591222,Special Choice (IRE),78,Class 5,2,0,0,1,0,0.0,0.0,-2.0
dam_5591222,Special Choice (IRE),78,Class 2,1,0,0,0,1,0.0,0.0,-1.0
dam_34373829,Made To Move (IRE),10,,4,0,0,0,0,0.0,0.0,-4.0
dam_34373829,Made To Move (IRE),10,Class 4,3,0,0,1,0,0.0,0.0,-3.0
dam_34373829,Made To Move (IRE),10,Class 5,3,0,0,0,0,0.0,0.0,-3.0
dam_25027023,Karolie (FR),10,,6,0,0,0,1,0.0,0.0,-6.0
dam_25027023,Karolie (FR),10,Class 5,4,0,0,0,0,0.0,0.0,-4.0
dam_29012928,Kings Sister (IRE),29,Class 5,15,0,0,2,0,0.0,0.0,-15.0
dam_29012928,Kings Sister (IRE),29,Class 4,12,0,1,2,4,0.0,0.0,-12.0
dam_29012928,Kings Sister (IRE),29,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_5395768,Grainne Delight (IRE),46,Class 5,27,2,3,5,2,0.61,0.07,-19.0
dam_5395768,Grainne Delight (IRE),46,,10,2,0,4,0,2.3,0.2,12.0
dam_5395768,Grainne Delight (IRE),46,Class 4,9,0,0,1,0,0.0,0.0,-9.0
dam_4875591,Playa Pierji (FR),54,,37,6,2,6,3,0.79,0.16,-19.38
dam_4875591,Playa Pierji (FR),54,Class 4,8,2,0,0,0,2.06,0.25,-2.92
dam_4875591,Playa Pierji (FR),54,Class 5,3,0,0,0,0,0.0,0.0,-3.0
dam_4875591,Playa Pierji (FR),54,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_4875591,Playa Pierji (FR),54,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_4875591,Playa Pierji (FR),54,Class 2,1,0,1,0,0,0.0,0.0,-1.0
dam_5942146,Holy Veil (GB),8,Class 5,5,0,0,0,2,0.0,0.0,-5.0
dam_5942146,Holy Veil (GB),8,Class 4,2,0,0,2,0,0.0,0.0,-2.0
dam_5942146,Holy Veil (GB),8,Class 2,1,0,0,0,0,0.0,0.0,-1.0
