dam_id,dam_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dam_5923631,Princess Leya (IRE),20,,8,0,2,2,0,0.0,0.0,-8.0
dam_5923631,Princess Leya (IRE),20,Class 4,5,1,3,0,0,0.83,0.2,0.5
dam_5923631,Princess Leya (IRE),20,Class 1,3,1,0,1,0,2.34,0.33,7.0
dam_5923631,Princess Leya (IRE),20,Class 5,2,0,0,1,1,0.0,0.0,-2.0
dam_5923631,Princess Leya (IRE),20,Class 2,2,0,1,0,0,0.0,0.0,-2.0
dam_3580934,Belle Yepa (FR),130,,52,9,4,3,4,1.33,0.17,26.4
dam_3580934,Belle Yepa (FR),130,Class 4,31,5,4,4,7,0.88,0.16,10.02
dam_3580934,Belle Yepa (FR),130,Class 5,15,3,0,0,1,1.42,0.2,3.0
dam_3580934,Belle Yepa (FR),130,Class 1,15,4,3,0,2,1.62,0.27,14.75
dam_3580934,Belle Yepa (FR),130,Class 2,9,4,1,1,0,1.69,0.44,3.54
dam_3580934,Belle Yepa (FR),130,Class 3,5,0,0,3,2,0.0,0.0,-5.0
dam_3580934,Belle Yepa (FR),130,Class 6,3,1,0,0,0,1.78,0.33,0.0
dam_5697293,Rattlin (GB),28,,8,4,2,1,0,0.92,0.5,0.03
dam_5697293,Rattlin (GB),28,Class 4,7,4,0,3,0,2.1,0.57,15.22
dam_5697293,Rattlin (GB),28,Class 3,7,0,2,0,1,0.0,0.0,-7.0
dam_5697293,Rattlin (GB),28,Class 5,4,0,0,0,1,0.0,0.0,-4.0
dam_5697293,Rattlin (GB),28,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5697293,Rattlin (GB),28,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_10255994,Terebella (FR),27,,22,3,2,1,3,1.34,0.14,15.9
dam_10255994,Terebella (FR),27,Class 4,3,2,1,0,0,1.16,0.67,0.09
dam_10255994,Terebella (FR),27,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_10255994,Terebella (FR),27,Class 3,1,0,1,0,0,0.0,0.0,-1.0
dam_48112330,Quintalea (FR),3,Class 4,2,0,0,0,0,0.0,0.0,-2.0
dam_48112330,Quintalea (FR),3,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_4611607,Runaround Sue (IRE),55,Class 5,26,1,2,4,0,0.61,0.04,-21.5
dam_4611607,Runaround Sue (IRE),55,Class 4,19,2,3,1,2,1.55,0.11,0.0
dam_4611607,Runaround Sue (IRE),55,,5,0,0,0,0,0.0,0.0,-5.0
dam_4611607,Runaround Sue (IRE),55,Class 3,5,0,0,4,1,0.0,0.0,-5.0
dam_7182000,Ballyknock Mist (IRE),3,Class 4,1,0,0,0,1,0.0,0.0,-1.0
dam_7182000,Ballyknock Mist (IRE),3,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_7182000,Ballyknock Mist (IRE),3,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_6195609,Whizzzey Rascal (IRE),5,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_6195609,Whizzzey Rascal (IRE),5,Class 3,2,0,0,0,1,0.0,0.0,-2.0
dam_34571726,Follow The Icon (GB),19,Class 4,13,0,5,4,2,0.0,0.0,-13.0
dam_34571726,Follow The Icon (GB),19,Class 5,3,1,1,1,0,1.63,0.33,5.0
dam_34571726,Follow The Icon (GB),19,Class 3,2,0,0,1,0,0.0,0.0,-2.0
dam_34571726,Follow The Icon (GB),19,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5207979,Sherry Darling (IRE),54,,16,2,2,1,3,0.88,0.12,-10.58
dam_5207979,Sherry Darling (IRE),54,Class 4,13,3,1,3,1,1.48,0.23,4.25
dam_5207979,Sherry Darling (IRE),54,Class 3,13,1,4,3,0,0.59,0.08,-9.75
dam_5207979,Sherry Darling (IRE),54,Class 2,6,2,1,0,2,2.11,0.33,8.5
dam_5207979,Sherry Darling (IRE),54,Class 5,3,0,0,1,0,0.0,0.0,-3.0
dam_5207979,Sherry Darling (IRE),54,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_5207979,Sherry Darling (IRE),54,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dam_4257253,New Saga (FR),29,,23,0,0,3,0,0.0,0.0,-23.0
dam_4257253,New Saga (FR),29,Class 4,5,1,3,1,0,0.47,0.2,-3.17
dam_4257253,New Saga (FR),29,Class 2,1,0,1,0,0,0.0,0.0,-1.0
dam_5105002,Nid D'Amour (FR),17,,13,0,1,0,0,0.0,0.0,-13.0
dam_5105002,Nid D'Amour (FR),17,Class 4,4,0,0,0,0,0.0,0.0,-4.0
dam_6026097,One Of The Last (GB),23,Class 1,9,0,1,2,1,0.0,0.0,-9.0
dam_6026097,One Of The Last (GB),23,Class 4,4,3,0,0,0,2.72,0.75,35.75
dam_6026097,One Of The Last (GB),23,Class 3,4,3,0,1,0,1.7,0.75,2.83
dam_6026097,One Of The Last (GB),23,Class 2,3,1,1,0,0,1.3,0.33,-0.75
dam_6026097,One Of The Last (GB),23,,2,1,0,0,0,2.01,0.5,0.75
dam_6026097,One Of The Last (GB),23,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_5580428,Miss Ballantyne (GB),18,Class 4,11,2,2,0,1,2.05,0.18,13.0
dam_5580428,Miss Ballantyne (GB),18,Class 3,4,0,0,1,0,0.0,0.0,-4.0
dam_5580428,Miss Ballantyne (GB),18,Class 5,2,0,0,0,0,0.0,0.0,-2.0
dam_5580428,Miss Ballantyne (GB),18,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_8549548,Mademoiselle Marie (FR),38,,14,1,3,1,0,0.99,0.07,15.0
dam_8549548,Mademoiselle Marie (FR),38,Class 4,7,0,2,0,2,0.0,0.0,-7.0
dam_8549548,Mademoiselle Marie (FR),38,Class 6,6,0,1,1,1,0.0,0.0,-6.0
dam_8549548,Mademoiselle Marie (FR),38,Class 5,5,2,0,1,0,4.42,0.4,10.5
dam_8549548,Mademoiselle Marie (FR),38,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dam_8549548,Mademoiselle Marie (FR),38,Class 3,2,0,0,0,1,0.0,0.0,-2.0
dam_8549548,Mademoiselle Marie (FR),38,Class 2,2,0,0,1,0,0.0,0.0,-2.0
dam_7160419,Chandos Rose (IRE),60,Class 4,30,8,4,5,3,1.09,0.27,1.5
dam_7160419,Chandos Rose (IRE),60,Class 3,12,5,0,1,0,1.32,0.42,3.64
dam_7160419,Chandos Rose (IRE),60,Class 2,10,1,4,0,1,0.86,0.1,-3.5
dam_7160419,Chandos Rose (IRE),60,,4,0,2,0,0,0.0,0.0,-4.0
dam_7160419,Chandos Rose (IRE),60,Class 5,4,0,1,1,1,0.0,0.0,-4.0
dam_6302646,Queen Alpha (IRE),13,Class 4,6,1,1,1,0,0.7,0.17,-3.75
dam_6302646,Queen Alpha (IRE),13,Class 5,5,3,0,0,0,2.59,0.6,13.7
dam_6302646,Queen Alpha (IRE),13,Class 3,2,0,0,1,0,0.0,0.0,-2.0
dam_11542580,Meldown (FR),41,Class 4,17,3,3,2,2,0.97,0.18,0.88
dam_11542580,Meldown (FR),41,,12,2,0,1,1,2.36,0.17,8.5
dam_11542580,Meldown (FR),41,Class 5,9,1,2,2,0,0.61,0.11,-4.0
dam_11542580,Meldown (FR),41,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_11542580,Meldown (FR),41,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5962376,Kayf Hampshire (IRE),13,Class 5,6,1,0,1,1,1.41,0.17,4.0
dam_5962376,Kayf Hampshire (IRE),13,Class 4,5,2,0,0,1,3.21,0.4,3.08
dam_5962376,Kayf Hampshire (IRE),13,,1,0,0,0,0,0.0,0.0,-1.0
dam_5962376,Kayf Hampshire (IRE),13,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_6348412,Asiana (FR),75,,70,5,11,3,6,0.71,0.07,8.6
dam_6348412,Asiana (FR),75,Class 5,2,0,1,1,0,0.0,0.0,-2.0
dam_6348412,Asiana (FR),75,Class 4,2,0,0,1,0,0.0,0.0,-2.0
dam_6348412,Asiana (FR),75,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5220460,Sorcillera (GB),67,Class 4,23,3,5,4,5,0.68,0.13,-11.76
dam_5220460,Sorcillera (GB),67,,20,1,2,0,4,0.47,0.05,-16.0
dam_5220460,Sorcillera (GB),67,Class 5,16,4,1,2,2,1.63,0.25,12.5
dam_5220460,Sorcillera (GB),67,Class 1,4,1,0,0,1,2.77,0.25,0.5
dam_5220460,Sorcillera (GB),67,Class 3,3,0,1,0,0,0.0,0.0,-3.0
dam_5220460,Sorcillera (GB),67,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dam_4721017,Bincas Beauty (IRE),25,Class 4,15,0,1,2,1,0.0,0.0,-15.0
dam_4721017,Bincas Beauty (IRE),25,Class 5,8,1,0,0,0,0.78,0.12,-4.0
dam_4721017,Bincas Beauty (IRE),25,Class 3,2,0,1,0,1,0.0,0.0,-2.0
dam_5984489,Mondovi (FR),18,Class 4,9,0,2,0,2,0.0,0.0,-9.0
dam_5984489,Mondovi (FR),18,Class 5,7,0,1,0,2,0.0,0.0,-7.0
dam_5984489,Mondovi (FR),18,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5984489,Mondovi (FR),18,Class 2,1,0,1,0,0,0.0,0.0,-1.0
dam_33344738,Royale Canaille (FR),16,Class 5,7,1,0,0,0,2.2,0.14,5.0
dam_33344738,Royale Canaille (FR),16,,5,1,0,0,0,1.34,0.2,-2.8
dam_33344738,Royale Canaille (FR),16,Class 4,4,0,0,1,0,0.0,0.0,-4.0
dam_5252324,Singapore Harbour (IRE),16,Class 5,11,1,2,2,1,0.66,0.09,-1.0
dam_5252324,Singapore Harbour (IRE),16,Class 4,4,0,2,0,0,0.0,0.0,-4.0
dam_5252324,Singapore Harbour (IRE),16,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5479152,Egretta Island (IRE),43,Class 4,16,2,1,0,3,0.68,0.12,-8.25
dam_5479152,Egretta Island (IRE),43,Class 5,13,3,2,0,1,1.62,0.23,2.58
dam_5479152,Egretta Island (IRE),43,Class 3,6,1,2,1,1,0.71,0.17,0.5
dam_5479152,Egretta Island (IRE),43,,6,3,2,1,0,1.34,0.5,1.5
dam_5479152,Egretta Island (IRE),43,Class 1,2,1,0,0,1,2.86,0.5,2.0
dam_16774975,Coolmara (IRE),48,,34,4,2,4,4,1.33,0.12,18.0
dam_16774975,Coolmara (IRE),48,Class 5,10,0,1,1,0,0.0,0.0,-10.0
dam_16774975,Coolmara (IRE),48,Class 4,3,0,0,2,0,0.0,0.0,-3.0
dam_16774975,Coolmara (IRE),48,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_4721038,Run Cat (IRE),134,Class 4,50,8,3,8,4,1.19,0.16,-4.54
dam_4721038,Run Cat (IRE),134,,34,3,3,3,8,0.82,0.09,-10.5
dam_4721038,Run Cat (IRE),134,Class 3,23,4,3,4,3,1.0,0.17,-4.32
dam_4721038,Run Cat (IRE),134,Class 5,13,2,3,2,1,1.55,0.15,9.5
dam_4721038,Run Cat (IRE),134,Class 6,9,0,3,1,3,0.0,0.0,-9.0
dam_4721038,Run Cat (IRE),134,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_4721038,Run Cat (IRE),134,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_5836320,Reves D'Amour (IRE),34,Class 5,17,2,3,2,4,0.83,0.12,2.5
dam_5836320,Reves D'Amour (IRE),34,Class 4,10,0,2,5,0,0.0,0.0,-10.0
dam_5836320,Reves D'Amour (IRE),34,,5,0,1,0,2,0.0,0.0,-5.0
dam_5836320,Reves D'Amour (IRE),34,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_27916672,Thanks Awfully (IRE),16,Class 4,9,0,0,0,0,0.0,0.0,-9.0
dam_27916672,Thanks Awfully (IRE),16,Class 5,6,0,1,1,0,0.0,0.0,-6.0
dam_27916672,Thanks Awfully (IRE),16,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_5463619,Scanelle (FR),5,,3,0,0,0,1,0.0,0.0,-3.0
dam_5463619,Scanelle (FR),5,Class 4,2,0,0,0,0,0.0,0.0,-2.0
dam_17743859,Elna D'Airy (FR),6,Class 4,4,0,2,0,1,0.0,0.0,-4.0
dam_17743859,Elna D'Airy (FR),6,,2,1,0,0,0,2.01,0.5,1.0
dam_5467791,Crowning Virtue (IRE),61,Class 4,26,4,6,4,5,0.98,0.15,7.0
dam_5467791,Crowning Virtue (IRE),61,,19,0,2,2,1,0.0,0.0,-19.0
dam_5467791,Crowning Virtue (IRE),61,Class 5,8,1,1,2,2,0.65,0.12,-1.0
dam_5467791,Crowning Virtue (IRE),61,Class 3,6,2,0,1,0,3.46,0.33,5.5
dam_5467791,Crowning Virtue (IRE),61,Class 2,2,0,0,0,0,0.0,0.0,-2.0
dam_5278637,Big Time Billy (IRE),28,Class 5,17,4,4,0,4,1.62,0.24,14.25
dam_5278637,Big Time Billy (IRE),28,Class 4,10,2,0,3,0,1.18,0.2,-4.25
dam_5278637,Big Time Billy (IRE),28,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_5573141,Ot Love (FR),9,Class 4,4,1,1,0,0,2.57,0.25,1.5
dam_5573141,Ot Love (FR),9,,3,0,1,0,0,0.0,0.0,-3.0
dam_5573141,Ot Love (FR),9,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_23643298,Gola Star (IRE),38,Class 5,14,1,1,4,2,0.45,0.07,-11.75
dam_23643298,Gola Star (IRE),38,Class 4,13,1,2,3,1,0.7,0.08,0.0
dam_23643298,Gola Star (IRE),38,,10,0,0,0,1,0.0,0.0,-10.0
dam_23643298,Gola Star (IRE),38,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_10407530,Crumpledandcreased (IRE),9,Class 4,5,0,0,0,0,0.0,0.0,-5.0
dam_10407530,Crumpledandcreased (IRE),9,Class 5,4,1,1,0,1,2.52,0.25,3.0
dam_5400703,Prodiga (FR),37,,21,1,1,3,1,0.58,0.05,-16.4
dam_5400703,Prodiga (FR),37,Class 4,7,1,2,0,0,0.95,0.14,-4.0
dam_5400703,Prodiga (FR),37,Class 5,4,0,0,0,0,0.0,0.0,-4.0
dam_5400703,Prodiga (FR),37,Class 1,3,0,0,1,0,0.0,0.0,-3.0
dam_5400703,Prodiga (FR),37,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_5400703,Prodiga (FR),37,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_4842292,Rowdy Exit (IRE),53,,39,3,3,7,3,1.03,0.08,15.0
dam_4842292,Rowdy Exit (IRE),53,Class 4,12,2,4,0,1,0.68,0.17,-6.62
dam_4842292,Rowdy Exit (IRE),53,Class 5,1,1,0,0,0,3.5,1.0,2.5
dam_4842292,Rowdy Exit (IRE),53,Class 3,1,0,1,0,0,0.0,0.0,-1.0
dam_5482785,Mont Doree (FR),67,,39,0,2,1,3,0.0,0.0,-39.0
dam_5482785,Mont Doree (FR),67,Class 4,9,3,0,0,0,3.5,0.33,10.88
dam_5482785,Mont Doree (FR),67,Class 3,9,0,3,1,1,0.0,0.0,-9.0
dam_5482785,Mont Doree (FR),67,Class 2,4,1,0,0,0,2.73,0.25,4.5
dam_5482785,Mont Doree (FR),67,Class 5,3,0,0,0,1,0.0,0.0,-3.0
dam_5482785,Mont Doree (FR),67,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_13004593,Onewayortheother (IRE),50,,23,2,2,3,1,0.73,0.09,-14.0
dam_13004593,Onewayortheother (IRE),50,Class 4,16,2,4,3,0,0.61,0.12,-4.75
dam_13004593,Onewayortheother (IRE),50,Class 1,4,1,0,0,0,1.61,0.25,-1.0
dam_13004593,Onewayortheother (IRE),50,Class 5,4,0,2,0,0,0.0,0.0,-4.0
dam_13004593,Onewayortheother (IRE),50,Class 3,3,0,0,1,0,0.0,0.0,-3.0
dam_37890839,Veranda Of Heaven (IRE),6,Class 5,2,1,0,0,0,3.47,0.5,2.0
dam_37890839,Veranda Of Heaven (IRE),6,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_37890839,Veranda Of Heaven (IRE),6,Class 4,1,0,0,1,0,0.0,0.0,-1.0
dam_37890839,Veranda Of Heaven (IRE),6,Class 2,1,0,0,0,1,0.0,0.0,-1.0
dam_4475093,Morning Rose (GER),14,Class 4,6,1,0,0,1,1.49,0.17,-3.5
dam_4475093,Morning Rose (GER),14,,6,0,0,1,1,0.0,0.0,-6.0
dam_4475093,Morning Rose (GER),14,Class 3,2,0,0,0,1,0.0,0.0,-2.0
dam_5005504,Miracle Lady (GB),127,,49,2,5,2,8,0.4,0.04,-41.0
dam_5005504,Miracle Lady (GB),127,Class 4,34,10,3,3,4,1.46,0.29,9.83
dam_5005504,Miracle Lady (GB),127,Class 3,28,4,2,4,3,1.25,0.14,5.0
dam_5005504,Miracle Lady (GB),127,Class 2,7,0,0,0,1,0.0,0.0,-7.0
dam_5005504,Miracle Lady (GB),127,Class 5,4,1,0,0,1,1.07,0.25,2.0
dam_5005504,Miracle Lady (GB),127,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_5005504,Miracle Lady (GB),127,Class 6,2,1,1,0,0,0.87,0.5,-0.67
dam_5037144,Perle D'Ainay (FR),24,,13,0,2,4,1,0.0,0.0,-13.0
dam_5037144,Perle D'Ainay (FR),24,Class 4,6,1,0,1,2,1.38,0.17,1.0
dam_5037144,Perle D'Ainay (FR),24,Class 3,5,0,0,2,1,0.0,0.0,-5.0
dam_8042419,Caline Des Bordes (FR),2,Class 4,2,0,0,0,0,0.0,0.0,-2.0
dam_5650092,Dame De Pail (FR),27,Class 4,11,1,3,1,1,0.68,0.09,-3.0
dam_5650092,Dame De Pail (FR),27,Class 5,8,1,1,1,2,1.04,0.12,0.0
dam_5650092,Dame De Pail (FR),27,,5,0,0,0,0,0.0,0.0,-5.0
dam_5650092,Dame De Pail (FR),27,Class 3,3,0,0,1,0,0.0,0.0,-3.0
dam_18055289,Mercy Mission (GB),61,Class 4,28,1,6,5,3,0.33,0.04,-25.38
dam_18055289,Mercy Mission (GB),61,Class 5,22,2,3,1,4,0.65,0.09,-12.5
dam_18055289,Mercy Mission (GB),61,Class 3,9,3,2,2,0,1.61,0.33,10.25
dam_18055289,Mercy Mission (GB),61,Class 1,2,1,0,0,0,4.77,0.5,5.0
dam_5479383,Toledana (FR),44,,33,11,6,4,0,1.59,0.33,21.99
dam_5479383,Toledana (FR),44,Class 4,4,0,1,0,1,0.0,0.0,-4.0
dam_5479383,Toledana (FR),44,Class 5,4,0,0,0,0,0.0,0.0,-4.0
dam_5479383,Toledana (FR),44,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_4917934,Ashwell Lady (IRE),49,Class 5,24,2,1,2,4,0.73,0.08,-10.67
dam_4917934,Ashwell Lady (IRE),49,Class 4,16,3,1,2,2,1.64,0.19,4.12
dam_4917934,Ashwell Lady (IRE),49,Class 3,4,0,0,0,0,0.0,0.0,-4.0
dam_4917934,Ashwell Lady (IRE),49,,3,0,0,0,0,0.0,0.0,-3.0
dam_4917934,Ashwell Lady (IRE),49,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_4917934,Ashwell Lady (IRE),49,Class 1,1,0,0,0,1,0.0,0.0,-1.0
dam_5948698,Bespoke Lady (IRE),16,Class 5,10,0,0,0,4,0.0,0.0,-10.0
dam_5948698,Bespoke Lady (IRE),16,Class 4,6,0,0,0,3,0.0,0.0,-6.0
dam_7060858,Princesse Du Large (FR),10,Class 5,6,1,0,1,0,1.89,0.17,1.5
dam_7060858,Princesse Du Large (FR),10,Class 4,4,0,0,0,0,0.0,0.0,-4.0
dam_5256048,Lisdaleen (IRE),78,,56,3,5,1,1,0.79,0.05,-23.0
dam_5256048,Lisdaleen (IRE),78,Class 5,12,1,1,0,1,0.67,0.08,-8.25
dam_5256048,Lisdaleen (IRE),78,Class 4,10,0,1,0,3,0.0,0.0,-10.0
dam_31785845,Gaye Native (IRE),6,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_31785845,Gaye Native (IRE),6,Class 5,3,2,1,0,0,1.47,0.67,0.72
dam_5966044,Marmande (IRE),17,Class 5,9,0,1,0,2,0.0,0.0,-9.0
dam_5966044,Marmande (IRE),17,Class 4,4,0,0,3,0,0.0,0.0,-4.0
dam_5966044,Marmande (IRE),17,,2,0,0,0,1,0.0,0.0,-2.0
dam_5966044,Marmande (IRE),17,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dam_5966044,Marmande (IRE),17,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_4506950,Mini Dane (IRE),17,Class 4,7,2,0,0,3,2.15,0.29,4.2
dam_4506950,Mini Dane (IRE),17,,5,1,0,2,2,1.02,0.2,0.0
dam_4506950,Mini Dane (IRE),17,Class 5,3,0,0,3,0,0.0,0.0,-3.0
dam_4506950,Mini Dane (IRE),17,Class 6,2,0,0,0,0,0.0,0.0,-2.0
dam_10214750,Captain Supreme (IRE),93,,34,3,9,4,3,0.56,0.09,-23.76
dam_10214750,Captain Supreme (IRE),93,Class 5,22,3,4,1,3,1.38,0.14,6.83
dam_10214750,Captain Supreme (IRE),93,Class 4,17,2,5,2,3,0.65,0.12,-5.5
dam_10214750,Captain Supreme (IRE),93,Class 3,14,2,4,1,2,1.14,0.14,1.0
dam_10214750,Captain Supreme (IRE),93,Class 2,4,1,0,0,0,2.58,0.25,-0.25
dam_10214750,Captain Supreme (IRE),93,Class 1,2,0,0,0,1,0.0,0.0,-2.0
dam_18333287,Mazagane (FR),6,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dam_18333287,Mazagane (FR),6,,2,0,0,0,0,0.0,0.0,-2.0
dam_18333287,Mazagane (FR),6,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dam_12365073,Celine Message (GB),23,Class 4,15,1,1,0,1,0.94,0.07,-8.0
dam_12365073,Celine Message (GB),23,Class 5,6,0,1,1,1,0.0,0.0,-6.0
dam_12365073,Celine Message (GB),23,Class 3,2,0,0,0,0,0.0,0.0,-2.0
dam_13285328,Nifty Nuala (IRE),58,Class 4,23,4,2,5,2,1.01,0.17,7.0
dam_13285328,Nifty Nuala (IRE),58,Class 3,16,4,1,3,2,1.45,0.25,2.74
dam_13285328,Nifty Nuala (IRE),58,Class 5,7,1,2,1,0,0.78,0.14,-4.25
dam_13285328,Nifty Nuala (IRE),58,Class 2,6,1,0,0,1,1.35,0.17,4.0
dam_13285328,Nifty Nuala (IRE),58,Class 1,6,1,0,1,0,2.16,0.17,1.0
dam_27997529,Eau Tenebreuse (FR),28,Class 4,12,0,1,1,4,0.0,0.0,-12.0
dam_27997529,Eau Tenebreuse (FR),28,,8,1,1,1,1,0.81,0.12,-5.4
dam_27997529,Eau Tenebreuse (FR),28,Class 5,4,1,1,1,0,1.74,0.25,2.0
dam_27997529,Eau Tenebreuse (FR),28,Class 3,2,0,2,0,0,0.0,0.0,-2.0
dam_27997529,Eau Tenebreuse (FR),28,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_27997529,Eau Tenebreuse (FR),28,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dam_5978511,Adreamstillalive (IRE),9,Class 5,4,1,0,0,0,1.96,0.25,1.0
dam_5978511,Adreamstillalive (IRE),9,Class 4,4,1,0,1,2,2.43,0.25,3.0
dam_5978511,Adreamstillalive (IRE),9,Class 2,1,0,0,0,0,0.0,0.0,-1.0
dam_5148115,Epee Celeste (FR),33,Class 5,13,3,1,2,2,1.56,0.23,4.75
dam_5148115,Epee Celeste (FR),33,Class 4,10,2,1,1,2,1.48,0.2,-1.75
dam_5148115,Epee Celeste (FR),33,Class 3,8,0,3,1,1,0.0,0.0,-8.0
dam_5148115,Epee Celeste (FR),33,Class 1,1,0,0,1,0,0.0,0.0,-1.0
dam_5148115,Epee Celeste (FR),33,,1,0,0,0,0,0.0,0.0,-1.0
dam_5606741,Elsie (IRE),58,,19,2,3,3,5,0.51,0.11,-9.0
dam_5606741,Elsie (IRE),58,Class 5,17,4,0,1,3,2.85,0.24,21.16
dam_5606741,Elsie (IRE),58,Class 4,16,3,0,1,1,1.58,0.19,2.62
dam_5606741,Elsie (IRE),58,Class 3,6,0,0,0,2,0.0,0.0,-6.0
dam_7185808,Somethinaboutmolly (IRE),86,Class 5,29,4,1,3,1,0.98,0.14,-13.88
dam_7185808,Somethinaboutmolly (IRE),86,Class 4,25,1,4,5,3,0.35,0.04,-10.0
dam_7185808,Somethinaboutmolly (IRE),86,Class 3,12,2,0,3,1,1.21,0.17,-4.42
dam_7185808,Somethinaboutmolly (IRE),86,,9,0,0,0,0,0.0,0.0,-9.0
dam_7185808,Somethinaboutmolly (IRE),86,Class 2,7,1,0,0,0,1.37,0.14,-4.4
dam_7185808,Somethinaboutmolly (IRE),86,Class 1,3,0,0,0,0,0.0,0.0,-3.0
dam_7185808,Somethinaboutmolly (IRE),86,Class 6,1,0,0,1,0,0.0,0.0,-1.0
dam_4980038,Evening Sunset (GER),47,Class 5,20,0,2,3,2,0.0,0.0,-20.0
dam_4980038,Evening Sunset (GER),47,Class 6,20,2,1,2,2,0.92,0.1,0.5
dam_4980038,Evening Sunset (GER),47,Class 4,4,0,0,0,0,0.0,0.0,-4.0
dam_4980038,Evening Sunset (GER),47,,2,0,0,0,0,0.0,0.0,-2.0
dam_4980038,Evening Sunset (GER),47,Class 3,1,0,0,0,0,0.0,0.0,-1.0
dam_4827935,Zariziyna (IRE),96,,53,5,4,6,5,0.67,0.09,-34.63
dam_4827935,Zariziyna (IRE),96,Class 5,13,0,1,1,0,0.0,0.0,-13.0
dam_4827935,Zariziyna (IRE),96,Class 2,9,0,2,0,1,0.0,0.0,-9.0
dam_4827935,Zariziyna (IRE),96,Class 4,9,2,0,4,2,1.26,0.22,0.25
dam_4827935,Zariziyna (IRE),96,Class 3,7,1,0,1,3,0.85,0.14,-4.12
dam_4827935,Zariziyna (IRE),96,Class 1,5,0,0,2,0,0.0,0.0,-5.0
dam_5675992,Cove (IRE),33,Class 4,16,4,2,4,0,2.11,0.25,1.75
dam_5675992,Cove (IRE),33,Class 5,13,2,0,3,1,0.95,0.15,1.25
dam_5675992,Cove (IRE),33,Class 3,4,0,1,1,0,0.0,0.0,-4.0
dam_5430880,Set In Her Ways (IRE),49,Class 4,17,2,3,2,0,0.66,0.12,-10.3
dam_5430880,Set In Her Ways (IRE),49,Class 5,16,1,0,3,3,0.63,0.06,-13.62
dam_5430880,Set In Her Ways (IRE),49,Class 2,10,1,2,1,2,0.72,0.1,-3.5
dam_5430880,Set In Her Ways (IRE),49,Class 3,5,3,1,1,0,1.86,0.6,6.5
dam_5430880,Set In Her Ways (IRE),49,Class 1,1,0,0,0,0,0.0,0.0,-1.0
dam_11784549,Wind Chimes (GB),29,Class 5,18,2,2,6,2,0.67,0.11,3.0
dam_11784549,Wind Chimes (GB),29,Class 4,11,1,1,1,1,0.79,0.09,-6.5
dam_5697223,Loreto (IRE),77,,23,3,5,1,4,0.66,0.13,-13.17
dam_5697223,Loreto (IRE),77,Class 5,21,6,2,1,4,1.35,0.29,-0.34
dam_5697223,Loreto (IRE),77,Class 4,21,1,3,3,3,0.42,0.05,-18.5
dam_5697223,Loreto (IRE),77,Class 6,6,2,2,0,0,1.19,0.33,-0.45
dam_5697223,Loreto (IRE),77,Class 2,3,0,0,0,0,0.0,0.0,-3.0
dam_5697223,Loreto (IRE),77,Class 3,2,0,0,1,0,0.0,0.0,-2.0
