race_id,course_decoded,off_time,horse_decoded,predicted_prob,odds_decimal,field_size_unscaled
rac_11577332,Cheltenham,1:35,Matwana,0.84281015,-0.2685201019679436,8
rac_11577332,Cheltenham,1:35,Our Lil,0.01,-0.07531755712324052,8
rac_11577332,Cheltenham,1:35,Miss Altea Blue,0.01,-0.15931866357745927,8
rac_11577293,Cheltenham,2:10,Moviddy,0.721501,-0.22651954874083427,14
rac_11577293,Cheltenham,2:10,Malaita,0.64274555,-0.14251844228661553,14
rac_11577293,Cheltenham,2:10,So Said I,0.5947622,-0.17611888486830304,14
rac_11577319,Cheltenham,2:45,Shantwopointfive,0.96068984,-0.17611888486830304,20
rac_11577319,Cheltenham,2:45,Bethpage,0.94552493,-0.10891799970492802,20
rac_11577319,Cheltenham,2:45,Sunset Hill,0.9302037,-0.07531755712324052,20
rac_11577319,Cheltenham,2:45,Pretending,0.7848296,-0.20971932744999053,20
rac_11577306,Cheltenham,3:20,Ilovethenightlife,0.01,-0.243319770031678,7
rac_11577306,Cheltenham,3:20,Not Staying Long,0.01,-0.23491965938625614,7
rac_11577358,Cheltenham,3:55,La Pinsonniere,0.99,-0.23491965938625614,9
rac_11577358,Cheltenham,3:55,Miss Cynthia,0.9837019,-0.10891799970492802,9
rac_11577358,Cheltenham,3:55,Jubilee Alpha,0.088508435,-0.28817636087823073,9
rac_11577345,Cheltenham,4:30,Lime Drop,0.92004293,-0.27692021261336547,6
rac_11577345,Cheltenham,4:30,It's Easy,0.8833093,-0.10891799970492802,6
rac_11577371,Cheltenham,5:05,Loveatfirstglance,0.99,-0.10891799970492802,12
rac_11577371,Cheltenham,5:05,Riviera Walk,0.028503347,0.07588443449435305,12
rac_11577371,Cheltenham,5:05,Queens Abbey,0.01,-0.2685201019679436,12
rac_11611691,Ffos Las,4:37,Princess Keri,0.9370574,-0.2601199913225217,8
rac_11611691,Ffos Las,4:37,Bertie Wooster,0.54821146,-0.2685201019679436,8
rac_11611691,Ffos Las,4:37,Boston Joe,0.30251205,-0.243319770031678,8
rac_11611652,Ffos Las,5:12,Fantastikas,0.9767382,-0.14251844228661553,12
rac_11611652,Ffos Las,5:12,Cap Du Nord,0.97355783,-0.243319770031678,12
rac_11611652,Ffos Las,5:12,Balkardy,0.9544172,-0.10891799970492802,12
rac_11611678,Ffos Las,5:45,Drash On Ruby,0.9562873,-0.28817636087823073,11
rac_11611678,Ffos Las,5:45,Tuscan Rose,0.6878025,-0.2517198806770998,11
rac_11611678,Ffos Las,5:45,Les's Jersey Royal,0.25999418,-0.21811943809541237,11
rac_11611639,Ffos Las,6:15,Jackstell,0.99,-0.306320599872342,11
rac_11611639,Ffos Las,6:15,Little Ledgend,0.044047218,-0.19291910615914676,11
rac_11611639,Ffos Las,6:15,All Well And Good,0.016018614,-0.20971932744999053,11
rac_11611665,Ffos Las,6:45,Another Fine Mess,0.93304825,-0.27692021261336547,7
rac_11611665,Ffos Las,6:45,Indeevar Bleu,0.76743525,-0.32093679239537604,7
rac_11611704,Ffos Las,7:15,Island Bridge,0.01,-0.008116671959865622,7
rac_11611704,Ffos Las,7:15,Unknown Horse,0.01,-0.2517198806770998,7
rac_11612848,Ffos Las,7:45,Unknown Horse,0.01,-0.07531755712324052,7
rac_11612848,Ffos Las,7:45,Eton Mes,0.01,-0.10891799970492802,7
rac_11575226,Newmarket,1:15,Exclamation,0.01,-0.22651954874083427,2
rac_11575213,Newmarket,1:50,Sheikh Raj,0.025107702,0.07588443449435305,9
rac_11575213,Newmarket,1:50,Great,0.01,-0.21811943809541237,9
rac_11575213,Newmarket,1:50,Indian Springs,0.01,-0.27692021261336547,9
rac_11575187,Newmarket,2:25,Present Times,0.99,-0.28532032325878737,10
rac_11575187,Newmarket,2:25,Byblos,0.9811858,-0.28532032325878737,10
rac_11575187,Newmarket,2:25,Yabher,0.6267541,-0.27692021261336547,10
rac_11575148,Newmarket,3:00,Skukuza,0.9897388,-0.2601199913225217,13
rac_11575148,Newmarket,3:00,Noisy Jazz,0.9737354,-0.10891799970492802,13
rac_11575148,Newmarket,3:00,Brioni,0.9506013,-0.14251844228661553,13
rac_11575161,Newmarket,3:35,Anno Domini,0.9545791,-0.31673673707266514,7
rac_11575161,Newmarket,3:35,Pellitory,0.54635835,-0.10891799970492802,7
rac_11575174,Newmarket,4:10,Fair Wind,0.98921186,-0.2517198806770998,10
rac_11575174,Newmarket,4:10,Fantasy Master,0.90108734,-0.17611888486830304,10
rac_11575174,Newmarket,4:10,Regal Envoy,0.44728434,-0.23491965938625614,10
rac_11575200,Newmarket,4:45,Power Fizz,0.8813105,-0.2979204892269201,10
rac_11575200,Newmarket,4:45,Lunar Orbit,0.3248884,-0.10891799970492802,10
rac_11575200,Newmarket,4:45,Prosperitas,0.05246947,-0.2517198806770998,10
rac_11612835,Newmarket,5:20,Art Market,0.7705139,-0.2517198806770998,10
rac_11612835,Newmarket,5:20,Valsharah,0.37272164,-0.243319770031678,10
rac_11612835,Newmarket,5:20,White Crown Star,0.17773728,-0.31892076584047485,10
rac_11575408,Ripon,2:00,The Quiet Gent,0.98286235,-0.32883289640207264,8
rac_11575408,Ripon,2:00,Willow Baby,0.01,0.4958899667654466,8
rac_11575408,Ripon,2:00,Unknown Horse,0.01,0.3278877538570092,8
rac_11575395,Ripon,2:35,Dino Bellagio,0.01,-0.22651954874083427,5
rac_11575395,Ripon,2:35,Middle Ages,0.01,-0.31892076584047485,5
rac_11575369,Ripon,3:10,American Style,0.9113074,-0.21811943809541237,9
rac_11575369,Ripon,3:10,Far Above The Law,0.6732357,-0.21811943809541237,9
rac_11575369,Ripon,3:10,Cairdeas,0.01,-0.2685201019679436,9
rac_11575330,Ripon,3:42,Valentine Catcher,0.9623946,-0.20971932744999053,14
rac_11575330,Ripon,3:42,Danzan,0.9570807,-0.10891799970492802,14
rac_11575330,Ripon,3:42,Wobwobwob,0.90435237,-0.19291910615914676,14
rac_11575343,Ripon,4:15,Have Secret,0.93620783,-0.2517198806770998,11
rac_11575343,Ripon,4:15,Financer,0.8729141,-0.20971932744999053,11
rac_11575343,Ripon,4:15,Lord Protector,0.8537957,-0.243319770031678,11
rac_11575382,Ripon,4:50,Flagon Dry,0.98655754,-0.2601199913225217,8
rac_11575382,Ripon,4:50,The Outlaw,0.9747444,-0.31892076584047485,8
rac_11575382,Ripon,4:50,Bebside,0.01,-0.10891799970492802,8
rac_11575356,Ripon,5:25,Bowood,0.9235045,-0.23491965938625614,8
rac_11575356,Ripon,5:25,Garden Oasis,0.01,-0.27692021261336547,8
rac_11575356,Ripon,5:25,Broken Spear,0.01,-0.19291910615914676,8
