horse_id,dist,dist_m,dist_f,runs,1st,2nd,3rd,4th,win_%
hrs_36515766,7f,1408,7f,3,0,0,1,0,0.0
hrs_36515766,5½f,1106,5.5f,1,0,0,0,0,0.0
hrs_36515766,1m,1614,8f,1,0,0,0,0,0.0
hrs_35484407,7f,1408,7f,5,1,0,0,1,0.2
hrs_35484407,1m,1610,8f,4,1,0,0,1,0.25
hrs_35484407,6f,1207,6f,4,0,0,0,0,0.0
hrs_35484407,5f,1006,5f,1,0,0,0,0,0.0
hrs_35484407,1m½f,1739,8.5f,1,0,0,1,0,0.0
hrs_35123746,1m,1608,8f,7,1,2,1,1,0.14
hrs_35123746,7f,1408,7f,3,0,0,0,0,0.0
hrs_35123746,6f,1204,6f,3,0,0,0,0,0.0
hrs_35123746,7½f,1496,7.5f,2,0,1,1,0,0.0
hrs_35123746,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_35123746,5f,1006,5f,1,0,0,0,0,0.0
hrs_35123746,1m½f,1701,8.5f,1,0,0,0,0,0.0
hrs_26834948,1m2f,1994,10f,11,3,3,2,0,0.27
hrs_26834948,1m½f,1713,8.5f,3,0,2,1,0,0.0
hrs_26834948,7f,1408,7f,2,0,0,0,0,0.0
hrs_26834948,1m1f,1811,9f,2,0,0,0,0,0.0
hrs_26834948,1m,1602,8f,1,0,0,0,0,0.0
hrs_26834948,1m4f,2413,12f,1,0,0,0,1,0.0
hrs_26834948,1m3½f,2334,11.5f,1,0,1,0,0,0.0
hrs_26834948,1m3f,2212,11f,1,0,0,0,0,0.0
hrs_35624918,1m,1609,8f,6,2,0,0,0,0.33
hrs_35624918,1m2f,2000,10f,3,1,0,0,0,0.33
hrs_35624918,6f,1204,6f,2,0,0,0,0,0.0
hrs_35624918,1m1½f,1906,9.5f,2,0,0,0,0,0.0
hrs_35624918,5f,1006,5f,1,0,0,0,0,0.0
hrs_35624918,1m½f,1701,8.5f,1,0,0,0,1,0.0
hrs_35624918,7½f,1496,7.5f,1,0,0,0,1,0.0
hrs_40766775,1m2f,2033,10f,2,0,0,0,0,0.0
hrs_40766775,7f,1414,7f,2,0,0,0,0,0.0
hrs_40766775,1m½f,1678,8.5f,1,0,0,1,0,0.0
hrs_30614003,1m2f,2012,10f,8,1,1,0,3,0.12
hrs_30614003,1m4f,2394,12f,5,1,0,1,0,0.2
hrs_30614003,6f,1207,6f,3,0,2,0,0,0.0
hrs_30614003,1m3f,2212,11f,3,0,0,0,0,0.0
hrs_30614003,7f,1441,7f,1,0,0,0,0,0.0
hrs_30614003,2m,3267,16f,1,0,0,0,0,0.0
hrs_30614003,1m3½f,2303,11.5f,1,1,0,0,0,1.0
hrs_30614003,7½f,1496,7.5f,1,0,0,1,0,0.0
hrs_30614003,1m6f,2815,14f,1,0,1,0,0,0.0
hrs_30614003,1m1½f,1906,9.5f,1,0,0,1,0,0.0
hrs_35137298,5f,1006,5f,10,1,1,2,1,0.1
hrs_35137298,6f,1212,6f,5,1,0,0,1,0.2
hrs_35137298,5½f,1106,5.5f,1,0,0,1,0,0.0
hrs_29229235,1m3½f,2303,11.5f,5,0,2,1,0,0.0
hrs_29229235,1m4f,2414,12f,5,0,0,1,0,0.0
hrs_29229235,7f,1399,7f,4,0,2,0,0,0.0
hrs_29229235,1m2f,2050,10f,2,0,0,0,0,0.0
hrs_29229235,1m,1606,8f,2,1,0,1,0,0.5
hrs_29229235,1m3f,2212,11f,1,0,0,0,0,0.0
hrs_29229235,1m6f,2815,14f,1,0,0,0,0,0.0
hrs_26432483,1m,1606,8f,7,0,0,2,0,0.0
hrs_26432483,7f,1409,7f,3,1,0,0,0,0.33
hrs_26432483,2m½f,3333,16.5f,3,0,0,0,0,0.0
hrs_26432483,2m,3219,16f,2,0,0,0,0,0.0
hrs_26432483,6f,1207,6f,2,0,0,0,0,0.0
hrs_26432483,1m2f,2000,10f,2,0,0,0,0,0.0
hrs_26432483,2m1f,3371,17f,1,0,0,0,0,0.0
hrs_26432483,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_26432483,1m½f,1739,8.5f,1,0,0,1,0,0.0
hrs_26432483,1m7f,3063,15f,1,0,0,0,0,0.0
hrs_36235248,1m2f,2000,10f,4,1,1,0,0,0.25
hrs_36235248,7f,1399,7f,4,0,1,0,0,0.0
hrs_36235248,1m,1610,8f,3,1,0,0,0,0.33
hrs_36235248,6f,1207,6f,2,0,0,0,0,0.0
hrs_36235248,5f,1003,5f,1,0,0,0,0,0.0
hrs_36235248,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_38159891,7f,1408,7f,3,0,0,0,1,0.0
hrs_38159891,1m,1609,8f,2,0,0,0,0,0.0
hrs_38159891,1m2f,2012,10f,1,0,0,0,0,0.0
hrs_36763650,7f,1421,7f,4,0,0,0,0,0.0
hrs_36763650,6f,1207,6f,2,0,1,0,0,0.0
hrs_36763650,1m,1584,8f,1,0,0,0,0,0.0
hrs_37289539,7f,1421,7f,3,0,0,0,1,0.0
hrs_37289539,6f,1200,6f,1,0,0,0,0,0.0
hrs_35149296,7f,1421,7f,5,0,2,1,0,0.0
hrs_35149296,6f,1207,6f,3,0,0,0,1,0.0
hrs_35149296,1m,1607,8f,1,0,0,0,0,0.0
hrs_17762647,7f,1408,7f,29,3,2,4,4,0.1
hrs_17762647,6f,1204,6f,21,1,2,3,3,0.05
hrs_17762647,6½f,1308,6.5f,2,0,0,0,1,0.0
hrs_17762647,7½f,1496,7.5f,1,1,0,0,0,1.0
hrs_17762647,1m,1584,8f,1,0,0,0,0,0.0
hrs_17762647,1m2f,2057,10f,1,0,0,0,0,0.0
hrs_26718552,6f,1207,6f,11,1,1,0,2,0.09
hrs_26718552,7f,1423,7f,7,1,0,0,1,0.14
hrs_26718552,1m2f,2000,10f,3,1,0,0,0,0.33
hrs_26718552,1m½f,1739,8.5f,3,0,0,0,1,0.0
hrs_26718552,5f,1015,5f,2,0,0,0,0,0.0
hrs_26718552,1m1f,1800.0,9f,1,0,0,0,0,0.0
hrs_26718552,7½f,1481,7.5f,1,0,0,1,0,0.0
hrs_34976116,6f,1207,6f,4,2,0,0,0,0.5
hrs_34976116,1m2f,2050,10f,2,0,0,0,1,0.0
hrs_34976116,1m½f,1739,8.5f,1,1,0,0,0,1.0
hrs_34976116,1m,1607,8f,1,0,0,0,0,0.0
hrs_21678216,6f,1207,6f,29,8,4,1,4,0.28
hrs_21678216,7f,1408,7f,20,1,2,3,0,0.05
hrs_21678216,5½f,1156,5.5f,4,0,2,0,0,0.0
hrs_21678216,1m1½f,1911,9.5f,4,0,0,0,1,0.0
hrs_21678216,1m,1579,8f,4,0,0,0,0,0.0
hrs_21678216,1m2f,2048,10f,3,0,0,0,0,0.0
hrs_21678216,2m,3219,16f,2,0,0,0,0,0.0
hrs_21678216,5f,1006,5f,2,0,0,0,0,0.0
hrs_21678216,1m2½f,2149,10.5f,2,0,0,0,1,0.0
hrs_21678216,7½f,1556,7.5f,1,0,0,0,0,0.0
hrs_21678216,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_35864472,5f,1025,5f,4,0,0,1,1,0.0
hrs_35864472,7f,1408,7f,2,0,1,1,0,0.0
hrs_35864472,6f,1207,6f,2,1,0,0,0,0.5
hrs_7776776,6f,1212,6f,48,9,6,5,6,0.19
hrs_7776776,7f,1408,7f,13,3,0,0,1,0.23
hrs_7776776,7½f,1496,7.5f,3,1,0,1,0,0.33
hrs_7776776,5f,1006,5f,2,0,0,0,1,0.0
hrs_7776776,1m,1614,8f,1,0,0,0,0,0.0
hrs_30381491,5f,1006,5f,19,2,3,1,1,0.11
hrs_30381491,6f,1207,6f,12,1,2,1,1,0.08
hrs_30381491,7f,1441,7f,1,0,0,0,0,0.0
hrs_30381491,5½f,1106,5.5f,1,0,1,0,0,0.0
hrs_37342046,6f,1218,6f,4,1,1,0,0,0.25
hrs_37342046,7f,1408,7f,3,0,0,1,0,0.0
hrs_30765245,1m,1609,8f,9,0,2,1,3,0.0
hrs_30765245,7f,1408,7f,4,0,2,0,1,0.0
hrs_30765245,1m2f,2004,10f,2,0,0,0,0,0.0
hrs_30765245,1m2½f,2063,10.5f,1,0,0,0,0,0.0
hrs_30765245,7½f,1524,7.5f,1,0,1,0,0,0.0
hrs_36738527,7f,1408,7f,2,0,0,0,1,0.0
hrs_21648984,6f,1204,6f,26,5,5,3,6,0.19
hrs_21648984,7f,1408,7f,5,1,1,2,0,0.2
hrs_21648984,5f,1009,5f,1,0,1,0,0,0.0
hrs_21648984,1m,1566,8f,1,0,0,0,0,0.0
hrs_36696415,7f,1408,7f,8,2,1,0,1,0.25
hrs_36696415,6f,1207,6f,3,0,0,0,1,0.0
hrs_23332673,6f,1207,6f,30,5,3,4,3,0.17
hrs_23332673,7f,1408,7f,12,0,3,2,2,0.0
hrs_23332673,7½f,1496,7.5f,1,0,0,1,0,0.0
hrs_41442142,6f,1208,6f,4,0,0,0,1,0.0
hrs_41442142,7f,1408,7f,1,0,0,1,0,0.0
hrs_41442142,5f,1006,5f,1,0,0,0,1,0.0
hrs_39190431,7f,1408,7f,2,0,0,1,0,0.0
hrs_39190431,7½f,1496,7.5f,1,0,0,0,0,0.0
hrs_39190431,6f,1218,6f,1,0,0,0,0,0.0
hrs_43796550,7f,1408,7f,2,0,0,0,0,0.0
hrs_43796550,1m,1609,8f,1,0,0,0,0,0.0
hrs_43796550,6f,1207,6f,1,0,0,0,0,0.0
hrs_30726143,7f,1408,7f,10,2,0,2,2,0.2
hrs_30726143,6f,1207,6f,7,1,1,0,0,0.14
hrs_30726143,1m,1609,8f,3,0,0,0,1,0.0
hrs_44816471,7f,1409,7f,1,0,0,1,0,0.0
hrs_44816471,1m,1614,8f,1,1,0,0,0,1.0
hrs_45759567,1m,1614,8f,1,0,0,1,0,0.0
hrs_44384501,1m,1614,8f,1,0,0,0,0,0.0
hrs_44384522,1m,1614,8f,2,0,0,0,0,0.0
hrs_44384522,7f,1408,7f,1,0,0,0,0,0.0
hrs_45759595,1m,1614,8f,1,0,0,0,0,0.0
hrs_33303921,2m,3219,16f,5,2,1,1,0,0.4
hrs_33303921,1m3½f,2308,11.5f,3,0,1,2,0,0.0
hrs_33303921,1m4f,2376,12f,2,0,1,0,0,0.0
hrs_33303921,1m,1610,8f,2,0,0,0,0,0.0
hrs_33303921,1m6f,2816,14f,2,0,0,2,0,0.0
hrs_33303921,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_33303921,2m½f,3281,16.5f,1,1,0,0,0,1.0
hrs_32154444,2m,3219,16f,4,1,0,0,1,0.25
hrs_32154444,1m2½f,2080,10.5f,3,0,0,0,1,0.0
hrs_32154444,1m6f,2857,14f,3,1,0,0,1,0.33
hrs_32154444,1m1½f,1906,9.5f,2,0,0,0,0,0.0
hrs_32154444,2m1f,3442,17f,2,0,0,0,0,0.0
hrs_32154444,7f,1408,7f,2,0,0,0,0,0.0
hrs_32154444,1m4f,2414,12f,2,0,0,0,0,0.0
hrs_32154444,1m5f,2615,13f,1,0,0,0,0,0.0
hrs_32154444,1m3½f,2338,11.5f,1,0,0,0,0,0.0
hrs_32154444,2m½f,3281,16.5f,1,0,1,0,0,0.0
hrs_32154444,1m5½f,2676,13.5f,1,0,1,0,0,0.0
hrs_33177270,2m,3267,16f,2,0,0,0,1,0.0
hrs_33177270,3m½f,4883,24.5f,1,0,0,1,0,0.0
hrs_33177270,2m4½f,4104,20.5f,1,0,0,0,0,0.0
hrs_33177270,2m4f,4023,20f,1,0,0,0,0,0.0
hrs_26649903,2m,3219,16f,4,0,1,1,0,0.0
hrs_26649903,2m7f,4633,23f,3,1,1,0,0,0.33
hrs_26649903,3m2½f,5326,26.5f,2,1,0,0,0,0.5
hrs_26649903,3m½f,4883,24.5f,2,0,1,0,0,0.0
hrs_26649903,3m,4786,24f,2,0,1,1,0,0.0
hrs_26649903,2m7½f,4691,23.5f,1,0,0,0,1,0.0
hrs_26649903,2m½f,3298,16.5f,1,0,0,0,0,0.0
hrs_26649903,2m3½f,3903,19.5f,1,0,0,0,0,0.0
hrs_26649903,3m2f,5181,26f,1,0,0,0,0,0.0
hrs_26649903,3m1½f,5138,25.5f,1,0,0,0,0,0.0
hrs_35416794,2m4f,3994,20f,2,0,0,0,1,0.0
hrs_35416794,2m3½f,3935,19.5f,2,0,0,1,0,0.0
hrs_35416794,3m½f,4883,24.5f,1,0,0,0,0,0.0
hrs_35416794,2m½f,3351,16.5f,1,0,0,0,0,0.0
hrs_35416794,2m,3172,16f,1,0,0,0,0,0.0
hrs_35416794,2m4½f,4150,20.5f,1,0,0,0,0,0.0
hrs_35416794,2m1f,3392,17f,1,0,0,0,0,0.0
hrs_35416794,2m2½f,3756,18.5f,1,0,0,0,0,0.0
hrs_35416794,2m5f,4275,21f,1,0,0,0,0,0.0
hrs_36179255,2m,3171,16f,1,0,0,0,0,0.0
hrs_36179255,2m3f,3849,19f,1,0,0,0,1,0.0
hrs_36179255,3m½f,4883,24.5f,1,0,0,0,0,0.0
hrs_36179255,2m6f,4438,22f,1,0,0,0,1,0.0
hrs_36179255,3m1½f,5105,25.5f,1,0,0,0,1,0.0
hrs_40669132,1m2f,2012,10f,2,2,0,0,0,1.0
hrs_40669132,1m4f,2413,12f,1,0,1,0,0,0.0
hrs_40669132,1m4½f,2504,12.5f,1,0,0,0,0,0.0
hrs_30671277,1m4f,2400.0,12f,5,0,0,2,0,0.0
hrs_30671277,1m4½f,2504,12.5f,1,0,0,0,0,0.0
hrs_30671277,1m,1600.0,8f,1,0,0,0,0,0.0
hrs_30671277,1m2f,2000.0,10f,1,0,0,0,0,0.0
hrs_30671277,1m2½f,2100.0,10.5f,1,0,0,0,0,0.0
hrs_30671277,1m3f,2200.0,11f,1,1,0,0,0,1.0
hrs_30671277,1m1½f,1900.0,9.5f,1,0,0,0,0,0.0
hrs_30671277,7½f,1500.0,7.5f,1,0,0,0,0,0.0
hrs_23033850,1m2f,2033,10f,7,0,1,2,0,0.0
hrs_23033850,1m4f,2461,12f,2,1,0,0,0,0.5
hrs_23033850,1m1½f,1906,9.5f,2,1,0,0,0,0.5
hrs_23033850,1m3f,2212,11f,2,0,1,0,0,0.0
hrs_23033850,1m4½f,2504,12.5f,1,0,0,0,0,0.0
hrs_23033850,1m,1600.0,8f,1,0,0,0,0,0.0
hrs_43730582,1m,1609,8f,2,0,1,1,0,0.0
hrs_43730582,7f,1408,7f,1,0,0,0,0,0.0
hrs_44294845,7f,1441,7f,1,0,0,0,0,0.0
hrs_44294845,1m,1609,8f,1,0,0,1,0,0.0
hrs_39962881,7f,1408,7f,4,1,1,0,2,0.25
hrs_39962881,1m,1609,8f,1,0,0,0,1,0.0
hrs_36864828,1m6f,2816,14f,2,0,0,0,0,0.0
hrs_36864828,1m,1609,8f,2,0,0,1,0,0.0
hrs_36864828,1m3½f,2334,11.5f,1,0,1,0,0,0.0
hrs_36864828,1m2f,1994,10f,1,0,0,1,0,0.0
hrs_36864828,1m4f,2419,12f,1,0,0,0,0,0.0
hrs_36864828,1m4½f,2472,12.5f,1,0,0,1,0,0.0
hrs_36864828,1m½f,1678,8.5f,1,0,0,0,0,0.0
hrs_32599413,2m,3184,16f,6,2,3,0,1,0.33
hrs_32599413,2m1f,3371,17f,3,0,1,0,2,0.0
hrs_32599413,2m½f,3283,16.5f,2,0,0,1,0,0.0
hrs_32599413,2m3f,3823,19f,1,0,0,0,0,0.0
hrs_32599413,2m2½f,3756,18.5f,1,0,0,0,1,0.0
hrs_32599413,2m6f,4432,22f,1,0,0,0,0,0.0
hrs_20663839,2m,3219,16f,4,1,0,1,0,0.25
hrs_45759616,2m,3219,16f,1,1,0,0,0,1.0
hrs_36107897,1m2f,2050,10f,8,0,1,2,2,0.0
hrs_36107897,1m,1609,8f,3,1,0,1,0,0.33
hrs_36107897,7f,1421,7f,2,0,0,0,2,0.0
hrs_36107897,1m4f,2413,12f,2,1,0,0,0,0.5
hrs_36107897,1m3f,2234,11f,1,0,0,0,0,0.0
hrs_35864430,1m,1609,8f,3,1,2,0,0,0.33
hrs_35864430,7f,1408,7f,2,0,1,0,1,0.0
hrs_35864430,1m3f,2212,11f,2,0,0,0,0,0.0
hrs_35864430,1m2f,1994,10f,1,0,0,0,1,0.0
hrs_35864430,1m1f,1811,9f,1,0,0,0,1,0.0
hrs_35864430,1m½f,1739,8.5f,1,0,0,1,0,0.0
hrs_35864430,7½f,1532,7.5f,1,0,0,0,0,0.0
hrs_35389144,1m,1609,8f,4,0,0,0,1,0.0
hrs_35389144,7f,1401,7f,4,1,0,2,1,0.25
hrs_35389144,1m2f,2012,10f,3,0,0,0,0,0.0
hrs_35389144,5f,1007,5f,2,1,1,0,0,0.5
hrs_29691228,1m6f,2816,14f,3,0,0,0,1,0.0
hrs_29691228,2m4f,4024,20f,2,0,0,0,0,0.0
hrs_29691228,1m4f,2376,12f,2,0,0,0,1,0.0
hrs_29691228,2m2½f,3675,18.5f,1,0,0,0,0,0.0
hrs_29691228,2m1f,3392,17f,1,0,0,1,0,0.0
hrs_29691228,1m2f,2033,10f,1,0,0,0,0,0.0
hrs_29691228,1m3½f,2338,11.5f,1,0,0,0,0,0.0
hrs_29691228,2m½f,3310,16.5f,1,0,0,0,0,0.0
hrs_29691228,2m4½f,4104,20.5f,1,0,0,0,0,0.0
hrs_29691228,1m7f,3018,15f,1,0,0,0,0,0.0
hrs_32780062,2m3½f,3914,19.5f,2,0,0,0,0,0.0
hrs_32780062,2m3f,3790,19f,2,1,0,0,0,0.5
hrs_32780062,2m4f,4023,20f,1,0,0,1,0,0.0
hrs_32780062,2m5f,4225,21f,1,0,0,0,1,0.0
hrs_32780062,2m1f,3392,17f,1,0,0,0,0,0.0
hrs_32780062,1m7½f,3071,15.5f,1,0,0,0,0,0.0
hrs_32780062,2m,3219,16f,1,0,0,0,0,0.0
hrs_32780062,2m4½f,4104,20.5f,1,0,0,0,0,0.0
hrs_41410586,2m4½f,4104,20.5f,2,0,0,0,0,0.0
hrs_41410586,2m4f,4023,20f,1,0,0,1,0,0.0
hrs_41410586,2m1f,3374,17f,1,0,0,1,0,0.0
hrs_41410586,2m,3171,16f,1,1,0,0,0,1.0
hrs_42326536,6f,1212,6f,3,0,0,0,0,0.0
hrs_42326536,1m,1608,8f,2,1,1,0,0,0.5
hrs_42326536,1m2f,2050,10f,1,0,0,1,0,0.0
hrs_42326536,7½f,1496,7.5f,1,0,0,0,0,0.0
hrs_42554218,7f,1408,7f,3,0,0,0,0,0.0
hrs_42554218,1m,1614,8f,1,0,0,0,1,0.0
hrs_42554218,1m2f,2050,10f,1,0,0,0,0,0.0
hrs_42943733,7f,1401,7f,2,0,0,0,0,0.0
hrs_42943733,1m,1608,8f,2,0,0,0,0,0.0
hrs_42943733,6f,1207,6f,1,0,0,0,0,0.0
hrs_42943733,1m2f,2050,10f,1,0,0,0,0,0.0
hrs_34472305,6f,1218,6f,5,0,2,0,0,0.0
hrs_34472305,7f,1408,7f,2,0,1,0,0,0.0
hrs_40859588,6f,1207,6f,3,1,1,0,0,0.33
hrs_40859588,5f,1003,5f,2,1,0,0,0,0.5
hrs_40859588,7f,1408,7f,1,0,0,0,0,0.0
hrs_39147997,7f,1399,7f,5,1,0,0,1,0.2
hrs_39147997,6f,1207,6f,5,0,1,2,0,0.0
hrs_34361565,3m,4828,24f,1,1,0,0,0,1.0
hrs_34361565,3m½f,4883,24.5f,1,1,0,0,0,1.0
hrs_34361565,2m7½f,4687,23.5f,1,0,0,0,0,0.0
hrs_21028875,2m,3229,16f,5,2,1,1,1,0.4
hrs_21028875,2m4f,4023,20f,2,1,0,0,0,0.5
hrs_21028875,2m5f,4225,21f,2,0,0,1,0,0.0
hrs_21028875,2m3f,3866,19f,1,0,0,0,0,0.0
hrs_21028875,2m3½f,3914,19.5f,1,0,0,0,0,0.0
hrs_23566186,2m7f,4656,23f,9,2,3,0,2,0.22
hrs_23566186,2m,3219,16f,7,0,2,2,0,0.0
hrs_23566186,2m7½f,4747,23.5f,4,0,0,1,0,0.0
hrs_23566186,3m½f,4881,24.5f,3,1,0,0,1,0.33
hrs_23566186,3m,4801,24f,2,1,0,0,1,0.5
hrs_23566186,2m5f,4225,21f,2,0,1,0,1,0.0
hrs_23566186,2m5½f,4336,21.5f,2,0,0,1,0,0.0
hrs_23566186,1m7½f,3156,15.5f,1,0,0,0,0,0.0
hrs_23566186,2m3½f,3914,19.5f,1,0,0,1,0,0.0
hrs_23566186,2m4½f,4104,20.5f,1,0,0,1,0,0.0
hrs_23566186,3m1½f,5138,25.5f,1,0,0,1,0,0.0
hrs_23566186,3m2½f,5326,26.5f,1,0,0,0,0,0.0
hrs_44786686,6f,1207,6f,2,1,0,0,1,0.5
hrs_13772857,2m4f,4005,20f,9,1,1,3,0,0.11
hrs_13772857,2m,3219,16f,4,0,0,0,1,0.0
hrs_13772857,3m2f,5230,26f,3,0,0,0,1,0.0
hrs_13772857,2m5½f,4306,21.5f,2,0,0,1,0,0.0
hrs_13772857,3m2½f,5306,26.5f,1,0,0,0,0,0.0
hrs_13772857,2m4½f,4104,20.5f,1,0,0,0,0,0.0
hrs_13772857,3m3½f,5540,27.5f,1,0,0,0,0,0.0
hrs_13772857,2m3f,3772,19f,1,0,0,1,0,0.0
hrs_13772857,2m6f,4426,22f,1,0,0,0,0,0.0
hrs_13772857,2m½f,3356,16.5f,1,0,0,0,1,0.0
hrs_13772857,2m6½f,4564,22.5f,1,0,0,0,0,0.0
hrs_23165310,2m4f,4023,20f,7,2,1,1,1,0.29
hrs_23165310,2m,3219,16f,1,0,0,0,1,0.0
hrs_23165310,2m3½f,3935,19.5f,1,0,0,0,0,0.0
hrs_23165310,2m7½f,4745,23.5f,1,0,0,0,0,0.0
hrs_23165310,2m4½f,4104,20.5f,1,0,0,0,0,0.0
hrs_23165310,2m1f,3414,17f,1,0,0,0,0,0.0
hrs_23165310,2m5½f,4348,21.5f,1,0,0,0,0,0.0
hrs_23165310,2m½f,3333,16.5f,1,0,1,0,0,0.0
hrs_23165310,2m6½f,4540,22.5f,1,0,0,0,0,0.0
hrs_40959926,2m4½f,4104,20.5f,2,0,0,0,0,0.0
hrs_40959926,2m4f,4023,20f,1,0,0,0,1,0.0
hrs_40959926,2m3f,3822,19f,1,0,0,0,0,0.0
hrs_40959926,2m7f,4627,23f,1,0,0,0,0,0.0
hrs_32936477,2m3½f,3957,19.5f,3,1,0,1,0,0.33
hrs_32936477,2m,3229,16f,2,0,1,0,0,0.0
hrs_32936477,2m4f,4023,20f,2,0,0,1,1,0.0
hrs_32936477,2m5f,4225,21f,1,0,0,0,0,0.0
hrs_32936477,2m3f,3822,19f,1,1,0,0,0,1.0
hrs_32936477,2m1f,3420,17f,1,1,0,0,0,1.0
hrs_32936477,2m½f,3366,16.5f,1,0,0,1,0,0.0
hrs_32936477,3m,4822,24f,1,0,0,0,0,0.0
hrs_24494141,3m,4822,24f,5,1,0,1,0,0.2
hrs_24494141,2m5f,4225,21f,3,1,0,0,1,0.33
hrs_24494141,2m4½f,4104,20.5f,1,1,0,0,0,1.0
hrs_24494141,3m1f,5038,25f,1,0,0,0,1,0.0
hrs_24494141,2m3½f,3914,19.5f,1,0,0,0,0,0.0
hrs_24494141,2m7½f,4705,23.5f,1,0,0,0,1,0.0
hrs_24494141,2m4f,4023,20f,1,0,0,0,0,0.0
hrs_45378375,7f,1402,7f,1,1,0,0,0,1.0
hrs_43860110,7f,1408,7f,2,0,0,1,0,0.0
hrs_43860110,6f,1207,6f,1,0,0,0,1,0.0
hrs_27711432,2m,3219,16f,9,3,0,4,0,0.33
hrs_27711432,2m4f,4023,20f,6,1,2,0,0,0.17
hrs_27711432,2m5f,4225,21f,2,0,0,1,0,0.0
hrs_27711432,2m4½f,4124,20.5f,1,0,0,0,0,0.0
hrs_27711432,1m7f,3063,15f,1,0,1,0,0,0.0
hrs_27711432,3m½f,4883,24.5f,1,0,0,0,1,0.0
hrs_27711432,2m½f,3282,16.5f,1,0,0,1,0,0.0
hrs_35243509,2m5f,4225,21f,1,0,1,0,0,0.0
hrs_38017518,2m,3267,16f,2,0,0,0,0,0.0
hrs_38017518,1m5½f,2750,13.5f,2,0,0,0,0,0.0
hrs_38017518,2m5f,4225,21f,1,0,0,0,0,0.0
hrs_38017518,2m5½f,4374,21.5f,1,0,0,0,0,0.0
hrs_38017518,2m2½f,3756,18.5f,1,0,0,0,1,0.0
hrs_45568425,1m,1609,8f,1,1,0,0,0,1.0
hrs_44785895,1m,1609,8f,2,0,1,0,0,0.0
hrs_45378326,1m,1609,8f,1,0,0,0,0,0.0
hrs_28294434,2m,3219,16f,9,0,0,4,1,0.0
hrs_28294434,2m½f,3319,16.5f,3,0,0,1,0,0.0
hrs_28294434,2m1f,3459,17f,2,0,0,1,0,0.0
hrs_28294434,2m2½f,3749,18.5f,1,0,0,0,0,0.0
hrs_28294434,1m6f,2806,14f,1,0,0,0,0,0.0
hrs_28294434,1m4f,2461,12f,1,0,0,0,1,0.0
hrs_28294434,3m½f,4883,24.5f,1,0,0,0,0,0.0
hrs_28294434,1m7f,3063,15f,1,0,0,0,1,0.0
hrs_37686978,2m,3219,16f,4,2,1,1,0,0.5
hrs_41565048,6f,1207,6f,4,0,0,0,0,0.0
hrs_35149954,6f,1207,6f,8,0,1,0,1,0.0
hrs_35149954,5f,1044,5f,2,0,0,0,0,0.0
hrs_35149954,7f,1409,7f,1,0,0,1,0,0.0
hrs_37476663,7f,1423,7f,4,0,0,0,0,0.0
hrs_37476663,6f,1207,6f,2,0,0,0,0,0.0
hrs_37476663,7½f,1532,7.5f,1,0,0,1,0,0.0
hrs_37123639,7f,1408,7f,4,0,0,0,0,0.0
hrs_37123639,6f,1222,6f,2,0,0,0,0,0.0
hrs_37123639,1m,1609,8f,1,0,0,0,0,0.0
hrs_34471808,1m,1608,8f,7,3,0,1,1,0.43
hrs_34471808,1m2f,2050,10f,3,0,2,0,0,0.0
hrs_34471808,1m1f,1800.0,9f,1,0,0,0,0,0.0
hrs_33875541,7f,1414,7f,8,0,3,2,1,0.0
hrs_33875541,6f,1204,6f,5,0,1,2,0,0.0
hrs_33875541,5f,1011,5f,3,1,0,1,0,0.33
hrs_33875541,1m,1609,8f,1,0,0,0,0,0.0
hrs_33875541,7½f,1524,7.5f,1,1,0,0,0,1.0
hrs_31740975,1m,1584,8f,7,1,0,1,0,0.14
hrs_31740975,7f,1423,7f,3,1,1,0,0,0.33
hrs_31740975,1m½f,1701,8.5f,2,0,1,0,0,0.0
hrs_31740975,7½f,1524,7.5f,1,0,0,0,0,0.0
hrs_36837290,1m2f,2000.0,10f,2,0,0,0,0,0.0
hrs_36837290,1m4½f,2500.0,12.5f,1,0,0,0,0,0.0
hrs_36837290,7f,1400.0,7f,1,1,0,0,0,1.0
hrs_36837290,1m,1609,8f,1,0,0,0,0,0.0
hrs_35625695,1m,1609,8f,5,0,2,1,0,0.0
hrs_35625695,7½f,1524,7.5f,2,1,0,0,1,0.5
hrs_35625695,6f,1207,6f,1,0,0,0,0,0.0
hrs_29841945,1m,1609,8f,6,2,0,1,0,0.33
hrs_29841945,1m1½f,1906,9.5f,2,1,0,0,0,0.5
hrs_29841945,7f,1408,7f,1,0,0,0,0,0.0
hrs_29841945,1m2f,2012,10f,1,0,0,0,0,0.0
hrs_36258551,1m,1609,8f,8,2,0,1,1,0.25
hrs_36258551,7f,1400.0,7f,5,1,1,1,0,0.2
hrs_36258551,1m1½f,1900.0,9.5f,1,0,0,0,0,0.0
hrs_36258551,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_412653031,1m,1609,8f,4,1,0,1,0,0.25
hrs_412653031,7f,1408,7f,1,0,0,0,0,0.0
hrs_35624925,6f,1207,6f,6,1,3,2,0,0.17
