horse_id,dist,dist_m,dist_f,runs,1st,2nd,3rd,4th,win_%
hrs_40225906,1m,1609,8f,9,3,2,1,2,0.33
hrs_40225906,7f,1408,7f,8,1,1,0,1,0.12
hrs_40225906,6f,1207,6f,3,0,0,0,0,0.0
hrs_40225906,1m½f,1739,8.5f,3,0,1,0,0,0.0
hrs_29917818,7f,1421,7f,25,2,6,4,3,0.08
hrs_29917818,1m,1608,8f,14,1,2,4,2,0.07
hrs_29917818,6f,1204,6f,2,0,0,0,2,0.0
hrs_29917818,1m1f,1799,9f,1,0,0,0,0,0.0
hrs_29917818,1m1½f,1906,9.5f,1,0,0,0,0,0.0
hrs_29917818,1m½f,1678,8.5f,1,0,0,1,0,0.0
hrs_29917818,7½f,1496,7.5f,1,0,0,0,0,0.0
hrs_29917818,5f,1012,5f,1,0,0,1,0,0.0
hrs_29917818,1m2f,2012,10f,1,0,0,0,0,0.0
hrs_33904752,1m,1609,8f,7,0,2,1,1,0.0
hrs_33904752,7f,1408,7f,4,1,1,1,0,0.25
hrs_33904752,1m2f,1966,10f,4,0,1,1,1,0.0
hrs_33904752,5f,1006,5f,2,0,0,0,1,0.0
hrs_33904752,6f,1207,6f,1,0,0,0,0,0.0
hrs_33904752,1m1f,1799,9f,1,0,0,1,0,0.0
hrs_35580720,6f,1207,6f,11,1,3,0,1,0.09
hrs_35580720,7f,1441,7f,6,1,0,1,1,0.17
hrs_35580720,5f,1006,5f,2,0,0,0,0,0.0
hrs_35580720,1m,1614,8f,1,0,0,0,1,0.0
hrs_35580720,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_37027032,1m,1614,8f,6,0,0,1,3,0.0
hrs_37027032,1m½f,1701,8.5f,4,0,0,0,0,0.0
hrs_37027032,7f,1421,7f,3,0,0,0,1,0.0
hrs_37027032,1m2f,2050,10f,2,0,0,0,1,0.0
hrs_37027032,6f,1207,6f,1,0,0,0,0,0.0
hrs_23380427,1m,1608,8f,31,4,6,3,1,0.13
hrs_23380427,7f,1421,7f,10,1,1,0,1,0.1
hrs_23380427,1m½f,1739,8.5f,8,1,2,1,1,0.12
hrs_23380427,6f,1204,6f,7,1,0,0,2,0.14
hrs_23380427,1m1½f,1906,9.5f,3,0,1,1,0,0.0
hrs_23380427,1m2f,2050,10f,2,0,1,0,0,0.0
hrs_40132855,7f,1408,7f,2,0,0,0,0,0.0
hrs_40132855,6f,1200,6f,2,0,0,0,0,0.0
hrs_40132855,5f,1006,5f,1,0,0,1,0,0.0
hrs_40132855,1m,1614,8f,1,0,0,0,0,0.0
hrs_40132855,1m2f,2050,10f,1,0,0,0,0,0.0
hrs_23425759,1m,1610,8f,48,7,4,4,10,0.15
hrs_23425759,7f,1421,7f,10,0,0,0,4,0.0
hrs_23425759,1m½f,1739,8.5f,9,0,0,2,0,0.0
hrs_23425759,1m1½f,1906,9.5f,3,0,0,0,0,0.0
hrs_23425759,6f,1207,6f,1,0,0,0,0,0.0
hrs_23425759,7½f,1496,7.5f,1,0,0,0,0,0.0
hrs_36036826,7f,1408,7f,4,0,0,1,0,0.0
hrs_36036826,6f,1207,6f,2,0,0,0,0,0.0
hrs_36036826,1m,1609,8f,2,0,0,1,0,0.0
hrs_36036826,5f,1006,5f,1,0,0,0,0,0.0
hrs_37027039,1m,1609,8f,8,4,1,2,0,0.5
hrs_37027039,7f,1408,7f,2,1,0,0,0,0.5
hrs_37027039,6f,1207,6f,1,0,0,0,0,0.0
hrs_37027039,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_35336644,7f,1408,7f,5,1,1,1,0,0.2
hrs_35336644,1m,1609,8f,3,0,1,0,1,0.0
hrs_35336644,1m2f,2012,10f,2,0,0,0,0,0.0
hrs_35336644,6f,1207,6f,2,1,0,0,0,0.5
hrs_35336644,1m½f,1739,8.5f,1,1,0,0,0,1.0
hrs_34932793,7f,1408,7f,17,2,4,2,1,0.12
hrs_34932793,1m,1609,8f,7,1,2,1,1,0.14
hrs_34932793,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_35881293,1m,1609,8f,7,1,2,0,2,0.14
hrs_35881293,1m2f,2002,10f,3,0,0,1,0,0.0
hrs_35881293,1m1½f,1906,9.5f,2,0,0,0,1,0.0
hrs_35881293,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_35881293,1m3f,2234,11f,1,0,0,0,1,0.0
hrs_35881293,7f,1408,7f,1,0,0,0,0,0.0
hrs_30469901,1m,1609,8f,8,1,0,2,2,0.12
hrs_30469901,1m½f,1701,8.5f,5,1,1,1,1,0.2
hrs_30469901,1m2f,2033,10f,4,0,0,1,0,0.0
hrs_30469901,7f,1408,7f,3,0,0,0,1,0.0
hrs_30469901,6f,1207,6f,3,0,0,0,2,0.0
hrs_30469901,6½f,1265,6.5f,1,0,0,0,0,0.0
hrs_30469901,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_30469901,1m1½f,1906,9.5f,1,0,0,0,0,0.0
hrs_31189613,7f,1399,7f,10,2,3,1,1,0.2
hrs_31189613,1m,1622,8f,7,1,1,0,3,0.14
hrs_31189613,6f,1210,6f,4,0,0,1,0,0.0
hrs_31189613,1m½f,1739,8.5f,2,0,0,1,0,0.0
hrs_31189613,1m1½f,1906,9.5f,1,0,0,0,0,0.0
hrs_36402044,6f,1212,6f,14,4,5,1,4,0.29
hrs_36402044,5f,1006,5f,3,1,0,1,0,0.33
hrs_36402044,7f,1408,7f,2,0,1,0,0,0.0
hrs_36402044,5½f,1137,5.5f,1,0,0,0,0,0.0
hrs_32568487,7f,1421,7f,13,6,1,1,0,0.46
hrs_32568487,6f,1207,6f,11,2,2,2,1,0.18
hrs_32568487,1m,1566,8f,2,0,0,0,1,0.0
hrs_39021367,6f,1207,6f,12,3,1,2,1,0.25
hrs_39021367,5f,1006,5f,1,0,0,0,1,0.0
hrs_21678804,5f,1006,5f,45,8,7,4,6,0.18
hrs_21678804,6f,1207,6f,23,2,5,2,2,0.09
hrs_21678804,5½f,1087,5.5f,4,0,0,0,0,0.0
hrs_40261347,1m,1610,8f,6,1,1,0,1,0.17
hrs_40261347,1m2f,2012,10f,3,2,1,0,0,0.67
hrs_40261347,7f,1411,7f,1,1,0,0,0,1.0
hrs_25412338,1m2f,2012,10f,15,4,3,2,1,0.27
hrs_25412338,1m,1610,8f,13,2,0,0,1,0.15
hrs_25412338,1m3f,2212,11f,3,2,0,1,0,0.67
hrs_25412338,1m1½f,1906,9.5f,2,0,0,0,0,0.0
hrs_25412338,7f,1408,7f,2,0,0,0,0,0.0
hrs_25412338,1m3½f,2308,11.5f,1,0,0,0,0,0.0
hrs_25412338,6f,1207,6f,1,0,0,0,1,0.0
hrs_25412338,1m2½f,2063,10.5f,1,0,0,0,0,0.0
hrs_25412338,1m1f,1811,9f,1,0,0,1,0,0.0
hrs_25412338,1m4f,2413,12f,1,0,0,1,0,0.0
hrs_25412338,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_37407944,1m1½f,1906,9.5f,7,2,1,2,0,0.29
hrs_37407944,1m½f,1739,8.5f,5,0,1,0,0,0.0
hrs_37407944,1m2f,2012,10f,3,0,0,3,0,0.0
hrs_37407944,7f,1408,7f,3,0,0,1,0,0.0
hrs_37407944,1m4f,2414,12f,3,0,1,1,1,0.0
hrs_37407944,1m,1609,8f,1,0,0,0,0,0.0
hrs_37407944,6f,1225,6f,1,0,1,0,0,0.0
hrs_29748712,1m,1622,8f,10,0,2,0,2,0.0
hrs_29748712,1m2f,2027,10f,8,1,1,1,1,0.12
hrs_29748712,1m½f,1678,8.5f,4,2,0,0,0,0.5
hrs_29748712,1m1½f,1906,9.5f,3,0,1,0,0,0.0
hrs_10034227,6f,1209,6f,22,3,1,1,2,0.14
hrs_10034227,1m,1622,8f,16,3,1,2,0,0.19
hrs_10034227,7f,1408,7f,7,0,0,0,2,0.0
hrs_10034227,5f,1006,5f,7,1,0,0,1,0.14
hrs_10034227,1m½f,1739,8.5f,6,1,1,2,1,0.17
hrs_10034227,1m1½f,1906,9.5f,3,1,0,0,0,0.33
hrs_10034227,1m2f,2012,10f,2,0,0,1,0,0.0
hrs_10034227,5½f,1137,5.5f,1,0,0,0,0,0.0
hrs_18789449,1m2f,2012,10f,21,3,4,3,3,0.14
hrs_18789449,1m,1609,8f,17,1,0,4,3,0.06
hrs_18789449,1m1½f,1906,9.5f,6,1,2,1,1,0.17
hrs_18789449,1m2½f,2149,10.5f,5,0,0,1,1,0.0
hrs_18789449,6f,1207,6f,3,0,0,0,0,0.0
hrs_18789449,1m4f,2414,12f,2,0,1,0,0,0.0
hrs_18789449,1m3f,2234,11f,1,0,0,0,0,0.0
hrs_18789449,7f,1402,7f,1,0,0,0,0,0.0
hrs_18789449,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_18789449,1m½f,1739,8.5f,1,0,0,0,1,0.0
hrs_18789449,1m3½f,2303,11.5f,1,0,0,0,0,0.0
hrs_18789449,1m4½f,2509,12.5f,1,0,0,0,0,0.0
hrs_24263673,1m4f,2393,12f,6,1,0,1,1,0.17
hrs_24263673,1m3½f,2308,11.5f,3,1,1,1,0,0.33
hrs_24263673,2m,3174,16f,3,0,0,0,0,0.0
hrs_24263673,1m2f,2000,10f,2,0,0,0,0,0.0
hrs_24263673,1m,1609,8f,2,0,0,1,0,0.0
hrs_24263673,2m4½f,4104,20.5f,2,0,0,0,0,0.0
hrs_24263673,1m½f,1701,8.5f,1,0,0,1,0,0.0
hrs_24263673,1m4½f,2504,12.5f,1,0,0,1,0,0.0
hrs_44105411,1m,1610,8f,3,0,0,1,1,0.0
hrs_44105411,1m2f,2012,10f,1,0,0,0,0,0.0
hrs_44105411,1m4f,2461,12f,1,0,0,0,0,0.0
hrs_44105411,1m3f,2234,11f,1,0,1,0,0,0.0
hrs_22559397,1m2f,2012,10f,16,3,0,2,3,0.19
hrs_22559397,1m4f,2414,12f,14,1,1,1,2,0.07
hrs_22559397,2m½f,3281,16.5f,6,1,0,0,0,0.17
hrs_22559397,1m3f,2234,11f,6,2,0,0,0,0.33
hrs_22559397,1m6f,2816,14f,6,3,1,1,1,0.5
hrs_22559397,7f,1409,7f,3,0,0,0,1,0.0
hrs_22559397,1m4½f,2504,12.5f,2,0,0,1,0,0.0
hrs_22559397,2m,3172,16f,2,0,1,0,0,0.0
hrs_22559397,1m,1609,8f,2,0,0,0,0,0.0
hrs_22559397,1m1½f,1906,9.5f,2,0,0,0,0,0.0
hrs_22559397,1m3½f,2303,11.5f,2,1,0,1,0,0.5
hrs_22559397,1m5½f,2676,13.5f,1,0,0,1,0,0.0
hrs_37550051,5f,1006,5f,7,2,1,0,0,0.29
hrs_37550051,6f,1207,6f,5,1,1,0,0,0.2
hrs_31492755,5f,1000,5f,20,2,4,6,5,0.1
hrs_31492755,6f,1207,6f,13,1,0,0,1,0.08
hrs_31492755,7f,1411,7f,2,0,1,0,0,0.0
hrs_29691396,6f,1209,6f,21,2,2,2,3,0.1
hrs_29691396,7f,1414,7f,10,0,1,0,1,0.0
hrs_29691396,5f,1006,5f,8,1,2,2,0,0.12
hrs_29691396,7½f,1524,7.5f,1,0,0,0,0,0.0
hrs_17762514,5f,1006,5f,47,8,2,8,8,0.17
hrs_17762514,6f,1208,6f,7,0,0,1,3,0.0
hrs_17762514,5½f,1087,5.5f,2,0,2,0,0,0.0
hrs_18972121,5f,1006,5f,28,2,6,2,3,0.07
hrs_18972121,6f,1207,6f,14,1,2,3,3,0.07
hrs_18972121,7f,1408,7f,4,1,0,1,0,0.25
hrs_18972121,5½f,1106,5.5f,3,0,0,0,0,0.0
hrs_32568480,5f,1006,5f,23,3,2,4,0,0.13
hrs_32568480,6f,1204,6f,2,0,0,0,0,0.0
hrs_20977796,5f,1006,5f,21,4,3,3,2,0.19
hrs_20977796,6f,1207,6f,7,1,1,0,1,0.14
hrs_20977796,7f,1408,7f,1,0,0,0,0,0.0
hrs_20977796,1m,1614,8f,1,0,0,1,0,0.0
hrs_29918210,5f,1006,5f,31,7,5,3,2,0.23
hrs_29918210,6f,1207,6f,4,0,0,0,0,0.0
hrs_34961493,1m2f,2050,10f,12,5,2,0,2,0.42
hrs_34961493,1m,1609,8f,3,0,0,0,0,0.0
hrs_34961493,1m2½f,2063,10.5f,2,0,0,0,0,0.0
hrs_34961493,1m1½f,1906,9.5f,1,0,0,0,1,0.0
hrs_34961493,1m4f,2413,12f,1,0,0,1,0,0.0
hrs_36528975,1m2f,2051,10f,4,0,2,1,0,0.0
hrs_36528975,1m,1612,8f,4,2,0,0,2,0.5
hrs_36528975,1m3f,2212,11f,2,1,0,0,0,0.5
hrs_36528975,7f,1411,7f,2,0,0,1,0,0.0
hrs_36528975,1m2½f,2063,10.5f,1,0,0,0,0,0.0
hrs_36528975,1m1f,1799,9f,1,0,0,0,1,0.0
hrs_15288742,1m2f,2000.0,10f,21,3,2,5,4,0.14
hrs_15288742,1m1½f,1906,9.5f,7,2,1,2,0,0.29
hrs_15288742,1m,1609,8f,3,1,1,1,0,0.33
hrs_15288742,1m4f,2427,12f,2,0,0,0,0,0.0
hrs_15288742,1m1f,1800.0,9f,2,0,0,1,0,0.0
hrs_15288742,1m3½f,2303,11.5f,1,0,0,0,1,0.0
hrs_37192309,1m2f,2012,10f,3,1,1,0,1,0.33
hrs_37192309,1m½f,1678,8.5f,1,0,1,0,0,0.0
hrs_37192309,1m3½f,2334,11.5f,1,0,0,0,0,0.0
hrs_31069213,1m2f,2051,10f,9,0,1,0,0,0.0
hrs_31069213,1m,1610,8f,9,3,0,2,0,0.33
hrs_31069213,1m1½f,1906,9.5f,7,3,1,1,2,0.43
hrs_31069213,1m1f,1830,9f,3,0,0,1,0,0.0
hrs_31069213,7f,1408,7f,3,1,0,1,0,0.33
hrs_31069213,1m½f,1739,8.5f,3,1,0,0,1,0.33
hrs_31069213,1m2½f,2076,10.5f,2,0,1,0,1,0.0
hrs_31069213,7½f,1524,7.5f,1,1,0,0,0,1.0
hrs_31069213,1m4f,2406,12f,1,0,0,0,0,0.0
hrs_34471017,1m,1609,8f,3,0,0,1,1,0.0
hrs_34471017,7f,1402,7f,2,1,0,0,0,0.5
hrs_34471017,1m2f,2012,10f,2,0,1,0,0,0.0
hrs_34471017,1m1½f,1906,9.5f,1,0,0,1,0,0.0
hrs_34471017,6½f,1308,6.5f,1,0,0,0,0,0.0
hrs_38017483,1m,1609,8f,4,0,1,1,1,0.0
hrs_38017483,1m2f,2012,10f,1,0,0,0,0,0.0
hrs_28294532,1m,1600.0,8f,5,1,2,1,1,0.2
hrs_28294532,1m1½f,1900.0,9.5f,4,1,0,0,0,0.25
hrs_28294532,1m2f,2000.0,10f,3,0,1,0,1,0.0
hrs_28294532,7f,1400.0,7f,2,0,1,0,1,0.0
hrs_34124216,1m2f,2050,10f,17,6,0,2,2,0.35
hrs_34124216,1m1½f,1906,9.5f,4,1,1,1,0,0.25
hrs_34124216,1m3f,2212,11f,3,0,1,0,0,0.0
hrs_34124216,1m,1609,8f,2,0,1,0,0,0.0
hrs_34124216,1m4f,2413,12f,1,0,0,0,1,0.0
hrs_34124216,1m2½f,2076,10.5f,1,0,0,0,0,0.0
hrs_35081368,1m2f,2050,10f,6,1,1,0,1,0.17
hrs_35081368,1m,1609,8f,3,1,0,0,0,0.33
hrs_35081368,1m1½f,1906,9.5f,1,0,0,0,1,0.0
hrs_35081368,1m½f,1739,8.5f,1,0,0,1,0,0.0
hrs_35081368,1m3f,2234,11f,1,0,0,0,0,0.0
hrs_35081368,1m4f,2461,12f,1,0,0,0,0,0.0
hrs_35054502,7f,1411,7f,10,4,0,1,2,0.4
hrs_35054502,1m,1609,8f,6,2,1,1,0,0.33
hrs_35054502,5f,1006,5f,4,0,0,2,0,0.0
hrs_35054502,6f,1225,6f,3,0,0,1,1,0.0
hrs_35054502,1m½f,1739,8.5f,2,1,0,0,1,0.5
hrs_35054502,1m1½f,1906,9.5f,1,1,0,0,0,1.0
hrs_44076123,6f,1207,6f,5,3,0,2,0,0.6
hrs_44076123,7f,1409,7f,4,1,1,1,0,0.25
hrs_44076123,5f,1006,5f,2,0,0,0,0,0.0
hrs_22074136,7f,1408,7f,35,5,5,5,4,0.14
hrs_22074136,6f,1207,6f,6,2,1,1,0,0.33
hrs_22074136,7½f,1496,7.5f,2,0,0,0,0,0.0
hrs_39848620,7f,1408,7f,11,1,3,0,4,0.09
hrs_39848620,1m,1610,8f,1,0,0,0,0,0.0
hrs_35729652,7f,1421,7f,14,2,3,2,0,0.14
hrs_35729652,1m,1621,8f,9,0,0,1,2,0.0
hrs_21341075,7f,1409,7f,27,3,3,2,3,0.11
hrs_21341075,6f,1212,6f,7,0,0,0,0,0.0
hrs_21341075,1m,1603,8f,6,0,1,1,0,0.0
hrs_21341075,5f,1006,5f,2,1,0,0,0,0.5
hrs_21341075,1m½f,1678,8.5f,1,0,0,0,0,0.0
hrs_24846570,7f,1408,7f,18,3,3,1,0,0.17
hrs_24846570,6f,1204,6f,3,1,0,1,0,0.33
hrs_24846570,1m,1609,8f,3,0,0,1,0,0.0
hrs_39848655,7f,1414,7f,6,2,0,0,0,0.33
hrs_39848655,1m,1621,8f,3,1,1,0,1,0.33
hrs_39848655,5½f,1152,5.5f,1,0,1,0,0,0.0
hrs_39848655,5f,1000,5f,1,0,0,1,0,0.0
hrs_39848655,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_39848655,1m2f,2012,10f,1,0,0,0,1,0.0
hrs_34473411,7f,1408,7f,14,3,3,1,1,0.21
hrs_34473411,5f,1006,5f,3,0,0,0,2,0.0
hrs_34473411,6f,1207,6f,1,0,1,0,0,0.0
hrs_34473411,1m,1621,8f,1,0,0,1,0,0.0
hrs_25082309,6f,1208,6f,18,2,1,3,3,0.11
hrs_25082309,7f,1408,7f,7,0,1,1,1,0.0
hrs_25082309,1m½f,1739,8.5f,2,1,0,0,0,0.5
hrs_36664481,5f,1006,5f,11,3,4,1,2,0.27
hrs_36664481,5½f,1061,5.5f,1,0,0,1,0,0.0
hrs_21673022,5f,1000,5f,38,2,6,4,7,0.05
hrs_21673022,7f,1408,7f,4,1,0,1,0,0.25
hrs_21673022,6f,1207,6f,4,0,0,2,0,0.0
hrs_21673022,1m,1603,8f,1,0,0,1,0,0.0
hrs_21673022,5½f,1137,5.5f,1,0,0,0,0,0.0
hrs_14368977,5f,1006,5f,70,10,12,7,6,0.14
hrs_14368977,5½f,1061,5.5f,10,0,2,1,4,0.0
hrs_14368977,6f,1208,6f,4,0,0,1,0,0.0
hrs_38089191,5f,1006,5f,10,2,2,1,1,0.2
hrs_38089191,6f,1207,6f,2,0,0,0,0,0.0
hrs_38089191,7f,1408,7f,1,0,0,0,0,0.0
hrs_30123499,5f,1006,5f,20,5,1,2,1,0.25
hrs_30123499,6f,1208,6f,3,0,0,0,0,0.0
hrs_50755425,7f,1421,7f,1,1,0,0,0,1.0
hrs_46169655,7f,1421,7f,2,0,1,1,0,0.0
hrs_46169655,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_46169655,6f,1225,6f,1,0,0,0,1,0.0
hrs_47773831,7f,1421,7f,2,0,1,1,0,0.0
hrs_47773831,2m,3219,16f,1,0,0,0,0,0.0
hrs_47773831,1m,1614,8f,1,0,0,0,1,0.0
hrs_49907025,7f,1421,7f,2,0,0,0,1,0.0
hrs_49907025,1m,1609,8f,1,0,0,0,0,0.0
hrs_48020042,7f,1421,7f,2,0,0,0,0,0.0
hrs_48020042,6f,1207,6f,1,0,0,0,0,0.0
hrs_50755432,7f,1421,7f,1,0,0,0,0,0.0
hrs_50755432,1m2f,2050,10f,1,0,0,0,0,0.0
hrs_27206634,7f,1399,7f,32,4,5,1,5,0.12
hrs_27206634,1m,1612,8f,11,0,3,2,2,0.0
hrs_27206634,6f,1207,6f,6,0,3,1,0,0.0
hrs_27206634,1m½f,1713,8.5f,3,0,0,1,1,0.0
hrs_27206634,1m2f,2012,10f,1,0,0,0,0,0.0
hrs_20530167,7f,1409,7f,23,2,5,4,4,0.09
hrs_20530167,1m,1610,8f,18,0,4,2,0,0.0
hrs_20530167,6f,1207,6f,12,3,2,2,2,0.25
hrs_35149359,6f,1207,6f,14,4,2,3,1,0.29
hrs_35149359,5f,1006,5f,8,0,1,1,0,0.0
hrs_35149359,5½f,1156,5.5f,2,0,0,0,0,0.0
hrs_35149359,1m,1609,8f,1,0,0,0,0,0.0
hrs_30441075,6f,1207,6f,16,2,0,1,2,0.12
hrs_30441075,5f,1000,5f,10,1,0,0,2,0.1
hrs_30441075,2m,3221,16f,1,0,0,0,0,0.0
hrs_30441075,5½f,1156,5.5f,1,1,0,0,0,1.0
hrs_30441075,7f,1421,7f,1,0,0,0,0,0.0
hrs_41782734,6f,1207,6f,7,2,3,0,0,0.29
hrs_41782734,7f,1408,7f,4,2,0,1,0,0.5
hrs_41782734,1m,1621,8f,2,0,1,0,0,0.0
hrs_41782734,5f,1006,5f,2,0,0,0,0,0.0
hrs_41782734,5½f,1061,5.5f,1,0,0,0,0,0.0
hrs_35580559,6f,1208,6f,15,1,4,0,0,0.07
hrs_35580559,7f,1408,7f,3,0,0,0,0,0.0
hrs_35580559,6½f,1308,6.5f,1,0,0,1,0,0.0
hrs_39190620,6f,1207,6f,3,0,0,0,1,0.0
hrs_39190620,5f,1006,5f,2,1,0,0,0,0.5
hrs_42226156,5f,1011,5f,10,2,4,1,1,0.2
hrs_42226156,6f,1207,6f,5,2,1,0,0,0.4
hrs_41014057,5f,1000,5f,11,3,1,1,1,0.27
hrs_41014057,6f,1207,6f,1,0,0,0,0,0.0
hrs_42326550,5f,1006,5f,6,0,3,1,1,0.0
hrs_42326550,6f,1208,6f,3,0,0,1,0,0.0
hrs_41877675,5f,1006,5f,6,0,0,2,1,0.0
hrs_41877675,6f,1207,6f,4,0,0,0,1,0.0
hrs_47313763,6f,1207,6f,4,0,1,2,1,0.0
hrs_47313763,5f,1000,5f,2,0,0,0,0,0.0
hrs_44076004,5f,1006,5f,5,0,0,1,1,0.0
hrs_39190487,5f,1000,5f,8,0,1,2,1,0.0
hrs_39190487,6f,1207,6f,6,0,2,0,2,0.0
hrs_45007536,5f,1006,5f,3,1,0,0,0,0.33
hrs_45007536,6f,1172,6f,1,0,0,0,0,0.0
hrs_50187802,7f,1408,7f,2,2,0,0,0,1.0
hrs_48447392,7f,1408,7f,2,0,1,0,0,0.0
hrs_50282113,7f,1408,7f,2,1,0,1,0,0.5
hrs_41189449,5f,1025,5f,2,0,0,1,0,0.0
hrs_41189449,6f,1207,6f,2,0,0,0,1,0.0
hrs_41189449,7f,1408,7f,1,0,0,0,0,0.0
hrs_50187795,7f,1408,7f,2,0,0,0,1,0.0
hrs_49609028,1m,1621,8f,2,0,1,1,0,0.0
hrs_49609028,7f,1408,7f,1,0,0,0,0,0.0
hrs_46547151,7f,1408,7f,3,0,0,0,0,0.0
hrs_49973791,7f,1408,7f,1,0,0,0,0,0.0
hrs_49973791,6f,1225,6f,1,0,0,0,0,0.0
hrs_50755446,7f,1408,7f,2,0,0,0,0,0.0
hrs_42944055,7f,1408,7f,1,0,0,0,0,0.0
hrs_31725148,1m2f,2050,10f,9,2,0,2,0,0.22
hrs_31725148,7f,1421,7f,7,0,1,0,0,0.0
hrs_31725148,6f,1207,6f,3,1,0,0,1,0.33
hrs_31725148,5f,1000,5f,2,0,0,0,0,0.0
hrs_31725148,1m,1614,8f,2,1,1,0,0,0.5
hrs_31725148,7½f,1481,7.5f,1,0,0,0,0,0.0
hrs_31725148,1m3f,2227,11f,1,0,0,0,0,0.0
hrs_31725148,1m1f,1811,9f,1,0,0,0,0,0.0
hrs_31725148,1m4½f,2504,12.5f,1,0,0,0,0,0.0
hrs_8010191,1m2f,2050,10f,33,3,6,2,3,0.09
hrs_8010191,1m,1566,8f,31,2,2,7,4,0.06
hrs_8010191,7f,1408,7f,13,0,1,3,1,0.0
hrs_8010191,1m2½f,2063,10.5f,5,2,1,0,0,0.4
hrs_8010191,1m1f,1811,9f,5,0,0,1,1,0.0
hrs_8010191,6f,1182,6f,1,0,0,0,0,0.0
hrs_8010191,1m½f,1671,8.5f,1,0,0,0,0,0.0
hrs_8010191,7½f,1496,7.5f,1,0,0,0,0,0.0
hrs_8010191,1m1½f,1906,9.5f,1,0,0,0,0,0.0
hrs_8010191,1m3f,2227,11f,1,0,0,0,0,0.0
hrs_25868479,1m4½f,2504,12.5f,7,2,0,0,1,0.29
hrs_25868479,1m,1614,8f,4,0,0,1,1,0.0
hrs_25868479,2m½f,3270,16.5f,4,0,1,0,1,0.0
hrs_25868479,1m2f,2050,10f,3,0,0,2,0,0.0
hrs_25868479,1m4f,2428,12f,3,0,0,0,0,0.0
hrs_25868479,1m5f,2639,13f,3,0,0,1,1,0.0
hrs_25868479,7f,1414,7f,2,0,0,0,1,0.0
hrs_25868479,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_25868479,1m6f,2832,14f,1,0,0,0,0,0.0
hrs_40591908,1m1½f,1906,9.5f,2,0,0,1,0,0.0
hrs_40591908,1m4f,2427,12f,2,0,0,0,1,0.0
hrs_40591908,7f,1408,7f,2,0,0,0,0,0.0
hrs_40591908,1m2f,2050,10f,1,0,0,0,1,0.0
hrs_40591908,2m½f,3312,16.5f,1,0,0,0,0,0.0
hrs_40591908,1m,1609,8f,1,0,0,0,0,0.0
hrs_14566272,1m2f,2050,10f,30,2,3,4,5,0.07
hrs_14566272,1m4f,2414,12f,10,0,0,3,1,0.0
hrs_14566272,1m2½f,2076,10.5f,8,0,0,2,0,0.0
hrs_14566272,1m1f,1842,9f,8,4,1,1,0,0.5
hrs_14566272,1m3f,2213,11f,7,1,0,0,3,0.14
hrs_14566272,1m1½f,1906,9.5f,6,0,0,0,0,0.0
hrs_14566272,1m½f,1700.0,8.5f,5,0,0,1,0,0.0
hrs_14566272,1m4½f,2472,12.5f,5,0,1,1,0,0.0
hrs_14566272,1m,1609,8f,5,1,0,0,1,0.2
hrs_14566272,7f,1408,7f,3,1,2,0,0,0.33
hrs_14566272,6½f,1265,6.5f,1,0,0,1,0,0.0
hrs_14566272,1m3½f,2338,11.5f,1,0,0,0,0,0.0
hrs_14566272,1m5f,2625,13f,1,0,0,0,0,0.0
hrs_14566272,7½f,1481,7.5f,1,0,0,1,0,0.0
hrs_14566272,6f,1207,6f,1,0,0,0,1,0.0
hrs_26874715,1m2f,2012,10f,6,0,0,1,0,0.0
hrs_26874715,1m,1606,8f,4,0,0,0,1,0.0
hrs_26874715,1m½f,1739,8.5f,1,0,0,0,0,0.0
hrs_26874715,1m4f,2413,12f,1,0,0,0,0,0.0
hrs_26874715,1m4½f,2509,12.5f,1,0,0,0,0,0.0
hrs_24592820,2m6½f,4527,22.5f,3,1,0,1,1,0.33
hrs_24592820,2m3f,3792,19f,2,0,1,0,0,0.0
hrs_24592820,2m4f,4023,20f,2,1,0,0,0,0.5
hrs_24592820,3m2f,5230,26f,2,1,0,0,0,0.5
hrs_24592820,3m,4791,24f,2,1,0,0,0,0.5
hrs_24592820,3m5f,5856,29f,1,0,0,0,0,0.0
hrs_24592820,3m5½f,5980,29.5f,1,0,0,1,0,0.0
hrs_27040503,2m4f,4021,20f,3,2,0,1,0,0.67
hrs_27040503,2m4½f,4075,20.5f,2,0,0,0,2,0.0
hrs_27040503,3m,4822,24f,2,0,0,1,0,0.0
hrs_27040503,3m½f,4964,24.5f,1,0,0,0,1,0.0
hrs_27040503,3m2f,5230,26f,1,0,1,0,0,0.0
hrs_27040503,2m3f,3781,19f,1,0,0,1,0,0.0
hrs_27040503,2m½f,3314,16.5f,1,1,0,0,0,1.0
hrs_29592507,2m2f,3600.0,18f,2,1,0,1,0,0.5
hrs_29592507,2m4f,3980,20f,2,1,0,0,0,0.5
