race_id,course_decoded,off_time,horse_decoded,predicted_prob,odds_decimal,field_size_unscaled
rac_11560744,Doncaster,1:15,Unknown Horse,0.01,-0.4241045434490191,1
rac_11560705,Doncaster,1:50,Spirit Of Acklam,0.6528474,-0.2578177265938646,21
rac_11560705,Doncaster,1:50,Helm Rock,0.4928166,0.1697769453193898,21
rac_11560731,Doncaster,2:25,Iberian,0.73924977,-0.3647163945721782,9
rac_11560731,Doncaster,2:25,Al Shabab Storm,0.58616257,-0.3053282456953373,9
rac_11560731,Doncaster,2:25,James's Delight,0.51083696,-0.4300433583367032,9
rac_11560718,Doncaster,3:00,Botanical,0.6504428,-0.4300433583367032,9
rac_11560718,Doncaster,3:00,Point Lynas,0.44989523,-0.3053282456953373,9
rac_11560718,Doncaster,3:00,Savvy Victory,0.44338366,0.2885532430730715,9
rac_11507678,Doncaster,3:35,Oliver Show,0.60708785,-0.0677756501879737,20
rac_11507678,Doncaster,3:35,Alpha Crucis,0.57659733,0.0985111666671807,20
rac_11507678,Doncaster,3:35,Orne,0.52334315,0.0985111666671807,20
rac_11507678,Doncaster,3:35,Mr Professor,0.4895381,-0.020265131086501,20
rac_11560770,Doncaster,4:10,Paratrooper,0.14716716,-0.2815729861446009,11
rac_11560770,Doncaster,4:10,Chambers,0.11538047,0.6923926554355896,11
rac_11560770,Doncaster,4:10,Kuredu King,0.10877543,0.0985111666671807,11
rac_11560757,Doncaster,4:45,Whatacracker,0.46137774,-0.1152861692894464,19
rac_11560757,Doncaster,4:45,Annexation,0.36218384,0.0985111666671807,19
rac_11560757,Doncaster,4:45,Kalikapour,0.32276452,-0.020265131086501,19
rac_11560757,Doncaster,4:45,Life On The Rocks,0.3125314,-0.3053282456953373,19
rac_11594830,Doncaster,5:20,Run Of Luck,0.7214398,-0.3290835052460736,18
rac_11594830,Doncaster,5:20,Rainwater,0.5057063,-0.3884716541229145,18
rac_11594830,Doncaster,5:20,Laser Focus,0.3916875,-0.1627966883909191,18
rac_11594830,Doncaster,5:20,Sisterandbrother,0.384086,0.0985111666671807,18
rac_11564306,Kempton (AW),2:05,Alrazeen,0.72858083,-0.2815729861446009,8
rac_11564306,Kempton (AW),2:05,Cool Party,0.54598475,-0.3290835052460736,8
rac_11564306,Kempton (AW),2:05,Metier,0.34429386,-0.1152861692894464,8
rac_11564280,Kempton (AW),2:40,Paradias,0.7406846,-0.3053282456953373,14
rac_11564280,Kempton (AW),2:40,Max Mayhem,0.7117313,-0.3053282456953373,14
rac_11564280,Kempton (AW),2:40,Andaleep,0.62257653,0.0985111666671807,14
rac_11564293,Kempton (AW),3:15,Soprano,0.6405555,-0.4763661144606391,9
rac_11564293,Kempton (AW),3:15,Queen Of Atlantis,0.54351425,0.2885532430730715,9
rac_11564293,Kempton (AW),3:15,Muddy Mooy,0.4059293,0.2885532430730715,9
rac_11564332,Kempton (AW),3:50,American Gal,0.816967,-0.2815729861446009,7
rac_11564332,Kempton (AW),3:50,Qarlyga,0.12723285,-0.3647163945721782,7
rac_11564319,Kempton (AW),4:25,Glittering Legend,0.67839086,-0.3765940243475464,5
rac_11564319,Kempton (AW),4:25,Hawksbill,0.48454526,-0.4003492838982827,5
rac_11564345,Kempton (AW),5:00,Habooba,0.7261038,-0.2815729861446009,12
rac_11564345,Kempton (AW),5:00,Aramram,0.65651214,-0.3290835052460736,12
rac_11564345,Kempton (AW),5:00,Change Sings,0.62915665,-0.2578177265938646,12
rac_11564358,Kempton (AW),5:35,Java Raja,0.70804393,-0.4300433583367032,10
rac_11564358,Kempton (AW),5:35,Arqoob,0.687945,-0.2815729861446009,10
rac_11564358,Kempton (AW),5:35,Knockbrex,0.47981074,-0.3647163945721782,10
rac_11564384,Newcastle (AW),5:30,The Dancing Poet,0.50697744,0.2885532430730715,7
rac_11564384,Newcastle (AW),5:30,Midnight Lion,0.4878756,-0.4359821732243872,7
rac_11564423,Newcastle (AW),6:00,Arkinthestars,0.23107982,-0.3884716541229145,5
rac_11564423,Newcastle (AW),6:00,Ghaiyya,0.15200232,-0.3647163945721782,5
rac_11564449,Newcastle (AW),6:30,Hashtagnotions,0.46665123,-0.3884716541229145,6
rac_11564449,Newcastle (AW),6:30,Herkeios,0.39807352,-0.2815729861446009,6
rac_11564436,Newcastle (AW),7:00,Frankini,0.2839827,-0.4656762476628077,10
rac_11564436,Newcastle (AW),7:00,Callianassa,0.23290496,-0.2815729861446009,10
rac_11564436,Newcastle (AW),7:00,Hurricane Bea,0.2219484,1.8801556329724076,10
rac_11564410,Newcastle (AW),7:30,Suzette,0.6125992,-0.020265131086501,9
rac_11564410,Newcastle (AW),7:30,Saxonia,0.5401643,-0.4122269136736509,9
rac_11564410,Newcastle (AW),7:30,Hot To Dot,0.50301754,-0.3647163945721782,9
rac_11564371,Newcastle (AW),8:00,Just Ten High,0.7250785,-0.4003492838982827,13
rac_11564371,Newcastle (AW),8:00,Oriental Prince,0.65550756,-0.4241045434490191,13
rac_11564371,Newcastle (AW),8:00,Nazca,0.5383757,0.0272453880149716,13
rac_11564397,Newcastle (AW),8:30,King's School,0.7008673,-0.3172058754707055,9
