trainer_id,total_rides,horse_age,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
trn_303255,0,8,39,7,7,2,10,0.73,0.18,-14.4
trn_303255,0,9,15,1,3,2,2,0.34,0.07,-3.0
trn_303255,0,11,5,0,0,1,1,0.0,0.0,-5.0
trn_303255,0,10,5,2,1,0,0,2.25,0.4,1.4
trn_303255,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_288072,0,6,45,2,3,4,7,0.63,0.04,-37.75
trn_288072,0,7,25,0,1,2,2,0.0,0.0,-25.0
trn_288072,0,8,23,0,0,1,5,0.0,0.0,-23.0
trn_288072,0,5,23,0,0,1,2,0.0,0.0,-23.0
trn_288072,0,9,21,0,0,1,0,0.0,0.0,-21.0
trn_288072,0,4,15,0,0,1,1,0.0,0.0,-15.0
trn_288072,0,10,15,0,0,0,1,0.0,0.0,-15.0
trn_288072,0,11,11,1,0,0,1,3.04,0.09,90.0
trn_288072,0,12,8,0,0,0,0,0.0,0.0,-8.0
trn_288072,0,13,2,0,0,0,0,0.0,0.0,-2.0
trn_288072,0,3,1,0,0,0,0,0.0,0.0,-1.0
trn_240876,0,5,394,23,36,37,29,0.74,0.06,-201.8
trn_240876,0,6,307,19,19,34,25,0.74,0.06,-115.13
trn_240876,0,4,299,16,22,26,22,0.76,0.05,-112.9
trn_240876,0,7,202,8,15,26,22,0.39,0.04,-140.12
trn_240876,0,3,74,2,7,8,4,0.37,0.03,-51.0
trn_240876,0,8,73,1,9,6,7,0.17,0.01,-64.5
trn_240876,0,9,46,1,2,4,3,0.33,0.02,-37.0
trn_240876,0,2,35,0,0,2,2,0.0,0.0,-35.0
trn_240876,0,10,9,0,0,2,0,0.0,0.0,-9.0
trn_240876,0,11,5,1,0,0,0,2.39,0.2,21.0
trn_101997,0,4,876,147,114,92,102,0.94,0.17,-11.33
trn_101997,0,3,432,93,71,82,44,1.1,0.22,-1.57
trn_101997,0,5,430,64,56,48,39,0.89,0.15,16.1
trn_101997,0,6,219,35,25,21,24,0.99,0.16,-9.7
trn_101997,0,7,127,15,13,20,10,0.73,0.12,-26.6
trn_101997,0,8,71,10,8,4,4,1.02,0.14,-10.6
trn_101997,0,9,27,4,3,3,2,0.89,0.15,13.0
trn_101997,0,10,9,1,0,1,1,0.57,0.11,-6.4
trn_101997,0,12,8,1,0,0,1,1.62,0.12,1.9
trn_101997,0,11,7,1,0,1,2,1.09,0.14,-3.1
trn_101997,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_45585,0,5,138,8,10,17,21,1.1,0.06,61.5
trn_45585,0,6,122,8,14,12,17,0.83,0.07,19.73
trn_45585,0,4,71,3,7,3,8,0.96,0.04,-31.0
trn_45585,0,7,58,6,5,8,5,0.84,0.1,-8.38
trn_45585,0,8,15,1,3,1,2,0.6,0.07,-6.0
trn_45585,0,9,12,0,1,1,0,0.0,0.0,-12.0
trn_45585,0,10,5,1,1,0,0,3.12,0.2,10.0
trn_45585,0,15,1,0,0,1,0,0.0,0.0,-1.0
trn_45585,0,14,1,1,0,0,0,4.0,1.0,3.0
trn_237942,0,5,249,12,21,32,30,0.42,0.05,-172.73
trn_237942,0,4,240,19,20,22,15,0.85,0.08,-105.84
trn_237942,0,3,227,18,18,20,22,0.87,0.08,0.04
trn_237942,0,7,194,18,20,29,29,0.7,0.09,-63.62
trn_237942,0,6,189,21,9,27,27,0.94,0.11,-43.74
trn_237942,0,8,143,18,12,16,23,1.09,0.13,-34.72
trn_237942,0,9,74,3,3,16,9,0.47,0.04,-37.0
trn_237942,0,2,60,1,3,7,4,0.28,0.02,-57.38
trn_237942,0,10,53,4,2,5,7,0.96,0.08,-19.5
trn_237942,0,11,16,2,0,0,1,1.64,0.12,-3.5
trn_237942,0,12,5,0,0,1,0,0.0,0.0,-5.0
trn_15669,0,5,258,3,3,8,8,0.3,0.01,-220.5
trn_15669,0,6,255,9,7,9,12,0.76,0.04,-167.0
trn_15669,0,4,185,2,11,12,13,0.26,0.01,-157.0
trn_15669,0,7,166,5,8,15,14,0.51,0.03,-104.0
trn_15669,0,8,130,4,8,5,7,0.62,0.03,-98.5
trn_15669,0,9,98,5,7,5,8,0.79,0.05,-41.5
trn_15669,0,3,58,2,1,2,2,0.94,0.03,-36.0
trn_15669,0,11,53,3,7,4,5,0.86,0.06,-16.5
trn_15669,0,10,53,3,6,3,1,0.98,0.06,21.0
trn_15669,0,12,28,0,2,2,3,0.0,0.0,-28.0
trn_15669,0,2,24,0,0,0,2,0.0,0.0,-24.0
trn_15669,0,13,10,0,1,1,1,0.0,0.0,-10.0
trn_90063,0,4,561,36,43,33,42,0.77,0.06,-141.4
trn_90063,0,3,504,25,34,34,49,0.74,0.05,-212.17
trn_90063,0,5,496,51,38,45,30,1.03,0.1,-111.32
trn_90063,0,6,409,31,31,45,39,0.9,0.08,-145.5
trn_90063,0,2,299,6,13,18,33,0.4,0.02,-164.17
trn_90063,0,7,262,19,17,20,26,0.83,0.07,-64.07
trn_90063,0,8,197,17,21,14,14,0.89,0.09,37.7
trn_90063,0,9,139,8,15,17,13,0.52,0.06,-89.15
trn_90063,0,10,62,5,5,8,5,0.89,0.08,4.5
trn_90063,0,11,18,0,0,1,2,0.0,0.0,-18.0
trn_90063,0,12,3,0,0,0,0,0.0,0.0,-3.0
trn_134379,0,3,1518,125,134,149,164,0.82,0.08,-272.22
trn_134379,0,4,1297,138,159,125,123,0.95,0.11,18.95
trn_134379,0,5,1039,83,90,121,93,0.71,0.08,-433.15
trn_134379,0,2,864,51,61,78,107,0.76,0.06,-407.93
trn_134379,0,6,796,66,96,85,89,0.72,0.08,-251.41
trn_134379,0,7,652,74,54,70,79,1.01,0.11,83.79
trn_134379,0,8,487,46,39,59,46,0.89,0.09,-62.3
trn_134379,0,9,300,17,25,28,38,0.59,0.06,-179.25
trn_134379,0,10,179,8,13,17,26,0.52,0.04,-78.0
trn_134379,0,11,53,4,6,5,5,0.97,0.08,12.0
trn_134379,0,12,13,0,1,1,2,0.0,0.0,-13.0
trn_134379,0,13,8,0,0,0,1,0.0,0.0,-8.0
trn_48348,0,3,1816,132,145,175,203,0.76,0.07,-513.07
trn_48348,0,2,1654,133,134,174,185,0.86,0.08,-571.82
trn_48348,0,4,925,95,86,87,67,0.89,0.1,-216.49
trn_48348,0,5,559,49,52,36,59,0.8,0.09,-115.13
trn_48348,0,6,387,39,46,40,45,0.83,0.1,-141.86
trn_48348,0,7,224,23,26,32,30,0.83,0.1,-21.53
trn_48348,0,8,128,13,13,14,14,0.88,0.1,-30.54
trn_48348,0,10,54,7,7,5,10,0.86,0.13,-15.25
trn_48348,0,9,47,8,3,3,7,1.13,0.17,-1.61
trn_48348,0,11,26,2,5,5,1,0.72,0.08,-3.0
trn_48348,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_355041,0,5,17,0,0,0,0,0.0,0.0,-17.0
trn_355041,0,6,7,0,0,0,0,0.0,0.0,-7.0
trn_355041,0,4,3,0,0,0,0,0.0,0.0,-3.0
trn_355041,0,11,2,0,0,0,0,0.0,0.0,-2.0
trn_355041,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_355041,0,8,1,0,0,0,0,0.0,0.0,-1.0
trn_353709,0,9,6,0,0,1,1,0.0,0.0,-6.0
trn_353709,0,8,1,1,0,0,0,1.83,1.0,0.83
trn_353709,0,5,1,0,0,0,1,0.0,0.0,-1.0
trn_353709,0,7,1,0,0,0,0,0.0,0.0,-1.0
trn_114408,0,5,206,10,6,13,18,0.68,0.05,-94.17
trn_114408,0,6,188,6,6,20,11,0.4,0.03,-128.75
trn_114408,0,7,119,5,15,5,6,0.52,0.04,-51.0
trn_114408,0,8,105,7,9,8,8,0.87,0.07,-17.8
trn_114408,0,9,73,3,3,5,4,0.57,0.04,-55.67
trn_114408,0,4,42,2,1,2,2,0.72,0.05,-16.67
trn_114408,0,10,22,0,1,2,3,0.0,0.0,-22.0
trn_114408,0,11,7,0,2,2,1,0.0,0.0,-7.0
trn_114408,0,12,5,0,2,0,0,0.0,0.0,-5.0
trn_114408,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_358065,0,6,16,0,3,1,0,0.0,0.0,-16.0
trn_358065,0,3,1,0,0,0,0,0.0,0.0,-1.0
trn_8100,0,4,510,27,26,40,37,0.72,0.05,-250.39
trn_8100,0,3,434,15,19,18,21,0.68,0.03,-206.0
trn_8100,0,5,399,29,25,36,34,0.93,0.07,-60.37
trn_8100,0,6,342,20,27,29,32,0.69,0.06,-128.5
trn_8100,0,7,236,10,13,26,24,0.57,0.04,-94.38
trn_8100,0,2,204,9,7,13,11,0.92,0.04,-127.25
trn_8100,0,8,149,1,11,13,13,0.09,0.01,-145.25
trn_8100,0,9,89,4,4,4,8,0.73,0.04,-43.0
trn_8100,0,10,38,3,0,4,1,1.12,0.08,0.0
trn_8100,0,11,17,1,1,1,2,1.17,0.06,17.0
trn_8100,0,12,5,0,0,0,1,0.0,0.0,-5.0
trn_8100,0,13,2,0,0,0,0,0.0,0.0,-2.0
trn_8100,0,,1,0,0,0,0,0.0,0.0,-1.0
trn_226197,0,5,85,1,3,10,5,0.17,0.01,-81.0
trn_226197,0,4,84,2,2,2,10,0.42,0.02,-43.5
trn_226197,0,6,52,2,9,2,1,0.52,0.04,-3.0
trn_226197,0,7,43,1,3,6,6,0.33,0.02,-20.0
trn_226197,0,3,41,1,3,5,2,0.6,0.02,-35.0
trn_226197,0,10,25,1,2,1,4,0.66,0.04,1.0
trn_226197,0,8,21,1,0,0,0,0.97,0.05,-6.0
trn_226197,0,11,13,0,1,1,2,0.0,0.0,-13.0
trn_226197,0,9,11,0,4,0,1,0.0,0.0,-11.0
trn_226197,0,12,11,0,0,0,1,0.0,0.0,-11.0
trn_226197,0,2,6,0,0,1,0,0.0,0.0,-6.0
trn_226197,0,13,5,0,0,0,0,0.0,0.0,-5.0
trn_227727,0,7,82,4,7,18,9,0.57,0.05,-47.5
trn_227727,0,6,74,4,6,12,8,0.77,0.05,-30.67
trn_227727,0,5,73,4,8,12,9,0.77,0.05,-17.75
trn_227727,0,4,42,3,1,3,7,1.13,0.07,-6.0
trn_227727,0,10,37,1,5,6,8,0.32,0.03,-27.0
trn_227727,0,9,35,1,2,10,5,0.34,0.03,-29.0
trn_227727,0,8,33,5,5,3,2,1.52,0.15,9.33
trn_227727,0,3,25,1,1,3,2,0.75,0.04,1.0
trn_227727,0,11,18,0,2,1,4,0.0,0.0,-18.0
trn_227727,0,13,5,0,0,0,0,0.0,0.0,-5.0
trn_227727,0,2,3,0,0,0,1,0.0,0.0,-3.0
trn_227727,0,12,3,0,0,0,0,0.0,0.0,-3.0
trn_98127,0,6,36,0,1,0,2,0.0,0.0,-36.0
trn_98127,0,7,35,1,2,0,2,0.9,0.03,-22.0
trn_98127,0,8,34,0,0,0,2,0.0,0.0,-34.0
trn_98127,0,9,16,0,1,0,0,0.0,0.0,-16.0
trn_98127,0,5,14,0,0,0,0,0.0,0.0,-14.0
trn_98127,0,12,11,0,0,0,0,0.0,0.0,-11.0
trn_98127,0,10,11,2,0,0,2,1.92,0.18,-4.5
trn_98127,0,11,9,0,0,0,0,0.0,0.0,-9.0
trn_98127,0,13,5,0,0,0,0,0.0,0.0,-5.0
trn_98127,0,4,4,0,0,0,0,0.0,0.0,-4.0
trn_98127,0,14,2,0,0,0,0,0.0,0.0,-2.0
trn_98127,0,3,1,0,0,0,0,0.0,0.0,-1.0
trn_346563,0,3,172,3,12,14,12,0.26,0.02,-148.5
trn_346563,0,5,85,5,8,10,8,0.56,0.06,-55.17
trn_346563,0,2,81,3,5,8,16,0.71,0.04,33.25
trn_346563,0,4,65,5,2,7,4,0.89,0.08,-21.5
trn_346563,0,6,52,9,5,5,7,1.37,0.17,28.75
trn_346563,0,7,28,5,8,3,1,1.24,0.18,7.88
trn_346563,0,9,21,0,3,4,0,0.0,0.0,-21.0
trn_346563,0,8,15,1,1,3,1,0.7,0.07,8.0
trn_346563,0,10,6,1,1,0,1,1.28,0.17,2.0
trn_346563,0,11,4,0,0,0,1,0.0,0.0,-4.0
trn_346563,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_147078,0,5,352,28,28,21,32,0.82,0.08,-172.22
trn_147078,0,6,319,33,34,39,16,0.89,0.1,-131.1
trn_147078,0,7,229,25,25,18,22,0.94,0.11,22.72
trn_147078,0,4,215,4,7,10,15,0.35,0.02,-153.5
trn_147078,0,8,134,11,19,8,11,0.82,0.08,-6.25
trn_147078,0,9,90,11,9,7,8,1.22,0.12,7.13
trn_147078,0,10,52,7,3,4,7,1.44,0.13,18.0
trn_147078,0,11,19,0,1,0,2,0.0,0.0,-19.0
trn_147078,0,3,14,0,1,0,0,0.0,0.0,-14.0
trn_147078,0,2,8,0,0,0,0,0.0,0.0,-8.0
trn_147078,0,12,5,0,1,0,0,0.0,0.0,-5.0
trn_147078,0,13,2,0,0,0,0,0.0,0.0,-2.0
trn_235116,0,5,318,14,15,20,24,0.72,0.04,-87.17
trn_235116,0,6,303,19,19,26,25,0.79,0.06,-118.5
trn_235116,0,7,172,12,13,14,16,0.78,0.07,-65.25
trn_235116,0,4,164,10,2,10,5,1.34,0.06,176.33
trn_235116,0,8,71,4,3,4,6,0.92,0.06,-3.0
trn_235116,0,9,32,0,2,7,4,0.0,0.0,-32.0
trn_235116,0,10,17,1,1,1,2,0.67,0.06,9.0
trn_235116,0,3,15,0,1,0,2,0.0,0.0,-15.0
trn_235116,0,11,1,0,0,0,0,0.0,0.0,-1.0
trn_235116,0,2,1,0,0,0,0,0.0,0.0,-1.0
trn_5454,0,5,773,70,77,74,49,0.98,0.09,-129.84
trn_5454,0,4,743,36,40,46,62,0.68,0.05,-267.73
trn_5454,0,6,517,32,36,36,53,0.7,0.06,-247.62
trn_5454,0,3,502,17,31,24,43,0.57,0.03,-311.75
trn_5454,0,7,336,28,39,31,27,0.8,0.08,-116.79
trn_5454,0,8,275,21,28,29,34,0.82,0.08,-54.58
trn_5454,0,9,202,10,22,19,17,0.5,0.05,-117.67
trn_5454,0,10,148,6,11,11,15,0.53,0.04,-104.25
trn_5454,0,2,144,4,3,5,9,0.89,0.03,-108.0
trn_5454,0,11,85,7,2,9,9,1.02,0.08,-35.0
trn_5454,0,12,36,4,4,6,2,1.03,0.11,3.5
trn_5454,0,14,19,2,3,3,1,0.93,0.11,3.0
trn_5454,0,13,17,0,3,0,1,0.0,0.0,-17.0
trn_5454,0,15,1,0,0,0,0,0.0,0.0,-1.0
trn_343188,0,7,18,0,1,0,2,0.0,0.0,-18.0
trn_343188,0,6,11,0,1,0,2,0.0,0.0,-11.0
trn_343188,0,9,9,0,0,1,1,0.0,0.0,-9.0
trn_343188,0,11,8,0,0,0,0,0.0,0.0,-8.0
trn_343188,0,10,5,0,0,0,1,0.0,0.0,-5.0
trn_343188,0,8,3,0,0,0,0,0.0,0.0,-3.0
trn_343188,0,4,1,0,0,0,0,0.0,0.0,-1.0
trn_343188,0,13,1,0,0,1,0,0.0,0.0,-1.0
trn_80010,0,8,118,11,16,19,16,0.85,0.09,-13.5
trn_80010,0,7,101,5,7,18,7,0.59,0.05,-58.79
trn_80010,0,6,90,8,9,5,5,1.15,0.09,6.63
trn_80010,0,9,86,7,8,10,13,0.65,0.08,-52.29
trn_80010,0,10,52,6,3,8,8,0.98,0.12,-8.15
trn_80010,0,11,34,0,1,5,1,0.0,0.0,-34.0
trn_80010,0,5,33,1,0,2,4,0.89,0.03,-12.0
trn_80010,0,4,13,1,0,0,0,1.74,0.08,21.0
trn_80010,0,12,11,1,3,1,1,0.8,0.09,-5.5
trn_80010,0,3,1,0,0,0,0,0.0,0.0,-1.0
trn_362079,0,12,14,1,1,1,2,1.0,0.07,-1.0
trn_362079,0,11,13,1,0,1,1,1.2,0.08,2.0
trn_362079,0,10,4,0,0,0,1,0.0,0.0,-4.0
trn_362079,0,8,1,0,0,0,0,0.0,0.0,-1.0
trn_40752,0,3,690,85,76,90,72,0.79,0.12,-229.16
trn_40752,0,2,537,81,57,66,53,1.17,0.15,196.1
trn_40752,0,4,254,27,31,27,22,0.8,0.11,-55.3
trn_40752,0,5,118,7,15,8,12,0.63,0.06,-70.26
trn_40752,0,6,86,7,4,7,11,1.04,0.08,-40.55
trn_40752,0,7,67,17,4,3,6,1.92,0.25,59.92
trn_40752,0,10,24,0,1,3,1,0.0,0.0,-24.0
trn_40752,0,9,22,1,2,2,3,0.43,0.05,-18.5
trn_40752,0,11,14,1,3,2,3,0.7,0.07,-12.33
trn_40752,0,8,12,2,0,1,0,2.03,0.17,32.0
trn_40752,0,12,11,0,1,1,2,0.0,0.0,-11.0
trn_40752,0,13,6,1,1,0,0,1.76,0.17,7.0
trn_40752,0,14,1,0,0,0,0,0.0,0.0,-1.0
trn_264330,0,4,487,46,55,51,69,0.68,0.09,-140.4
trn_264330,0,3,263,37,31,34,41,0.91,0.14,-8.7
trn_264330,0,5,210,19,23,22,20,0.59,0.09,-91.9
trn_264330,0,6,111,19,15,10,9,1.27,0.17,16.5
trn_264330,0,7,52,7,4,6,10,1.01,0.13,28.3
trn_264330,0,8,18,2,2,3,3,0.93,0.11,-7.5
trn_264330,0,2,5,0,1,0,0,0.0,0.0,-5.0
trn_264330,0,9,5,0,0,1,1,0.0,0.0,-5.0
trn_264330,0,10,5,0,1,0,0,0.0,0.0,-5.0
trn_72864,0,5,588,51,36,63,50,0.77,0.09,-256.37
trn_72864,0,6,510,41,42,54,37,0.73,0.08,-230.88
trn_72864,0,4,435,41,44,27,27,0.91,0.09,-152.52
trn_72864,0,7,280,23,26,19,23,0.74,0.08,-98.05
trn_72864,0,3,249,23,20,12,15,0.94,0.09,-101.02
trn_72864,0,8,198,11,11,20,23,0.56,0.06,-112.25
trn_72864,0,9,93,6,6,11,5,0.82,0.06,3.0
trn_72864,0,2,37,1,3,3,5,0.26,0.03,-27.0
trn_72864,0,10,27,0,3,1,1,0.0,0.0,-27.0
trn_72864,0,11,9,0,0,1,1,0.0,0.0,-9.0
trn_72864,0,12,9,1,1,1,2,1.41,0.11,6.0
trn_45567,0,3,1351,123,121,115,130,0.86,0.09,-460.72
trn_45567,0,4,984,121,84,106,91,1.0,0.12,-235.75
trn_45567,0,2,966,67,73,86,104,0.71,0.07,-490.37
trn_45567,0,5,580,80,66,59,59,1.06,0.14,-112.42
trn_45567,0,6,395,41,31,40,49,0.88,0.1,-100.06
trn_45567,0,7,272,18,20,24,25,0.6,0.07,-155.7
trn_45567,0,8,150,8,15,18,13,0.51,0.05,-56.29
trn_45567,0,10,61,10,5,7,12,1.11,0.16,-12.77
trn_45567,0,9,50,2,5,10,10,0.35,0.04,-32.0
trn_45567,0,12,11,0,3,0,1,0.0,0.0,-11.0
trn_45567,0,11,10,0,0,2,0,0.0,0.0,-10.0
trn_118134,0,4,450,16,25,28,27,0.63,0.04,-210.15
trn_118134,0,5,399,23,32,19,39,0.81,0.06,-103.25
trn_118134,0,3,346,9,16,15,25,0.51,0.03,-237.0
trn_118134,0,6,340,11,20,27,20,0.48,0.03,-173.75
trn_118134,0,7,170,4,13,8,10,0.42,0.02,-140.5
trn_118134,0,8,165,11,9,9,15,1.01,0.07,-89.0
trn_118134,0,2,123,2,4,7,9,0.43,0.02,-106.25
trn_118134,0,10,78,5,2,6,2,1.17,0.06,-34.0
trn_118134,0,9,76,4,1,4,9,0.86,0.05,-44.0
trn_118134,0,11,24,0,1,0,2,0.0,0.0,-24.0
trn_118134,0,12,13,0,0,0,1,0.0,0.0,-13.0
trn_118134,0,13,3,0,0,0,1,0.0,0.0,-3.0
trn_118134,0,14,1,0,0,0,0,0.0,0.0,-1.0
trn_90684,0,5,119,8,17,13,7,0.56,0.07,5.95
trn_90684,0,6,68,12,11,6,9,1.24,0.18,6.38
trn_90684,0,4,63,5,9,7,7,0.73,0.08,-41.59
trn_90684,0,7,29,7,2,1,0,1.54,0.24,-0.63
trn_90684,0,8,23,3,2,3,1,0.79,0.13,-10.5
trn_90684,0,9,21,2,2,1,2,0.47,0.1,0.5
trn_90684,0,3,19,0,1,4,0,0.0,0.0,-19.0
trn_90684,0,12,9,1,0,1,1,1.35,0.11,4.0
trn_90684,0,10,7,1,1,1,0,1.6,0.14,-1.0
trn_90684,0,2,4,0,1,1,0,0.0,0.0,-4.0
trn_90684,0,11,4,0,0,0,0,0.0,0.0,-4.0
trn_169605,0,5,1322,73,76,92,109,0.65,0.06,-678.48
trn_169605,0,6,1063,86,88,67,90,0.85,0.08,-381.26
trn_169605,0,4,966,41,52,48,94,0.6,0.04,-513.05
trn_169605,0,7,675,39,59,53,57,0.6,0.06,-345.12
trn_169605,0,8,338,23,19,26,22,0.75,0.07,-143.43
trn_169605,0,9,200,6,19,21,18,0.35,0.03,-101.5
trn_169605,0,3,195,7,7,5,16,0.55,0.04,-130.0
trn_169605,0,10,108,12,8,13,10,0.99,0.11,-28.42
trn_169605,0,2,43,0,0,2,1,0.0,0.0,-43.0
trn_169605,0,11,42,3,3,2,6,0.77,0.07,-30.43
trn_169605,0,12,37,4,3,4,4,1.06,0.11,-11.75
trn_169605,0,13,5,0,0,1,0,0.0,0.0,-5.0
trn_246555,0,5,367,32,29,15,38,0.99,0.09,-27.26
trn_246555,0,6,365,41,26,42,26,1.12,0.11,28.33
trn_246555,0,4,228,17,12,15,19,0.98,0.07,-68.94
trn_246555,0,7,212,25,26,19,21,1.02,0.12,-21.17
trn_246555,0,3,125,9,13,11,4,0.84,0.07,-52.5
trn_246555,0,8,107,7,4,7,11,0.69,0.07,-19.5
trn_246555,0,9,62,5,2,4,6,0.82,0.08,-22.25
trn_246555,0,10,36,4,3,2,3,1.54,0.11,23.0
trn_246555,0,11,33,3,3,1,3,1.09,0.09,-12.0
trn_246555,0,2,33,1,2,0,2,0.44,0.03,-30.9
trn_246555,0,12,8,1,0,0,1,0.87,0.12,5.0
trn_246555,0,13,7,0,0,0,0,0.0,0.0,-7.0
trn_238923,0,3,205,57,31,36,21,1.03,0.28,-0.35
trn_238923,0,2,174,42,39,18,25,0.97,0.24,-4.19
trn_238923,0,4,163,39,17,18,15,1.2,0.24,60.08
trn_238923,0,5,28,9,4,5,1,1.65,0.32,21.4
trn_238923,0,6,9,0,1,1,0,0.0,0.0,-9.0
trn_238923,0,7,3,1,0,1,0,1.31,0.33,-0.62
trn_206631,0,5,680,74,65,66,63,0.93,0.11,-224.91
trn_206631,0,6,673,69,66,60,58,0.86,0.1,-120.87
trn_206631,0,4,516,41,44,34,41,0.82,0.08,-86.47
trn_206631,0,7,395,37,46,32,43,0.82,0.09,-155.42
trn_206631,0,8,224,23,16,27,16,0.91,0.1,-96.33
trn_206631,0,3,180,9,9,11,20,0.68,0.05,-45.75
trn_206631,0,9,116,13,13,9,9,0.98,0.11,6.88
trn_206631,0,10,43,2,0,7,4,0.38,0.05,-37.12
trn_206631,0,2,42,2,1,7,5,0.92,0.05,-30.0
trn_206631,0,11,24,1,4,4,3,0.32,0.04,-20.5
trn_206631,0,12,10,2,1,3,0,2.76,0.2,4.5
trn_206631,0,13,6,0,0,1,0,0.0,0.0,-6.0
trn_142803,0,6,115,6,4,6,10,0.66,0.05,-31.5
trn_142803,0,8,105,8,9,7,13,0.74,0.08,-49.5
trn_142803,0,7,102,8,8,4,7,0.87,0.08,-3.5
trn_142803,0,9,52,1,3,5,1,0.23,0.02,-45.5
trn_142803,0,5,51,7,4,3,3,1.47,0.14,46.25
trn_142803,0,10,28,1,1,1,1,0.48,0.04,-21.5
trn_142803,0,4,11,0,0,0,1,0.0,0.0,-11.0
trn_142803,0,11,9,1,0,0,1,1.34,0.11,-2.0
trn_142803,0,12,4,0,0,0,0,0.0,0.0,-4.0
trn_29808,0,5,648,21,40,45,42,0.45,0.03,-499.25
trn_29808,0,6,621,27,31,32,38,0.56,0.04,-391.75
trn_29808,0,4,473,14,20,28,28,0.46,0.03,-360.42
trn_29808,0,7,457,21,30,39,32,0.54,0.05,-287.75
trn_29808,0,8,329,13,23,18,29,0.48,0.04,-221.0
trn_29808,0,3,286,9,8,13,20,0.57,0.03,-202.4
trn_29808,0,9,235,7,15,21,23,0.34,0.03,-167.75
trn_29808,0,10,111,4,8,5,15,0.44,0.04,-52.0
trn_29808,0,2,93,2,2,2,7,0.47,0.02,-75.0
trn_29808,0,11,69,2,5,6,5,0.37,0.03,-45.0
trn_29808,0,12,34,1,0,5,1,0.45,0.03,-13.0
trn_29808,0,13,14,0,0,0,2,0.0,0.0,-14.0
trn_29808,0,14,3,0,0,0,1,0.0,0.0,-3.0
trn_29808,0,,1,0,0,0,0,0.0,0.0,-1.0
trn_146871,0,5,612,56,52,52,56,0.81,0.09,-281.49
trn_146871,0,6,600,48,55,54,62,0.71,0.08,-298.15
trn_146871,0,4,546,43,32,49,51,0.83,0.08,-140.93
trn_146871,0,7,529,60,58,58,47,0.87,0.11,-156.91
trn_146871,0,3,387,26,25,18,34,0.94,0.07,-108.25
trn_146871,0,8,277,25,23,28,22,0.85,0.09,-75.52
trn_146871,0,2,178,12,7,8,17,1.08,0.07,36.25
trn_146871,0,9,164,19,19,17,11,1.13,0.12,16.53
trn_146871,0,10,119,11,7,13,8,0.95,0.09,-44.6
trn_146871,0,11,65,3,4,6,7,0.52,0.05,-40.5
trn_146871,0,12,52,7,2,0,3,2.18,0.13,57.0
trn_146871,0,13,24,0,1,1,2,0.0,0.0,-24.0
trn_131175,0,6,104,9,10,8,14,0.84,0.09,-40.88
trn_131175,0,7,84,5,11,8,5,0.6,0.06,-39.0
trn_131175,0,5,61,2,9,7,3,0.27,0.03,-47.5
trn_131175,0,4,27,1,2,1,3,0.53,0.04,-21.5
trn_131175,0,9,20,4,2,0,0,1.88,0.2,4.0
trn_131175,0,8,18,2,0,3,0,1.25,0.11,18.0
trn_131175,0,10,13,2,1,1,0,1.06,0.15,-5.5
trn_131175,0,11,2,0,1,0,0,0.0,0.0,-2.0
trn_25542,0,7,126,9,14,17,14,0.63,0.07,-75.85
trn_25542,0,6,103,5,15,13,4,0.54,0.05,-61.0
trn_25542,0,5,85,5,7,12,10,0.6,0.06,-54.5
trn_25542,0,8,74,5,9,10,7,0.74,0.07,-39.25
trn_25542,0,9,70,4,8,7,7,0.64,0.06,-30.38
trn_25542,0,4,55,5,4,2,6,1.31,0.09,12.0
trn_25542,0,10,31,3,3,3,5,0.95,0.1,-10.75
trn_25542,0,12,28,1,2,4,4,0.44,0.04,-20.0
trn_25542,0,11,24,3,3,5,1,1.1,0.12,-5.9
trn_25542,0,3,9,0,0,0,1,0.0,0.0,-9.0
trn_25542,0,13,4,0,0,0,1,0.0,0.0,-4.0
trn_325656,0,7,48,4,1,6,1,0.93,0.08,-30.22
trn_325656,0,8,38,5,5,4,3,1.08,0.13,-23.13
trn_325656,0,6,29,0,0,1,2,0.0,0.0,-29.0
trn_325656,0,4,28,3,1,0,3,1.79,0.11,-5.5
trn_325656,0,9,25,1,1,1,0,0.58,0.04,-20.67
trn_325656,0,3,18,1,2,1,1,0.72,0.06,-16.71
trn_325656,0,5,18,0,0,4,0,0.0,0.0,-18.0
trn_325656,0,10,16,1,0,0,3,0.8,0.06,-10.5
trn_325656,0,2,6,0,0,0,0,0.0,0.0,-6.0
trn_325656,0,11,3,0,0,0,0,0.0,0.0,-3.0
trn_291708,0,3,124,9,10,6,14,0.81,0.07,-16.1
trn_291708,0,2,57,5,11,5,5,0.83,0.09,-17.0
trn_291708,0,4,38,2,4,2,2,0.76,0.05,-30.9
trn_291708,0,5,10,2,0,1,0,2.49,0.2,10.0
trn_291708,0,8,8,0,1,1,2,0.0,0.0,-8.0
trn_291708,0,7,4,0,0,0,0,0.0,0.0,-4.0
trn_291708,0,9,1,0,0,0,0,0.0,0.0,-1.0
