trainer_id,total_rides,horse_age,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
trn_84960,0,10,7,0,0,1,0,0.0,0.0,-7.0
trn_179694,0,6,232,25,19,23,17,1.08,0.11,-43.56
trn_179694,0,5,198,8,10,14,17,0.68,0.04,-130.34
trn_179694,0,7,165,12,15,8,18,0.94,0.07,-21.25
trn_179694,0,8,76,8,8,8,7,0.98,0.11,-19.92
trn_179694,0,4,61,1,5,1,4,0.3,0.02,-58.0
trn_179694,0,9,49,3,1,4,4,0.7,0.06,-20.5
trn_179694,0,10,45,2,5,1,2,0.51,0.04,-11.0
trn_179694,0,11,14,1,3,0,0,1.0,0.07,1.0
trn_179694,0,3,9,0,1,0,1,0.0,0.0,-9.0
trn_179694,0,13,9,0,1,1,0,0.0,0.0,-9.0
trn_179694,0,14,6,0,0,1,0,0.0,0.0,-6.0
trn_179694,0,12,6,0,0,0,1,0.0,0.0,-6.0
trn_179694,0,2,2,0,0,0,0,0.0,0.0,-2.0
trn_265500,0,6,59,6,1,3,1,2.1,0.1,172.91
trn_265500,0,5,52,3,1,3,7,1.59,0.06,19.0
trn_265500,0,7,45,2,6,5,2,0.43,0.04,-28.0
trn_265500,0,8,43,1,6,6,2,0.32,0.02,-34.5
trn_265500,0,4,41,0,4,0,1,0.0,0.0,-41.0
trn_265500,0,9,27,2,1,1,2,1.11,0.07,-7.5
trn_265500,0,11,22,0,1,0,2,0.0,0.0,-22.0
trn_265500,0,3,13,0,0,0,0,0.0,0.0,-13.0
trn_265500,0,10,10,1,0,2,1,1.85,0.1,-4.5
trn_265500,0,12,4,0,0,1,0,0.0,0.0,-4.0
trn_372555,0,6,53,4,8,9,2,0.56,0.08,-28.88
trn_372555,0,5,51,12,5,4,7,1.51,0.24,3.14
trn_372555,0,4,43,3,6,8,2,0.49,0.07,-34.42
trn_372555,0,9,41,8,4,8,7,1.33,0.2,12.25
trn_372555,0,8,38,4,6,9,7,0.62,0.11,-9.5
trn_372555,0,7,37,5,4,3,4,0.92,0.14,-13.75
trn_372555,0,10,13,1,4,1,2,0.7,0.08,-8.0
trn_372555,0,11,8,1,0,2,1,0.99,0.12,-4.75
trn_372555,0,12,4,1,0,0,0,6.66,0.25,11.0
trn_249147,0,6,349,41,43,38,43,0.81,0.12,-111.55
trn_249147,0,7,297,41,40,33,37,0.84,0.14,0.65
trn_249147,0,8,233,35,29,30,20,1.0,0.15,-4.28
trn_249147,0,5,233,24,18,25,31,1.01,0.1,-80.82
trn_249147,0,9,189,13,31,24,25,0.52,0.07,-77.75
trn_249147,0,10,78,16,13,11,11,1.42,0.21,53.25
trn_249147,0,4,78,6,2,5,10,1.38,0.08,-28.75
trn_249147,0,11,44,9,3,9,8,1.36,0.2,13.21
trn_249147,0,12,12,0,0,2,2,0.0,0.0,-12.0
trn_249147,0,3,7,0,0,0,0,0.0,0.0,-7.0
trn_123363,0,3,100,2,0,2,2,0.91,0.02,-72.0
trn_123363,0,5,72,0,1,1,1,0.0,0.0,-72.0
trn_123363,0,4,72,0,1,0,2,0.0,0.0,-72.0
trn_123363,0,2,53,0,1,2,4,0.0,0.0,-53.0
trn_123363,0,6,44,1,1,1,2,1.35,0.02,-10.0
trn_123363,0,7,30,0,0,0,0,0.0,0.0,-30.0
trn_123363,0,8,15,2,0,1,1,1.85,0.13,38.62
trn_123363,0,9,10,0,1,2,1,0.0,0.0,-10.0
trn_123363,0,11,5,0,0,0,0,0.0,0.0,-5.0
trn_123363,0,10,4,0,0,0,1,0.0,0.0,-4.0
trn_310608,0,6,64,10,9,5,6,1.16,0.16,45.65
trn_310608,0,7,64,12,8,10,11,0.93,0.19,3.48
trn_310608,0,5,44,4,8,5,6,0.73,0.09,-16.0
trn_310608,0,8,39,2,2,5,5,0.4,0.05,-23.5
trn_310608,0,4,31,1,0,2,1,0.59,0.03,-27.25
trn_310608,0,9,25,5,1,4,5,1.29,0.2,-0.87
trn_310608,0,10,21,2,5,1,3,0.9,0.1,-4.0
trn_310608,0,11,9,2,1,1,2,1.96,0.22,4.0
trn_310608,0,3,5,1,0,0,1,2.99,0.2,-0.5
trn_310608,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_92313,0,5,864,61,66,70,80,0.86,0.07,-243.75
trn_92313,0,6,793,76,67,77,78,0.94,0.1,-153.57
trn_92313,0,4,793,36,61,73,76,0.68,0.05,-464.55
trn_92313,0,7,541,44,55,57,59,0.77,0.08,-277.52
trn_92313,0,8,344,44,28,37,26,1.08,0.13,-44.37
trn_92313,0,3,239,19,19,31,24,1.11,0.08,-60.76
trn_92313,0,9,228,16,13,20,34,0.72,0.07,-123.88
trn_92313,0,10,108,10,12,13,11,0.78,0.09,-48.0
trn_92313,0,11,67,5,5,6,9,0.73,0.07,-33.75
trn_92313,0,2,28,0,0,0,2,0.0,0.0,-28.0
trn_92313,0,12,21,2,4,2,1,1.1,0.1,-9.12
trn_92313,0,13,6,1,0,0,0,1.21,0.17,-1.67
trn_263574,0,7,76,7,10,5,4,0.91,0.09,-33.55
trn_263574,0,9,56,4,4,5,6,0.9,0.07,-31.0
trn_263574,0,8,45,3,1,8,2,0.79,0.07,-26.17
trn_263574,0,6,41,3,4,6,2,0.78,0.07,-26.29
trn_263574,0,3,40,2,2,2,3,1.06,0.05,-32.5
trn_263574,0,4,36,4,3,2,3,1.16,0.11,-19.0
trn_263574,0,5,26,1,0,2,0,0.7,0.04,-19.5
trn_263574,0,10,14,0,1,0,3,0.0,0.0,-14.0
trn_263574,0,2,6,0,0,0,0,0.0,0.0,-6.0
trn_263574,0,12,1,0,0,0,1,0.0,0.0,-1.0
trn_373257,0,10,6,0,0,1,2,0.0,0.0,-6.0
trn_373257,0,7,3,0,0,0,0,0.0,0.0,-3.0
trn_373257,0,8,2,0,0,0,1,0.0,0.0,-2.0
trn_373257,0,4,2,0,0,0,1,0.0,0.0,-2.0
trn_98010,0,6,315,16,36,21,35,0.66,0.05,-120.0
trn_98010,0,5,270,10,24,25,33,0.52,0.04,-177.75
trn_98010,0,7,265,17,31,34,27,0.76,0.06,-36.92
trn_98010,0,8,225,17,24,30,28,0.84,0.08,11.87
trn_98010,0,4,211,11,19,27,8,0.8,0.05,-94.16
trn_98010,0,3,174,1,11,16,9,0.19,0.01,-123.0
trn_98010,0,9,143,6,16,10,14,0.6,0.04,-105.25
trn_98010,0,10,74,7,4,1,6,1.29,0.09,-13.5
trn_98010,0,2,60,2,2,2,4,1.18,0.03,-14.5
trn_98010,0,11,46,7,2,3,4,1.98,0.15,-2.67
trn_98010,0,12,23,0,0,2,3,0.0,0.0,-23.0
trn_98010,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_153963,0,5,36,0,1,0,2,0.0,0.0,-36.0
trn_153963,0,6,35,0,0,1,1,0.0,0.0,-35.0
trn_153963,0,7,25,0,1,1,0,0.0,0.0,-25.0
trn_153963,0,9,17,1,1,3,3,0.57,0.06,-15.56
trn_153963,0,8,16,3,2,2,2,1.9,0.19,25.0
trn_153963,0,10,14,1,0,2,4,0.64,0.07,-11.9
trn_153963,0,4,12,0,0,0,1,0.0,0.0,-12.0
trn_153963,0,11,7,0,0,0,1,0.0,0.0,-7.0
trn_153963,0,3,3,0,0,0,0,0.0,0.0,-3.0
trn_153963,0,12,2,0,0,1,1,0.0,0.0,-2.0
trn_255708,0,5,420,29,43,56,62,0.6,0.07,-159.97
trn_255708,0,6,355,52,45,42,39,1.02,0.15,-15.57
trn_255708,0,4,316,24,24,27,31,0.73,0.08,74.13
trn_255708,0,7,263,24,37,45,29,0.63,0.09,-130.46
trn_255708,0,3,182,16,14,21,32,0.77,0.09,-50.08
trn_255708,0,8,168,14,20,17,17,0.74,0.08,-62.0
trn_255708,0,2,80,4,14,6,6,0.55,0.05,-12.5
trn_255708,0,10,71,8,7,14,9,0.99,0.11,-29.5
trn_255708,0,9,60,6,7,8,4,0.9,0.1,-28.43
trn_255708,0,11,32,5,3,5,2,1.45,0.16,2.83
trn_255708,0,12,31,4,5,4,5,1.23,0.13,-5.0
trn_255708,0,13,4,0,0,0,1,0.0,0.0,-4.0
trn_377847,0,3,24,3,4,4,6,0.79,0.12,13.25
trn_377847,0,4,19,3,4,4,2,0.92,0.16,0.5
trn_377847,0,5,12,0,1,1,2,0.0,0.0,-12.0
trn_377847,0,6,5,0,0,0,1,0.0,0.0,-5.0
trn_377847,0,9,2,0,0,0,0,0.0,0.0,-2.0
trn_377847,0,2,1,1,0,0,0,4.33,1.0,3.33
trn_377847,0,7,1,0,0,0,0,0.0,0.0,-1.0
trn_46089,0,2,3448,237,314,366,358,0.79,0.07,-1226.03
trn_46089,0,3,2590,180,235,261,273,0.75,0.07,-1049.27
trn_46089,0,4,1055,76,99,98,120,0.74,0.07,-531.32
trn_46089,0,5,463,37,43,50,44,0.77,0.08,-178.23
trn_46089,0,6,294,30,28,23,42,1.05,0.1,-12.0
trn_46089,0,7,187,21,23,14,23,0.94,0.11,-45.8
trn_46089,0,8,113,10,10,7,18,0.78,0.09,-22.38
trn_46089,0,9,68,3,10,6,5,0.35,0.04,-55.62
trn_46089,0,10,13,0,0,2,3,0.0,0.0,-13.0
trn_46089,0,11,10,0,1,1,0,0.0,0.0,-10.0
trn_46089,0,12,4,0,1,0,0,0.0,0.0,-4.0
trn_46089,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_34614,0,3,5459,512,554,611,600,0.82,0.09,-1614.35
trn_34614,0,2,5183,467,540,527,615,0.84,0.09,-1219.68
trn_34614,0,4,3962,419,390,418,425,0.88,0.11,-844.95
trn_34614,0,5,2405,243,260,303,251,0.79,0.1,-505.23
trn_34614,0,6,1533,169,169,176,161,0.85,0.11,-209.39
trn_34614,0,7,966,90,118,110,93,0.75,0.09,-274.86
trn_34614,0,8,664,64,76,80,89,0.8,0.1,-145.11
trn_34614,0,9,374,32,37,45,40,0.71,0.09,-183.27
trn_34614,0,10,163,16,13,26,18,0.77,0.1,-84.7
trn_34614,0,11,111,11,12,7,19,0.76,0.1,-51.42
trn_34614,0,12,13,2,0,2,1,1.78,0.15,-4.0
trn_34614,0,13,4,0,0,0,0,0.0,0.0,-4.0
trn_302193,0,3,47,2,5,0,5,0.85,0.04,-18.5
trn_302193,0,2,28,0,2,2,1,0.0,0.0,-28.0
trn_302193,0,4,28,2,1,1,3,1.18,0.07,-15.0
trn_302193,0,6,18,0,1,1,0,0.0,0.0,-18.0
trn_302193,0,5,11,0,0,0,1,0.0,0.0,-11.0
trn_302193,0,12,6,2,0,0,0,4.54,0.33,33.0
trn_302193,0,9,5,0,1,0,1,0.0,0.0,-5.0
trn_302193,0,8,5,0,1,0,0,0.0,0.0,-5.0
trn_302193,0,11,2,0,0,1,0,0.0,0.0,-2.0
trn_302193,0,7,1,0,1,0,0,0.0,0.0,-1.0
trn_93267,0,4,3066,343,324,329,336,0.81,0.11,-711.83
trn_93267,0,3,2353,257,250,213,245,0.93,0.11,-272.46
trn_93267,0,5,2145,244,251,241,252,0.85,0.11,-470.79
trn_93267,0,6,1444,159,164,170,146,0.86,0.11,-365.03
trn_93267,0,7,884,77,101,116,101,0.71,0.09,-344.67
trn_93267,0,2,599,54,46,46,73,1.0,0.09,-92.02
trn_93267,0,8,429,37,38,47,54,0.73,0.09,-183.05
trn_93267,0,9,245,26,30,31,29,0.88,0.11,-26.04
trn_93267,0,10,122,11,7,16,9,0.98,0.09,-57.29
trn_93267,0,11,85,7,11,10,12,0.89,0.08,1.5
trn_93267,0,12,20,2,1,3,1,1.33,0.1,-1.5
trn_93267,0,13,5,0,2,0,0,0.0,0.0,-5.0
trn_93267,0,14,5,0,0,1,0,0.0,0.0,-5.0
trn_82530,0,5,623,20,33,49,35,0.56,0.03,-298.17
trn_82530,0,4,604,25,24,38,49,0.82,0.04,-319.42
trn_82530,0,3,535,19,34,37,47,0.75,0.04,-250.5
trn_82530,0,6,529,17,34,30,51,0.53,0.03,-302.3
trn_82530,0,7,405,23,29,38,32,0.84,0.06,-209.53
trn_82530,0,2,281,4,15,18,19,0.35,0.01,-227.5
trn_82530,0,8,243,14,23,30,28,0.74,0.06,-152.75
trn_82530,0,9,176,8,16,18,14,0.6,0.05,-84.17
trn_82530,0,10,168,10,20,11,12,0.72,0.06,-42.25
trn_82530,0,11,83,5,9,15,10,0.58,0.06,-49.5
trn_82530,0,12,48,4,3,3,4,1.22,0.08,86.0
trn_82530,0,13,41,1,4,7,5,0.34,0.02,-32.0
trn_82530,0,14,6,0,0,0,0,0.0,0.0,-6.0
trn_82530,0,15,4,0,0,0,1,0.0,0.0,-4.0
trn_363114,0,2,208,31,28,24,23,0.98,0.15,-13.47
trn_363114,0,3,95,13,7,9,14,0.95,0.14,-38.84
trn_363114,0,4,15,0,0,2,2,0.0,0.0,-15.0
trn_363114,0,5,3,2,1,0,0,2.96,0.67,5.83
trn_374220,0,3,40,0,5,7,6,0.0,0.0,-40.0
trn_374220,0,2,28,1,2,4,0,0.93,0.04,-16.0
trn_374220,0,4,14,1,2,1,1,0.52,0.07,-11.12
trn_374220,0,6,3,0,0,0,0,0.0,0.0,-3.0
trn_374220,0,5,2,0,0,0,0,0.0,0.0,-2.0
trn_52767,0,3,3726,478,466,448,405,0.88,0.13,-570.92
trn_52767,0,2,2264,311,288,292,233,0.96,0.14,-213.35
trn_52767,0,4,1415,150,149,159,156,0.78,0.11,-356.28
trn_52767,0,5,523,53,59,66,69,0.74,0.1,-164.34
trn_52767,0,6,276,26,20,37,24,0.77,0.09,27.42
trn_52767,0,7,152,17,15,17,18,1.09,0.11,12.5
trn_52767,0,8,118,16,12,11,8,1.24,0.14,53.38
trn_52767,0,9,68,6,5,7,4,0.88,0.09,1.0
trn_52767,0,10,28,2,3,2,5,0.66,0.07,-12.75
trn_52767,0,11,18,1,0,2,1,0.47,0.06,-16.47
trn_52767,0,12,7,1,0,0,2,1.52,0.14,4.0
trn_369855,0,3,144,14,19,16,15,0.65,0.1,-74.14
trn_369855,0,2,89,9,9,10,10,0.87,0.1,-44.64
trn_369855,0,4,73,8,3,5,7,0.98,0.11,11.0
trn_369855,0,5,52,5,8,6,6,0.73,0.1,-7.17
trn_369855,0,6,29,5,0,3,3,1.25,0.17,12.58
trn_369855,0,9,15,0,3,1,0,0.0,0.0,-15.0
trn_369855,0,7,14,0,2,1,0,0.0,0.0,-14.0
trn_180405,0,4,1399,103,112,137,118,0.73,0.07,-460.78
trn_180405,0,5,1314,141,133,137,125,0.93,0.11,-204.04
trn_180405,0,6,1150,97,121,93,139,0.78,0.08,-334.79
trn_180405,0,7,836,91,62,92,90,0.97,0.11,-158.64
trn_180405,0,3,779,44,58,69,57,0.72,0.06,-369.82
trn_180405,0,8,681,70,62,58,90,0.92,0.1,-54.92
trn_180405,0,9,419,39,45,55,40,0.85,0.09,-78.87
trn_180405,0,10,163,16,12,21,18,1.02,0.1,-46.92
trn_180405,0,11,115,8,11,16,15,0.78,0.07,-47.5
trn_180405,0,2,106,3,6,6,8,0.42,0.03,-81.0
trn_180405,0,12,31,2,2,3,8,0.78,0.06,12.0
trn_375822,0,9,4,0,1,1,0,0.0,0.0,-4.0
trn_375822,0,4,4,0,0,0,0,0.0,0.0,-4.0
trn_375822,0,5,3,1,0,0,1,2.1,0.33,8.0
trn_375822,0,8,2,0,0,0,0,0.0,0.0,-2.0
trn_375822,0,3,1,0,0,0,0,0.0,0.0,-1.0
trn_375822,0,7,1,0,0,0,0,0.0,0.0,-1.0
trn_345654,0,4,107,4,5,12,9,0.62,0.04,-69.5
trn_345654,0,5,53,5,3,7,8,1.27,0.09,59.38
trn_345654,0,3,46,1,2,1,2,0.73,0.02,-12.0
trn_345654,0,7,25,0,1,4,3,0.0,0.0,-25.0
trn_345654,0,6,11,1,0,0,0,3.26,0.09,10.0
trn_345654,0,8,5,0,0,0,0,0.0,0.0,-5.0
trn_345654,0,13,4,1,0,2,0,4.73,0.25,22.0
trn_345654,0,2,4,0,0,1,1,0.0,0.0,-4.0
trn_345654,0,14,3,0,0,0,0,0.0,0.0,-3.0
trn_345654,0,10,2,0,0,0,0,0.0,0.0,-2.0
trn_345654,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_271890,0,4,198,12,10,16,19,0.86,0.06,-77.25
trn_271890,0,3,130,3,11,13,7,0.45,0.02,-88.0
trn_271890,0,5,121,4,11,8,14,0.35,0.03,-102.1
trn_271890,0,6,102,4,12,13,7,0.53,0.04,-61.25
trn_271890,0,7,94,7,5,12,11,0.86,0.07,-7.0
trn_271890,0,8,79,4,4,6,9,0.6,0.05,-58.55
trn_271890,0,9,75,4,4,5,4,0.9,0.05,-32.75
trn_271890,0,10,57,3,6,8,4,0.99,0.05,-3.0
trn_271890,0,2,31,0,0,0,5,0.0,0.0,-31.0
trn_271890,0,11,31,1,2,5,0,0.51,0.03,-27.0
trn_271890,0,12,19,0,0,0,3,0.0,0.0,-19.0
trn_45711,0,3,3154,325,317,344,353,0.84,0.1,-741.75
trn_45711,0,4,2372,251,257,267,205,0.88,0.11,-290.73
trn_45711,0,2,1902,189,200,246,211,0.82,0.1,-308.29
trn_45711,0,5,1588,146,190,170,151,0.73,0.09,-579.86
trn_45711,0,6,1076,112,113,99,100,0.9,0.1,-136.17
trn_45711,0,7,684,52,60,66,68,0.67,0.08,-262.16
trn_45711,0,8,453,44,41,45,50,0.91,0.1,-115.68
trn_45711,0,9,191,8,16,14,25,0.39,0.04,-127.62
trn_45711,0,10,65,3,7,10,8,0.52,0.05,-48.25
trn_45711,0,11,35,1,6,4,1,0.32,0.03,-30.0
trn_45711,0,12,33,4,4,2,7,1.35,0.12,17.5
trn_45711,0,13,15,0,1,2,2,0.0,0.0,-15.0
trn_199350,0,5,372,47,39,53,34,0.98,0.13,-15.81
trn_199350,0,4,338,25,37,41,39,0.72,0.07,-123.3
trn_199350,0,6,333,41,38,44,35,1.01,0.12,-39.34
trn_199350,0,7,267,21,34,21,25,0.7,0.08,-137.09
trn_199350,0,3,245,15,22,29,22,0.67,0.06,-139.52
trn_199350,0,8,140,14,16,16,14,0.9,0.1,14.75
trn_199350,0,9,111,10,15,16,10,0.82,0.09,-46.67
trn_199350,0,10,47,5,1,6,3,1.27,0.11,24.88
trn_199350,0,2,42,3,1,2,3,1.27,0.07,-26.5
trn_199350,0,12,16,2,1,3,0,1.42,0.12,3.5
trn_199350,0,11,13,0,3,2,2,0.0,0.0,-13.0
trn_52533,0,4,2133,156,157,166,161,0.82,0.07,-724.25
trn_52533,0,3,1769,101,116,139,150,0.74,0.06,-868.91
trn_52533,0,5,1693,150,162,159,165,0.86,0.09,-403.81
trn_52533,0,6,1243,99,112,111,111,0.81,0.08,-423.05
trn_52533,0,2,852,18,28,45,63,0.5,0.02,-684.37
trn_52533,0,7,719,47,61,67,60,0.7,0.07,-320.59
trn_52533,0,8,372,30,23,33,35,0.94,0.08,-118.87
trn_52533,0,9,191,16,14,14,19,0.97,0.08,-39.75
trn_52533,0,10,82,7,5,5,8,0.91,0.09,-46.13
trn_52533,0,11,21,3,2,1,3,1.31,0.14,0.0
trn_52533,0,12,12,2,1,2,0,1.59,0.17,9.0
trn_52533,0,13,1,0,0,0,0,0.0,0.0,-1.0
trn_294885,0,3,617,79,86,81,64,0.83,0.13,-99.81
trn_294885,0,2,366,37,49,57,54,0.75,0.1,-181.3
trn_294885,0,4,278,31,41,36,33,0.69,0.11,-139.96
trn_294885,0,5,121,14,12,16,19,0.83,0.12,-15.42
trn_294885,0,6,46,6,6,8,8,0.84,0.13,-2.79
trn_294885,0,7,32,5,2,2,5,1.61,0.16,19.5
trn_294885,0,8,20,2,0,5,1,1.11,0.1,-9.0
trn_294885,0,9,7,0,1,2,0,0.0,0.0,-7.0
trn_294885,0,10,5,0,0,0,1,0.0,0.0,-5.0
trn_294885,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_4653,0,3,1287,98,119,120,134,0.78,0.08,-503.43
trn_4653,0,4,821,67,66,84,74,0.83,0.08,-242.91
trn_4653,0,2,667,47,61,70,77,0.79,0.07,-297.63
trn_4653,0,5,427,39,34,40,57,0.85,0.09,-112.25
trn_4653,0,6,251,23,26,22,28,0.8,0.09,-55.34
trn_4653,0,7,133,9,10,12,16,0.73,0.07,-21.0
trn_4653,0,8,26,4,4,4,2,0.95,0.15,-5.97
trn_4653,0,9,10,2,2,3,0,1.08,0.2,2.0
trn_4653,0,10,7,0,0,0,2,0.0,0.0,-7.0
trn_4653,0,13,5,0,0,0,0,0.0,0.0,-5.0
trn_4653,0,11,1,0,1,0,0,0.0,0.0,-1.0
trn_61605,0,5,286,30,25,23,23,0.97,0.1,-73.93
trn_61605,0,6,271,17,23,28,24,0.62,0.06,-143.5
trn_61605,0,7,245,19,16,23,29,0.78,0.08,37.12
trn_61605,0,4,209,12,21,16,22,0.63,0.06,-91.07
trn_61605,0,8,187,16,13,18,18,0.97,0.09,-73.13
trn_61605,0,9,103,9,5,6,6,1.18,0.09,36.33
trn_61605,0,3,88,8,4,8,11,1.37,0.09,0.58
trn_61605,0,10,82,3,3,4,7,0.49,0.04,-59.5
trn_61605,0,11,25,0,2,4,1,0.0,0.0,-25.0
trn_61605,0,2,14,0,0,1,0,0.0,0.0,-14.0
trn_61605,0,12,10,1,1,2,2,1.54,0.1,1.0
trn_61605,0,13,3,0,1,0,0,0.0,0.0,-3.0
trn_240849,0,4,201,12,12,20,23,0.74,0.06,-107.29
trn_240849,0,3,148,9,10,12,15,0.75,0.06,-81.71
trn_240849,0,6,120,6,11,12,20,0.52,0.05,-53.97
trn_240849,0,5,109,11,6,7,5,1.17,0.1,-13.84
trn_240849,0,8,75,6,7,10,16,0.7,0.08,-33.5
trn_240849,0,7,73,15,11,9,8,1.65,0.21,36.0
trn_240849,0,9,49,3,3,2,9,0.78,0.06,-24.5
trn_240849,0,2,46,1,5,2,3,0.57,0.02,-41.0
trn_240849,0,10,26,2,3,2,3,1.17,0.08,30.5
trn_354924,0,4,129,9,15,14,12,0.59,0.07,-75.42
trn_354924,0,3,73,6,4,1,9,0.92,0.08,-15.25
trn_354924,0,5,40,2,5,5,5,0.46,0.05,-16.0
trn_354924,0,2,23,1,0,1,0,1.02,0.04,-17.5
trn_354924,0,6,21,2,4,3,1,0.78,0.1,9.5
trn_354924,0,8,1,0,0,0,1,0.0,0.0,-1.0
trn_63009,0,5,833,29,42,51,66,0.59,0.03,-362.75
trn_63009,0,4,789,41,38,61,50,0.91,0.05,-166.8
trn_63009,0,6,671,29,56,56,37,0.64,0.04,-110.42
trn_63009,0,3,561,20,30,33,42,0.72,0.04,-328.3
trn_63009,0,7,504,30,26,46,40,0.92,0.06,-68.35
trn_63009,0,8,435,20,30,46,50,0.6,0.05,-124.67
trn_63009,0,9,262,14,15,16,28,0.84,0.05,-15.5
trn_63009,0,10,199,11,8,14,19,1.0,0.06,12.5
trn_63009,0,2,151,4,4,7,9,0.77,0.03,-5.0
trn_63009,0,11,78,4,2,7,8,0.82,0.05,-28.5
trn_63009,0,12,22,0,0,0,2,0.0,0.0,-22.0
trn_63009,0,14,2,0,0,0,0,0.0,0.0,-2.0
trn_63009,0,13,2,0,0,0,0,0.0,0.0,-2.0
trn_354717,0,3,217,23,26,23,21,0.77,0.11,-88.92
trn_354717,0,4,145,21,17,16,13,0.92,0.14,39.68
trn_354717,0,2,101,11,9,12,10,0.97,0.11,-35.12
trn_354717,0,5,49,5,6,5,8,0.76,0.1,-16.5
trn_354717,0,6,7,0,0,2,1,0.0,0.0,-7.0
trn_354717,0,9,1,1,0,0,0,17.0,1.0,16.0
trn_351099,0,2,307,19,25,36,47,0.75,0.06,-132.75
trn_351099,0,3,288,36,30,37,33,1.01,0.12,72.1
trn_351099,0,4,78,4,8,6,10,0.42,0.05,-51.5
trn_351099,0,6,36,4,5,2,2,1.14,0.11,-1.0
trn_351099,0,5,32,3,7,4,4,0.58,0.09,-9.75
trn_351099,0,7,26,5,0,0,2,2.33,0.19,26.5
trn_351099,0,8,16,1,2,3,2,0.68,0.06,-7.5
trn_172044,0,3,442,37,56,34,39,0.85,0.08,-124.19
trn_172044,0,4,407,39,40,36,35,0.84,0.1,-119.99
trn_172044,0,5,302,45,39,28,34,1.03,0.15,-50.06
trn_172044,0,6,216,26,30,15,30,0.96,0.12,-36.99
trn_172044,0,7,144,12,19,13,12,0.84,0.08,-59.65
trn_172044,0,2,131,6,8,10,11,0.72,0.05,-102.33
trn_172044,0,8,79,12,5,6,15,1.24,0.15,18.69
trn_172044,0,9,43,8,7,3,3,1.1,0.19,-14.95
trn_172044,0,10,14,1,2,1,1,0.57,0.07,-12.0
trn_172044,0,11,12,2,4,1,0,1.07,0.17,-4.25
trn_172044,0,12,2,1,1,0,0,4.7,0.5,4.5
trn_264834,0,5,43,0,0,1,6,0.0,0.0,-43.0
trn_264834,0,4,30,0,1,2,1,0.0,0.0,-30.0
trn_264834,0,6,29,2,3,2,1,0.87,0.07,-24.28
trn_264834,0,8,28,0,4,0,1,0.0,0.0,-28.0
trn_264834,0,7,16,1,2,3,1,0.42,0.06,-14.71
trn_264834,0,9,9,0,0,1,2,0.0,0.0,-9.0
trn_264834,0,11,8,0,0,0,1,0.0,0.0,-8.0
trn_264834,0,10,7,0,0,0,1,0.0,0.0,-7.0
trn_264834,0,3,5,0,0,0,0,0.0,0.0,-5.0
trn_264834,0,12,4,1,0,0,0,12.56,0.25,63.0
trn_264834,0,2,1,0,0,0,0,0.0,0.0,-1.0
trn_126117,0,4,888,88,99,72,73,0.75,0.1,-366.61
trn_126117,0,5,653,86,79,59,59,0.91,0.13,-65.34
trn_126117,0,3,567,63,37,67,37,0.93,0.11,-102.4
trn_126117,0,6,323,37,26,27,24,0.93,0.11,2.6
trn_126117,0,7,241,25,24,22,30,0.87,0.1,-31.25
trn_126117,0,8,139,14,20,10,12,0.94,0.1,-2.87
trn_126117,0,2,129,8,11,5,10,0.74,0.06,-73.03
trn_126117,0,9,65,7,7,6,6,0.96,0.11,-7.25
trn_126117,0,10,30,2,3,4,4,0.69,0.07,-19.0
trn_126117,0,11,9,1,2,1,0,0.87,0.11,-3.0
trn_126117,0,12,1,0,0,0,0,0.0,0.0,-1.0
trn_126459,0,6,256,30,33,31,29,0.84,0.12,-50.88
trn_126459,0,7,244,24,27,22,25,0.84,0.1,-64.17
trn_126459,0,5,220,21,22,20,23,0.9,0.1,-15.5
trn_126459,0,4,184,21,14,8,13,1.14,0.11,-11.39
trn_126459,0,8,156,19,16,18,15,0.97,0.12,-46.27
trn_126459,0,9,124,13,18,16,17,0.83,0.1,-58.05
trn_126459,0,3,80,7,5,7,5,1.05,0.09,3.74
trn_126459,0,10,73,9,7,9,8,1.09,0.12,-4.25
trn_126459,0,11,35,2,4,3,7,0.46,0.06,-19.0
trn_126459,0,12,14,1,2,2,2,0.69,0.07,-6.5
trn_126459,0,13,4,0,0,1,0,0.0,0.0,-4.0
trn_126459,0,2,3,0,0,0,0,0.0,0.0,-3.0
trn_48636,0,7,142,8,9,12,21,0.76,0.06,-47.25
trn_48636,0,6,121,13,10,14,13,1.12,0.11,-19.68
trn_48636,0,8,118,7,7,10,6,0.96,0.06,-5.67
trn_48636,0,4,116,2,7,10,10,0.27,0.02,-89.5
trn_48636,0,5,115,5,9,11,14,0.59,0.04,-52.5
trn_48636,0,3,97,5,12,8,9,0.51,0.05,-73.7
trn_48636,0,9,82,4,7,8,11,0.75,0.05,-40.0
trn_48636,0,10,42,4,4,4,6,1.24,0.1,8.5
trn_48636,0,11,33,3,2,4,5,1.16,0.09,5.5
trn_48636,0,2,9,0,0,0,0,0.0,0.0,-9.0
trn_48636,0,12,9,0,1,1,0,0.0,0.0,-9.0
trn_70155,0,4,2520,243,250,278,250,0.86,0.1,-605.58
