race_id,course_decoded,off_time,horse_decoded,predicted_prob,odds_decimal,field_size_unscaled
rac_11562265,Newcastle,2:30,Bishop Hill,0.65894806,-0.4300433583367032,6
rac_11562265,Newcastle,2:30,Inta,0.40713447,0.6923926554355896,6
rac_11562278,Newcastle,3:00,Community Rebel,0.6184818,-0.4478598029997555,7
rac_11562278,Newcastle,3:00,Shesupincourt,0.394325,-0.4003492838982827,7
rac_11562304,Newcastle,3:30,So Ladylike,0.51301074,-0.2578177265938646,6
rac_11562304,Newcastle,3:30,Adveram,0.19077289,-0.4300433583367032,6
rac_11562252,Newcastle,4:00,Fingal's Hill,0.5505861,-0.4300433583367032,6
rac_11562252,Newcastle,4:00,Pay The Piper,0.45292586,-0.3290835052460736,6
rac_11562291,Newcastle,4:30,Empty Nest,0.5155821,-0.4359821732243872,7
rac_11562291,Newcastle,4:30,Goodtimes Badtimes,0.4163858,-0.1627966883909191,7
rac_11562317,Newcastle,5:00,Belle Na Bann,0.518229,-0.1627966883909191,9
rac_11562317,Newcastle,5:00,Willie Shake Hands,0.18441,-0.4300433583367032,9
rac_11562317,Newcastle,5:00,Likleman,0.13986787,1.0724768082473712,9
rac_11562356,Wincanton,2:15,Jack Sprat,0.15284202,-0.4241045434490191,6
rac_11562356,Wincanton,2:15,Jack The Savage,0.127075,-0.3647163945721782,6
rac_11562343,Wincanton,2:45,Melusine De Pail,0.22230181,-0.4122269136736509,4
rac_11562382,Wincanton,3:15,Jackstell,0.2288712,-0.5191255816519645,6
rac_11562382,Wincanton,3:15,Sure To Be Sure,0.13140813,0.6923926554355896,6
rac_11562395,Wincanton,3:45,Ellerton,0.17466764,-0.4656762476628077,8
rac_11562395,Wincanton,3:45,Jaxonne,0.16292155,-0.4003492838982827,8
rac_11562395,Wincanton,3:45,Seahouses,0.1447097,-0.3765940243475464,8
rac_11562330,Wincanton,4:15,Briefly,0.4225871,-0.5191255816519645,5
rac_11562330,Wincanton,4:15,Pure Theatre,0.26019537,-0.4241045434490191,5
rac_11562369,Wincanton,4:45,Another Folly,0.6829674,-0.4003492838982827,7
rac_11562369,Wincanton,4:45,My Rockstar,0.5955038,-0.3290835052460736,7
rac_11562408,Wincanton,5:15,Nathan's Run,0.24991858,-0.4241045434490191,5
rac_11562408,Wincanton,5:15,Maldini Milano,0.14276269,-0.3053282456953373,5
rac_11564527,Wolverhampton (AW),4:55,Alafdhal,0.70281065,-0.4003492838982827,11
rac_11564527,Wolverhampton (AW),4:55,So Grateful,0.6473743,-0.3765940243475464,11
rac_11564527,Wolverhampton (AW),4:55,Doves Of Peace,0.4866364,0.1697769453193898,11
rac_11564488,Wolverhampton (AW),5:30,Double Rush,0.16148657,-0.4597374327751236,7
rac_11564488,Wolverhampton (AW),5:30,I Was Thinking,0.086594425,5.44344456558286,7
rac_11564501,Wolverhampton (AW),6:00,Prince Ali,0.68224186,-0.35283876479681,7
rac_11564501,Wolverhampton (AW),6:00,Cosmos Raj,0.55821025,-0.2815729861446009,7
rac_11564462,Wolverhampton (AW),6:30,Lordsbridge Blu,0.7524258,-0.2578177265938646,12
rac_11564462,Wolverhampton (AW),6:30,Eagle Day,0.69315046,-0.1152861692894464,12
rac_11564462,Wolverhampton (AW),6:30,Wadacre Gomez,0.65249777,-0.1627966883909191,12
rac_11564540,Wolverhampton (AW),7:00,Flaine,0.29985926,-0.2103072074923919,10
rac_11564540,Wolverhampton (AW),7:00,Antelope,0.2985761,-0.3053282456953373,10
rac_11564540,Wolverhampton (AW),7:00,Romantic Spirit,0.2668083,-0.2340624670431282,10
rac_11564514,Wolverhampton (AW),7:30,Khangai,0.7230359,-0.4241045434490191,8
rac_11564514,Wolverhampton (AW),7:30,Easter Icon,0.6694889,-0.5191255816519645,8
rac_11564514,Wolverhampton (AW),7:30,Alex The Great,0.6396093,-0.3884716541229145,8
rac_11564475,Wolverhampton (AW),8:00,Bay Of Naples,0.45976877,-0.5191255816519645,12
rac_11564475,Wolverhampton (AW),8:00,Hawajes,0.38999245,-0.2815729861446009,12
rac_11564475,Wolverhampton (AW),8:00,Big Narstie,0.2317883,-0.3765940243475464,12
rac_11596247,Wolverhampton (AW),8:30,Brinton,0.56354016,-0.3884716541229145,11
rac_11596247,Wolverhampton (AW),8:30,Brave Display,0.41231015,0.2885532430730715,11
rac_11596247,Wolverhampton (AW),8:30,Meng Tian,0.40104795,-0.3765940243475464,11
