race_id,course_decoded,off_time,horse_decoded,predicted_prob,odds_decimal,field_size_unscaled
rac_11563955,Chelmsford (AW),4:55,Dream Out Loud,0.5242336,-0.4122269136736509,7
rac_11563955,Chelmsford (AW),4:55,I Maximus,0.38188523,-0.4692395365954181,7
rac_11563968,Chelmsford (AW),5:30,Star Legend,0.44377702,-0.4122269136736509,5
rac_11563968,Chelmsford (AW),5:30,Blue Sky Boy,0.3846648,-0.4419209881120713,5
rac_11563994,Chelmsford (AW),6:00,Dark Sorceress,0.55312806,-0.4003492838982827,8
rac_11563994,Chelmsford (AW),6:00,One For Harvey,0.31496698,-0.35283876479681,8
rac_11563994,Chelmsford (AW),6:00,Clipsham Noble,0.2397908,-0.2578177265938646,8
rac_11587329,Chelmsford (AW),6:30,Inconspicuous,0.5362122,-0.4162653077972761,8
rac_11587329,Chelmsford (AW),6:30,Rock Master,0.29626432,-0.3884716541229145,8
rac_11587329,Chelmsford (AW),6:30,Rhodes Royce,0.13398151,-0.2578177265938646,8
rac_11563929,Chelmsford (AW),7:00,General Assembly,0.78026986,-0.4419209881120713,9
rac_11563929,Chelmsford (AW),7:00,Leodis Dream,0.69102407,-0.2340624670431282,9
rac_11563929,Chelmsford (AW),7:00,Alafdhal,0.6112914,-0.3884716541229145,9
rac_11563981,Chelmsford (AW),7:30,Stella Hogan,0.6824088,-0.4241045434490191,9
rac_11563981,Chelmsford (AW),7:30,Thomas Equinas,0.5900149,-0.2578177265938646,9
rac_11563981,Chelmsford (AW),7:30,Kracking,0.443046,-0.2815729861446009,9
rac_11563916,Chelmsford (AW),8:00,Flag Of St George,0.5696006,-0.35283876479681,12
rac_11563916,Chelmsford (AW),8:00,Lady Flora,0.5571253,-0.2815729861446009,12
rac_11563916,Chelmsford (AW),8:00,Court Of Session,0.4624779,1.0724768082473712,12
rac_11563942,Chelmsford (AW),8:30,Ruling Master,0.7644532,-0.3647163945721782,9
rac_11563942,Chelmsford (AW),8:30,Must Believe,0.5782331,-0.3765940243475464,9
rac_11563942,Chelmsford (AW),8:30,Jiff's Army,0.41497588,-0.2103072074923919,9
rac_11561667,Southwell,2:35,Martalmix'jac,0.6752553,-0.35283876479681,8
rac_11561667,Southwell,2:35,Rostello,0.6451019,0.454840059928226,8
rac_11561667,Southwell,2:35,Catchim,0.36187172,-0.2815729861446009,8
rac_11561680,Southwell,3:05,Salley Gardens,0.6152499,-0.4359821732243872,5
rac_11561680,Southwell,3:05,Stringtoyourbow,0.5057805,-0.4300433583367032,5
rac_11561732,Southwell,3:35,Service Minimum,0.6783616,-0.4359821732243872,9
rac_11561732,Southwell,3:35,Rightofway,0.16154036,0.6923926554355896,9
rac_11561732,Southwell,3:35,Rock Sensation,0.14284785,-0.4300433583367032,9
rac_11561706,Southwell,4:05,Dunskay,0.6278367,-0.4507104341458438,10
rac_11561706,Southwell,4:05,Koapey,0.49423143,-0.4780289826291906,10
rac_11561706,Southwell,4:05,Luwdvig,0.39141643,-0.0677756501879737,10
rac_11561693,Southwell,4:40,Coastal Rock,0.2336478,-0.4794542982022348,5
rac_11561693,Southwell,4:40,Feivel,0.23284885,-0.3884716541229145,5
rac_11561719,Southwell,5:10,Sailed Away,0.43649402,-0.3647163945721782,10
rac_11561719,Southwell,5:10,Larkfield Lusive,0.26121357,-0.3172058754707055,10
rac_11561719,Southwell,5:10,Scorsese,0.24654192,-0.4597374327751236,10
rac_11587316,Southwell,5:40,Ted's Friend,0.81527627,-0.3290835052460736,10
rac_11587316,Southwell,5:40,Faded Fantasy,0.6774347,-0.3290835052460736,10
rac_11587316,Southwell,5:40,Our Pink Lady,0.6484036,-0.4241045434490191,10
rac_11561784,Warwick,2:27,Aviation,0.5865576,-0.4566492490335279,5
rac_11561784,Warwick,2:27,Ebony Warrior,0.31992376,-0.4716150625504918,5
rac_11561797,Warwick,2:57,Lyness Dancer,0.57232773,-0.1627966883909191,12
rac_11561797,Warwick,2:57,Luna Run,0.30970395,-0.3647163945721782,12
rac_11561797,Warwick,2:57,Seasmoke,0.24880713,-0.35283876479681,12
rac_11561771,Warwick,3:27,Ceolwulf,0.64855015,-0.4122269136736509,7
rac_11561771,Warwick,3:27,King Of The Hill,0.43199658,-0.2815729861446009,7
rac_11561758,Warwick,3:57,Denzil,0.5741274,-0.35283876479681,5
rac_11561758,Warwick,3:57,What's One More,0.55791485,-0.4300433583367032,5
rac_11561745,Warwick,4:32,The Doyen Chief,0.7141299,-0.4507104341458438,6
rac_11561745,Warwick,4:32,Ballycamus,0.6269299,-0.3290835052460736,6
rac_11561810,Warwick,5:05,Java Jackie,0.38682514,0.454840059928226,2
rac_11564176,Wolverhampton (AW),2:20,Eva's Eyes,0.49520525,-0.2340624670431282,7
rac_11564176,Wolverhampton (AW),2:20,Hawkesbury Legend,0.37486362,-0.3765940243475464,7
rac_11564137,Wolverhampton (AW),2:50,Caramay,0.5910629,-0.4003492838982827,5
rac_11564137,Wolverhampton (AW),2:50,Celebrating Ethel,0.1722575,-0.0677756501879737,5
rac_11564124,Wolverhampton (AW),3:20,Upepo,0.644048,-0.3647163945721782,7
rac_11564124,Wolverhampton (AW),3:20,Come On John,0.5408124,-0.4122269136736509,7
rac_11564163,Wolverhampton (AW),3:50,Ustath,0.6981436,-0.3053282456953373,12
rac_11564163,Wolverhampton (AW),3:50,Second Collection,0.58837426,-0.3765940243475464,12
rac_11564163,Wolverhampton (AW),3:50,Anglesey Lad,0.5127407,-0.3884716541229145,12
rac_11587303,Wolverhampton (AW),4:25,Nordic Glory,0.6270745,-0.3647163945721782,11
rac_11587303,Wolverhampton (AW),4:25,Banana,0.5053768,-0.2103072074923919,11
rac_11587303,Wolverhampton (AW),4:25,Global Effort,0.49297827,-0.3053282456953373,11
rac_11564150,Wolverhampton (AW),5:00,Annalee Lass,0.68385696,-0.35283876479681,10
rac_11564150,Wolverhampton (AW),5:00,Port Noir,0.53413355,-0.3053282456953373,10
rac_11564150,Wolverhampton (AW),5:00,Voltaic,0.50201416,-0.3290835052460736,10
rac_11587290,Wolverhampton (AW),5:35,Ravenglass,0.6151495,-0.4359821732243872,10
rac_11587290,Wolverhampton (AW),5:35,Boujee Gold,0.3394059,-0.1627966883909191,10
rac_11587290,Wolverhampton (AW),5:35,Van Zant,0.27378228,-0.0677756501879737,10
