jockey_id,total_rides,dist,dist_y,dist_m,dist_f,rides,1st,2nd,3rd,4th,a/e,win_%,1_pl
jky_233301,2400,1m1½f,2084,1906,9.5f,86,18,12,9,11,1.08,0.21,-13.18
jky_233301,2400,1m6f,3078,2815,14f,65,8,11,17,5,0.7,0.12,-17.12
jky_233301,2400,5½f,1210,1106,5.5f,36,5,5,2,5,0.89,0.14,-9.67
jky_233301,2400,2m,3518,3217,16f,36,4,6,5,3,0.74,0.11,-16.88
jky_233301,2400,1m3f,2443,2234,11f,34,3,2,4,2,0.62,0.09,-15.92
jky_233301,2400,2m½f,3576,3270,16.5f,25,5,1,0,4,1.37,0.2,-5.64
jky_233301,2400,1m3½f,2552,2334,11.5f,17,0,2,4,3,0.0,0.0,-17.0
jky_233301,2400,1m4½f,2738,2504,12.5f,17,0,4,6,2,0.0,0.0,-17.0
jky_233301,2400,1m1f,1981,1811,9f,14,2,1,2,2,0.67,0.14,-10.76
jky_233301,2400,1m5f,2860,2615,13f,11,2,1,0,2,0.89,0.18,-5.92
jky_233301,2400,7½f,1667,1524,7.5f,8,0,2,3,0,0.0,0.0,-8.0
jky_233301,2400,1m5½f,2926,2676,13.5f,7,1,1,1,0,1.08,0.14,-4.0
jky_233301,2400,6½f,1430,1308,6.5f,5,0,1,0,0,0.0,0.0,-5.0
jky_233301,2400,1m2½f,2256,2063,10.5f,5,2,0,0,0,2.32,0.4,23.1
jky_233301,2400,2m1f,3764,3442,17f,3,0,1,1,0,0.0,0.0,-3.0
jky_233301,2400,2m2½f,4100,3749,18.5f,2,0,0,1,0,0.0,0.0,-2.0
jky_233301,2400,2m4f,4390,4014,20f,2,0,1,1,0,0.0,0.0,-2.0
jky_233301,2400,2m2f,3962,3623,18f,2,1,0,0,0,8.32,0.5,7.5
jky_233301,2400,2m4½f,4497,4112,20.5f,1,0,0,0,1,0.0,0.0,-1.0
jky_233301,2400,2m5½f,4763,4355,21.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_29508,12698,7f,1541,1409,7f,2480,264,274,273,257,0.81,0.11,-598.0
jky_29508,12698,1m,1760,1609,8f,2376,264,312,249,246,0.78,0.11,-964.11
jky_29508,12698,6f,1336,1222,6f,1918,169,185,195,196,0.81,0.09,-726.15
jky_29508,12698,1m2f,2243,2051,10f,1625,207,211,192,179,0.85,0.13,-565.15
jky_29508,12698,1m4f,2691,2461,12f,1083,148,132,137,135,0.94,0.14,-79.8
jky_29508,12698,5f,1103,1009,5f,834,63,85,104,100,0.69,0.08,-368.75
jky_29508,12698,1m½f,1902,1739,8.5f,406,63,50,56,42,0.9,0.16,-56.42
jky_29508,12698,1m3f,2443,2234,11f,293,46,32,31,27,1.11,0.16,-6.71
jky_29508,12698,1m6f,3080,2816,14f,279,38,32,23,32,1.07,0.14,-19.6
jky_29508,12698,2m,3518,3217,16f,266,30,28,30,22,1.03,0.11,-60.82
jky_29508,12698,1m1½f,2084,1906,9.5f,241,32,28,29,31,0.9,0.13,-62.13
jky_29508,12698,1m3½f,2519,2303,11.5f,184,17,18,22,27,0.71,0.09,-20.01
jky_29508,12698,1m1f,1981,1811,9f,120,10,14,12,12,0.67,0.08,-76.18
jky_29508,12698,5½f,1243,1137,5.5f,95,7,7,6,14,0.7,0.07,-7.25
jky_29508,12698,1m5f,2860,2615,13f,78,6,15,4,7,0.67,0.08,-33.0
jky_29508,12698,1m2½f,2256,2063,10.5f,69,9,10,5,7,0.93,0.13,28.75
jky_29508,12698,2m½f,3622,3312,16.5f,58,9,6,3,8,1.16,0.16,-10.42
jky_29508,12698,1m4½f,2738,2504,12.5f,58,8,14,6,5,0.68,0.14,-23.27
jky_29508,12698,7½f,1675,1532,7.5f,54,5,5,4,9,0.63,0.09,-30.57
jky_29508,12698,1m5½f,2921,2671,13.5f,33,5,5,3,3,0.72,0.15,-23.39
jky_29508,12698,2m2f,3937,3600,18f,31,4,5,1,3,0.78,0.13,-15.6
jky_29508,12698,1m7f,3293,3011,15f,29,1,5,2,6,0.33,0.03,-20.0
jky_29508,12698,6½f,1430,1308,6.5f,26,1,1,2,5,0.34,0.04,-12.7
jky_29508,12698,1m6½f,3194,2921,14.5f,21,3,0,0,3,1.63,0.14,2.0
jky_29508,12698,2m1f,3767,3445,17f,17,2,3,2,0,0.67,0.12,-13.97
jky_29508,12698,1m7½f,3427,3134,15.5f,11,0,2,2,1,0.0,0.0,-11.0
jky_29508,12698,4f,880,800.0,4f,5,2,2,0,1,1.93,0.4,5.9
jky_29508,12698,2m4f,4390,4014,20f,2,0,0,1,0,0.0,0.0,-2.0
jky_29508,12698,2m5½f,4763,4355,21.5f,2,0,0,0,0,0.0,0.0,-2.0
jky_29508,12698,2m1½f,3845,3516,17.5f,1,0,0,0,1,0.0,0.0,-1.0
jky_29508,12698,2m2½f,4100,3749,18.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_29508,12698,2m4½f,4534,4146,20.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_29508,12698,2m6f,4874,4457,22f,1,0,0,0,0,0.0,0.0,-1.0
jky_299172,1122,7f,1554,1421,7f,217,14,15,19,19,0.83,0.06,-64.81
jky_299172,1122,6f,1340,1225,6f,213,17,17,27,26,0.84,0.08,-80.04
jky_299172,1122,1m,1761,1610,8f,152,9,15,10,17,0.75,0.06,-45.38
jky_299172,1122,5f,1110,1015,5f,149,13,16,14,16,0.79,0.09,-50.56
jky_299172,1122,1m2f,2200,2012,10f,103,8,14,10,9,0.73,0.08,-29.75
jky_299172,1122,1m4f,2654,2427,12f,67,4,4,4,9,0.6,0.06,-50.0
jky_299172,1122,1m½f,1902,1739,8.5f,39,1,2,4,2,0.39,0.03,-16.0
jky_299172,1122,1m1½f,2084,1906,9.5f,25,1,3,1,4,0.72,0.04,-12.0
jky_299172,1122,1m6f,3078,2815,14f,24,3,3,1,3,1.31,0.12,13.5
jky_299172,1122,2m,3469,3172,16f,23,1,2,2,6,0.43,0.04,-15.5
jky_299172,1122,5½f,1260,1152,5.5f,21,2,5,2,2,0.68,0.1,-5.62
jky_299172,1122,1m3½f,2557,2338,11.5f,19,3,3,1,3,1.28,0.16,0.7
jky_299172,1122,1m3f,2419,2212,11f,17,2,3,1,1,1.35,0.12,-8.5
jky_299172,1122,2m½f,3588,3281,16.5f,16,2,5,3,0,1.14,0.12,-2.0
jky_299172,1122,7½f,1636,1496,7.5f,13,1,1,2,1,0.73,0.08,-9.25
jky_299172,1122,1m5f,2860,2615,13f,6,0,1,0,1,0.0,0.0,-6.0
jky_299172,1122,1m1f,1981,1811,9f,3,0,0,0,0,0.0,0.0,-3.0
jky_299172,1122,6½f,1430,1308,6.5f,3,0,0,0,0,0.0,0.0,-3.0
jky_299172,1122,1m4½f,2703,2472,12.5f,2,0,0,1,0,0.0,0.0,-2.0
jky_299172,1122,1m2½f,2270,2076,10.5f,2,0,0,0,0,0.0,0.0,-2.0
jky_299172,1122,2m2f,3960,3621,18f,2,0,0,0,0,0.0,0.0,-2.0
jky_299172,1122,1m5½f,2926,2676,13.5f,2,0,1,1,0,0.0,0.0,-2.0
jky_299172,1122,2m1f,3764,3442,17f,2,1,0,0,0,1.74,0.5,8.0
jky_299172,1122,2m1½f,3845,3516,17.5f,1,1,0,0,0,2.25,1.0,1.25
jky_299172,1122,2m4½f,4497,4112,20.5f,1,0,0,0,1,0.0,0.0,-1.0
jky_303777,736,7f,1554,1421,7f,154,17,21,14,8,0.94,0.11,26.45
jky_303777,736,1m,1760,1609,8f,137,12,22,17,12,0.83,0.09,-39.85
jky_303777,736,6f,1321,1208,6f,121,13,17,18,11,0.82,0.11,17.25
jky_303777,736,1m2f,2200,2012,10f,72,14,11,9,5,1.16,0.19,15.75
jky_303777,736,1m4f,2654,2427,12f,57,7,6,6,7,0.87,0.12,-7.0
jky_303777,736,5f,1121,1025,5f,53,10,5,6,10,1.0,0.19,-4.55
jky_303777,736,1m½f,1902,1739,8.5f,32,2,2,3,5,0.5,0.06,-25.05
jky_303777,736,1m1½f,2084,1906,9.5f,25,4,5,2,1,0.88,0.16,-10.05
jky_303777,736,1m6f,3078,2815,14f,19,2,1,3,2,0.97,0.11,-9.67
jky_303777,736,1m3f,2419,2212,11f,15,1,3,3,1,0.57,0.07,-11.0
jky_303777,736,2m,3518,3217,16f,12,3,3,0,1,1.71,0.25,-0.92
jky_303777,736,1m3½f,2519,2303,11.5f,11,1,1,1,1,0.81,0.09,-8.38
jky_303777,736,2m½f,3622,3312,16.5f,7,0,1,0,2,0.0,0.0,-7.0
jky_303777,736,5½f,1260,1152,5.5f,6,2,1,1,1,1.62,0.33,1.12
jky_303777,736,7½f,1620,1481,7.5f,5,1,0,1,1,1.52,0.2,-2.25
jky_303777,736,1m5f,2860,2615,13f,3,0,0,0,0,0.0,0.0,-3.0
jky_303777,736,1m4½f,2703,2472,12.5f,3,0,0,1,0,0.0,0.0,-3.0
jky_303777,736,1m2½f,2256,2063,10.5f,2,0,0,0,0,0.0,0.0,-2.0
jky_303777,736,1m5½f,2921,2671,13.5f,1,1,0,0,0,5.0,1.0,4.0
jky_303777,736,6½f,1430,1308,6.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_276828,1584,1m,1761,1610,8f,311,27,23,30,34,0.93,0.09,-118.31
jky_276828,1584,7f,1540,1408,7f,279,13,28,18,31,0.56,0.05,-123.08
jky_276828,1584,6f,1321,1208,6f,219,15,14,28,14,0.77,0.07,-119.37
jky_276828,1584,1m2f,2200,2012,10f,212,22,19,18,20,0.96,0.1,43.0
jky_276828,1584,1m4f,2640,2414,12f,139,13,11,15,15,0.92,0.09,-8.67
jky_276828,1584,5f,1100,1006,5f,120,12,16,14,18,0.82,0.1,12.83
jky_276828,1584,2m,3518,3217,16f,75,5,8,11,7,0.66,0.07,-36.67
jky_276828,1584,1m3f,2443,2234,11f,33,3,3,2,5,1.03,0.09,-12.43
jky_276828,1584,1m½f,1902,1739,8.5f,33,3,3,3,4,0.84,0.09,-11.17
jky_276828,1584,1m3½f,2519,2303,11.5f,32,3,2,3,3,0.78,0.09,1.5
jky_276828,1584,1m6f,3078,2815,14f,25,1,3,2,4,0.42,0.04,-21.25
jky_276828,1584,5½f,1260,1152,5.5f,20,3,6,2,4,1.03,0.15,1.5
jky_276828,1584,1m1½f,2084,1906,9.5f,18,3,5,2,1,1.25,0.17,-1.75
jky_276828,1584,2m½f,3622,3312,16.5f,14,0,2,2,2,0.0,0.0,-14.0
jky_276828,1584,2m1½f,3904,3570,17.5f,10,1,1,2,1,0.85,0.1,-3.0
jky_276828,1584,1m1f,2001,1830,9f,7,1,0,0,1,1.82,0.14,-1.0
jky_276828,1584,7½f,1675,1532,7.5f,6,1,0,1,0,1.17,0.17,0.0
jky_276828,1584,1m5f,2860,2615,13f,5,1,0,0,1,1.11,0.2,0.0
jky_276828,1584,1m5½f,2926,2676,13.5f,4,1,0,0,1,1.99,0.25,-0.25
jky_276828,1584,1m7½f,3365,3077,15.5f,3,0,0,0,1,0.0,0.0,-3.0
jky_276828,1584,2m4½f,4514,4128,20.5f,3,0,0,2,0,0.0,0.0,-3.0
jky_276828,1584,2m3f,4213,3852,19f,3,0,1,0,0,0.0,0.0,-3.0
jky_276828,1584,2m1f,3764,3442,17f,2,0,0,0,2,0.0,0.0,-2.0
jky_276828,1584,2m7f,5060,4627,23f,1,0,0,1,0,0.0,0.0,-1.0
jky_276828,1584,2m5½f,4759,4352,21.5f,1,0,0,0,1,0.0,0.0,-1.0
jky_276828,1584,2m2f,3960,3621,18f,1,0,0,0,0,0.0,0.0,-1.0
jky_276828,1584,2m7½f,5155,4714,23.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_276828,1584,2m2½f,4108,3756,18.5f,1,0,0,0,1,0.0,0.0,-1.0
jky_276828,1584,1m4½f,2783,2545,12.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_276828,1584,3m,5269,4818,24f,1,0,0,1,0,0.0,0.0,-1.0
jky_276828,1584,3m1f,5510,5038,25f,1,0,0,0,0,0.0,0.0,-1.0
jky_276828,1584,2m3½f,4290,3923,19.5f,1,0,1,0,0,0.0,0.0,-1.0
jky_276828,1584,1m2½f,2300,2103,10.5f,1,1,0,0,0,9.0,1.0,8.0
jky_276828,1584,6½f,1430,1308,6.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_312057,201,7f,1554,1421,7f,51,8,9,6,7,1.08,0.16,14.41
jky_312057,201,6f,1336,1222,6f,47,2,6,5,8,0.31,0.04,-32.5
jky_312057,201,5f,1100,1006,5f,30,2,4,5,4,0.45,0.07,-17.09
jky_312057,201,1m,1760,1609,8f,26,0,4,4,1,0.0,0.0,-26.0
jky_312057,201,1m2f,2200,2012,10f,13,1,1,3,2,0.52,0.08,-1.0
jky_312057,201,1m4f,2691,2461,12f,9,0,1,4,0,0.0,0.0,-9.0
jky_312057,201,1m1½f,2084,1906,9.5f,7,5,0,0,1,4.63,0.71,28.45
jky_312057,201,1m½f,1902,1739,8.5f,7,2,2,0,0,2.08,0.29,3.25
jky_312057,201,1m6f,3078,2815,14f,6,2,1,0,2,1.04,0.33,2.3
jky_312057,201,1m3f,2419,2212,11f,2,1,1,0,0,2.84,0.5,1.5
jky_312057,201,2m½f,3622,3312,16.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_312057,201,1m4½f,2738,2504,12.5f,1,1,0,0,0,2.2,1.0,1.2
jky_312057,201,2m,3469,3172,16f,1,0,0,0,1,0.0,0.0,-1.0
jky_287232,5990,7f,1546,1414,7f,1251,177,151,147,148,0.89,0.14,-159.02
jky_287232,5990,6f,1336,1222,6f,1127,182,152,131,118,0.99,0.16,-19.61
jky_287232,5990,1m,1760,1609,8f,959,132,116,127,104,0.93,0.14,-127.15
jky_287232,5990,5f,1106,1011,5f,569,85,75,86,66,0.84,0.15,38.19
jky_287232,5990,1m2f,2200,2012,10f,544,83,81,64,50,0.92,0.15,-87.73
jky_287232,5990,1m4f,2691,2461,12f,462,93,58,60,43,1.21,0.2,89.79
jky_287232,5990,1m½f,1902,1739,8.5f,223,43,22,29,23,1.12,0.19,-8.86
jky_287232,5990,1m6f,3078,2815,14f,155,27,18,29,24,0.98,0.17,-32.4
jky_287232,5990,1m1½f,2084,1906,9.5f,142,27,23,23,12,1.02,0.19,-4.04
jky_287232,5990,2m,3518,3217,16f,121,20,16,16,7,1.06,0.17,-3.68
jky_287232,5990,1m3f,2443,2234,11f,96,13,13,3,13,0.9,0.14,-8.76
jky_287232,5990,1m3½f,2552,2334,11.5f,59,6,14,9,7,0.54,0.1,-38.27
jky_287232,5990,5½f,1260,1152,5.5f,48,5,7,7,4,0.64,0.1,-16.0
jky_287232,5990,2m½f,3622,3312,16.5f,41,4,3,9,8,0.55,0.1,-26.55
jky_287232,5990,7½f,1636,1496,7.5f,41,7,9,8,4,0.87,0.17,-12.08
jky_287232,5990,1m2½f,2256,2063,10.5f,31,5,3,3,5,1.16,0.16,3.0
jky_287232,5990,1m1f,1981,1811,9f,29,3,2,2,2,0.88,0.1,6.0
jky_287232,5990,1m5f,2860,2615,13f,21,3,1,2,6,0.87,0.14,-10.25
jky_287232,5990,1m4½f,2738,2504,12.5f,14,0,4,1,3,0.0,0.0,-14.0
jky_287232,5990,1m5½f,2926,2676,13.5f,13,0,5,0,0,0.0,0.0,-13.0
jky_287232,5990,6½f,1430,1308,6.5f,12,1,1,3,2,0.61,0.08,-7.5
jky_287232,5990,2m2f,3960,3621,18f,9,0,0,2,1,0.0,0.0,-9.0
jky_287232,5990,1m6½f,3194,2921,14.5f,9,3,2,0,0,2.25,0.33,3.5
jky_287232,5990,2m4f,4390,4014,20f,5,0,1,1,0,0.0,0.0,-5.0
jky_287232,5990,2m1f,3767,3445,17f,4,0,0,0,2,0.0,0.0,-4.0
jky_287232,5990,2m2½f,4100,3749,18.5f,2,0,0,1,0,0.0,0.0,-2.0
jky_287232,5990,2m4½f,4497,4112,20.5f,2,0,0,0,0,0.0,0.0,-2.0
jky_287232,5990,2m5½f,4763,4355,21.5f,1,0,0,0,1,0.0,0.0,-1.0
jky_42996,6070,6f,1336,1222,6f,1227,133,123,128,126,0.93,0.11,-131.96
jky_42996,6070,7f,1554,1421,7f,1073,98,114,130,127,0.8,0.09,-407.72
jky_42996,6070,5f,1094,1000,5f,896,101,98,110,82,0.86,0.11,-100.19
jky_42996,6070,1m,1765,1614,8f,848,69,88,86,93,0.76,0.08,-268.61
jky_42996,6070,1m2f,2242,2050,10f,413,43,36,39,40,0.98,0.1,-114.14
jky_42996,6070,1m4f,2655,2428,12f,361,29,50,35,37,0.75,0.08,-128.38
jky_42996,6070,1m½f,1902,1739,8.5f,227,19,26,20,30,0.71,0.08,-108.41
jky_42996,6070,1m6f,3101,2836,14f,137,11,13,18,14,0.67,0.08,-38.42
jky_42996,6070,2m,3517,3216,16f,113,9,10,8,14,0.84,0.08,-18.75
jky_42996,6070,1m1f,2014,1842,9f,112,9,18,11,10,0.7,0.08,-53.59
jky_42996,6070,7½f,1636,1496,7.5f,107,7,6,13,16,0.55,0.07,-68.75
jky_42996,6070,1m4½f,2738,2504,12.5f,97,12,9,14,11,1.18,0.12,-31.75
jky_42996,6070,1m3f,2458,2248,11f,94,18,7,13,15,1.61,0.19,37.0
jky_42996,6070,1m1½f,2084,1906,9.5f,73,5,8,5,6,0.68,0.07,-2.5
jky_42996,6070,1m2½f,2256,2063,10.5f,68,5,7,9,2,0.78,0.07,-24.0
jky_42996,6070,2m½f,3576,3270,16.5f,62,4,10,5,6,0.57,0.06,-39.75
jky_42996,6070,5½f,1210,1106,5.5f,33,4,6,4,2,1.02,0.12,-1.0
jky_42996,6070,1m5f,2886,2639,13f,25,1,3,2,6,0.28,0.04,-19.0
jky_42996,6070,1m3½f,2560,2341,11.5f,18,3,1,3,0,1.74,0.17,5.5
jky_42996,6070,1m7f,3300,3018,15f,10,0,1,0,2,0.0,0.0,-10.0
jky_42996,6070,6½f,1383,1265,6.5f,9,0,0,0,1,0.0,0.0,-9.0
jky_42996,6070,2m1f,3767,3445,17f,8,0,0,1,1,0.0,0.0,-8.0
jky_42996,6070,1m6½f,3167,2896,14.5f,7,0,1,1,2,0.0,0.0,-7.0
jky_42996,6070,1m5½f,2944,2692,13.5f,7,0,1,0,1,0.0,0.0,-7.0
jky_42996,6070,2m1½f,3845,3516,17.5f,7,0,0,0,0,0.0,0.0,-7.0
jky_42996,6070,2m4f,4390,4014,20f,6,0,0,0,1,0.0,0.0,-6.0
jky_42996,6070,2m2f,3988,3647,18f,4,0,0,1,0,0.0,0.0,-4.0
jky_42996,6070,3m2f,5720,5230,26f,4,0,0,2,0,0.0,0.0,-4.0
jky_42996,6070,2m3f,4214,3853,19f,3,0,0,1,0,0.0,0.0,-3.0
jky_42996,6070,2m5½f,4730,4325,21.5f,3,1,0,0,0,3.06,0.33,5.0
jky_42996,6070,1m7½f,3365,3077,15.5f,3,0,0,0,0,0.0,0.0,-3.0
jky_42996,6070,2m2½f,4100,3749,18.5f,3,0,0,0,0,0.0,0.0,-3.0
jky_42996,6070,2m5f,4620,4225,21f,2,0,0,0,0,0.0,0.0,-2.0
jky_42996,6070,2m3½f,4334,3963,19.5f,2,0,0,1,0,0.0,0.0,-2.0
jky_42996,6070,3m½f,5390,4929,24.5f,2,0,0,0,0,0.0,0.0,-2.0
jky_42996,6070,3m1½f,5571,5094,25.5f,2,0,0,0,0,0.0,0.0,-2.0
jky_42996,6070,3m,5258,4808,24f,2,0,0,0,0,0.0,0.0,-2.0
jky_42996,6070,3m3f,5949,5440,27f,1,0,0,0,0,0.0,0.0,-1.0
jky_42996,6070,2m6f,4840,4426,22f,1,0,0,0,0,0.0,0.0,-1.0
jky_308601,239,5f,1101,1007,5f,52,6,3,8,11,1.02,0.12,-22.75
jky_308601,239,7f,1555,1422,7f,35,2,3,5,0,0.53,0.06,-26.12
jky_308601,239,6f,1340,1225,6f,34,3,3,1,1,0.88,0.09,-20.75
jky_308601,239,1m,1773,1621,8f,29,3,3,3,5,0.93,0.1,34.0
jky_308601,239,1m2f,2200,2012,10f,24,1,3,3,2,0.4,0.04,-15.5
jky_308601,239,1m4f,2691,2461,12f,9,0,1,3,2,0.0,0.0,-9.0
jky_308601,239,1m½f,1902,1739,8.5f,8,0,0,1,2,0.0,0.0,-8.0
jky_308601,239,1m6f,3077,2814,14f,8,2,1,0,1,1.44,0.25,-1.0
jky_308601,239,1m4½f,2738,2504,12.5f,8,1,1,0,2,1.15,0.12,-3.0
jky_308601,239,2m½f,3576,3270,16.5f,6,0,0,1,0,0.0,0.0,-6.0
jky_308601,239,1m3f,2435,2227,11f,6,1,1,0,1,1.15,0.17,0.5
jky_308601,239,1m5f,2886,2639,13f,5,0,0,1,1,0.0,0.0,-5.0
jky_308601,239,1m1f,2014,1842,9f,5,1,2,1,1,0.92,0.2,-0.67
jky_308601,239,2m,3517,3216,16f,5,0,1,1,2,0.0,0.0,-5.0
jky_308601,239,1m1½f,2084,1906,9.5f,2,0,0,0,0,0.0,0.0,-2.0
jky_308601,239,2m2f,3988,3647,18f,1,0,1,0,0,0.0,0.0,-1.0
jky_308601,239,1m6½f,3167,2896,14.5f,1,0,0,0,1,0.0,0.0,-1.0
jky_308601,239,7½f,1636,1496,7.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_303564,566,7f,1554,1421,7f,125,14,18,18,12,0.82,0.11,-32.72
jky_303564,566,1m,1765,1614,8f,91,12,10,12,5,0.93,0.13,19.63
jky_303564,566,6f,1336,1222,6f,90,21,7,8,14,1.35,0.23,61.63
jky_303564,566,1m2f,2200,2012,10f,61,7,10,8,4,0.72,0.11,-20.42
jky_303564,566,5f,1094,1000,5f,55,4,8,7,8,0.47,0.07,-32.67
jky_303564,566,1m4f,2691,2461,12f,31,2,8,1,5,0.41,0.06,-25.42
jky_303564,566,1m½f,1902,1739,8.5f,17,3,3,1,2,1.52,0.18,1.33
jky_303564,566,1m6f,3078,2815,14f,16,5,1,2,3,1.84,0.31,25.18
jky_303564,566,2m½f,3576,3270,16.5f,13,3,1,1,1,1.43,0.23,-1.0
jky_303564,566,2m,3518,3217,16f,12,2,2,2,1,1.0,0.17,-4.0
jky_303564,566,1m4½f,2738,2504,12.5f,11,1,3,0,0,0.41,0.09,-9.67
jky_303564,566,1m3f,2443,2234,11f,10,2,2,0,2,1.04,0.2,1.0
jky_303564,566,1m1f,1967,1799,9f,9,2,0,0,2,1.75,0.22,7.5
jky_303564,566,1m1½f,2084,1906,9.5f,9,0,3,1,1,0.0,0.0,-9.0
jky_303564,566,1m3½f,2552,2334,11.5f,5,1,1,0,1,1.82,0.2,3.5
jky_303564,566,1m5f,2886,2639,13f,4,0,1,0,0,0.0,0.0,-4.0
jky_303564,566,5½f,1260,1152,5.5f,4,1,1,2,0,1.3,0.25,4.5
jky_303564,566,1m6½f,3194,2921,14.5f,1,1,0,0,0,3.25,1.0,2.25
jky_303564,566,1m2½f,2256,2063,10.5f,1,0,0,1,0,0.0,0.0,-1.0
jky_303564,566,2m4f,4390,4014,20f,1,0,1,0,0,0.0,0.0,-1.0
jky_230616,11686,6f,1322,1209,6f,2093,209,235,227,210,0.82,0.1,-414.5
jky_230616,11686,7f,1554,1421,7f,1939,212,227,200,201,0.89,0.11,-475.41
jky_230616,11686,1m,1773,1621,8f,1711,210,183,185,201,0.97,0.12,-148.67
jky_230616,11686,5f,1103,1009,5f,1609,189,206,214,182,0.84,0.12,-261.93
jky_230616,11686,1m2f,2200,2012,10f,878,90,97,99,99,0.81,0.1,-254.11
jky_230616,11686,1m4f,2654,2427,12f,773,93,100,87,103,0.91,0.12,-55.29
jky_230616,11686,1m½f,1902,1739,8.5f,415,53,51,43,49,0.98,0.13,-83.41
jky_230616,11686,1m6f,3101,2836,14f,319,42,42,39,35,0.98,0.13,-54.74
jky_230616,11686,2m,3489,3190,16f,288,33,40,26,29,0.94,0.11,-28.03
jky_230616,11686,1m4½f,2738,2504,12.5f,192,25,29,20,26,0.95,0.13,32.09
jky_230616,11686,1m1f,1981,1811,9f,191,22,15,30,21,0.94,0.12,-39.06
jky_230616,11686,2m½f,3576,3270,16.5f,145,12,15,12,18,0.75,0.08,-37.54
jky_230616,11686,1m1½f,2084,1906,9.5f,136,17,15,12,10,0.99,0.12,-10.49
jky_230616,11686,1m3f,2443,2234,11f,135,18,16,15,19,1.0,0.13,-26.79
jky_230616,11686,7½f,1636,1496,7.5f,134,14,11,17,15,0.89,0.1,-50.42
jky_230616,11686,1m2½f,2270,2076,10.5f,91,8,8,5,11,0.83,0.09,-43.52
jky_230616,11686,1m5f,2886,2639,13f,88,7,13,12,13,0.5,0.08,-57.03
jky_230616,11686,2m1f,3767,3445,17f,55,5,10,8,8,0.86,0.09,7.75
jky_230616,11686,5½f,1210,1106,5.5f,49,4,3,10,5,0.66,0.08,-14.12
jky_230616,11686,2m2f,3962,3623,18f,43,2,8,2,4,0.43,0.05,-27.5
jky_230616,11686,1m3½f,2560,2341,11.5f,41,5,5,4,8,0.92,0.12,-12.92
jky_230616,11686,2m4f,4390,4014,20f,36,3,0,5,4,0.97,0.08,-11.0
jky_230616,11686,2m3½f,4334,3963,19.5f,32,3,2,2,2,1.32,0.09,-1.0
jky_230616,11686,1m7½f,3433,3139,15.5f,30,1,2,1,2,0.83,0.03,-19.0
jky_230616,11686,1m6½f,3194,2921,14.5f,26,2,6,1,2,0.45,0.08,-21.71
jky_230616,11686,3m,5267,4816,24f,23,1,1,3,1,0.46,0.04,-16.0
jky_230616,11686,2m4½f,4534,4146,20.5f,20,3,0,2,2,1.64,0.15,0.75
jky_230616,11686,2m7½f,5122,4684,23.5f,18,1,4,1,0,0.4,0.06,-14.5
jky_230616,11686,6½f,1430,1308,6.5f,16,1,1,0,1,0.59,0.06,-8.0
jky_230616,11686,1m7f,3300,3018,15f,14,2,1,2,2,1.33,0.14,16.0
jky_230616,11686,3m1f,5500,5029,25f,13,3,2,0,0,1.33,0.23,0.7
jky_230616,11686,2m5f,4654,4256,21f,13,0,6,0,1,0.0,0.0,-13.0
jky_230616,11686,2m3f,4214,3853,19f,13,1,3,1,0,0.92,0.08,-9.25
jky_230616,11686,2m5½f,4763,4355,21.5f,12,2,1,2,1,1.67,0.17,1.5
jky_230616,11686,1m5½f,2944,2692,13.5f,12,2,0,2,2,1.5,0.17,15.0
jky_230616,11686,2m1½f,3845,3516,17.5f,11,0,3,2,0,0.0,0.0,-11.0
jky_230616,11686,3m½f,5350,4892,24.5f,10,0,1,1,0,0.0,0.0,-10.0
jky_230616,11686,2m6½f,4991,4564,22.5f,10,1,1,1,2,1.1,0.1,31.0
jky_230616,11686,3m2½f,5846,5346,26.5f,9,2,1,0,0,1.9,0.22,1.25
jky_230616,11686,3m1½f,5610,5130,25.5f,9,1,0,0,1,1.04,0.11,-6.25
jky_230616,11686,3m3f,5949,5440,27f,8,1,1,2,0,1.06,0.12,-4.0
jky_230616,11686,2m6f,4871,4454,22f,7,0,0,0,1,0.0,0.0,-7.0
jky_230616,11686,2m7f,5044,4612,23f,5,2,0,0,1,4.96,0.4,9.0
jky_230616,11686,4m,6996,6397,32f,3,1,0,0,0,3.06,0.33,12.0
jky_230616,11686,3m4½f,6270,5733,28.5f,3,0,1,0,0,0.0,0.0,-3.0
jky_230616,11686,2m2½f,4100,3749,18.5f,3,0,0,0,0,0.0,0.0,-3.0
jky_230616,11686,3m4f,6160,5633,28f,2,1,0,0,1,2.83,0.5,3.0
jky_230616,11686,3m2f,5753,5261,26f,2,0,1,0,0,0.0,0.0,-2.0
jky_230616,11686,3m6½f,6721,6146,30.5f,1,0,0,0,0,0.0,0.0,-1.0
jky_243498,9943,6f,1320,1207,6f,2013,140,174,195,212,0.76,0.07,-498.4
