damsire_id,damsire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_546966,Protektor,464,Class 2,12,2,1,0,1,1.14,0.17,-5.47
dsi_3254237,Saddlers' Hall,9017,,4034,368,369,377,348,0.8,0.09,-1515.95
dsi_3254237,Saddlers' Hall,9017,Class 4,1877,230,201,197,213,0.9,0.12,-516.62
dsi_3254237,Saddlers' Hall,9017,Class 5,1398,142,140,153,160,0.8,0.1,-431.62
dsi_3254237,Saddlers' Hall,9017,Class 3,669,91,70,89,88,0.9,0.14,-223.43
dsi_3254237,Saddlers' Hall,9017,Class 6,419,42,36,49,41,0.79,0.1,-190.74
dsi_3254237,Saddlers' Hall,9017,Class 2,307,36,33,40,40,0.88,0.12,-77.73
dsi_3254237,Saddlers' Hall,9017,Class 1,299,31,18,32,22,0.97,0.1,-3.11
dsi_3254237,Saddlers' Hall,9017,Class 7,14,0,0,2,1,0.0,0.0,-14.0
dsi_3659369,Curtain Time,48,,19,2,2,5,1,0.82,0.11,-8.75
dsi_3659369,Curtain Time,48,Class 3,15,2,4,4,1,0.69,0.13,-5.5
dsi_3659369,Curtain Time,48,Class 4,6,2,1,0,0,3.83,0.33,13.5
dsi_3659369,Curtain Time,48,Class 5,5,2,1,0,0,1.0,0.4,-1.28
dsi_3659369,Curtain Time,48,Class 1,2,0,0,0,0,0.0,0.0,-2.0
dsi_3659369,Curtain Time,48,Class 2,1,1,0,0,0,6.5,1.0,5.5
dsi_4619972,Duke Of Marmalade,2416,,954,97,88,76,87,0.89,0.1,-321.82
dsi_4619972,Duke Of Marmalade,2416,Class 5,466,38,47,58,59,0.65,0.08,-198.04
dsi_4619972,Duke Of Marmalade,2416,Class 4,360,60,34,44,39,1.19,0.17,63.95
dsi_4619972,Duke Of Marmalade,2416,Class 6,305,33,34,17,39,0.85,0.11,-28.29
dsi_4619972,Duke Of Marmalade,2416,Class 3,156,20,19,22,19,0.92,0.13,-38.59
dsi_4619972,Duke Of Marmalade,2416,Class 2,97,9,11,15,8,0.74,0.09,-11.42
dsi_4619972,Duke Of Marmalade,2416,Class 1,78,16,7,2,9,1.31,0.21,22.64
dsi_296611,Danehill,28982,,11171,1205,1096,1092,1005,0.85,0.11,-2872.33
dsi_296611,Danehill,28982,Class 5,5481,639,685,631,588,0.85,0.12,-1223.62
dsi_296611,Danehill,28982,Class 4,4455,518,481,497,443,0.9,0.12,-1063.53
dsi_296611,Danehill,28982,Class 6,3343,350,359,334,345,0.86,0.1,-843.57
dsi_296611,Danehill,28982,Class 3,1676,176,184,186,193,0.84,0.11,-243.81
dsi_296611,Danehill,28982,Class 2,1402,148,124,117,121,0.94,0.11,-226.93
dsi_296611,Danehill,28982,Class 1,1286,182,146,166,138,0.98,0.14,-184.99
dsi_296611,Danehill,28982,Class 7,168,17,11,21,19,0.93,0.1,-56.51
dsi_3822805,Captain Rio,2114,Class 6,676,67,59,75,62,0.89,0.1,51.04
dsi_3822805,Captain Rio,2114,,528,39,46,30,35,0.83,0.07,-218.61
dsi_3822805,Captain Rio,2114,Class 5,513,42,44,49,67,0.77,0.08,-195.96
dsi_3822805,Captain Rio,2114,Class 4,253,18,32,30,23,0.66,0.07,-34.99
dsi_3822805,Captain Rio,2114,Class 3,85,5,9,12,6,0.61,0.06,5.0
dsi_3822805,Captain Rio,2114,Class 2,44,7,2,3,2,1.71,0.16,18.25
dsi_3822805,Captain Rio,2114,Class 1,11,0,0,0,1,0.0,0.0,-11.0
dsi_3822805,Captain Rio,2114,Class 7,4,0,0,1,1,0.0,0.0,-4.0
dsi_4098703,Blackdoun,55,,51,5,6,6,2,0.97,0.1,-15.6
dsi_4098703,Blackdoun,55,Class 4,3,0,0,0,0,0.0,0.0,-3.0
dsi_4098703,Blackdoun,55,Class 5,1,0,0,0,0,0.0,0.0,-1.0
dsi_764792,Silver Patriarch,1197,Class 4,382,47,30,48,42,0.93,0.12,-126.65
dsi_764792,Silver Patriarch,1197,Class 5,287,25,33,27,31,0.75,0.09,-129.98
dsi_764792,Silver Patriarch,1197,,218,29,40,19,16,0.84,0.13,-79.4
dsi_764792,Silver Patriarch,1197,Class 3,124,14,26,20,12,0.73,0.11,-12.15
dsi_764792,Silver Patriarch,1197,Class 6,98,10,11,13,9,0.75,0.1,-19.33
dsi_764792,Silver Patriarch,1197,Class 1,45,4,3,3,3,0.99,0.09,4.5
dsi_764792,Silver Patriarch,1197,Class 2,40,1,4,5,6,0.2,0.03,-35.67
dsi_764792,Silver Patriarch,1197,Class 7,3,2,0,0,0,3.92,0.67,13.25
dsi_599046,Lando,3569,,1921,141,174,177,170,0.7,0.07,-803.41
dsi_599046,Lando,3569,Class 4,587,83,89,82,60,0.93,0.14,-138.44
dsi_599046,Lando,3569,Class 5,394,42,45,45,52,0.76,0.11,-152.44
dsi_599046,Lando,3569,Class 6,261,36,45,35,29,0.91,0.14,0.4
dsi_599046,Lando,3569,Class 3,229,28,32,28,26,0.84,0.12,-102.78
dsi_599046,Lando,3569,Class 2,101,12,6,8,11,0.97,0.12,-29.92
dsi_599046,Lando,3569,Class 1,76,15,9,7,9,1.44,0.2,62.31
dsi_3512257,Spadoun,325,,217,12,15,14,14,0.81,0.06,-50.1
dsi_3512257,Spadoun,325,Class 4,44,3,10,6,5,0.47,0.07,-29.25
dsi_3512257,Spadoun,325,Class 5,31,6,3,3,2,1.37,0.19,28.0
dsi_3512257,Spadoun,325,Class 3,29,3,5,5,1,0.71,0.1,-10.25
dsi_3512257,Spadoun,325,Class 2,2,1,0,1,0,1.98,0.5,0.1
dsi_3512257,Spadoun,325,Class 1,1,0,0,1,0,0.0,0.0,-1.0
dsi_3512257,Spadoun,325,Class 6,1,0,0,1,0,0.0,0.0,-1.0
dsi_3734157,Milan,3693,,1543,145,141,121,127,0.88,0.09,-401.09
dsi_3734157,Milan,3693,Class 4,917,108,110,104,110,0.79,0.12,-371.76
dsi_3734157,Milan,3693,Class 5,698,95,90,72,68,0.96,0.14,-123.99
dsi_3734157,Milan,3693,Class 3,268,43,35,38,24,0.94,0.16,-51.18
dsi_3734157,Milan,3693,Class 2,128,18,17,14,15,1.02,0.14,-21.54
dsi_3734157,Milan,3693,Class 1,116,17,14,11,6,1.11,0.15,-23.46
dsi_3734157,Milan,3693,Class 6,23,1,3,2,2,0.54,0.04,-15.0
dsi_3920336,Choisir,3247,,1187,102,98,97,107,0.84,0.09,-364.9
dsi_3920336,Choisir,3247,Class 5,617,72,74,64,59,0.94,0.12,-134.29
dsi_3920336,Choisir,3247,Class 4,555,43,59,63,51,0.73,0.08,-255.01
dsi_3920336,Choisir,3247,Class 6,359,38,30,30,35,0.95,0.11,-71.41
dsi_3920336,Choisir,3247,Class 2,205,34,12,24,20,1.51,0.17,81.26
dsi_3920336,Choisir,3247,Class 3,191,24,24,15,24,0.95,0.13,-71.58
dsi_3920336,Choisir,3247,Class 1,127,21,19,10,10,1.35,0.17,41.6
dsi_3920336,Choisir,3247,Class 7,6,0,1,0,1,0.0,0.0,-6.0
dsi_3527125,Dansili,18686,,6905,690,676,706,631,0.81,0.1,-2218.71
dsi_3527125,Dansili,18686,Class 5,3652,450,444,456,419,0.85,0.12,-689.94
dsi_3527125,Dansili,18686,Class 6,2750,301,309,306,288,0.86,0.11,-382.58
dsi_3527125,Dansili,18686,Class 4,2592,328,329,284,287,0.9,0.13,-473.45
dsi_3527125,Dansili,18686,Class 3,1089,114,133,127,121,0.76,0.1,-359.12
dsi_3527125,Dansili,18686,Class 2,1038,105,103,109,97,0.82,0.1,-294.81
dsi_3527125,Dansili,18686,Class 1,635,87,83,74,79,0.9,0.14,-132.29
dsi_3527125,Dansili,18686,Class 7,25,3,1,1,1,1.03,0.12,-7.5
dsi_3974124,Dalakhani,7942,,3157,319,312,268,287,0.84,0.1,-848.0
dsi_3974124,Dalakhani,7942,Class 5,1552,177,169,175,164,0.84,0.11,-534.97
dsi_3974124,Dalakhani,7942,Class 4,1192,143,136,153,129,0.89,0.12,14.82
dsi_3974124,Dalakhani,7942,Class 6,924,80,73,95,96,0.72,0.09,-252.43
dsi_3974124,Dalakhani,7942,Class 3,416,54,56,52,56,0.86,0.13,-87.64
dsi_3974124,Dalakhani,7942,Class 2,405,43,52,51,43,0.85,0.11,-26.95
dsi_3974124,Dalakhani,7942,Class 1,291,39,40,32,30,0.92,0.13,-27.65
dsi_3974124,Dalakhani,7942,Class 7,5,0,0,1,0,0.0,0.0,-5.0
dsi_4870369,Mastercraftsman,2539,,971,98,95,75,61,0.9,0.1,-237.09
dsi_4870369,Mastercraftsman,2539,Class 5,551,62,61,65,60,0.92,0.11,-151.98
dsi_4870369,Mastercraftsman,2539,Class 4,387,47,42,42,44,1.01,0.12,-51.91
dsi_4870369,Mastercraftsman,2539,Class 6,359,42,41,40,32,0.93,0.12,18.22
dsi_4870369,Mastercraftsman,2539,Class 3,110,17,8,9,10,1.27,0.15,-12.56
dsi_4870369,Mastercraftsman,2539,Class 2,91,14,10,9,7,1.23,0.15,10.85
dsi_4870369,Mastercraftsman,2539,Class 1,67,9,7,5,7,0.91,0.13,-10.59
dsi_4870369,Mastercraftsman,2539,Class 7,3,0,0,0,0,0.0,0.0,-3.0
dsi_4602234,Holy Roman Emperor,6415,,2711,254,251,236,256,0.85,0.09,-575.8
dsi_4602234,Holy Roman Emperor,6415,Class 5,1152,141,148,162,140,0.83,0.12,-207.66
dsi_4602234,Holy Roman Emperor,6415,Class 4,882,100,122,93,83,0.83,0.11,-92.23
dsi_4602234,Holy Roman Emperor,6415,Class 6,877,90,91,93,87,0.83,0.1,-216.7
dsi_4602234,Holy Roman Emperor,6415,Class 3,384,46,46,45,35,0.94,0.12,-61.87
dsi_4602234,Holy Roman Emperor,6415,Class 2,253,23,25,25,21,0.81,0.09,-3.79
dsi_4602234,Holy Roman Emperor,6415,Class 1,156,14,17,19,15,0.79,0.09,-68.01
dsi_4532486,Champs Elysees,1303,,416,23,23,33,30,0.66,0.06,-263.8
dsi_4532486,Champs Elysees,1303,Class 4,264,27,36,25,17,0.8,0.1,-58.27
dsi_4532486,Champs Elysees,1303,Class 5,251,24,22,18,26,0.89,0.1,-12.19
dsi_4532486,Champs Elysees,1303,Class 6,236,35,19,28,23,1.08,0.15,-27.2
dsi_4532486,Champs Elysees,1303,Class 3,60,8,8,7,6,0.84,0.13,-9.5
dsi_4532486,Champs Elysees,1303,Class 2,46,7,3,3,5,1.26,0.15,10.79
dsi_4532486,Champs Elysees,1303,Class 1,30,5,5,4,3,1.09,0.17,-11.25
dsi_3501729,Kingsalsa,1312,,1016,82,78,84,80,0.95,0.08,-223.01
dsi_3501729,Kingsalsa,1312,Class 4,99,11,18,9,13,0.76,0.11,-52.97
dsi_3501729,Kingsalsa,1312,Class 5,87,7,11,11,9,0.6,0.08,-49.15
dsi_3501729,Kingsalsa,1312,Class 6,46,6,5,7,1,0.95,0.13,-21.37
dsi_3501729,Kingsalsa,1312,Class 3,30,4,3,2,1,0.91,0.13,-14.25
dsi_3501729,Kingsalsa,1312,Class 1,26,4,3,1,5,0.85,0.15,-18.24
dsi_3501729,Kingsalsa,1312,Class 2,8,2,2,0,0,1.14,0.25,6.25
dsi_3562979,Roy,1099,,753,70,70,81,86,0.64,0.09,-327.45
dsi_3562979,Roy,1099,Class 4,83,12,6,10,2,1.31,0.14,-6.57
dsi_3562979,Roy,1099,Class 5,77,10,14,5,8,0.87,0.13,5.24
dsi_3562979,Roy,1099,Class 3,57,6,11,3,6,0.8,0.11,-6.5
dsi_3562979,Roy,1099,Class 2,54,6,7,2,1,1.25,0.11,24.5
dsi_3562979,Roy,1099,Class 6,52,5,7,6,4,0.91,0.1,-19.67
dsi_3562979,Roy,1099,Class 1,23,1,4,0,5,0.48,0.04,128.0
dsi_3591329,Giant's Causeway,9936,,4895,497,462,498,489,0.84,0.1,-1316.73
dsi_3591329,Giant's Causeway,9936,Class 5,1644,211,213,204,215,0.88,0.13,-186.0
dsi_3591329,Giant's Causeway,9936,Class 4,1264,148,144,142,132,0.86,0.12,-127.18
dsi_3591329,Giant's Causeway,9936,Class 6,930,106,122,117,107,0.84,0.11,-146.51
dsi_3591329,Giant's Causeway,9936,Class 3,488,51,66,53,48,0.79,0.1,-132.69
dsi_3591329,Giant's Causeway,9936,Class 2,424,44,48,41,45,0.84,0.1,-150.78
dsi_3591329,Giant's Causeway,9936,Class 1,283,30,27,30,30,0.83,0.11,-118.79
dsi_3591329,Giant's Causeway,9936,Class 7,8,1,0,1,1,1.35,0.12,2.0
dsi_3723643,Network,1152,,826,91,96,109,80,0.8,0.11,-79.8
dsi_3723643,Network,1152,Class 4,135,27,20,16,18,0.91,0.2,-18.47
dsi_3723643,Network,1152,Class 3,70,21,7,12,6,1.49,0.3,24.88
dsi_3723643,Network,1152,Class 5,56,7,13,5,11,0.71,0.12,68.25
dsi_3723643,Network,1152,Class 1,36,1,7,5,5,0.24,0.03,-27.0
dsi_3723643,Network,1152,Class 2,26,1,4,3,3,0.27,0.04,-22.25
dsi_3723643,Network,1152,Class 6,3,1,1,0,1,0.86,0.33,-1.56
dsi_3722383,Galileo,27740,,11504,1357,1194,1138,1106,0.89,0.12,-2392.73
dsi_3722383,Galileo,27740,Class 5,4967,669,631,584,580,0.9,0.13,-1016.54
dsi_3722383,Galileo,27740,Class 4,4285,562,544,563,459,0.88,0.13,-770.18
dsi_3722383,Galileo,27740,Class 6,2227,240,254,236,202,0.86,0.11,-221.03
dsi_3722383,Galileo,27740,Class 3,1783,213,208,230,198,0.85,0.12,-529.22
dsi_3722383,Galileo,27740,Class 2,1700,196,174,157,162,0.93,0.12,-200.2
dsi_3722383,Galileo,27740,Class 1,1256,167,162,142,129,0.95,0.13,-188.09
dsi_3722383,Galileo,27740,Class 7,18,5,1,2,1,1.77,0.28,0.0
dsi_3271562,Dark Moondancer,465,,258,29,29,25,29,0.83,0.11,-109.0
dsi_3271562,Dark Moondancer,465,Class 4,92,13,11,11,9,0.92,0.14,-13.61
dsi_3271562,Dark Moondancer,465,Class 5,54,13,6,3,7,1.37,0.24,47.57
dsi_3271562,Dark Moondancer,465,Class 3,40,5,6,7,8,0.84,0.12,-6.17
dsi_3271562,Dark Moondancer,465,Class 2,14,1,0,4,1,0.58,0.07,-12.17
dsi_3271562,Dark Moondancer,465,Class 1,7,0,0,1,1,0.0,0.0,-7.0
dsi_672525,Anabaa,12221,,6903,722,698,653,609,0.88,0.1,-1374.42
dsi_672525,Anabaa,12221,Class 5,1562,191,185,163,163,0.97,0.12,-231.3
dsi_672525,Anabaa,12221,Class 4,1525,178,176,149,179,0.88,0.12,-356.16
dsi_672525,Anabaa,12221,Class 6,798,78,77,81,68,0.86,0.1,-259.57
dsi_672525,Anabaa,12221,Class 3,611,67,69,65,59,0.8,0.11,-207.12
dsi_672525,Anabaa,12221,Class 2,455,50,39,46,37,1.0,0.11,32.88
dsi_672525,Anabaa,12221,Class 1,345,40,28,41,34,0.92,0.12,17.1
dsi_672525,Anabaa,12221,Class 7,22,1,2,2,3,0.54,0.05,-1.0
dsi_4677225,Lawman,3922,,1743,139,148,167,155,0.75,0.08,-653.1
dsi_4677225,Lawman,3922,Class 5,714,74,85,93,88,0.75,0.1,-333.65
dsi_4677225,Lawman,3922,Class 4,525,59,43,67,69,0.85,0.11,-154.85
dsi_4677225,Lawman,3922,Class 6,445,46,38,41,48,0.92,0.1,-114.15
dsi_4677225,Lawman,3922,Class 3,209,23,21,29,20,0.85,0.11,-10.8
dsi_4677225,Lawman,3922,Class 2,181,12,10,22,19,0.64,0.07,-75.05
dsi_4677225,Lawman,3922,Class 1,104,18,13,7,19,0.94,0.17,-12.34
dsi_4677225,Lawman,3922,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dsi_3689966,Robin Des Champs,2569,,1294,170,151,127,125,0.87,0.13,-362.67
dsi_3689966,Robin Des Champs,2569,Class 4,519,77,64,57,74,0.86,0.15,-227.23
dsi_3689966,Robin Des Champs,2569,Class 5,322,43,24,39,33,0.87,0.13,-116.04
dsi_3689966,Robin Des Champs,2569,Class 3,212,33,28,28,20,0.85,0.16,-67.69
dsi_3689966,Robin Des Champs,2569,Class 1,99,11,13,15,7,0.74,0.11,-32.5
dsi_3689966,Robin Des Champs,2569,Class 2,96,8,11,13,8,0.55,0.08,-61.48
dsi_3689966,Robin Des Champs,2569,Class 6,27,3,6,7,0,0.55,0.11,-19.9
dsi_685720,Humbel,54,,31,1,2,0,3,0.86,0.03,-8.0
dsi_685720,Humbel,54,Class 4,16,1,2,4,3,0.45,0.06,-11.5
dsi_685720,Humbel,54,Class 5,3,2,0,1,0,2.3,0.67,2.85
dsi_685720,Humbel,54,Class 3,3,0,1,0,2,0.0,0.0,-3.0
dsi_685720,Humbel,54,Class 2,1,0,0,1,0,0.0,0.0,-1.0
dsi_3111234,Stepneyev,150,Class 3,40,4,8,5,5,0.74,0.1,-7.17
dsi_3111234,Stepneyev,150,Class 4,39,10,5,3,5,1.46,0.26,6.33
dsi_3111234,Stepneyev,150,,39,4,5,0,2,1.57,0.1,37.6
dsi_3111234,Stepneyev,150,Class 1,11,1,0,1,1,1.95,0.09,-3.0
dsi_3111234,Stepneyev,150,Class 2,10,1,0,1,1,2.81,0.1,16.0
dsi_3111234,Stepneyev,150,Class 5,8,0,1,0,1,0.0,0.0,-8.0
dsi_3111234,Stepneyev,150,Class 6,3,1,1,0,0,0.88,0.33,-1.0
dsi_442617,Fourstars Allstar,1522,,622,39,43,44,46,0.65,0.06,-371.12
dsi_442617,Fourstars Allstar,1522,Class 4,381,50,46,48,44,0.91,0.13,-110.39
dsi_442617,Fourstars Allstar,1522,Class 5,211,29,23,20,22,0.95,0.14,-42.34
dsi_442617,Fourstars Allstar,1522,Class 3,141,21,18,19,13,1.11,0.15,30.24
dsi_442617,Fourstars Allstar,1522,Class 1,66,5,8,9,6,0.85,0.08,-26.5
dsi_442617,Fourstars Allstar,1522,Class 2,60,4,5,8,5,0.66,0.07,-27.5
dsi_442617,Fourstars Allstar,1522,Class 6,41,3,3,1,3,0.57,0.07,-28.12
dsi_113911,Glacial Storm,5645,,2261,149,153,169,149,0.71,0.07,-1149.18
dsi_113911,Glacial Storm,5645,Class 4,1425,166,176,167,133,0.86,0.12,-278.29
dsi_113911,Glacial Storm,5645,Class 5,804,87,67,81,52,0.99,0.11,-69.35
dsi_113911,Glacial Storm,5645,Class 3,512,79,66,60,62,1.02,0.15,-56.17
dsi_113911,Glacial Storm,5645,Class 6,260,34,27,35,22,1.06,0.13,-80.46
dsi_113911,Glacial Storm,5645,Class 2,213,20,20,20,21,0.74,0.09,-89.61
dsi_113911,Glacial Storm,5645,Class 1,169,15,13,11,14,0.9,0.09,0.19
dsi_113911,Glacial Storm,5645,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dsi_672028,Charnwood Forest,2105,,715,77,75,68,59,0.95,0.11,-112.61
dsi_672028,Charnwood Forest,2105,Class 5,457,37,39,52,46,0.76,0.08,-189.21
dsi_672028,Charnwood Forest,2105,Class 6,425,33,48,43,46,0.75,0.08,-153.48
dsi_672028,Charnwood Forest,2105,Class 4,264,20,31,24,27,0.67,0.08,-127.41
dsi_672028,Charnwood Forest,2105,Class 3,94,10,5,13,8,1.09,0.11,-4.15
dsi_672028,Charnwood Forest,2105,Class 2,68,3,4,6,6,0.55,0.04,-43.5
dsi_672028,Charnwood Forest,2105,Class 1,51,2,7,7,7,0.39,0.04,-28.0
dsi_672028,Charnwood Forest,2105,Class 7,31,5,1,8,3,1.37,0.16,7.5
dsi_3368435,Golden Snake,619,Class 5,154,19,15,16,14,1.05,0.12,-23.64
dsi_3368435,Golden Snake,619,,140,13,13,19,11,0.89,0.09,25.7
dsi_3368435,Golden Snake,619,Class 6,111,16,15,14,8,1.05,0.14,25.0
dsi_3368435,Golden Snake,619,Class 4,107,9,17,10,7,0.78,0.08,-23.62
dsi_3368435,Golden Snake,619,Class 2,52,9,1,6,4,1.56,0.17,17.08
dsi_3368435,Golden Snake,619,Class 3,46,4,4,9,7,0.67,0.09,-27.0
dsi_3368435,Golden Snake,619,Class 1,9,0,0,2,1,0.0,0.0,-9.0
dsi_4173533,Oratorio,4215,,2022,166,154,171,153,0.86,0.08,-236.85
dsi_4173533,Oratorio,4215,Class 5,752,79,87,71,80,0.88,0.11,-122.39
dsi_4173533,Oratorio,4215,Class 6,607,64,47,63,63,0.9,0.11,-193.14
dsi_4173533,Oratorio,4215,Class 4,490,50,50,51,61,0.89,0.1,-135.27
dsi_4173533,Oratorio,4215,Class 2,144,15,14,16,11,0.96,0.1,-1.65
dsi_4173533,Oratorio,4215,Class 3,127,15,12,15,14,0.93,0.12,-38.52
dsi_4173533,Oratorio,4215,Class 1,69,5,6,9,11,0.77,0.07,-34.25
dsi_4173533,Oratorio,4215,Class 7,4,0,0,0,0,0.0,0.0,-4.0
dsi_4465013,Sir Percy,1812,Class 5,536,58,60,58,59,0.84,0.11,-127.87
dsi_4465013,Sir Percy,1812,,376,34,39,32,32,0.83,0.09,-121.57
dsi_4465013,Sir Percy,1812,Class 6,374,35,41,38,28,0.77,0.09,-162.12
dsi_4465013,Sir Percy,1812,Class 4,297,36,37,37,20,1.0,0.12,-35.4
dsi_4465013,Sir Percy,1812,Class 3,99,16,13,13,9,1.1,0.16,-30.59
dsi_4465013,Sir Percy,1812,Class 2,70,7,5,9,9,0.89,0.1,-27.0
dsi_4465013,Sir Percy,1812,Class 1,60,7,4,7,8,0.94,0.12,22.5
dsi_2127055,Cadoudal,6147,,3118,373,339,295,286,0.92,0.12,-699.75
dsi_2127055,Cadoudal,6147,Class 4,1155,158,168,153,113,0.82,0.14,-387.3
dsi_2127055,Cadoudal,6147,Class 3,608,82,98,74,63,0.79,0.13,-247.93
dsi_2127055,Cadoudal,6147,Class 5,580,59,54,72,73,0.7,0.1,-224.78
dsi_2127055,Cadoudal,6147,Class 1,270,34,25,31,29,1.02,0.13,40.03
dsi_2127055,Cadoudal,6147,Class 2,254,41,33,18,28,1.06,0.16,25.92
dsi_2127055,Cadoudal,6147,Class 6,162,14,23,23,16,0.53,0.09,-80.75
dsi_3789198,Acclamation,9203,,2528,238,216,254,202,0.89,0.09,-591.52
dsi_3789198,Acclamation,9203,Class 5,2054,239,244,246,238,0.85,0.12,-559.8
dsi_3789198,Acclamation,9203,Class 6,1712,169,167,159,164,0.84,0.1,-473.8
dsi_3789198,Acclamation,9203,Class 4,1511,162,205,183,154,0.78,0.11,-342.28
dsi_3789198,Acclamation,9203,Class 3,580,56,70,64,71,0.76,0.1,-184.16
dsi_3789198,Acclamation,9203,Class 2,499,46,44,53,35,0.8,0.09,-154.49
dsi_3789198,Acclamation,9203,Class 1,302,27,19,35,35,0.83,0.09,-79.02
dsi_3789198,Acclamation,9203,Class 7,17,2,2,1,0,1.21,0.12,6.62
dsi_3187051,Peintre Celebre,10157,,4403,425,409,429,366,0.89,0.1,-961.68
dsi_3187051,Peintre Celebre,10157,Class 5,1829,184,204,198,201,0.82,0.1,-490.94
dsi_3187051,Peintre Celebre,10157,Class 4,1569,159,175,192,195,0.77,0.1,-395.21
dsi_3187051,Peintre Celebre,10157,Class 6,1067,96,99,111,96,0.74,0.09,-313.87
dsi_3187051,Peintre Celebre,10157,Class 3,578,56,67,80,67,0.72,0.1,-254.78
dsi_3187051,Peintre Celebre,10157,Class 2,461,37,62,43,43,0.66,0.08,-144.35
dsi_3187051,Peintre Celebre,10157,Class 1,242,19,27,24,32,0.72,0.08,-66.13
dsi_3187051,Peintre Celebre,10157,Class 7,8,1,1,1,0,0.69,0.12,-1.0
dsi_3758832,Point Given,410,,250,37,30,34,26,0.99,0.15,-55.55
dsi_3758832,Point Given,410,Class 6,70,11,3,7,7,1.56,0.16,61.5
dsi_3758832,Point Given,410,Class 5,48,4,4,6,3,0.76,0.08,-13.5
dsi_3758832,Point Given,410,Class 4,19,0,1,3,1,0.0,0.0,-19.0
dsi_3758832,Point Given,410,Class 3,9,1,2,2,0,0.73,0.11,-6.75
dsi_3758832,Point Given,410,Class 2,8,4,1,0,0,1.7,0.5,1.5
dsi_3758832,Point Given,410,Class 1,5,1,1,0,1,1.37,0.2,-1.2
dsi_3758832,Point Given,410,Class 7,1,0,0,0,0,0.0,0.0,-1.0
dsi_4472293,Arcadio,133,,64,1,3,4,3,0.42,0.02,-52.0
dsi_4472293,Arcadio,133,Class 4,27,6,5,2,4,1.19,0.22,-1.03
dsi_4472293,Arcadio,133,Class 5,23,6,3,3,1,1.32,0.26,19.38
dsi_4472293,Arcadio,133,Class 3,11,2,1,0,0,0.87,0.18,-4.37
dsi_4472293,Arcadio,133,Class 2,6,0,1,2,0,0.0,0.0,-6.0
dsi_4472293,Arcadio,133,Class 1,2,0,0,0,1,0.0,0.0,-2.0
dsi_3888920,Fair Mix,208,Class 4,87,5,12,12,10,0.41,0.06,-65.42
dsi_3888920,Fair Mix,208,Class 5,48,7,5,8,4,1.06,0.15,14.55
dsi_3888920,Fair Mix,208,,44,2,3,5,1,0.4,0.05,-37.88
dsi_3888920,Fair Mix,208,Class 3,21,0,3,7,2,0.0,0.0,-21.0
dsi_3888920,Fair Mix,208,Class 1,5,0,0,1,0,0.0,0.0,-5.0
dsi_3888920,Fair Mix,208,Class 2,2,0,0,1,0,0.0,0.0,-2.0
dsi_3888920,Fair Mix,208,Class 6,1,0,0,0,0,0.0,0.0,-1.0
dsi_591024,King's Theatre,9470,,3675,377,338,352,346,0.87,0.1,-1119.81
dsi_591024,King's Theatre,9470,Class 4,2054,301,272,271,236,0.9,0.15,-449.19
dsi_591024,King's Theatre,9470,Class 5,1619,195,174,162,178,0.87,0.12,-330.38
dsi_591024,King's Theatre,9470,Class 3,843,153,107,107,83,1.08,0.18,11.6
dsi_591024,King's Theatre,9470,Class 6,453,64,59,47,53,1.03,0.14,-27.08
dsi_591024,King's Theatre,9470,Class 2,448,47,53,61,49,0.77,0.1,-85.92
dsi_591024,King's Theatre,9470,Class 1,365,50,31,38,28,0.88,0.14,-125.71
dsi_591024,King's Theatre,9470,Class 7,13,1,0,1,1,0.79,0.08,-5.5
dsi_409969,Priolo,3501,,1675,157,166,159,142,0.89,0.09,-358.03
dsi_409969,Priolo,3501,Class 5,539,56,56,46,46,0.89,0.1,-177.98
dsi_409969,Priolo,3501,Class 4,509,45,46,52,60,0.76,0.09,-122.71
dsi_409969,Priolo,3501,Class 6,349,30,22,36,30,0.84,0.09,-80.0
dsi_409969,Priolo,3501,Class 3,157,12,24,14,15,0.69,0.08,-71.55
dsi_409969,Priolo,3501,Class 2,138,14,8,11,11,1.06,0.1,-9.5
dsi_409969,Priolo,3501,Class 1,88,9,5,12,8,0.84,0.1,-2.25
dsi_409969,Priolo,3501,Class 7,46,4,8,8,4,0.66,0.09,-7.5
dsi_4009460,Shirocco,2045,,832,71,72,71,66,0.8,0.09,-325.02
dsi_4009460,Shirocco,2045,Class 5,390,40,45,50,31,0.89,0.1,-136.99
dsi_4009460,Shirocco,2045,Class 4,313,42,30,33,40,1.0,0.13,-87.33
dsi_4009460,Shirocco,2045,Class 6,220,24,20,18,20,1.07,0.11,-7.38
dsi_4009460,Shirocco,2045,Class 2,105,11,12,12,13,0.83,0.1,-16.7
dsi_4009460,Shirocco,2045,Class 3,97,13,15,12,11,0.84,0.13,-3.58
dsi_4009460,Shirocco,2045,Class 1,87,14,11,17,9,0.97,0.16,-24.42
dsi_4009460,Shirocco,2045,Class 7,1,0,1,0,0,0.0,0.0,-1.0
dsi_405517,Environment Friend,1439,Class 5,362,19,16,37,37,0.62,0.05,-212.92
dsi_405517,Environment Friend,1439,Class 4,341,32,35,41,40,0.86,0.09,-62.49
dsi_405517,Environment Friend,1439,,274,21,18,17,23,0.76,0.08,-100.35
