sire_id,sire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
sir_4619986,Haatef (USA),1487,Class 5,245,25,25,25,30,0.88,0.1,-82.99
sir_4619986,Haatef (USA),1487,Class 6,219,16,23,21,27,0.68,0.07,-84.63
sir_4619986,Haatef (USA),1487,Class 4,165,18,21,15,15,0.93,0.11,-46.08
sir_4619986,Haatef (USA),1487,Class 2,87,7,10,9,12,0.68,0.08,-27.0
sir_4619986,Haatef (USA),1487,Class 3,55,5,4,10,7,0.74,0.09,-32.55
sir_4619986,Haatef (USA),1487,Class 1,16,1,1,2,2,0.7,0.06,-4.0
sir_4619986,Haatef (USA),1487,Class 7,7,3,2,0,0,2.82,0.43,12.08
sir_4618404,Dutch Art (GB),8455,Class 5,2273,298,269,245,254,0.93,0.13,-300.88
sir_4618404,Dutch Art (GB),8455,Class 4,1559,196,174,163,191,0.91,0.13,-319.5
sir_4618404,Dutch Art (GB),8455,Class 6,1400,157,154,118,129,0.92,0.11,-9.27
sir_4618404,Dutch Art (GB),8455,,1370,148,141,139,106,0.89,0.11,-270.27
sir_4618404,Dutch Art (GB),8455,Class 3,724,93,90,78,80,0.95,0.13,-0.26
sir_4618404,Dutch Art (GB),8455,Class 2,705,71,58,64,63,0.94,0.1,-156.42
sir_4618404,Dutch Art (GB),8455,Class 1,392,43,48,35,58,0.89,0.11,-114.97
sir_4618404,Dutch Art (GB),8455,Class 7,32,4,1,1,2,1.4,0.12,1.25
sir_10320268,James Garfield (IRE),527,Class 6,168,17,17,20,21,0.83,0.1,-40.67
sir_10320268,James Garfield (IRE),527,Class 5,159,13,21,16,25,0.78,0.08,-72.01
sir_10320268,James Garfield (IRE),527,,113,8,3,8,10,1.13,0.07,-32.17
sir_10320268,James Garfield (IRE),527,Class 4,56,3,5,4,8,0.48,0.05,-22.17
sir_10320268,James Garfield (IRE),527,Class 1,12,1,0,1,0,1.07,0.08,-8.0
sir_10320268,James Garfield (IRE),527,Class 2,11,1,2,1,1,0.51,0.09,-5.5
sir_10320268,James Garfield (IRE),527,Class 3,8,1,0,1,0,1.14,0.12,13.0
sir_6220914,Shalaa (IRE),2342,,1282,120,115,101,112,0.83,0.09,-367.05
sir_6220914,Shalaa (IRE),2342,Class 5,339,41,39,30,39,0.85,0.12,-57.05
sir_6220914,Shalaa (IRE),2342,Class 4,305,24,41,26,30,0.68,0.08,-115.62
sir_6220914,Shalaa (IRE),2342,Class 6,168,24,16,21,17,1.01,0.14,26.04
sir_6220914,Shalaa (IRE),2342,Class 3,138,16,18,13,10,0.99,0.12,37.85
sir_6220914,Shalaa (IRE),2342,Class 2,89,4,15,5,11,0.43,0.04,-47.1
sir_6220914,Shalaa (IRE),2342,Class 1,21,0,3,1,3,0.0,0.0,-21.0
sir_3981138,Fairly Ransom (USA),499,,381,31,35,43,30,0.87,0.08,-124.18
sir_3981138,Fairly Ransom (USA),499,Class 4,38,11,4,2,3,1.81,0.29,37.18
sir_3981138,Fairly Ransom (USA),499,Class 6,32,3,1,3,4,1.06,0.09,10.0
sir_3981138,Fairly Ransom (USA),499,Class 5,28,4,1,5,3,1.01,0.14,-9.52
sir_3981138,Fairly Ransom (USA),499,Class 3,12,1,2,0,2,0.84,0.08,-7.0
sir_3981138,Fairly Ransom (USA),499,Class 2,5,0,2,0,0,0.0,0.0,-5.0
sir_3981138,Fairly Ransom (USA),499,Class 1,3,0,1,1,0,0.0,0.0,-3.0
sir_5108635,Red Jazz (USA),1802,,910,45,58,66,71,0.66,0.05,-425.45
sir_5108635,Red Jazz (USA),1802,Class 6,309,28,21,32,28,0.83,0.09,-131.38
sir_5108635,Red Jazz (USA),1802,Class 5,302,36,33,31,32,1.1,0.12,44.96
sir_5108635,Red Jazz (USA),1802,Class 4,168,20,19,20,16,0.98,0.12,16.94
sir_5108635,Red Jazz (USA),1802,Class 2,45,4,2,4,6,0.92,0.09,-9.75
sir_5108635,Red Jazz (USA),1802,Class 3,44,3,4,4,9,0.42,0.07,-33.43
sir_5108635,Red Jazz (USA),1802,Class 1,21,1,1,2,2,0.57,0.05,-17.25
sir_5108635,Red Jazz (USA),1802,Class 7,3,0,0,0,0,0.0,0.0,-3.0
sir_3952928,Clodovil (IRE),6860,,1889,162,165,166,146,0.83,0.09,-516.66
sir_3952928,Clodovil (IRE),6860,Class 5,1584,173,192,160,191,0.89,0.11,-391.74
sir_3952928,Clodovil (IRE),6860,Class 6,1378,139,142,142,142,0.86,0.1,-376.23
sir_3952928,Clodovil (IRE),6860,Class 4,960,103,104,112,121,0.87,0.11,-273.44
sir_3952928,Clodovil (IRE),6860,Class 2,451,39,44,48,32,0.84,0.09,-47.71
sir_3952928,Clodovil (IRE),6860,Class 3,345,45,49,36,39,0.91,0.13,-70.06
sir_3952928,Clodovil (IRE),6860,Class 1,224,15,24,31,25,0.68,0.07,-107.62
sir_3952928,Clodovil (IRE),6860,Class 7,29,3,2,1,5,1.01,0.1,-13.5
sir_5197052,Nom De D'La (FR),194,,157,18,10,22,15,1.22,0.11,100.2
sir_5197052,Nom De D'La (FR),194,Class 4,24,4,2,3,2,0.92,0.17,-12.68
sir_5197052,Nom De D'La (FR),194,Class 5,10,3,0,0,1,2.25,0.3,14.0
sir_5197052,Nom De D'La (FR),194,Class 3,2,0,1,0,0,0.0,0.0,-2.0
sir_5197052,Nom De D'La (FR),194,Class 2,1,0,1,0,0,0.0,0.0,-1.0
sir_5829649,Sidestep (AUS),679,,585,54,44,47,53,0.96,0.09,-50.32
sir_5829649,Sidestep (AUS),679,Class 5,40,3,6,8,2,0.48,0.07,-30.65
sir_5829649,Sidestep (AUS),679,Class 4,30,3,1,2,1,1.02,0.1,-20.25
sir_5829649,Sidestep (AUS),679,Class 3,14,1,2,0,1,0.56,0.07,-11.5
sir_5829649,Sidestep (AUS),679,Class 6,5,1,0,1,1,1.37,0.2,0.5
sir_5829649,Sidestep (AUS),679,Class 1,5,0,0,1,0,0.0,0.0,-5.0
sir_4822237,Crossharbour (GB),275,,167,16,15,14,15,1.0,0.1,72.6
sir_4822237,Crossharbour (GB),275,Class 4,49,7,6,8,4,0.74,0.14,-29.84
sir_4822237,Crossharbour (GB),275,Class 5,28,2,5,2,3,0.67,0.07,-8.5
sir_4822237,Crossharbour (GB),275,Class 3,13,2,1,2,2,1.26,0.15,6.5
sir_4822237,Crossharbour (GB),275,Class 2,9,0,1,3,0,0.0,0.0,-9.0
sir_4822237,Crossharbour (GB),275,Class 6,6,1,0,2,1,0.77,0.17,-4.09
sir_4822237,Crossharbour (GB),275,Class 1,3,0,0,0,2,0.0,0.0,-3.0
sir_5490415,French Fifteen (FR),893,,750,69,77,68,75,0.87,0.09,-131.37
sir_5490415,French Fifteen (FR),893,Class 4,44,5,7,8,3,0.65,0.11,-17.38
sir_5490415,French Fifteen (FR),893,Class 5,31,2,1,5,2,0.76,0.06,-18.67
sir_5490415,French Fifteen (FR),893,Class 3,25,3,2,3,5,0.84,0.12,-14.35
sir_5490415,French Fifteen (FR),893,Class 6,24,2,1,0,2,1.18,0.08,27.0
sir_5490415,French Fifteen (FR),893,Class 2,15,2,1,3,0,1.02,0.13,39.0
sir_5490415,French Fifteen (FR),893,Class 1,3,0,0,0,0,0.0,0.0,-3.0
sir_5490415,French Fifteen (FR),893,Class 7,1,0,0,0,0,0.0,0.0,-1.0
sir_5248348,Zebedee (GB),7361,,1983,141,142,147,196,0.82,0.07,-559.25
sir_5248348,Zebedee (GB),7361,Class 5,1781,183,201,194,219,0.83,0.1,-488.49
sir_5248348,Zebedee (GB),7361,Class 6,1629,155,153,149,149,0.89,0.1,-308.31
sir_5248348,Zebedee (GB),7361,Class 4,949,88,78,109,129,0.81,0.09,-184.47
sir_5248348,Zebedee (GB),7361,Class 2,450,43,32,36,33,1.01,0.1,-64.02
sir_5248348,Zebedee (GB),7361,Class 3,389,40,46,38,51,0.87,0.1,110.6
sir_5248348,Zebedee (GB),7361,Class 1,151,13,19,21,10,0.73,0.09,-97.05
sir_5248348,Zebedee (GB),7361,Class 7,29,0,1,2,1,0.0,0.0,-29.0
sir_4030824,My Risk (FR),938,,778,54,45,52,65,0.88,0.07,-86.3
sir_4030824,My Risk (FR),938,Class 4,57,13,6,9,7,0.91,0.23,-19.78
sir_4030824,My Risk (FR),938,Class 1,27,8,5,3,4,1.22,0.3,3.12
sir_4030824,My Risk (FR),938,Class 5,26,4,6,2,1,0.99,0.15,-15.82
sir_4030824,My Risk (FR),938,Class 2,24,6,2,2,3,1.61,0.25,10.85
sir_4030824,My Risk (FR),938,Class 3,19,2,3,4,4,0.53,0.11,-12.77
sir_4030824,My Risk (FR),938,Class 6,7,1,2,1,1,0.48,0.14,-4.8
sir_5956328,Dariyan (FR),717,,662,39,48,48,51,0.73,0.06,-177.1
sir_5956328,Dariyan (FR),717,Class 5,25,4,0,6,1,0.92,0.16,-1.08
sir_5956328,Dariyan (FR),717,Class 4,17,0,1,2,0,0.0,0.0,-17.0
sir_5956328,Dariyan (FR),717,Class 6,8,1,0,0,1,0.9,0.12,-4.5
sir_5956328,Dariyan (FR),717,Class 2,4,0,1,0,0,0.0,0.0,-4.0
sir_5956328,Dariyan (FR),717,Class 3,1,0,0,0,0,0.0,0.0,-1.0
sir_13202917,Goliath Du Berlais (FR),88,,82,17,12,8,8,1.09,0.21,-15.9
sir_13202917,Goliath Du Berlais (FR),88,Class 5,4,2,0,1,1,2.88,0.5,10.0
sir_13202917,Goliath Du Berlais (FR),88,Class 4,2,1,0,1,0,1.81,0.5,5.5
sir_3502282,Beat All (USA),2634,Class 4,787,56,74,68,51,0.78,0.07,-450.41
sir_3502282,Beat All (USA),2634,Class 5,679,52,45,64,65,0.88,0.08,-176.98
sir_3502282,Beat All (USA),2634,,451,28,33,32,40,0.71,0.06,-235.15
sir_3502282,Beat All (USA),2634,Class 6,421,25,39,33,44,0.68,0.06,-203.77
sir_3502282,Beat All (USA),2634,Class 3,182,18,13,26,19,0.8,0.1,-24.33
sir_3502282,Beat All (USA),2634,Class 2,89,4,10,12,8,0.5,0.04,-69.0
sir_3502282,Beat All (USA),2634,Class 1,18,1,0,0,1,1.06,0.06,-8.0
sir_3502282,Beat All (USA),2634,Class 7,7,0,0,0,0,0.0,0.0,-7.0
sir_6234816,Cloth Of Stars (IRE),520,,369,29,22,37,24,0.82,0.08,-150.55
sir_6234816,Cloth Of Stars (IRE),520,Class 4,50,7,11,5,1,0.96,0.14,-16.82
sir_6234816,Cloth Of Stars (IRE),520,Class 5,41,2,5,5,6,0.49,0.05,-32.83
sir_6234816,Cloth Of Stars (IRE),520,Class 2,20,2,2,3,2,0.74,0.1,16.5
sir_6234816,Cloth Of Stars (IRE),520,Class 6,16,4,1,2,4,1.3,0.25,-1.5
sir_6234816,Cloth Of Stars (IRE),520,Class 3,14,3,0,2,1,1.54,0.21,13.71
sir_6234816,Cloth Of Stars (IRE),520,Class 1,10,0,2,1,2,0.0,0.0,-10.0
sir_3410925,Bienamado (USA),521,,208,7,13,9,10,0.46,0.03,-148.17
sir_3410925,Bienamado (USA),521,Class 4,135,14,17,13,10,0.91,0.1,-19.72
sir_3410925,Bienamado (USA),521,Class 5,106,10,17,12,11,0.73,0.09,-47.05
sir_3410925,Bienamado (USA),521,Class 3,33,5,5,0,1,1.11,0.15,-1.5
sir_3410925,Bienamado (USA),521,Class 6,22,4,3,3,2,1.26,0.18,10.75
sir_3410925,Bienamado (USA),521,Class 2,9,0,0,0,0,0.0,0.0,-9.0
sir_3410925,Bienamado (USA),521,Class 1,8,1,1,1,0,1.18,0.12,2.0
sir_5141556,Rajsaman (FR),2738,,2292,161,148,165,203,0.81,0.07,-531.63
sir_5141556,Rajsaman (FR),2738,Class 4,137,11,14,24,13,0.69,0.08,-45.17
sir_5141556,Rajsaman (FR),2738,Class 6,134,7,14,11,15,0.48,0.05,-86.5
sir_5141556,Rajsaman (FR),2738,Class 5,121,11,18,12,13,0.9,0.09,-56.62
sir_5141556,Rajsaman (FR),2738,Class 3,39,3,7,5,4,0.61,0.08,-26.62
sir_5141556,Rajsaman (FR),2738,Class 2,9,0,0,0,2,0.0,0.0,-9.0
sir_5141556,Rajsaman (FR),2738,Class 1,6,0,0,0,0,0.0,0.0,-6.0
sir_3779741,Le Fou (IRE),1364,,648,32,54,44,46,0.66,0.05,-325.25
sir_3779741,Le Fou (IRE),1364,Class 4,280,37,34,31,34,0.89,0.13,8.59
sir_3779741,Le Fou (IRE),1364,Class 5,233,17,27,24,21,0.64,0.07,-125.67
sir_3779741,Le Fou (IRE),1364,Class 3,104,14,17,15,14,0.89,0.13,-29.87
sir_3779741,Le Fou (IRE),1364,Class 2,46,6,4,2,4,1.34,0.13,7.25
sir_3779741,Le Fou (IRE),1364,Class 1,39,3,4,2,3,0.98,0.08,1.0
sir_3779741,Le Fou (IRE),1364,Class 6,14,1,2,1,0,0.52,0.07,-12.2
sir_11245626,Seabhac (USA),283,,256,24,20,25,27,1.03,0.09,6.0
sir_11245626,Seabhac (USA),283,Class 5,9,1,2,0,0,0.83,0.11,-5.75
sir_11245626,Seabhac (USA),283,Class 6,8,0,3,2,0,0.0,0.0,-8.0
sir_11245626,Seabhac (USA),283,Class 3,5,1,0,0,0,2.21,0.2,6.1
sir_11245626,Seabhac (USA),283,Class 4,4,0,0,0,1,0.0,0.0,-4.0
sir_11245626,Seabhac (USA),283,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_3631110,More Than Ready (USA),4445,,2549,323,261,296,234,0.89,0.13,-496.44
sir_3631110,More Than Ready (USA),4445,Class 5,649,62,70,73,69,0.73,0.1,-281.81
sir_3631110,More Than Ready (USA),4445,Class 4,538,51,46,37,58,0.84,0.09,-41.01
sir_3631110,More Than Ready (USA),4445,Class 6,243,21,20,24,23,0.8,0.09,-71.82
sir_3631110,More Than Ready (USA),4445,Class 3,223,23,20,15,18,0.85,0.1,-130.31
sir_3631110,More Than Ready (USA),4445,Class 2,128,14,10,6,10,0.9,0.11,-22.56
sir_3631110,More Than Ready (USA),4445,Class 1,110,12,17,14,9,0.77,0.11,-60.27
sir_3631110,More Than Ready (USA),4445,Class 7,5,0,0,0,0,0.0,0.0,-5.0
sir_6000799,Goken (FR),1126,,1006,96,98,81,93,0.91,0.1,-137.42
sir_6000799,Goken (FR),1126,Class 5,36,2,8,5,6,0.32,0.06,-22.38
sir_6000799,Goken (FR),1126,Class 4,33,4,5,4,1,0.86,0.12,-11.93
sir_6000799,Goken (FR),1126,Class 2,16,1,2,2,1,0.78,0.06,-13.25
sir_6000799,Goken (FR),1126,Class 6,15,4,2,1,1,1.51,0.27,16.5
sir_6000799,Goken (FR),1126,Class 3,12,2,0,4,0,1.26,0.17,14.5
sir_6000799,Goken (FR),1126,Class 1,8,1,0,0,2,1.93,0.12,1.0
sir_6212724,Birchwood (IRE),622,,571,29,35,33,55,0.68,0.05,-335.45
sir_6212724,Birchwood (IRE),622,Class 5,24,0,2,4,4,0.0,0.0,-24.0
sir_6212724,Birchwood (IRE),622,Class 4,13,0,2,2,1,0.0,0.0,-13.0
sir_6212724,Birchwood (IRE),622,Class 6,7,0,1,0,1,0.0,0.0,-7.0
sir_6212724,Birchwood (IRE),622,Class 3,6,1,1,0,2,1.48,0.17,9.0
sir_6212724,Birchwood (IRE),622,Class 2,1,0,0,0,1,0.0,0.0,-1.0
sir_8483132,Le Brivido (FR),196,,76,4,6,6,8,0.7,0.05,-44.0
sir_8483132,Le Brivido (FR),196,Class 6,44,6,9,3,4,1.08,0.14,-10.15
sir_8483132,Le Brivido (FR),196,Class 5,43,2,2,5,6,0.83,0.05,-12.0
sir_8483132,Le Brivido (FR),196,Class 4,27,1,3,4,4,0.5,0.04,-20.5
sir_8483132,Le Brivido (FR),196,Class 3,3,0,0,0,0,0.0,0.0,-3.0
sir_8483132,Le Brivido (FR),196,Class 2,3,0,0,0,0,0.0,0.0,-3.0
sir_4759531,Captain Gerrard (IRE),3007,Class 6,1175,102,123,102,107,0.81,0.09,-249.47
sir_4759531,Captain Gerrard (IRE),3007,Class 5,888,64,102,89,93,0.72,0.07,-367.98
sir_4759531,Captain Gerrard (IRE),3007,Class 4,356,27,32,36,40,0.8,0.08,-89.17
sir_4759531,Captain Gerrard (IRE),3007,,338,25,30,30,19,0.82,0.07,-105.85
sir_4759531,Captain Gerrard (IRE),3007,Class 3,109,15,11,5,11,1.33,0.14,29.83
sir_4759531,Captain Gerrard (IRE),3007,Class 2,55,7,4,3,5,1.21,0.13,13.0
sir_4759531,Captain Gerrard (IRE),3007,Class 1,47,2,5,4,4,0.66,0.04,1.5
sir_4759531,Captain Gerrard (IRE),3007,Class 7,39,1,3,5,4,0.31,0.03,-33.0
sir_5452111,Burwaaz (GB),169,Class 6,56,9,3,6,10,1.16,0.16,6.44
sir_5452111,Burwaaz (GB),169,Class 5,46,4,4,3,7,0.77,0.09,-5.12
sir_5452111,Burwaaz (GB),169,,36,2,0,2,2,1.11,0.06,-6.0
sir_5452111,Burwaaz (GB),169,Class 4,12,1,4,1,2,0.57,0.08,-8.0
sir_5452111,Burwaaz (GB),169,Class 2,10,0,2,0,2,0.0,0.0,-10.0
sir_5452111,Burwaaz (GB),169,Class 3,8,1,0,2,2,0.92,0.12,-4.75
sir_5452111,Burwaaz (GB),169,Class 1,1,0,0,1,0,0.0,0.0,-1.0
sir_5818484,War Command (USA),2288,,834,65,61,63,83,0.85,0.08,-74.19
sir_5818484,War Command (USA),2288,Class 5,462,55,45,46,48,1.06,0.12,-46.59
sir_5818484,War Command (USA),2288,Class 6,392,39,40,33,37,0.85,0.1,-32.64
sir_5818484,War Command (USA),2288,Class 4,350,37,36,27,46,0.89,0.11,-61.35
sir_5818484,War Command (USA),2288,Class 3,154,15,10,19,20,0.84,0.1,-16.05
sir_5818484,War Command (USA),2288,Class 2,66,6,6,8,7,0.81,0.09,-42.42
sir_5818484,War Command (USA),2288,Class 1,29,3,0,1,5,1.55,0.1,14.0
sir_5818484,War Command (USA),2288,Class 7,1,0,0,1,0,0.0,0.0,-1.0
sir_5796266,Master Carpenter (IRE),102,Class 6,54,9,7,2,2,1.23,0.17,11.91
sir_5796266,Master Carpenter (IRE),102,Class 5,35,5,1,3,1,1.35,0.14,-16.27
sir_5796266,Master Carpenter (IRE),102,Class 4,10,0,1,0,0,0.0,0.0,-10.0
sir_5796266,Master Carpenter (IRE),102,Class 3,2,0,0,0,0,0.0,0.0,-2.0
sir_5796266,Master Carpenter (IRE),102,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_5006204,Munnings (USA),725,,650,105,94,76,75,0.9,0.16,-39.74
sir_5006204,Munnings (USA),725,Class 6,36,1,2,1,5,0.28,0.03,-30.0
sir_5006204,Munnings (USA),725,Class 5,13,1,1,1,1,1.1,0.08,-9.5
sir_5006204,Munnings (USA),725,Class 4,11,1,0,2,1,1.0,0.09,-8.38
sir_5006204,Munnings (USA),725,Class 1,7,1,2,0,1,1.27,0.14,-3.1
sir_5006204,Munnings (USA),725,Class 7,4,1,0,0,0,1.43,0.25,0.33
sir_5006204,Munnings (USA),725,Class 2,3,0,1,0,1,0.0,0.0,-3.0
sir_5006204,Munnings (USA),725,Class 3,1,0,1,0,0,0.0,0.0,-1.0
sir_5126478,Canford Cliffs (IRE),5250,,1898,167,168,162,151,0.88,0.09,-473.26
sir_5126478,Canford Cliffs (IRE),5250,Class 5,1071,127,124,117,109,0.95,0.12,11.51
sir_5126478,Canford Cliffs (IRE),5250,Class 6,808,73,97,91,86,0.72,0.09,-302.39
sir_5126478,Canford Cliffs (IRE),5250,Class 4,763,77,75,91,82,0.85,0.1,-125.22
sir_5126478,Canford Cliffs (IRE),5250,Class 3,321,35,41,46,39,0.87,0.11,-86.01
sir_5126478,Canford Cliffs (IRE),5250,Class 2,265,28,16,35,21,0.95,0.11,61.5
sir_5126478,Canford Cliffs (IRE),5250,Class 1,110,9,11,11,11,0.8,0.08,-73.32
sir_5126478,Canford Cliffs (IRE),5250,Class 7,14,1,4,2,0,0.65,0.07,3.0
sir_4928105,Blek (FR),111,,105,6,4,10,9,0.88,0.06,-31.4
sir_4928105,Blek (FR),111,Class 5,4,0,0,1,0,0.0,0.0,-4.0
sir_4928105,Blek (FR),111,Class 4,2,0,0,0,0,0.0,0.0,-2.0
sir_7175203,Capri (IRE),8,Class 4,3,0,0,0,0,0.0,0.0,-3.0
sir_7175203,Capri (IRE),8,,3,0,1,0,0,0.0,0.0,-3.0
sir_7175203,Capri (IRE),8,Class 5,2,0,0,0,1,0.0,0.0,-2.0
sir_4589844,Rail Link (GB),2884,,808,79,67,85,79,0.83,0.1,-247.95
sir_4589844,Rail Link (GB),2884,Class 5,656,67,73,77,81,0.83,0.1,-82.18
sir_4589844,Rail Link (GB),2884,Class 4,498,58,57,50,42,0.88,0.12,-96.24
sir_4589844,Rail Link (GB),2884,Class 6,494,61,53,63,45,0.95,0.12,63.84
sir_4589844,Rail Link (GB),2884,Class 3,183,24,22,25,19,0.97,0.13,1.98
sir_4589844,Rail Link (GB),2884,Class 2,167,13,17,16,16,0.86,0.08,-51.34
sir_4589844,Rail Link (GB),2884,Class 1,74,6,3,5,12,0.79,0.08,-33.25
sir_4589844,Rail Link (GB),2884,Class 7,4,2,0,0,0,3.67,0.5,14.25
sir_3659369,Curtain Time (IRE),487,,214,20,21,20,20,0.96,0.09,85.84
sir_3659369,Curtain Time (IRE),487,Class 4,133,11,13,16,12,0.62,0.08,-49.39
sir_3659369,Curtain Time (IRE),487,Class 5,79,10,15,10,4,0.86,0.13,-7.84
sir_3659369,Curtain Time (IRE),487,Class 3,33,5,6,6,4,1.12,0.15,-6.63
sir_3659369,Curtain Time (IRE),487,Class 6,10,1,0,0,0,1.36,0.1,-8.2
sir_3659369,Curtain Time (IRE),487,Class 1,9,1,0,0,1,2.12,0.11,-2.0
sir_3659369,Curtain Time (IRE),487,Class 2,9,0,1,1,1,0.0,0.0,-9.0
sir_6104420,Petillo (FR),70,,38,1,2,6,2,0.36,0.03,-9.0
sir_6104420,Petillo (FR),70,Class 4,16,0,1,0,4,0.0,0.0,-16.0
sir_6104420,Petillo (FR),70,Class 5,13,0,4,1,0,0.0,0.0,-13.0
sir_6104420,Petillo (FR),70,Class 3,2,0,1,0,0,0.0,0.0,-2.0
sir_6104420,Petillo (FR),70,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_5925304,Cannock Chase (USA),275,Class 5,110,7,9,9,8,0.87,0.06,-2.38
sir_5925304,Cannock Chase (USA),275,Class 4,65,4,12,6,10,0.39,0.06,-36.88
sir_5925304,Cannock Chase (USA),275,Class 6,64,4,1,4,3,1.07,0.06,-0.45
sir_5925304,Cannock Chase (USA),275,Class 3,14,3,2,0,4,0.83,0.21,-6.15
sir_5925304,Cannock Chase (USA),275,,12,2,1,2,1,0.46,0.17,-8.53
sir_5925304,Cannock Chase (USA),275,Class 2,8,1,1,0,0,0.84,0.12,0.5
sir_5925304,Cannock Chase (USA),275,Class 1,2,0,0,2,0,0.0,0.0,-2.0
sir_11429670,Flag Of Honour (IRE),20,Class 5,9,0,0,0,0,0.0,0.0,-9.0
sir_11429670,Flag Of Honour (IRE),20,Class 4,7,0,3,1,1,0.0,0.0,-7.0
sir_11429670,Flag Of Honour (IRE),20,Class 6,4,0,0,0,0,0.0,0.0,-4.0
sir_4855088,Into Mischief (USA),1469,,1394,207,207,186,165,0.79,0.15,-400.44
sir_4855088,Into Mischief (USA),1469,Class 4,24,0,3,1,1,0.0,0.0,-24.0
sir_4855088,Into Mischief (USA),1469,Class 5,21,6,1,2,4,1.75,0.29,8.05
sir_4855088,Into Mischief (USA),1469,Class 3,14,2,3,2,0,0.6,0.14,-5.85
sir_4855088,Into Mischief (USA),1469,Class 6,6,0,0,0,2,0.0,0.0,-6.0
sir_4855088,Into Mischief (USA),1469,Class 1,6,1,1,1,0,1.0,0.17,13.7
sir_4855088,Into Mischief (USA),1469,Class 2,4,0,1,1,0,0.0,0.0,-4.0
sir_5783848,Karakontie (JPN),340,,197,37,31,16,18,1.11,0.19,93.57
sir_5783848,Karakontie (JPN),340,Class 5,42,6,7,4,4,0.89,0.14,-17.6
sir_5783848,Karakontie (JPN),340,Class 4,36,5,7,2,4,1.01,0.14,3.27
sir_5783848,Karakontie (JPN),340,Class 6,30,3,7,1,5,0.74,0.1,-14.5
sir_5783848,Karakontie (JPN),340,Class 2,15,1,1,1,2,0.5,0.07,6.0
sir_5783848,Karakontie (JPN),340,Class 3,12,0,2,2,1,0.0,0.0,-12.0
sir_5783848,Karakontie (JPN),340,Class 1,8,1,1,0,0,1.03,0.12,-0.5
sir_5600931,Hillstar (GB),352,,226,10,15,9,20,0.61,0.04,-185.69
sir_5600931,Hillstar (GB),352,Class 4,63,3,11,4,3,0.44,0.05,-50.31
sir_5600931,Hillstar (GB),352,Class 5,52,8,7,6,5,1.26,0.15,17.5
sir_5600931,Hillstar (GB),352,Class 3,9,1,1,2,1,0.69,0.11,-7.09
sir_5600931,Hillstar (GB),352,Class 1,1,0,0,1,0,0.0,0.0,-1.0
sir_5600931,Hillstar (GB),352,Class 2,1,0,0,0,0,0.0,0.0,-1.0
sir_4804128,High Rock (IRE),418,,319,21,21,30,31,0.83,0.07,-150.32
sir_4804128,High Rock (IRE),418,Class 4,35,2,5,2,2,0.49,0.06,-24.0
sir_4804128,High Rock (IRE),418,Class 3,28,6,6,3,4,1.15,0.21,12.38
sir_4804128,High Rock (IRE),418,Class 5,13,1,1,3,0,0.78,0.08,-6.5
sir_4804128,High Rock (IRE),418,Class 2,13,1,3,2,1,0.63,0.08,-3.5
sir_4804128,High Rock (IRE),418,Class 1,6,0,0,1,0,0.0,0.0,-6.0
sir_4804128,High Rock (IRE),418,Class 6,4,1,0,1,0,1.37,0.25,0.5
sir_4850699,Cima De Triomphe (IRE),331,,252,22,14,26,17,0.87,0.09,-23.87
sir_4850699,Cima De Triomphe (IRE),331,Class 4,25,4,3,2,4,0.89,0.16,-14.2
sir_4850699,Cima De Triomphe (IRE),331,Class 1,18,2,4,3,2,0.72,0.11,-6.5
sir_4850699,Cima De Triomphe (IRE),331,Class 5,17,2,3,1,0,0.73,0.12,-12.0
sir_4850699,Cima De Triomphe (IRE),331,Class 2,11,2,2,0,2,1.21,0.18,14.5
sir_4850699,Cima De Triomphe (IRE),331,Class 3,8,1,0,1,1,0.55,0.12,-6.8
sir_3548622,Millenary (GB),1379,,727,55,54,48,52,0.95,0.08,-217.58
sir_3548622,Millenary (GB),1379,Class 4,273,25,26,35,21,0.83,0.09,-120.34
sir_3548622,Millenary (GB),1379,Class 5,230,33,25,27,21,1.05,0.14,-56.44
sir_3548622,Millenary (GB),1379,Class 3,73,9,8,7,10,0.91,0.12,-33.34
sir_3548622,Millenary (GB),1379,Class 6,39,7,9,2,2,0.97,0.18,14.16
sir_3548622,Millenary (GB),1379,Class 1,19,1,0,2,2,0.74,0.05,-4.0
sir_3548622,Millenary (GB),1379,Class 2,18,3,5,0,1,1.41,0.17,-3.0
sir_9648492,Tunis (POL),100,,87,13,7,10,6,1.05,0.15,36.46
sir_9648492,Tunis (POL),100,Class 5,5,1,1,0,0,0.97,0.2,1.0
sir_9648492,Tunis (POL),100,Class 4,5,1,3,0,1,1.31,0.2,3.0
sir_9648492,Tunis (POL),100,Class 3,2,0,0,0,1,0.0,0.0,-2.0
sir_9648492,Tunis (POL),100,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_3843581,Bollin Eric (GB),1301,Class 4,474,37,39,48,33,0.83,0.08,-168.55
sir_3843581,Bollin Eric (GB),1301,Class 5,437,43,35,36,43,0.99,0.1,-130.52
sir_3843581,Bollin Eric (GB),1301,Class 6,192,19,19,14,20,0.99,0.1,-68.35
