damsire_id,damsire
dsi_510335,Ajdayt
dsi_4989285,Sans Frontieres
dsi_280931,Executive Perk
dsi_543578,Earl Of Barking
dsi_4031286,Touch Of Land
dsi_4097583,Simplex
dsi_19107844,Nashamaa
dsi_2115911,Silver Hawk
dsi_3295698,Rainbow High
dsi_3610978,Kier Park
dsi_6002822,Windsor Heights
dsi_4651955,Street Sense
dsi_572019,Erhaab
dsi_3293402,Kasakov
dsi_5498255,Universal
dsi_3278233,Arkadian Hero
dsi_5753146,Goldencents
dsi_5638892,Bungle Inthejungle
dsi_5601386,Battle Of Marengo
dsi_3155264,Starborough
dsi_330225,Brush Aside
dsi_3860619,Orientate
dsi_4059846,Balmont
dsi_4045615,Badge Of Silver
dsi_3831086,Roman Saddle
dsi_4524226,Puit D'Or
dsi_3323376,Lone Bid
dsi_406154,Second Set
dsi_4058824,Great Exhibition
dsi_5104225,Manhattan Rain
dsi_562366,Pelder
dsi_2127020,Kaldoun
dsi_3127894,Baroud D'Honneur
dsi_3741514,Clety
dsi_697536,Thunder Gulch
dsi_530929,College Chapel
dsi_4831939,Gio Ponti
dsi_4497822,Kentucky Dynamite
dsi_4870306,Golden Sword
dsi_5093571,Quality Road
dsi_744233,Almushtarak
dsi_730219,Mystery Storm
dsi_2124402,Afzal
dsi_3659719,Little Jim
dsi_3198447,Naheez
dsi_5369000,Maxios
dsi_4223583,Linngari
dsi_4063976,Martillo
dsi_2102471,Buckskin
dsi_295589,Port Lyautey
dsi_544831,Needle Gun
dsi_99281,Reprimand
dsi_2101456,Be My Guest
dsi_300132,Phantom Breeze
dsi_536165,Adieu Au Roi
dsi_3986213,Marshall
dsi_6124769,Awtaad
dsi_5808859,Graydar
dsi_4855088,Into Mischief
dsi_4217493,Librettist
dsi_2130891,Ela-Mana-Mou
dsi_467292,Pursuit Of Love
dsi_3736285,Dano-Mast
dsi_4245192,Proclamation
dsi_2137919,Apeldoorn
dsi_3301795,City Honours
dsi_3873821,Medecis
dsi_4462416,Amadeus Wolf
dsi_2110885,Miswaki
dsi_3848530,Della Francesca
dsi_2117059,Surumu
dsi_3901226,Striking Ambition
dsi_3140382,Waky Nao
dsi_3495548,Auction House
dsi_3150392,Majorien
dsi_4178412,Lord Du Sud
dsi_4122986,Great Journey
dsi_4228686,Ad Valorem
dsi_607754,Mohaajir
dsi_3868445,War Blade
dsi_571872,Darnay
dsi_4457495,Satri
dsi_285390,High Estate
dsi_3190278,Windsor Castle
dsi_572789,Poltarf
dsi_457604,Suave Dancer
dsi_501543,Sonus
dsi_4073853,Dai Jin
dsi_693665,Talkin Man
dsi_590849,Bal Harbour
dsi_3776332,Indian Creek
dsi_3548440,Subtle Power
dsi_3371025,Raise A Grand
dsi_606095,Foxhound
dsi_3144456,Grey Risk
dsi_3897348,Risk Seeker
dsi_670712,Tamayaz
dsi_718487,Petionville
dsi_4622681,Thousand Words
dsi_4804128,High Rock
dsi_2134118,Clearly Bust
dsi_3853990,Redattore
dsi_2102387,Broadsword
dsi_132496,Ala Hounak
dsi_2114476,Robellino
dsi_2146711,Lafontaine I
dsi_495649,Gallery Of Zurich
dsi_3739764,Domedriver
dsi_23198847,Mazaad
dsi_628390,Know Heights
dsi_511406,Kornado
dsi_3119487,Zagreb
dsi_312270,In The Wings
dsi_3851603,Mr Dinos
dsi_5443767,The Factor
dsi_3916395,Louveteau
dsi_3261818,Aboo Hom
dsi_3270064,Saratoga Springs
dsi_2135441,Arctic Lord
dsi_3259480,Rosen Kavalier I
dsi_3599820,City On A Hill
dsi_699923,Pasternak
dsi_434511,With Approval
dsi_4928497,Mullionmileanhour
dsi_4628113,Schiaparelli
dsi_2104074,Danzig
dsi_562674,Idris
dsi_3989671,Stormy Atlantic
dsi_3208436,Sayarshan
dsi_3548951,Sandmason
dsi_5799815,Finsceal Fior
dsi_5636379,Pedro The Great
dsi_590611,Perugino
dsi_3955672,Le Vie Dei Colori
dsi_4820571,Virtual
dsi_3925726,Kitalpha
dsi_2126740,Tropular
dsi_3706570,Trippi
dsi_3545626,Oblat
dsi_3526852,Christophene
dsi_5622295,Algorithms
dsi_4044460,Forestier
dsi_4246690,Tirwanako
dsi_5198053,Workforce
dsi_5380179,Uncle Mo
dsi_565873,Gilded Time
dsi_2117836,Torus
dsi_652834,General Monash
dsi_620788,Solid Illusion
dsi_16588166,Last Tycoon
dsi_3796233,Songandaprayer
dsi_467796,El Prado
dsi_4995844,Fuisse
dsi_3129840,Abou Zouz
dsi_3782737,Systematic
dsi_3733947,Okawango
dsi_2124115,Commanche Run
dsi_2125816,Primo Dominie
dsi_3305939,Tale Of The Cat
dsi_3203144,Dancing High
dsi_542955,Marignan
dsi_439166,Aelan Hapi
dsi_3597874,Caballo Raptor
dsi_3262154,Lend A Hand
dsi_37702525,Ut*windsor Heights
dsi_4756941,Divine Park
dsi_3251815,A.P. Indy
dsi_3603789,Cape Town
dsi_2102912,Castle Keep
dsi_3897341,Policy Maker
dsi_4738216,King Of Roses
dsi_5179104,Planteur
dsi_3502345,Lujain
dsi_644252,Carnegie
dsi_4486762,Racinger
dsi_3133088,Flying Legend
dsi_2115946,Simply Great
dsi_3606547,Forestry
dsi_5601274,Magician
dsi_5145826,Zensational
dsi_4505578,Red Rocks
dsi_759619,Siphon
dsi_487074,Ezzoud
dsi_3886218,Kizitca
dsi_3275076,Princely Heir
dsi_3136917,Musical Pursuit
dsi_2112264,Orchestra
dsi_662711,Celtic Swing
dsi_756014,Bulington
dsi_3260733,Kabool
dsi_2115596,Seymour Hicks
dsi_2104305,Derrylin
dsi_764050,High Roller
dsi_3143462,Nombre Premier
dsi_541352,Catrail
dsi_620795,Chimes Band
dsi_2111697,Niniski
dsi_3779580,Golden Lariat
dsi_2105222,Esprit Du Nord
dsi_2130373,Dahar
dsi_4703636,Top Hat
dsi_4009166,Let The Lion Roar
dsi_3982916,Merlino Mago
dsi_749602,Shaamit
dsi_4483444,Mister Conway
dsi_600075,Cherokee Run
dsi_4001634,Art Sebal
dsi_3747443,Not For Love
dsi_5412708,Imperial Monarch
dsi_573013,Sea Freedom
dsi_5198557,Discreetly Mine
dsi_5260913,Sidney's Candy
dsi_3145555,Basanta
dsi_590338,First Trump
dsi_5145588,Shakespearean
dsi_3282426,Evening World
dsi_3292212,Nedawi
dsi_3715348,Iron Mask
dsi_5362140,Stay Thirsty
dsi_3529120,Dubai Millennium
dsi_718382,Almaty
dsi_3822014,Congaree
dsi_696556,Tzar Rodney
dsi_313033,Weld
dsi_463610,Runyon
dsi_736827,Lord Of Appeal
dsi_4224136,Rocamadour
dsi_2123912,Law Society
dsi_125370,Lyphento
dsi_4218151,Layman
dsi_747551,Insatiable
dsi_5237785,Reliable Man
dsi_2126558,Baby Turk
dsi_309554,Goldneyev
dsi_5104365,Warrior's Reward
dsi_4188093,Tiger Ridge
dsi_3973263,Pleasantly Perfect
dsi_494284,Bandmaster
dsi_4673102,Tiz Wonderful
dsi_4784598,Famous Name
dsi_3839276,Roar Of The Tiger
dsi_4616528,Admiralofthefleet
dsi_4645235,Literato
dsi_3294879,Chester House
dsi_430549,Hector Protector
dsi_4658591,Midnight Lute
dsi_3869460,Viking Ruler
dsi_3225432,Mt. Livermore
dsi_3677058,Pierre
dsi_4072320,Rule Of Law
dsi_5221342,No Risk At All
dsi_5063569,Cape Blanco
dsi_5827822,Coach House
dsi_3144239,Lil's Boy
dsi_671111,Expelled
dsi_4080405,Mustameet
dsi_5542019,Union Rags
dsi_2131577,Capote
dsi_2126271,Wild Again
dsi_5483324,Es Que Love
dsi_322742,Riverhead
dsi_3828706,Touch Down
dsi_5808516,Kuroshio
dsi_5052236,Mr Sidney
dsi_4147332,Reset
dsi_660177,Camp David
dsi_3920203,Danroad
dsi_4501959,First Samurai
dsi_504483,Brief Truce
dsi_6028827,Adaay
dsi_3268636,Asolo
dsi_5594925,Gemologist
dsi_3207022,Almutawakel I
dsi_4090975,Candy Ride
dsi_4123875,Hamairi
dsi_3139913,Air Express
dsi_4832611,Dunkerque
dsi_3314108,Coronado's Quest
dsi_623784,Strategic Choice
dsi_531797,Portrait Gallery
dsi_3582887,Bernstein
dsi_3423434,Stormin Fever
dsi_5836845,Freedom Child
dsi_533127,Hamas
dsi_3922723,Baltic King
dsi_5711006,Garswood
dsi_6026251,Brazen Beau
dsi_55881,Salse
dsi_5425399,Swiss Spirit
dsi_5877137,Outstrip
dsi_5111729,Dunkirk
dsi_3221722,Ecossais I
dsi_2117444,Thatching
dsi_3208569,Sunshine Street
dsi_4208890,Consolidator
dsi_5650652,Penny's Picnic
dsi_482608,Ecologist
dsi_5783750,Free Eagle
dsi_2126593,Tremblant I
dsi_2100238,Akarad
dsi_466858,Dr Devious
dsi_5908259,Strong Mandate
dsi_3747156,Orientor
dsi_3700326,Aptitude
dsi_2109142,Lagunas
dsi_25774,Turbo Speed
dsi_292586,Alkalde
dsi_5532821,Amaron
dsi_5818785,Anjaal
dsi_4989985,Desert Party
dsi_4486335,Araafa
dsi_721574,Bobinski
dsi_4455465,Ramonti
dsi_5154814,Wiener Walzer
dsi_4125632,Lion Heart
dsi_673365,Laroche
dsi_5003733,Recharge
dsi_585760,Ziggy's Dancer
dsi_4822237,Crossharbour
dsi_361228,Makbul
dsi_2141223,Bold Edge
dsi_4173876,Denounce
dsi_4223877,Afleet Alex
dsi_690060,Timber Country
dsi_5753181,Morpheus
dsi_4111310,Vita Rosa
dsi_4814586,Majestic Warrior
dsi_3862173,Came Home
dsi_6290277,The Gurkha
dsi_2124339,Yashgan
dsi_2134335,Cryptoclearance
dsi_3828685,Royal Dragon
dsi_4119290,Artie Schiller
dsi_4525801,Bluegrass Cat
dsi_5180161,Tizway
dsi_746137,Hennessy
dsi_470841,Cyborg
dsi_755909,French Deputy
dsi_699153,Even Top
dsi_4555411,Vital Equine
dsi_3859023,Rashbag
dsi_6076147,American Pharoah
dsi_532140,Tenby
dsi_375858,Allegoric
dsi_4090436,Canadian Frontier
dsi_4703321,Winker Watson
dsi_3565394,Religiously
dsi_600068,Woods Of Windsor
dsi_3744783,Macho Uno
dsi_2125914,Prince Sabo
dsi_4081189,Ride The Rails
dsi_5177396,Temple City
dsi_2110024,Lyphard's Wish
dsi_291011,Miswaki Tern
dsi_3966445,Franklins Gardens
dsi_6009374,Hallowed Crown
dsi_2106335,General Holme
dsi_4119136,Mustanfar
dsi_459970,Paris House
dsi_619031,Chocolat De Meguro
dsi_2113650,Quart De Vin
dsi_106043,Primitive Rising
dsi_4710419,Caudillo
dsi_4553584,Prime Defender
dsi_647437,Mind Games
dsi_4452350,Six Sense
dsi_3989706,Kafwain
dsi_4780916,Rio De La Plata
dsi_3140802,Desse Zenny
dsi_3646930,Prospect Bay
dsi_6220914,Shalaa
dsi_3735977,Tiznow
dsi_510601,Byzantium I
dsi_504735,Polish Numbers
dsi_3753176,Pushkin
dsi_6073165,Competitive Edge
dsi_3592680,Boundary
dsi_5123650,I Am Invincible
dsi_315875,Roakarad
dsi_416297,Lights Out
dsi_3733842,Hawkeye
dsi_2110542,Master Willie
dsi_4629261,Angliana
dsi_4344886,Heliostatic
dsi_3360504,Aljabr
dsi_3642163,Dixie Union
dsi_407372,Beau Sultan
dsi_741755,Rio Verde
dsi_4928000,Parading
dsi_4436768,Snitzel
dsi_2126635,Two Punch
dsi_2126446,Phone Trick
dsi_345744,Saumarez
dsi_167062,Satco
dsi_2102646,Camden Town
dsi_511665,Moshaajir
dsi_4004329,Johar
dsi_3565240,Testa Rossa
dsi_531202,Petardia
dsi_3831436,Call Me Big
dsi_2115589,Sexton Blake
dsi_71400,Silver Owl
dsi_3778096,General Gambul
dsi_5532317,Noble Mission
dsi_4521489,Discreet Cat
dsi_3514420,Salford Express
dsi_4109077,Flatter
dsi_4055597,Osorio
dsi_347627,Vaguely Pleasant
dsi_3522127,Yes It's True
dsi_4883221,Dynamix
dsi_511616,M'Bebe
dsi_2126145,Danzig Connection
dsi_5636582,George Vancouver
dsi_3410925,Bienamado
dsi_2133719,High Kicker
dsi_2115750,Shirley Heights
dsi_6032117,Alex The Winner
dsi_3548776,Ocean Of Wisdom
dsi_5002242,Mambo In Seattle
dsi_654794,Valiant Nature
dsi_24150,Picea
dsi_5182639,Denman
dsi_5783848,Karakontie
dsi_438165,Young Buster I
dsi_4539598,Bob And John
dsi_4950036,Harbinger
dsi_2101162,Ballacashtal
dsi_4899650,All American
dsi_5733497,Fed Biz
dsi_4095903,Value Plus
dsi_531027,Factual I
dsi_430584,Goofalik
dsi_2131038,Forty Niner
dsi_2133866,Treasure Hunter
dsi_2137709,Tidaro
dsi_553322,Namaqualand
dsi_3548237,Dapper
dsi_374703,Jade Robbery
dsi_2129400,Beveled
dsi_3263323,Western Winter
dsi_3290980,Kashtan
dsi_3294102,Defacto I
dsi_3230192,Red Guest
dsi_5427394,Tapizar
dsi_4226971,Good Reward
dsi_614978,Partipral
dsi_35054586,Ut*mangarose
dsi_604835,Wizard King
dsi_545678,Right Win
dsi_160482,Heavenly Manna
dsi_2136659,Beyssac
dsi_3417652,Tannenkonig
dsi_738255,Polar Prince
dsi_2134048,Thowra
dsi_2114539,Rolfe
dsi_3609942,Zaha
dsi_332241,Husyan
dsi_3789541,Kadeed
dsi_353815,Opera Ghost
dsi_2867921,Distant Music
dsi_2131801,Port Etienne I
dsi_3280872,Tin Soldier I
dsi_3207729,High Tension
dsi_3532011,First American
dsi_2104466,Djarvis
dsi_3533614,Menifee
dsi_2134468,Kadrou
dsi_615629,Signe Divin
dsi_718305,Poplar Bluff
dsi_2105376,Fabulous Dancer
dsi_3192245,Miner's Lamp
dsi_33425,Homo Sapien
dsi_3294039,Awesome Again
dsi_551803,Up And At 'Em
dsi_3716496,Speedmaster
dsi_3590951,Bachir
dsi_2112901,Petorius
dsi_302883,Dolpour
dsi_559601,Bin Ajwaad
dsi_5767636,Violence
dsi_746144,Louis Quatorze
dsi_2126411,Jupiter Island
dsi_3261874,Charge D'Affaires
dsi_3189998,Octagonal
dsi_4872385,Legolas
