jockey_id,total_rides,course,course_id,region,rides,1st,2nd,3rd,4th,a/e,win_%,1_pl
jky_238113,14367,Redcar,crs_1222,GB,827,78,73,87,99,0.83,0.09,-277.14
jky_238113,14367,Musselburgh,crs_416,GB,826,108,107,108,96,0.93,0.13,-203.76
jky_238113,14367,Beverley,crs_156,GB,811,83,75,89,92,0.82,0.1,-307.87
jky_238113,14367,Hamilton,crs_572,GB,789,105,88,112,114,0.88,0.13,-187.19
jky_238113,14367,Catterick,crs_260,GB,634,70,62,70,64,0.9,0.11,-230.71
jky_238113,14367,Ripon,crs_1274,GB,583,73,49,66,61,1.05,0.13,-163.25
jky_238113,14367,York,crs_2782,GB,573,35,42,45,54,0.73,0.06,-249.94
jky_238113,14367,Doncaster,crs_390,GB,570,36,43,63,47,0.69,0.06,-154.92
jky_238113,14367,Carlisle,crs_208,GB,557,67,63,71,66,0.83,0.12,-210.03
jky_238113,14367,Pontefract,crs_1196,GB,540,49,49,55,59,0.85,0.09,-89.15
jky_238113,14367,Newcastle,crs_962,GB,540,53,50,49,44,0.95,0.1,-122.83
jky_238113,14367,Haydock,crs_598,GB,472,46,44,40,43,0.87,0.1,-73.13
jky_238113,14367,Nottingham,crs_1040,GB,290,21,20,27,32,0.74,0.07,-89.5
jky_238113,14367,Chester,crs_338,GB,184,26,13,23,19,1.12,0.14,-6.64
jky_238113,14367,Lingfield (AW),crs_10218,GB,140,17,19,18,10,0.93,0.12,-51.25
jky_238113,14367,Kempton (AW),crs_28054,GB,139,14,11,14,10,0.92,0.1,-57.27
jky_238113,14367,Chelmsford (AW),crs_28158,GB,101,7,14,13,12,0.55,0.07,-34.92
jky_238113,14367,Leicester,crs_780,GB,87,5,7,13,8,0.57,0.06,-49.5
jky_238113,14367,Ascot,crs_52,GB,65,2,4,6,4,0.49,0.03,-34.0
jky_238113,14367,Wetherby,crs_2262,GB,62,6,8,8,5,0.86,0.1,-23.4
jky_238113,14367,Newmarket,crs_988,GB,61,9,5,5,5,1.45,0.15,-4.92
jky_238113,14367,Yarmouth,crs_2704,GB,47,3,7,6,7,0.6,0.06,-34.84
jky_238113,14367,Newmarket (July),crs_4524,GB,32,2,3,3,5,0.56,0.06,-17.0
jky_238113,14367,Newbury,crs_936,GB,26,4,3,0,4,1.72,0.15,10.12
jky_238113,14367,Goodwood,crs_546,GB,26,1,2,5,6,0.38,0.04,-20.0
jky_238113,14367,Warwick,crs_2210,GB,25,2,2,1,2,0.96,0.08,-6.5
jky_238113,14367,Sandown,crs_1404,GB,24,7,1,2,3,2.61,0.29,39.25
jky_238113,14367,Southwell,crs_1586,GB,18,0,1,4,1,0.0,0.0,-18.0
jky_238113,14367,Epsom,crs_442,GB,17,2,3,3,1,1.15,0.12,3.5
jky_238113,14367,Windsor,crs_2418,GB,16,3,0,1,1,1.74,0.19,25.5
jky_238113,14367,Bath,crs_130,GB,15,0,1,2,1,0.0,0.0,-15.0
jky_238113,14367,Chepstow,crs_312,GB,12,2,2,1,1,1.53,0.17,-4.0
jky_238113,14367,Curragh (IRE),crs_4628,IRE,11,2,1,0,1,1.1,0.18,8.25
jky_238113,14367,Lingfield,crs_806,GB,7,1,0,1,2,1.39,0.14,22.0
jky_238113,14367,Nad Al Sheba (UAE),crs_12558,UAE,7,1,1,0,1,1.43,0.14,1.0
jky_238113,14367,Brighton,crs_182,GB,4,0,1,0,1,0.0,0.0,-4.0
jky_238113,14367,Dundalk (AW) (IRE),crs_29588,IRE,2,1,0,0,1,2.12,0.5,2.5
jky_238113,14367,Longchamp (FR),crs_5486,FR,2,1,0,1,0,3.61,0.5,3.0
jky_238113,14367,Meydan (UAE),crs_32006,UAE,2,0,0,0,0,0.0,0.0,-2.0
jky_238113,14367,Cork (IRE),crs_15496,IRE,1,1,0,0,0,5.0,1.0,4.0
jky_238113,14367,Maisons-Laffitte (FR),crs_5538,FR,1,0,0,0,0,0.0,0.0,-1.0
jky_238113,14367,Navan (IRE),crs_5018,IRE,1,0,1,0,0,0.0,0.0,-1.0
jky_238113,14367,Folkestone,crs_494,GB,1,0,0,1,0,0.0,0.0,-1.0
jky_238113,14367,Chantilly (FR),crs_5304,FR,1,0,0,1,0,0.0,0.0,-1.0
jky_238113,14367,Sedgefield,crs_1482,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_238113,14367,Frankfurt (GER),crs_6006,GER,1,0,0,0,1,0.0,0.0,-1.0
jky_238113,14367,Tokyo (JPN),crs_8190,JPN,1,0,0,0,0,0.0,0.0,-1.0
jky_238113,14367,Market Rasen,crs_910,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_238113,14367,Kempton,crs_728,GB,1,0,1,0,0,0.0,0.0,-1.0
jky_238113,14367,Munich (GER),crs_6604,GER,1,0,0,0,0,0.0,0.0,-1.0
jky_238113,14367,Deauville (FR),crs_5356,FR,1,0,0,0,0,0.0,0.0,-1.0
jky_238113,14367,Baden-Baden (GER),crs_5382,GER,1,0,1,0,0,0.0,0.0,-1.0
jky_254571,21764,Wolverhampton (AW),crs_13338,GB,4323,501,538,528,519,0.86,0.12,-1049.91
jky_254571,21764,Kempton (AW),crs_28054,GB,3188,299,323,348,347,0.86,0.09,-820.99
jky_254571,21764,Lingfield (AW),crs_10218,GB,2937,343,379,388,376,0.86,0.12,-589.06
jky_254571,21764,Southwell (AW),crs_10244,GB,1633,168,199,218,199,0.73,0.1,-587.67
jky_254571,21764,Chelmsford (AW),crs_28158,GB,1500,152,149,189,184,0.77,0.1,-413.74
jky_254571,21764,Newcastle (AW),crs_35178,GB,686,72,79,87,85,0.72,0.1,-237.82
jky_254571,21764,Bath,crs_130,GB,675,76,69,101,77,0.75,0.11,-235.19
jky_254571,21764,Yarmouth,crs_2704,GB,543,55,55,71,81,0.78,0.1,-198.51
jky_254571,21764,Brighton,crs_182,GB,500,58,70,70,77,0.79,0.12,-166.28
jky_254571,21764,Chepstow,crs_312,GB,458,47,55,43,60,0.8,0.1,-115.23
jky_254571,21764,Windsor,crs_2418,GB,409,36,33,31,56,0.91,0.09,-53.06
jky_254571,21764,Nottingham,crs_1040,GB,383,38,39,35,34,0.91,0.1,-100.67
jky_254571,21764,Goodwood,crs_546,GB,328,17,23,33,32,0.56,0.05,-178.33
jky_254571,21764,Lingfield,crs_806,GB,272,30,41,36,25,0.76,0.11,-133.9
jky_254571,21764,Doncaster,crs_390,GB,266,19,15,18,27,0.78,0.07,-159.04
jky_254571,21764,Newmarket,crs_988,GB,266,11,28,22,23,0.52,0.04,-155.94
jky_254571,21764,Haydock,crs_598,GB,263,23,24,31,25,0.75,0.09,-108.27
jky_254571,21764,Ascot,crs_52,GB,257,19,17,24,18,0.92,0.07,-114.68
jky_254571,21764,Newmarket (July),crs_4524,GB,254,14,29,33,33,0.52,0.06,-141.33
jky_254571,21764,Leicester,crs_780,GB,246,10,20,27,34,0.44,0.04,-179.63
jky_254571,21764,Newbury,crs_936,GB,236,14,20,18,20,0.69,0.06,-71.21
jky_254571,21764,Salisbury,crs_1352,GB,224,18,25,19,24,0.75,0.08,-124.62
jky_254571,21764,Sandown,crs_1404,GB,199,20,24,24,21,1.01,0.1,13.56
jky_254571,21764,Catterick,crs_260,GB,143,22,15,21,21,0.91,0.15,-34.08
jky_254571,21764,Beverley,crs_156,GB,142,16,21,14,10,0.68,0.11,-54.66
jky_254571,21764,York,crs_2782,GB,129,13,11,14,10,1.07,0.1,-32.75
jky_254571,21764,Pontefract,crs_1196,GB,124,7,12,16,11,0.46,0.06,-103.5
jky_254571,21764,Redcar,crs_1222,GB,117,11,20,10,9,0.62,0.09,-41.59
jky_254571,21764,Ffos Las,crs_31512,GB,111,18,16,14,15,0.93,0.16,-3.93
jky_254571,21764,Thirsk,crs_2080,GB,99,13,12,6,9,0.91,0.13,-33.42
jky_254571,21764,Epsom,crs_442,GB,92,14,9,14,8,1.19,0.15,28.75
jky_254571,21764,Folkestone,crs_494,GB,88,8,13,19,7,0.65,0.09,-47.88
jky_254571,21764,Warwick,crs_2210,GB,86,7,15,9,12,0.63,0.08,-46.17
jky_254571,21764,Ripon,crs_1274,GB,75,9,6,11,9,0.68,0.12,-37.77
jky_254571,21764,Carlisle,crs_208,GB,70,8,11,6,5,0.65,0.11,-31.56
jky_254571,21764,Chester,crs_338,GB,69,8,8,5,14,0.92,0.12,-28.25
jky_254571,21764,Ayr,crs_78,GB,52,4,9,5,9,0.37,0.08,-37.2
jky_254571,21764,Newcastle,crs_962,GB,52,8,2,8,6,0.95,0.15,-18.59
jky_254571,21764,Hamilton,crs_572,GB,46,6,8,6,8,0.81,0.13,0.0
jky_254571,21764,Musselburgh,crs_416,GB,45,2,7,7,4,0.26,0.04,-38.37
jky_254571,21764,Meydan (UAE),crs_32006,UAE,38,2,3,1,6,0.8,0.05,-14.0
jky_254571,21764,Chantilly (FR),crs_5304,FR,12,2,2,2,1,1.12,0.17,24.6
jky_254571,21764,Curragh (IRE),crs_4628,IRE,11,0,1,2,1,0.0,0.0,-11.0
jky_254571,21764,Bro Park (SWE),crs_35334,SWE,10,1,0,2,3,0.65,0.1,-1.9
jky_254571,21764,Longchamp (FR),crs_5486,FR,9,2,0,0,2,2.69,0.22,21.3
jky_254571,21764,Deauville (FR),crs_5356,FR,8,1,0,0,0,1.82,0.12,6.1
jky_254571,21764,Hanover (GER),crs_6812,GER,8,3,0,0,1,2.0,0.38,6.2
jky_254571,21764,Baden-Baden (GER),crs_5382,GER,8,3,2,1,1,1.65,0.38,15.7
jky_254571,21764,Wetherby,crs_2262,GB,6,0,0,1,1,0.0,0.0,-6.0
jky_254571,21764,San Siro (ITY),crs_6318,ITY,5,2,0,0,0,2.99,0.4,7.5
jky_254571,21764,Maisons-Laffitte (FR),crs_5538,FR,4,0,0,1,1,0.0,0.0,-4.0
jky_254571,21764,Dundalk (AW) (IRE),crs_29588,IRE,4,2,0,0,0,2.03,0.5,1.0
jky_254571,21764,Dusseldorf (GER),crs_6240,GER,4,1,0,0,1,0.92,0.25,-1.8
jky_254571,21764,Cagnes-Sur-Mer (FR),crs_5616,FR,3,1,0,0,0,1.45,0.33,-0.6
jky_254571,21764,Sha Tin (HK),crs_10816,HK,3,0,0,0,0,0.0,0.0,-3.0
jky_254571,21764,Mulheim (GER),crs_7124,GER,3,0,1,0,0,0.0,0.0,-3.0
jky_254571,21764,Leopardstown (IRE),crs_4862,IRE,3,1,0,0,0,4.45,0.33,7.0
jky_254571,21764,Cologne (GER),crs_5876,GER,3,1,0,0,1,0.94,0.33,-0.9
jky_254571,21764,St Moritz (SWI),crs_10426,SWI,3,0,1,0,0,0.0,0.0,-3.0
jky_254571,21764,Ovrevoll (NOR),crs_6110,NOR,2,1,0,1,0,4.02,0.5,36.0
jky_254571,21764,Hamburg (GER),crs_6344,GER,2,0,0,0,0,0.0,0.0,-2.0
jky_254571,21764,Del Mar (USA),crs_11544,USA,2,0,0,0,1,0.0,0.0,-2.0
jky_254571,21764,Naas (IRE),crs_4992,IRE,2,0,0,0,1,0.0,0.0,-2.0
jky_254571,21764,Saint-Cloud (FR),crs_5694,FR,2,1,1,0,0,4.55,0.5,6.9
jky_254571,21764,Hoppegarten (GER),crs_11440,GER,2,1,1,0,0,1.69,0.5,2.8
jky_254571,21764,Woodbine (CAN),crs_6890,CAN,2,0,0,0,0,0.0,0.0,-2.0
jky_254571,21764,Munich (GER),crs_6604,GER,2,1,1,0,0,1.4,0.5,-0.2
jky_254571,21764,Capannelle (ITY),crs_7150,ITY,2,0,0,2,0,0.0,0.0,-2.0
jky_254571,21764,Nakayama (JPN),crs_13364,JPN,2,0,0,0,0,0.0,0.0,-2.0
jky_254571,21764,Southwell,crs_1586,GB,2,0,1,1,0,0.0,0.0,-2.0
jky_254571,21764,Fairyhouse (IRE),crs_4732,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Krefeld (GER),crs_6136,GER,1,1,0,0,0,2.4,1.0,1.4
jky_254571,21764,Hanshin (JPN),crs_12766,JPN,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Kyoto (JPN),crs_13104,JPN,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Fontainebleau (FR),crs_5434,FR,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Sapporo (JPN),crs_14950,JPN,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Mannheim (GER),crs_21918,GER,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Riyadh (KSA),crs_26416,KSA,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Kranji (SIN),crs_20644,SIN,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Chukyo (JPN),crs_14924,JPN,1,0,0,0,0,0.0,0.0,-1.0
jky_254571,21764,Kokura (JPN),crs_20228,JPN,1,0,0,0,0,0.0,0.0,-1.0
jky_283725,2632,Kempton (AW),crs_28054,GB,352,29,38,38,27,0.82,0.08,-80.33
jky_283725,2632,Chelmsford (AW),crs_28158,GB,299,33,34,37,19,0.96,0.11,-40.29
jky_283725,2632,Wolverhampton (AW),crs_13338,GB,276,35,25,25,27,1.08,0.13,-11.66
jky_283725,2632,Yarmouth,crs_2704,GB,191,13,24,26,17,0.56,0.07,-117.97
jky_283725,2632,Lingfield (AW),crs_10218,GB,175,15,13,18,19,0.84,0.09,-81.32
jky_283725,2632,Leicester,crs_780,GB,115,10,12,9,13,0.8,0.09,-50.25
jky_283725,2632,Windsor,crs_2418,GB,93,8,9,9,6,0.93,0.09,-31.5
jky_283725,2632,Nottingham,crs_1040,GB,93,4,19,11,4,0.35,0.04,-68.0
jky_283725,2632,Newmarket,crs_988,GB,83,4,2,13,3,0.67,0.05,6.5
jky_283725,2632,Southwell (AW),crs_10244,GB,79,10,7,13,7,1.03,0.13,-1.15
jky_283725,2632,Bath,crs_130,GB,76,10,15,8,5,1.15,0.13,16.5
jky_283725,2632,Newmarket (July),crs_4524,GB,76,5,2,12,6,0.77,0.07,-42.0
jky_283725,2632,Lingfield,crs_806,GB,70,6,9,9,6,0.62,0.09,-27.25
jky_283725,2632,Doncaster,crs_390,GB,69,8,7,8,5,1.2,0.12,24.83
jky_283725,2632,Brighton,crs_182,GB,66,5,7,9,14,0.63,0.08,-38.6
jky_283725,2632,Salisbury,crs_1352,GB,65,11,4,4,7,1.47,0.17,10.0
jky_283725,2632,Newcastle (AW),crs_35178,GB,60,9,9,8,6,0.99,0.15,-16.38
jky_283725,2632,Chepstow,crs_312,GB,46,4,6,9,5,0.65,0.09,-17.75
jky_283725,2632,Newbury,crs_936,GB,41,3,5,4,2,0.83,0.07,-17.75
jky_283725,2632,Haydock,crs_598,GB,37,3,2,2,2,0.87,0.08,-13.0
jky_283725,2632,Goodwood,crs_546,GB,35,3,3,3,4,0.64,0.09,-22.0
jky_283725,2632,Epsom,crs_442,GB,29,3,0,3,3,0.96,0.1,-17.5
jky_283725,2632,Ascot,crs_52,GB,28,1,2,4,2,0.36,0.04,-11.0
jky_283725,2632,Sandown,crs_1404,GB,25,5,3,4,3,1.67,0.2,7.0
jky_283725,2632,York,crs_2782,GB,21,0,2,1,1,0.0,0.0,-21.0
jky_283725,2632,Thirsk,crs_2080,GB,20,3,1,1,2,1.39,0.15,3.38
jky_283725,2632,Redcar,crs_1222,GB,20,6,3,2,2,1.96,0.3,22.38
jky_283725,2632,Beverley,crs_156,GB,17,3,1,1,4,1.17,0.18,-7.0
jky_283725,2632,Chester,crs_338,GB,16,2,1,1,2,1.29,0.12,2.5
jky_283725,2632,Ffos Las,crs_31512,GB,15,0,2,7,1,0.0,0.0,-15.0
jky_283725,2632,Pontefract,crs_1196,GB,10,0,3,1,1,0.0,0.0,-10.0
jky_283725,2632,Les Landes (JER),crs_11076,JER,8,1,2,2,2,0.49,0.12,-5.75
jky_283725,2632,Catterick,crs_260,GB,6,0,1,0,0,0.0,0.0,-6.0
jky_283725,2632,Ripon,crs_1274,GB,5,1,2,1,0,1.52,0.2,3.5
jky_283725,2632,Ayr,crs_78,GB,4,1,0,0,1,2.22,0.25,4.0
jky_283725,2632,Hamilton,crs_572,GB,2,0,1,0,0,0.0,0.0,-2.0
jky_283725,2632,Meydan (UAE),crs_32006,UAE,2,0,1,0,0,0.0,0.0,-2.0
jky_283725,2632,Carlisle,crs_208,GB,2,0,1,1,0,0.0,0.0,-2.0
jky_283725,2632,Wetherby,crs_2262,GB,1,0,0,0,1,0.0,0.0,-1.0
jky_283725,2632,Hanover (GER),crs_6812,GER,1,0,0,0,0,0.0,0.0,-1.0
jky_283725,2632,Bahrain (BHR),crs_22594,BHR,1,0,0,0,0,0.0,0.0,-1.0
jky_283725,2632,Musselburgh,crs_416,GB,1,0,0,1,0,0.0,0.0,-1.0
jky_283725,2632,Maisons-Laffitte (FR),crs_5538,FR,1,0,0,0,0,0.0,0.0,-1.0
jky_291957,1032,Lingfield (AW),crs_10218,GB,141,9,11,6,17,0.64,0.06,-67.5
jky_291957,1032,Wolverhampton (AW),crs_13338,GB,132,9,10,10,22,0.56,0.07,-72.5
jky_291957,1032,Kempton (AW),crs_28054,GB,131,7,14,9,10,0.71,0.05,-81.02
jky_291957,1032,Southwell (AW),crs_10244,GB,87,11,8,11,12,0.9,0.13,-35.38
jky_291957,1032,Chelmsford (AW),crs_28158,GB,78,6,4,11,10,0.63,0.08,-32.0
jky_291957,1032,Windsor,crs_2418,GB,42,4,1,5,7,0.98,0.1,-16.0
jky_291957,1032,Bath,crs_130,GB,37,3,8,4,4,0.51,0.08,-21.38
jky_291957,1032,Newcastle (AW),crs_35178,GB,32,7,1,2,4,1.24,0.22,-2.27
jky_291957,1032,Leicester,crs_780,GB,29,4,3,2,1,1.06,0.14,-5.75
jky_291957,1032,Brighton,crs_182,GB,29,4,3,3,5,0.94,0.14,5.5
jky_291957,1032,Chepstow,crs_312,GB,29,4,4,3,1,1.31,0.14,-14.37
jky_291957,1032,Salisbury,crs_1352,GB,27,3,4,3,2,0.73,0.11,-10.5
jky_291957,1032,Lingfield,crs_806,GB,23,1,3,1,4,0.48,0.04,-18.0
jky_291957,1032,Goodwood,crs_546,GB,23,4,5,3,2,1.41,0.17,2.75
jky_291957,1032,Doncaster,crs_390,GB,23,1,2,6,2,0.38,0.04,-15.5
jky_291957,1032,Ascot,crs_52,GB,15,2,0,1,1,1.33,0.13,-9.67
jky_291957,1032,Sandown,crs_1404,GB,15,3,0,2,1,1.99,0.2,4.5
jky_291957,1032,Newbury,crs_936,GB,13,2,2,1,0,2.06,0.15,16.0
jky_291957,1032,Yarmouth,crs_2704,GB,13,1,0,2,2,0.58,0.08,-8.0
jky_291957,1032,Epsom,crs_442,GB,13,3,0,3,4,1.23,0.23,4.9
jky_291957,1032,Ffos Las,crs_31512,GB,12,2,3,0,1,1.33,0.17,1.38
jky_291957,1032,Nottingham,crs_1040,GB,11,0,2,0,1,0.0,0.0,-11.0
jky_291957,1032,Newmarket,crs_988,GB,11,1,1,0,1,0.97,0.09,-3.5
jky_291957,1032,Chester,crs_338,GB,8,2,1,1,0,1.55,0.25,0.0
jky_291957,1032,Ayr,crs_78,GB,8,0,2,0,1,0.0,0.0,-8.0
jky_291957,1032,Newmarket (July),crs_4524,GB,7,1,1,0,1,1.91,0.14,14.0
jky_291957,1032,York,crs_2782,GB,7,0,0,0,0,0.0,0.0,-7.0
jky_291957,1032,Beverley,crs_156,GB,6,1,1,0,0,1.48,0.17,-1.0
jky_291957,1032,Haydock,crs_598,GB,5,0,0,1,0,0.0,0.0,-5.0
jky_291957,1032,Pontefract,crs_1196,GB,5,1,1,0,1,1.5,0.2,-1.75
jky_291957,1032,Thirsk,crs_2080,GB,5,2,0,1,1,3.68,0.4,18.33
jky_291957,1032,Redcar,crs_1222,GB,5,1,1,0,0,2.32,0.2,18.0
jky_291957,1032,Les Landes (JER),crs_11076,JER,3,0,1,0,0,0.0,0.0,-3.0
jky_291957,1032,Carlisle,crs_208,GB,2,0,0,0,2,0.0,0.0,-2.0
jky_291957,1032,Ripon,crs_1274,GB,2,0,0,0,1,0.0,0.0,-2.0
jky_291957,1032,Musselburgh,crs_416,GB,1,0,0,0,1,0.0,0.0,-1.0
jky_291957,1032,Wetherby,crs_2262,GB,1,0,1,0,0,0.0,0.0,-1.0
jky_291957,1032,Catterick,crs_260,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_301050,2159,Kempton (AW),crs_28054,GB,223,22,20,16,22,0.91,0.1,-74.64
jky_301050,2159,Wolverhampton (AW),crs_13338,GB,174,21,22,18,16,0.88,0.12,-46.74
jky_301050,2159,Lingfield (AW),crs_10218,GB,147,19,14,18,13,1.06,0.13,-11.6
jky_301050,2159,Windsor,crs_2418,GB,127,12,15,14,10,0.74,0.09,-33.68
jky_301050,2159,Chelmsford (AW),crs_28158,GB,115,12,12,13,6,0.79,0.1,-53.62
jky_301050,2159,Ascot,crs_52,GB,104,15,8,6,9,1.52,0.14,38.58
jky_301050,2159,Southwell (AW),crs_10244,GB,99,12,13,18,7,1.01,0.12,27.0
jky_301050,2159,Bath,crs_130,GB,88,7,11,11,12,0.63,0.08,-55.75
jky_301050,2159,Brighton,crs_182,GB,80,18,19,12,7,1.05,0.23,20.81
jky_301050,2159,Goodwood,crs_546,GB,76,11,6,6,8,1.22,0.14,-13.13
jky_301050,2159,Newbury,crs_936,GB,71,5,7,8,13,0.76,0.07,-0.5
jky_301050,2159,Newmarket,crs_988,GB,69,5,9,7,7,0.86,0.07,5.5
jky_301050,2159,Yarmouth,crs_2704,GB,65,9,9,13,7,0.87,0.14,-23.3
jky_301050,2159,Chepstow,crs_312,GB,61,12,9,7,6,1.13,0.2,-11.81
jky_301050,2159,Newcastle (AW),crs_35178,GB,57,12,4,3,8,1.55,0.21,83.8
jky_301050,2159,Doncaster,crs_390,GB,51,5,4,4,6,0.88,0.1,-25.88
jky_301050,2159,Haydock,crs_598,GB,48,7,7,5,2,0.98,0.15,-13.97
jky_301050,2159,Ffos Las,crs_31512,GB,48,6,9,14,5,0.71,0.12,-7.42
jky_301050,2159,Sandown,crs_1404,GB,46,1,5,7,8,0.2,0.02,-39.5
jky_301050,2159,Newmarket (July),crs_4524,GB,46,9,2,6,7,1.66,0.2,35.61
jky_301050,2159,Leicester,crs_780,GB,45,6,4,6,6,1.09,0.13,-0.5
jky_301050,2159,Lingfield,crs_806,GB,43,5,6,5,5,0.89,0.12,-20.87
jky_301050,2159,Salisbury,crs_1352,GB,40,1,5,11,4,0.24,0.03,-35.5
jky_301050,2159,York,crs_2782,GB,36,0,2,4,7,0.0,0.0,-36.0
jky_301050,2159,Nottingham,crs_1040,GB,36,5,3,2,6,1.11,0.14,-6.3
jky_301050,2159,Meydan (UAE),crs_32006,UAE,34,1,6,4,3,0.34,0.03,-25.5
jky_301050,2159,Chester,crs_338,GB,25,2,2,4,1,0.61,0.08,-11.0
jky_301050,2159,Epsom,crs_442,GB,19,1,2,2,5,0.56,0.05,-10.0
jky_301050,2159,Carlisle,crs_208,GB,19,2,1,1,3,0.6,0.11,-8.5
jky_301050,2159,Pontefract,crs_1196,GB,9,1,0,1,1,0.52,0.11,-4.67
jky_301050,2159,Thirsk,crs_2080,GB,9,2,1,1,1,1.21,0.22,-3.52
jky_301050,2159,Musselburgh,crs_416,GB,8,3,1,1,0,2.1,0.38,15.13
jky_301050,2159,Ripon,crs_1274,GB,6,2,0,0,0,2.67,0.33,17.0
jky_301050,2159,Hamilton,crs_572,GB,5,0,2,1,0,0.0,0.0,-5.0
jky_301050,2159,Catterick,crs_260,GB,5,1,0,1,1,0.73,0.2,-3.33
jky_301050,2159,Redcar,crs_1222,GB,4,1,0,1,0,1.12,0.25,-2.27
jky_301050,2159,Beverley,crs_156,GB,3,0,2,0,0,0.0,0.0,-3.0
jky_301050,2159,Wetherby,crs_2262,GB,3,2,0,0,1,4.14,0.67,7.0
jky_301050,2159,Longchamp (FR),crs_5486,FR,2,0,0,0,1,0.0,0.0,-2.0
jky_301050,2159,Ayr,crs_78,GB,2,1,0,0,0,2.25,0.5,0.38
jky_301050,2159,Bahrain (BHR),crs_22594,BHR,2,0,0,0,0,0.0,0.0,-2.0
jky_301050,2159,Curragh (IRE),crs_4628,IRE,2,0,1,0,0,0.0,0.0,-2.0
jky_301050,2159,Fairyhouse (IRE),crs_4732,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_301050,2159,San Siro (ITY),crs_6318,ITY,1,1,0,0,0,3.75,1.0,2.75
jky_301050,2159,Geelong (AUS),crs_21372,AUS,1,0,0,1,0,0.0,0.0,-1.0
jky_301050,2159,Saint-Cloud (FR),crs_5694,FR,1,0,0,0,0,0.0,0.0,-1.0
jky_301050,2159,Deauville (FR),crs_5356,FR,1,0,0,1,0,0.0,0.0,-1.0
jky_301050,2159,Chantilly (FR),crs_5304,FR,1,0,0,0,0,0.0,0.0,-1.0
jky_301050,2159,Jebel Ali (UAE),crs_14690,UAE,1,0,0,0,0,0.0,0.0,-1.0
jky_284706,2008,Dundalk (AW) (IRE),crs_29588,IRE,349,12,17,20,23,0.51,0.03,-233.17
jky_284706,2008,Curragh (IRE),crs_4628,IRE,124,2,11,8,7,0.26,0.02,-87.0
jky_284706,2008,Newcastle (AW),crs_35178,GB,89,5,6,11,8,0.72,0.06,-16.5
jky_284706,2008,Navan (IRE),crs_5018,IRE,88,4,4,3,6,0.73,0.05,-22.5
jky_284706,2008,Gowran Park (IRE),crs_4784,IRE,78,4,7,3,6,0.7,0.05,-41.5
jky_284706,2008,Musselburgh,crs_416,GB,77,10,7,7,10,1.02,0.13,-16.02
jky_284706,2008,Wolverhampton (AW),crs_13338,GB,71,10,5,7,7,1.44,0.14,72.62
jky_284706,2008,Leopardstown (IRE),crs_4862,IRE,69,6,1,7,3,1.09,0.09,-5.5
jky_284706,2008,Naas (IRE),crs_4992,IRE,68,1,4,6,8,0.24,0.01,-47.0
jky_284706,2008,Hamilton,crs_572,GB,63,6,6,5,11,0.81,0.1,-31.75
jky_284706,2008,Fairyhouse (IRE),crs_4732,IRE,51,3,2,2,4,0.77,0.06,-18.0
jky_284706,2008,Galway (IRE),crs_4758,IRE,50,4,2,3,2,1.1,0.08,4.0
jky_284706,2008,Redcar,crs_1222,GB,44,2,3,6,1,0.51,0.05,-34.75
jky_284706,2008,Carlisle,crs_208,GB,42,7,2,6,3,1.31,0.17,11.33
jky_284706,2008,York,crs_2782,GB,40,2,2,3,1,0.67,0.05,-16.0
jky_284706,2008,Beverley,crs_156,GB,39,5,2,6,4,1.02,0.13,-11.05
jky_284706,2008,Cork (IRE),crs_15496,IRE,39,1,2,1,1,0.37,0.03,-30.0
jky_284706,2008,Limerick (IRE),crs_4888,IRE,39,2,1,2,3,0.67,0.05,-32.0
jky_284706,2008,Catterick,crs_260,GB,37,4,5,2,3,0.9,0.11,-19.02
jky_284706,2008,Roscommon (IRE),crs_5096,IRE,36,1,2,0,4,0.32,0.03,-31.0
jky_284706,2008,Chester,crs_338,GB,35,2,3,4,4,0.47,0.06,-26.0
jky_284706,2008,Thirsk,crs_2080,GB,34,5,2,4,0,1.37,0.15,-0.21
jky_284706,2008,Ayr,crs_78,GB,34,4,1,4,3,1.13,0.12,-11.25
jky_284706,2008,Bellewstown (IRE),crs_4576,IRE,32,0,1,1,2,0.0,0.0,-32.0
jky_284706,2008,Tipperary (IRE),crs_5252,IRE,31,0,1,3,2,0.0,0.0,-31.0
jky_284706,2008,Down Royal (IRE),crs_4680,IRE,29,1,2,1,3,0.37,0.03,-23.0
jky_284706,2008,Killarney (IRE),crs_4810,IRE,29,3,2,3,0,1.28,0.1,-2.0
jky_284706,2008,Ripon,crs_1274,GB,27,1,2,2,5,0.33,0.04,-23.0
