jockey_id,total_rides,course,course_id,region,rides,1st,2nd,3rd,4th,a/e,win_%,1_pl
jky_293565,2061,Ayr,crs_78,GB,211,30,39,25,22,0.87,0.14,-32.24
jky_293565,2061,Kelso,crs_702,GB,200,24,33,31,17,0.77,0.12,-89.83
jky_293565,2061,Sedgefield,crs_1482,GB,183,32,21,20,22,1.16,0.17,51.11
jky_293565,2061,Perth,crs_1066,GB,173,23,22,19,28,0.89,0.13,-49.91
jky_293565,2061,Carlisle,crs_208,GB,172,27,23,22,14,1.11,0.16,-5.9
jky_293565,2061,Newcastle,crs_962,GB,168,23,27,20,20,0.85,0.14,-67.76
jky_293565,2061,Musselburgh,crs_416,GB,164,23,18,19,22,1.02,0.14,-41.63
jky_293565,2061,Hexham,crs_650,GB,164,23,18,19,16,1.03,0.14,-25.8
jky_293565,2061,Cartmel,crs_234,GB,81,12,7,11,9,1.07,0.15,-25.14
jky_293565,2061,Wetherby,crs_2262,GB,81,11,9,13,10,0.94,0.14,-29.33
jky_293565,2061,Doncaster,crs_390,GB,73,10,4,13,8,1.08,0.14,-12.62
jky_293565,2061,Catterick,crs_260,GB,68,7,8,13,5,0.79,0.1,-16.59
jky_293565,2061,Uttoxeter,crs_2184,GB,53,8,8,5,6,1.24,0.15,-3.3
jky_293565,2061,Market Rasen,crs_910,GB,51,7,3,3,7,1.18,0.14,21.0
jky_293565,2061,Haydock,crs_598,GB,43,6,4,5,6,1.0,0.14,-20.1
jky_293565,2061,Aintree,crs_832,GB,41,4,1,2,6,1.28,0.1,23.0
jky_293565,2061,Southwell,crs_1586,GB,30,0,4,4,4,0.0,0.0,-30.0
jky_293565,2061,Cheltenham,crs_286,GB,19,1,1,0,1,1.06,0.05,2.0
jky_293565,2061,Bangor-on-Dee,crs_104,GB,17,0,4,0,2,0.0,0.0,-17.0
jky_293565,2061,Huntingdon,crs_676,GB,10,1,0,0,3,1.9,0.1,-2.0
jky_293565,2061,Leicester,crs_780,GB,7,0,1,0,0,0.0,0.0,-7.0
jky_293565,2061,Taunton,crs_1898,GB,6,1,1,1,0,1.08,0.17,9.0
jky_293565,2061,Stratford,crs_1742,GB,5,0,0,1,1,0.0,0.0,-5.0
jky_293565,2061,Wincanton,crs_2340,GB,4,0,1,0,1,0.0,0.0,-4.0
jky_293565,2061,Kempton,crs_728,GB,4,0,0,1,0,0.0,0.0,-4.0
jky_293565,2061,Worcester,crs_2626,GB,4,1,1,1,1,1.4,0.25,-1.75
jky_293565,2061,Ascot,crs_52,GB,4,0,0,0,0,0.0,0.0,-4.0
jky_293565,2061,Plumpton,crs_1144,GB,3,0,1,1,1,0.0,0.0,-3.0
jky_293565,2061,Ludlow,crs_884,GB,3,1,1,0,0,1.25,0.33,-0.9
jky_293565,2061,Sandown,crs_1404,GB,3,0,1,0,0,0.0,0.0,-3.0
jky_293565,2061,Chepstow,crs_312,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_293565,2061,York,crs_2782,GB,2,0,0,1,0,0.0,0.0,-2.0
jky_293565,2061,Warwick,crs_2210,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_293565,2061,Chester,crs_338,GB,2,1,1,0,0,2.04,0.5,3.5
jky_293565,2061,Newbury,crs_936,GB,1,0,0,0,1,0.0,0.0,-1.0
jky_293565,2061,Newcastle (AW),crs_35178,GB,1,0,0,0,1,0.0,0.0,-1.0
jky_293565,2061,Downpatrick (IRE),crs_4654,IRE,1,0,1,0,0,0.0,0.0,-1.0
jky_293565,2061,Fontwell,crs_520,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_293565,2061,Newton Abbot,crs_1014,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_293565,2061,Fakenham,crs_468,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_293565,2061,Punchestown (IRE),crs_5070,IRE,1,0,1,0,0,0.0,0.0,-1.0
jky_293565,2061,Exeter,crs_364,GB,1,1,0,0,0,5.0,1.0,4.0
jky_257538,4374,Kelso,crs_702,GB,214,15,28,28,33,0.58,0.07,-99.27
jky_257538,4374,Hexham,crs_650,GB,210,15,27,29,28,0.66,0.07,-114.0
jky_257538,4374,Ayr,crs_78,GB,207,22,24,29,28,0.96,0.11,-62.44
jky_257538,4374,Sedgefield,crs_1482,GB,195,24,24,24,30,0.9,0.12,-81.97
jky_257538,4374,Newcastle,crs_962,GB,191,20,19,22,25,0.95,0.1,-40.43
jky_257538,4374,Perth,crs_1066,GB,188,21,29,19,22,0.93,0.11,-40.73
jky_257538,4374,Musselburgh,crs_416,GB,163,17,24,21,24,0.89,0.1,-25.75
jky_257538,4374,Carlisle,crs_208,GB,160,20,14,17,20,1.12,0.12,20.63
jky_257538,4374,Wetherby,crs_2262,GB,150,16,15,18,22,0.86,0.11,-30.6
jky_257538,4374,Taunton,crs_1898,GB,130,11,9,12,13,0.84,0.08,-56.77
jky_257538,4374,Uttoxeter,crs_2184,GB,124,10,23,18,18,0.6,0.08,-5.5
jky_257538,4374,Newton Abbot,crs_1014,GB,117,11,12,15,12,0.86,0.09,-22.0
jky_257538,4374,Wincanton,crs_2340,GB,114,18,7,9,9,1.3,0.16,7.14
jky_257538,4374,Catterick,crs_260,GB,112,16,17,11,18,1.2,0.14,6.08
jky_257538,4374,Market Rasen,crs_910,GB,109,15,14,11,12,1.1,0.14,2.67
jky_257538,4374,Cartmel,crs_234,GB,99,13,8,14,16,0.92,0.13,-43.68
jky_257538,4374,Exeter,crs_364,GB,98,10,11,7,11,1.03,0.1,-19.46
jky_257538,4374,Worcester,crs_2626,GB,81,10,7,13,5,1.13,0.12,-8.25
jky_257538,4374,Cheltenham,crs_286,GB,69,2,4,3,5,0.43,0.03,-40.5
jky_257538,4374,Doncaster,crs_390,GB,67,5,8,14,12,0.64,0.07,-23.0
jky_257538,4374,Chepstow,crs_312,GB,59,7,3,8,6,1.26,0.12,-2.08
jky_257538,4374,Ffos Las,crs_31512,GB,59,5,5,15,7,0.51,0.08,-5.01
jky_257538,4374,Stratford,crs_1742,GB,56,4,8,5,7,0.53,0.07,-12.5
jky_257538,4374,Fontwell,crs_520,GB,53,7,7,4,6,0.89,0.13,-21.5
jky_257538,4374,Aintree,crs_832,GB,50,4,4,2,4,1.07,0.08,-16.5
jky_257538,4374,Ludlow,crs_884,GB,50,2,6,7,7,0.41,0.04,-37.5
jky_257538,4374,Huntingdon,crs_676,GB,50,6,7,5,7,0.83,0.12,-20.53
jky_257538,4374,Dundalk (AW) (IRE),crs_29588,IRE,46,1,2,5,3,0.31,0.02,-38.0
jky_257538,4374,Warwick,crs_2210,GB,46,1,12,5,10,0.17,0.02,-35.0
jky_257538,4374,Leopardstown (IRE),crs_4862,IRE,44,5,3,3,2,1.24,0.11,-1.5
jky_257538,4374,Fairyhouse (IRE),crs_4732,IRE,42,0,2,1,0,0.0,0.0,-42.0
jky_257538,4374,Tramore (IRE),crs_5200,IRE,41,2,7,3,5,0.43,0.05,-28.5
jky_257538,4374,Cork (IRE),crs_15496,IRE,41,2,6,3,3,0.58,0.05,-20.5
jky_257538,4374,Gowran Park (IRE),crs_4784,IRE,41,2,3,6,2,0.53,0.05,-15.0
jky_257538,4374,Haydock,crs_598,GB,40,6,4,3,3,1.36,0.15,14.88
jky_257538,4374,Southwell,crs_1586,GB,40,1,5,3,5,0.22,0.03,-32.0
jky_257538,4374,Newbury,crs_936,GB,38,3,3,4,4,0.91,0.08,-20.0
jky_257538,4374,Galway (IRE),crs_4758,IRE,36,1,3,3,3,0.38,0.03,-32.0
jky_257538,4374,Downpatrick (IRE),crs_4654,IRE,36,3,4,3,5,0.99,0.08,-14.0
jky_257538,4374,Navan (IRE),crs_5018,IRE,35,0,0,2,0,0.0,0.0,-35.0
jky_257538,4374,Punchestown (IRE),crs_5070,IRE,35,3,0,4,3,1.55,0.09,9.0
jky_257538,4374,Fakenham,crs_468,GB,35,7,7,6,2,1.07,0.2,-7.67
jky_257538,4374,Plumpton,crs_1144,GB,33,3,4,6,8,0.51,0.09,-20.77
jky_257538,4374,Kempton,crs_728,GB,33,2,2,3,4,0.53,0.06,-22.9
jky_257538,4374,Sandown,crs_1404,GB,33,3,2,1,2,0.99,0.09,-15.88
jky_257538,4374,Limerick (IRE),crs_4888,IRE,32,1,1,4,5,0.4,0.03,-24.0
jky_257538,4374,Wexford (RH) (IRE),crs_34892,IRE,30,2,3,4,5,0.92,0.07,-18.0
jky_257538,4374,Bangor-on-Dee,crs_104,GB,29,2,4,5,3,0.51,0.07,-18.0
jky_257538,4374,Clonmel (IRE),crs_4602,IRE,29,0,4,5,2,0.0,0.0,-29.0
jky_257538,4374,Naas (IRE),crs_4992,IRE,28,1,1,1,2,0.46,0.04,6.0
jky_257538,4374,Down Royal (IRE),crs_4680,IRE,27,0,0,4,0,0.0,0.0,-27.0
jky_257538,4374,Killarney (IRE),crs_4810,IRE,27,1,0,3,3,0.59,0.04,-12.0
jky_257538,4374,Hereford,crs_624,GB,25,3,3,2,3,0.94,0.12,-13.2
jky_257538,4374,Listowel (IRE),crs_4940,IRE,25,0,1,0,1,0.0,0.0,-25.0
jky_257538,4374,Roscommon (IRE),crs_5096,IRE,24,0,3,3,3,0.0,0.0,-24.0
jky_257538,4374,Towcester,crs_2158,GB,23,3,2,3,2,0.73,0.13,1.62
jky_257538,4374,Curragh (IRE),crs_4628,IRE,23,0,1,1,0,0.0,0.0,-23.0
jky_257538,4374,Ascot,crs_52,GB,20,0,3,3,4,0.0,0.0,-20.0
jky_257538,4374,Ballinrobe (IRE),crs_4550,IRE,19,0,3,3,1,0.0,0.0,-19.0
jky_257538,4374,Thurles (IRE),crs_5148,IRE,19,1,0,1,1,0.73,0.05,-14.0
jky_257538,4374,Bellewstown (IRE),crs_4576,IRE,17,3,0,2,1,1.53,0.18,-2.75
jky_257538,4374,Leicester,crs_780,GB,15,1,0,2,3,0.38,0.07,-10.5
jky_257538,4374,Kilbeggan (IRE),crs_5278,IRE,14,0,1,2,2,0.0,0.0,-14.0
jky_257538,4374,Lingfield,crs_806,GB,14,3,1,5,1,1.12,0.21,-6.45
jky_257538,4374,Auteuil (FR),crs_5330,FR,14,0,0,2,0,0.0,0.0,-14.0
jky_257538,4374,Tipperary (IRE),crs_5252,IRE,12,0,0,0,0,0.0,0.0,-12.0
jky_257538,4374,Sligo (IRE),crs_5122,IRE,8,1,0,0,0,1.24,0.12,-1.0
jky_257538,4374,Enghien (FR),crs_6474,FR,5,0,1,2,0,0.0,0.0,-5.0
jky_257538,4374,Wolverhampton (AW),crs_13338,GB,3,0,1,0,1,0.0,0.0,-3.0
jky_257538,4374,Folkestone,crs_494,GB,3,1,0,0,1,2.36,0.33,0.5
jky_257538,4374,Lingfield (AW),crs_10218,GB,3,0,0,0,2,0.0,0.0,-3.0
jky_257538,4374,Compiegne (FR),crs_7566,FR,3,0,0,0,0,0.0,0.0,-3.0
jky_257538,4374,Goodwood,crs_546,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_257538,4374,Newcastle (AW),crs_35178,GB,2,0,0,1,0,0.0,0.0,-2.0
jky_257538,4374,Nantes (FR),crs_7254,FR,2,0,0,0,1,0.0,0.0,-2.0
jky_257538,4374,York,crs_2782,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_257538,4374,Laytown (IRE),crs_4836,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_257538,4374,Wexford (IRE),crs_5226,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_257538,4374,Epsom,crs_442,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_257538,4374,Tralee (IRE),crs_5174,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_257538,4374,Newmarket,crs_988,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_257538,4374,Nottingham,crs_1040,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_257349,977,Hexham,crs_650,GB,211,25,21,23,29,1.02,0.12,-22.89
jky_257349,977,Kelso,crs_702,GB,151,20,8,18,18,1.16,0.13,6.83
jky_257349,977,Carlisle,crs_208,GB,120,9,6,10,14,0.79,0.07,-63.96
jky_257349,977,Sedgefield,crs_1482,GB,79,7,6,6,8,1.03,0.09,-29.12
jky_257349,977,Newcastle,crs_962,GB,76,3,9,7,7,0.35,0.04,-49.25
jky_257349,977,Perth,crs_1066,GB,70,7,4,11,9,0.93,0.1,-24.37
jky_257349,977,Cartmel,crs_234,GB,60,7,9,7,6,0.99,0.12,-22.25
jky_257349,977,Ayr,crs_78,GB,55,1,4,11,7,0.19,0.02,-49.0
jky_257349,977,Catterick,crs_260,GB,51,2,3,6,10,0.45,0.04,-26.0
jky_257349,977,Musselburgh,crs_416,GB,34,2,3,2,7,0.77,0.06,-13.0
jky_257349,977,Wetherby,crs_2262,GB,31,0,4,0,2,0.0,0.0,-31.0
jky_257349,977,Haydock,crs_598,GB,9,0,1,2,2,0.0,0.0,-9.0
jky_257349,977,Uttoxeter,crs_2184,GB,8,0,2,1,1,0.0,0.0,-8.0
jky_257349,977,Bangor-on-Dee,crs_104,GB,7,1,0,2,0,1.47,0.14,5.0
jky_257349,977,Market Rasen,crs_910,GB,5,1,0,0,0,2.08,0.2,6.0
jky_257349,977,Cheltenham,crs_286,GB,3,1,0,0,0,10.87,0.33,18.0
jky_257349,977,Stratford,crs_1742,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_257349,977,Aintree,crs_832,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_257349,977,Newcastle (AW),crs_35178,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_257349,977,Southwell,crs_1586,GB,1,0,0,0,1,0.0,0.0,-1.0
jky_257349,977,Huntingdon,crs_676,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_259077,3192,Kelso,crs_702,GB,444,73,54,53,45,1.16,0.16,-43.64
jky_259077,3192,Hexham,crs_650,GB,282,30,38,21,39,0.86,0.11,56.86
jky_259077,3192,Ayr,crs_78,GB,269,29,32,35,34,0.83,0.11,-118.93
jky_259077,3192,Carlisle,crs_208,GB,267,32,26,33,43,0.96,0.12,22.27
jky_259077,3192,Newcastle,crs_962,GB,255,34,30,27,26,1.01,0.13,88.99
jky_259077,3192,Perth,crs_1066,GB,248,14,22,36,31,0.54,0.06,-147.92
jky_259077,3192,Sedgefield,crs_1482,GB,247,31,35,24,27,0.99,0.13,39.33
jky_259077,3192,Wetherby,crs_2262,GB,240,22,24,23,26,0.77,0.09,-115.59
jky_259077,3192,Musselburgh,crs_416,GB,215,32,27,20,23,1.22,0.15,0.03
jky_259077,3192,Catterick,crs_260,GB,121,13,14,16,10,0.89,0.11,-41.94
jky_259077,3192,Cartmel,crs_234,GB,101,10,11,14,14,0.99,0.1,-15.25
jky_259077,3192,Haydock,crs_598,GB,79,7,15,7,11,0.69,0.09,-21.67
jky_259077,3192,Doncaster,crs_390,GB,69,3,10,5,9,0.46,0.04,-44.25
jky_259077,3192,Market Rasen,crs_910,GB,63,5,7,8,7,0.65,0.08,-23.63
jky_259077,3192,Uttoxeter,crs_2184,GB,59,10,7,6,8,1.51,0.17,40.88
jky_259077,3192,Aintree,crs_832,GB,55,1,4,7,4,0.29,0.02,12.0
jky_259077,3192,Southwell,crs_1586,GB,42,4,5,1,6,0.76,0.1,-29.43
jky_259077,3192,Bangor-on-Dee,crs_104,GB,25,2,1,0,3,0.81,0.08,-5.0
jky_259077,3192,Fakenham,crs_468,GB,19,2,3,0,3,1.01,0.11,-4.5
jky_259077,3192,Cheltenham,crs_286,GB,16,2,1,1,1,1.56,0.12,23.0
jky_259077,3192,Warwick,crs_2210,GB,12,1,2,3,1,0.64,0.08,-4.5
jky_259077,3192,Les Landes (JER),crs_11076,JER,11,2,1,3,1,0.56,0.18,-7.5
jky_259077,3192,Stratford,crs_1742,GB,9,0,0,1,3,0.0,0.0,-9.0
jky_259077,3192,Worcester,crs_2626,GB,6,1,1,0,0,1.57,0.17,4.0
jky_259077,3192,Huntingdon,crs_676,GB,5,0,0,1,1,0.0,0.0,-5.0
jky_259077,3192,Sandown,crs_1404,GB,4,1,0,0,0,2.23,0.25,7.0
jky_259077,3192,Hamilton,crs_572,GB,4,0,1,0,1,0.0,0.0,-4.0
jky_259077,3192,Chepstow,crs_312,GB,4,0,1,0,0,0.0,0.0,-4.0
jky_259077,3192,Leicester,crs_780,GB,3,0,0,0,0,0.0,0.0,-3.0
jky_259077,3192,Ludlow,crs_884,GB,2,0,0,0,1,0.0,0.0,-2.0
jky_259077,3192,Wincanton,crs_2340,GB,2,1,0,0,0,6.69,0.5,6.0
jky_259077,3192,Towcester,crs_2158,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_259077,3192,Ascot,crs_52,GB,2,0,1,0,1,0.0,0.0,-2.0
jky_259077,3192,Newbury,crs_936,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_259077,3192,Ffos Las,crs_31512,GB,2,0,1,0,1,0.0,0.0,-2.0
jky_259077,3192,Taunton,crs_1898,GB,2,0,0,0,1,0.0,0.0,-2.0
jky_259077,3192,Plumpton,crs_1144,GB,1,0,0,0,1,0.0,0.0,-1.0
jky_259077,3192,Thirsk,crs_2080,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_259077,3192,Hereford,crs_624,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_259077,3192,Pontefract,crs_1196,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_285654,730,Sedgefield,crs_1482,GB,97,10,14,12,14,0.83,0.1,-18.69
jky_285654,730,Newcastle,crs_962,GB,77,8,3,2,4,1.11,0.1,-13.95
jky_285654,730,Market Rasen,crs_910,GB,69,7,7,4,6,1.02,0.1,-18.88
jky_285654,730,Wetherby,crs_2262,GB,52,3,2,4,5,0.77,0.06,-6.0
jky_285654,730,Catterick,crs_260,GB,50,4,8,4,4,0.73,0.08,-27.75
jky_285654,730,Hexham,crs_650,GB,47,3,3,2,7,0.74,0.06,-32.76
jky_285654,730,Southwell,crs_1586,GB,38,6,4,3,4,1.77,0.16,5.85
jky_285654,730,Musselburgh,crs_416,GB,35,4,1,4,5,1.11,0.11,-16.59
jky_285654,730,Carlisle,crs_208,GB,33,0,0,2,3,0.0,0.0,-33.0
jky_285654,730,Kelso,crs_702,GB,26,2,1,2,3,0.87,0.08,-14.0
jky_285654,730,Uttoxeter,crs_2184,GB,25,0,1,4,1,0.0,0.0,-25.0
jky_285654,730,Ayr,crs_78,GB,24,1,4,1,3,0.46,0.04,-21.5
jky_285654,730,Cartmel,crs_234,GB,20,2,5,1,3,0.87,0.1,-4.5
jky_285654,730,Perth,crs_1066,GB,19,2,1,3,1,1.71,0.11,-0.5
jky_285654,730,Stratford,crs_1742,GB,18,1,0,3,2,0.37,0.06,-9.5
jky_285654,730,Doncaster,crs_390,GB,15,1,2,3,2,0.48,0.07,-13.27
jky_285654,730,Cheltenham,crs_286,GB,12,1,0,1,0,1.87,0.08,55.0
jky_285654,730,Haydock,crs_598,GB,10,2,1,0,1,1.31,0.2,-1.93
jky_285654,730,Huntingdon,crs_676,GB,8,1,2,1,1,0.8,0.12,-6.0
jky_285654,730,Aintree,crs_832,GB,7,0,0,0,0,0.0,0.0,-7.0
jky_285654,730,Newcastle (AW),crs_35178,GB,7,0,1,0,1,0.0,0.0,-7.0
jky_285654,730,Southwell (AW),crs_10244,GB,6,1,2,0,1,0.99,0.17,-2.5
jky_285654,730,Bangor-on-Dee,crs_104,GB,6,1,1,0,0,1.69,0.17,6.0
jky_285654,730,Leicester,crs_780,GB,4,0,0,2,0,0.0,0.0,-4.0
jky_285654,730,Worcester,crs_2626,GB,4,0,0,1,0,0.0,0.0,-4.0
jky_285654,730,Nottingham,crs_1040,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_285654,730,Lingfield,crs_806,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_285654,730,Hereford,crs_624,GB,2,0,0,1,0,0.0,0.0,-2.0
jky_285654,730,Newbury,crs_936,GB,2,0,0,0,0,0.0,0.0,-2.0
jky_285654,730,Lingfield (AW),crs_10218,GB,2,2,0,0,0,12.0,1.0,22.0
jky_285654,730,Fakenham,crs_468,GB,2,0,0,0,1,0.0,0.0,-2.0
jky_285654,730,Ffos Las,crs_31512,GB,2,0,0,1,1,0.0,0.0,-2.0
jky_285654,730,Warwick,crs_2210,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_285654,730,Wolverhampton (AW),crs_13338,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_285654,730,Ludlow,crs_884,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_285654,730,Chelmsford (AW),crs_28158,GB,1,1,0,0,0,2.1,1.0,1.1
jky_285654,730,Kempton,crs_728,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_285654,730,York,crs_2782,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_285654,730,Taunton,crs_1898,GB,1,0,1,0,0,0.0,0.0,-1.0
jky_238497,697,Sedgefield,crs_1482,GB,68,5,11,4,8,0.59,0.07,-27.0
jky_238497,697,Newcastle,crs_962,GB,56,7,6,5,4,1.0,0.12,-20.46
jky_238497,697,Perth,crs_1066,GB,43,6,6,7,6,1.01,0.14,-2.62
jky_238497,697,Carlisle,crs_208,GB,43,7,6,3,5,1.46,0.16,3.75
jky_238497,697,Hexham,crs_650,GB,41,1,6,5,4,0.24,0.02,-31.0
jky_238497,697,Wetherby,crs_2262,GB,36,4,4,6,3,0.86,0.11,-15.75
jky_238497,697,Ayr,crs_78,GB,33,4,4,4,0,1.19,0.12,6.5
jky_238497,697,Kelso,crs_702,GB,31,2,2,0,7,0.53,0.06,-25.62
jky_238497,697,Uttoxeter,crs_2184,GB,29,1,6,3,0,0.28,0.03,-25.0
jky_238497,697,Bangor-on-Dee,crs_104,GB,28,7,4,3,3,1.53,0.25,-1.6
jky_238497,697,Musselburgh,crs_416,GB,28,0,4,2,2,0.0,0.0,-28.0
jky_238497,697,Cartmel,crs_234,GB,26,1,5,6,6,0.31,0.04,-19.0
jky_238497,697,Southwell,crs_1586,GB,25,2,3,1,2,0.67,0.08,-10.38
jky_238497,697,Catterick,crs_260,GB,23,2,0,2,5,0.9,0.09,-13.67
jky_238497,697,Doncaster,crs_390,GB,21,0,4,0,3,0.0,0.0,-21.0
jky_238497,697,Market Rasen,crs_910,GB,21,3,1,2,2,1.18,0.14,24.5
jky_238497,697,Haydock,crs_598,GB,19,1,0,3,2,0.7,0.05,-7.0
jky_238497,697,Worcester,crs_2626,GB,13,0,1,2,2,0.0,0.0,-13.0
jky_238497,697,Stratford,crs_1742,GB,11,1,2,2,0,0.79,0.09,-5.0
jky_238497,697,Ludlow,crs_884,GB,10,2,0,2,0,1.28,0.2,1.0
jky_238497,697,Hereford,crs_624,GB,9,1,1,0,2,0.67,0.11,-6.62
jky_238497,697,Huntingdon,crs_676,GB,8,1,1,1,0,1.34,0.12,0.5
jky_238497,697,Kempton,crs_728,GB,8,0,1,1,1,0.0,0.0,-8.0
jky_238497,697,Leicester,crs_780,GB,7,1,2,1,1,0.7,0.14,-0.5
jky_238497,697,Aintree,crs_832,GB,6,0,1,0,1,0.0,0.0,-6.0
jky_238497,697,Cheltenham,crs_286,GB,6,1,0,1,0,1.93,0.17,-1.67
jky_238497,697,Warwick,crs_2210,GB,6,1,0,2,1,1.27,0.17,-2.75
jky_238497,697,Fakenham,crs_468,GB,4,0,2,0,1,0.0,0.0,-4.0
jky_238497,697,Ffos Las,crs_31512,GB,4,0,2,1,1,0.0,0.0,-4.0
jky_238497,697,Chepstow,crs_312,GB,4,0,1,1,0,0.0,0.0,-4.0
jky_238497,697,Sandown,crs_1404,GB,3,0,1,0,0,0.0,0.0,-3.0
jky_238497,697,Newbury,crs_936,GB,3,0,0,1,0,0.0,0.0,-3.0
jky_238497,697,Roscommon (IRE),crs_5096,IRE,3,0,1,0,0,0.0,0.0,-3.0
jky_238497,697,Tipperary (IRE),crs_5252,IRE,2,0,0,0,2,0.0,0.0,-2.0
jky_238497,697,Plumpton,crs_1144,GB,2,1,0,0,1,4.28,0.5,5.0
jky_238497,697,Fontwell,crs_520,GB,2,1,0,0,1,3.26,0.5,3.5
jky_238497,697,Ballinrobe (IRE),crs_4550,IRE,2,0,1,0,1,0.0,0.0,-2.0
jky_238497,697,Curragh (IRE),crs_4628,IRE,2,0,0,0,0,0.0,0.0,-2.0
jky_238497,697,Taunton,crs_1898,GB,2,1,1,0,0,1.88,0.5,1.0
jky_238497,697,Navan (IRE),crs_5018,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_238497,697,Lingfield (AW),crs_10218,GB,1,0,0,0,0,0.0,0.0,-1.0
jky_238497,697,Kilbeggan (IRE),crs_5278,IRE,1,0,1,0,0,0.0,0.0,-1.0
jky_238497,697,Ascot,crs_52,GB,1,1,0,0,0,4.33,1.0,3.33
jky_238497,697,Cork (IRE),crs_15496,IRE,1,0,1,0,0,0.0,0.0,-1.0
jky_238497,697,Wincanton,crs_2340,GB,1,1,0,0,0,2.1,1.0,1.1
jky_238497,697,Galway (IRE),crs_4758,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_238497,697,Gowran Park (IRE),crs_4784,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_238497,697,Killarney (IRE),crs_4810,IRE,1,0,0,0,0,0.0,0.0,-1.0
jky_285300,876,Stratford,crs_1742,GB,64,3,9,6,7,0.43,0.05,-32.5
jky_285300,876,Huntingdon,crs_676,GB,64,7,10,7,4,0.87,0.11,-35.3
jky_285300,876,Warwick,crs_2210,GB,54,6,7,7,8,0.81,0.11,-13.5
jky_285300,876,Uttoxeter,crs_2184,GB,52,8,3,4,6,1.28,0.15,2.53
jky_285300,876,Hereford,crs_624,GB,43,4,4,4,8,0.63,0.09,-26.58
jky_285300,876,Worcester,crs_2626,GB,40,4,11,1,4,0.7,0.1,-15.0
jky_285300,876,Chepstow,crs_312,GB,40,5,1,3,0,1.02,0.12,-8.97
jky_285300,876,Market Rasen,crs_910,GB,39,3,6,7,3,0.53,0.08,-24.75
jky_285300,876,Doncaster,crs_390,GB,38,0,3,1,3,0.0,0.0,-38.0
jky_285300,876,Southwell,crs_1586,GB,38,4,2,3,6,1.38,0.11,3.0
jky_285300,876,Fakenham,crs_468,GB,32,4,3,9,2,0.87,0.12,-12.5
jky_285300,876,Fontwell,crs_520,GB,30,5,2,5,7,0.88,0.17,-3.25
jky_285300,876,Ludlow,crs_884,GB,29,3,4,5,3,0.72,0.1,-18.75
jky_285300,876,Cheltenham,crs_286,GB,29,4,2,0,4,2.09,0.14,32.0
jky_285300,876,Bangor-on-Dee,crs_104,GB,24,5,5,1,4,1.43,0.21,0.7
jky_285300,876,Plumpton,crs_1144,GB,21,6,2,3,4,1.79,0.29,6.53
jky_285300,876,Newbury,crs_936,GB,20,1,2,1,3,0.8,0.05,-12.0
jky_285300,876,Taunton,crs_1898,GB,18,0,3,1,2,0.0,0.0,-18.0
jky_285300,876,Newton Abbot,crs_1014,GB,16,2,0,2,6,1.0,0.12,-7.67
jky_285300,876,Sedgefield,crs_1482,GB,16,3,3,2,2,0.99,0.19,3.1
jky_285300,876,Wincanton,crs_2340,GB,14,2,0,4,2,0.97,0.14,3.0
jky_285300,876,Lingfield,crs_806,GB,13,1,2,1,2,0.64,0.08,-5.5
jky_285300,876,Catterick,crs_260,GB,12,0,2,1,1,0.0,0.0,-12.0
jky_285300,876,Ascot,crs_52,GB,11,1,1,0,2,1.07,0.09,10.0
jky_285300,876,Sandown,crs_1404,GB,11,1,1,1,2,1.19,0.09,-6.5
jky_285300,876,Exeter,crs_364,GB,10,0,1,0,1,0.0,0.0,-10.0
jky_285300,876,Newcastle,crs_962,GB,10,2,1,3,1,0.85,0.2,-3.63
