damsire_id,damsire_name,total_runners,dist_f,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
dsi_3852772,Black Sam Bellamy,714,6.5f,11,4,0,3,1,2.47,0.36,15.0
dsi_3852772,Black Sam Bellamy,714,19f,10,1,2,1,1,0.45,0.1,-6.25
dsi_3852772,Black Sam Bellamy,714,18f,10,1,0,0,0,1.98,0.1,-2.5
dsi_3852772,Black Sam Bellamy,714,24f,9,0,2,2,3,0.0,0.0,-9.0
dsi_3852772,Black Sam Bellamy,714,21.5f,8,0,1,2,1,0.0,0.0,-8.0
dsi_3852772,Black Sam Bellamy,714,14f,8,1,2,1,0,1.19,0.12,1.5
dsi_3852772,Black Sam Bellamy,714,15.5f,7,0,0,2,1,0.0,0.0,-7.0
dsi_3852772,Black Sam Bellamy,714,11f,6,0,0,1,1,0.0,0.0,-6.0
dsi_3852772,Black Sam Bellamy,714,23f,6,0,1,0,0,0.0,0.0,-6.0
dsi_3852772,Black Sam Bellamy,714,13.5f,6,0,2,0,0,0.0,0.0,-6.0
dsi_3852772,Black Sam Bellamy,714,7.5f,6,0,0,0,0,0.0,0.0,-6.0
dsi_3852772,Black Sam Bellamy,714,23.5f,4,0,1,0,0,0.0,0.0,-4.0
dsi_3852772,Black Sam Bellamy,714,17.5f,4,0,0,1,1,0.0,0.0,-4.0
dsi_3852772,Black Sam Bellamy,714,12.5f,4,0,0,0,0,0.0,0.0,-4.0
dsi_3852772,Black Sam Bellamy,714,22f,4,1,0,2,0,1.11,0.25,2.0
dsi_3852772,Black Sam Bellamy,714,24.5f,4,0,0,0,1,0.0,0.0,-4.0
dsi_3852772,Black Sam Bellamy,714,25f,3,1,0,1,0,2.04,0.33,0.75
dsi_3852772,Black Sam Bellamy,714,25.5f,3,0,1,1,0,0.0,0.0,-3.0
dsi_3852772,Black Sam Bellamy,714,18.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_3852772,Black Sam Bellamy,714,13f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3852772,Black Sam Bellamy,714,5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,16f,973,78,106,86,87,0.79,0.08,-370.5
dsi_468524,Alflora,4411,20f,449,47,53,45,46,0.83,0.1,-127.57
dsi_468524,Alflora,4411,24f,318,26,33,40,33,0.68,0.08,-153.77
dsi_468524,Alflora,4411,16.5f,300,26,31,20,26,0.92,0.09,7.33
dsi_468524,Alflora,4411,19.5f,248,20,23,27,27,0.73,0.08,-99.24
dsi_468524,Alflora,4411,20.5f,205,20,35,21,19,0.77,0.1,-94.08
dsi_468524,Alflora,4411,17f,172,13,10,20,18,0.7,0.08,-106.87
dsi_468524,Alflora,4411,21.5f,153,17,15,15,19,0.84,0.11,-42.82
dsi_468524,Alflora,4411,21f,152,21,16,17,12,1.06,0.14,-40.13
dsi_468524,Alflora,4411,19f,132,8,15,16,12,0.49,0.06,-90.3
dsi_468524,Alflora,4411,23.5f,124,14,16,18,10,0.83,0.11,73.87
dsi_468524,Alflora,4411,23f,115,12,17,19,9,0.82,0.1,-28.87
dsi_468524,Alflora,4411,15.5f,112,10,11,13,11,0.83,0.09,-57.0
dsi_468524,Alflora,4411,22f,102,10,7,11,8,0.94,0.1,-47.52
dsi_468524,Alflora,4411,25f,100,16,11,12,8,1.17,0.16,18.13
dsi_468524,Alflora,4411,24.5f,80,5,7,8,13,0.42,0.06,-56.92
dsi_468524,Alflora,4411,26f,79,8,11,6,14,0.62,0.1,-34.61
dsi_468524,Alflora,4411,22.5f,70,8,7,8,4,0.79,0.11,-7.81
dsi_468524,Alflora,4411,18f,70,12,6,5,3,1.38,0.17,4.21
dsi_468524,Alflora,4411,17.5f,66,13,7,6,5,1.42,0.2,23.23
dsi_468524,Alflora,4411,18.5f,63,3,6,3,7,0.49,0.05,-42.5
dsi_468524,Alflora,4411,25.5f,57,2,3,8,9,0.27,0.04,-48.25
dsi_468524,Alflora,4411,12f,47,7,3,5,8,1.4,0.15,7.75
dsi_468524,Alflora,4411,26.5f,29,5,2,3,2,1.17,0.17,-7.42
dsi_468524,Alflora,4411,15f,26,0,5,3,1,0.0,0.0,-26.0
dsi_468524,Alflora,4411,10f,21,3,5,0,2,1.16,0.14,-5.17
dsi_468524,Alflora,4411,14f,19,0,1,1,2,0.0,0.0,-19.0
dsi_468524,Alflora,4411,9f,11,1,4,1,1,0.4,0.09,-8.12
dsi_468524,Alflora,4411,29f,10,0,4,2,0,0.0,0.0,-10.0
dsi_468524,Alflora,4411,11f,9,2,0,2,2,1.06,0.22,0.75
dsi_468524,Alflora,4411,8f,9,2,0,2,1,1.9,0.22,1.0
dsi_468524,Alflora,4411,13.5f,9,0,1,0,1,0.0,0.0,-9.0
dsi_468524,Alflora,4411,28f,7,0,1,0,1,0.0,0.0,-7.0
dsi_468524,Alflora,4411,6f,6,1,0,1,0,1.6,0.17,35.0
dsi_468524,Alflora,4411,32f,6,1,0,0,0,3.33,0.17,-0.5
dsi_468524,Alflora,4411,27.5f,5,0,1,0,1,0.0,0.0,-5.0
dsi_468524,Alflora,4411,28.5f,5,0,0,1,2,0.0,0.0,-5.0
dsi_468524,Alflora,4411,7f,5,0,0,0,0,0.0,0.0,-5.0
dsi_468524,Alflora,4411,30f,5,1,0,0,0,2.36,0.2,1.5
dsi_468524,Alflora,4411,30.5f,5,1,1,0,0,1.54,0.2,7.0
dsi_468524,Alflora,4411,8.5f,5,1,0,2,1,0.82,0.2,-3.09
dsi_468524,Alflora,4411,10.5f,4,0,0,0,0,0.0,0.0,-4.0
dsi_468524,Alflora,4411,12.5f,4,0,0,1,1,0.0,0.0,-4.0
dsi_468524,Alflora,4411,13f,3,0,1,0,1,0.0,0.0,-3.0
dsi_468524,Alflora,4411,32.5f,3,2,0,0,0,6.34,0.67,15.0
dsi_468524,Alflora,4411,31.5f,3,1,1,0,0,2.64,0.33,1.0
dsi_468524,Alflora,4411,27f,3,0,0,0,0,0.0,0.0,-3.0
dsi_468524,Alflora,4411,29.5f,2,1,0,1,0,5.96,0.5,9.0
dsi_468524,Alflora,4411,5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_468524,Alflora,4411,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,33.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,11.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,34.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,5.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,34f,1,0,0,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,31f,1,0,0,0,0,0.0,0.0,-1.0
dsi_468524,Alflora,4411,9.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3208429,Sagamix,753,16f,83,10,11,8,7,0.84,0.12,-27.33
dsi_3208429,Sagamix,753,12f,52,5,9,5,6,0.73,0.1,-5.75
dsi_3208429,Sagamix,753,20f,48,3,15,2,5,0.31,0.06,-41.82
dsi_3208429,Sagamix,753,18f,42,2,4,3,2,0.6,0.05,-22.67
dsi_3208429,Sagamix,753,17.5f,42,3,5,5,8,0.46,0.07,-32.1
dsi_3208429,Sagamix,753,12.5f,39,2,2,2,2,0.51,0.05,-32.1
dsi_3208429,Sagamix,753,24f,34,4,3,6,2,1.27,0.12,-2.5
dsi_3208429,Sagamix,753,19.5f,32,4,4,5,2,0.87,0.12,-13.52
dsi_3208429,Sagamix,753,10f,30,0,3,1,0,0.0,0.0,-30.0
dsi_3208429,Sagamix,753,10.5f,28,2,2,2,2,0.79,0.07,-3.2
dsi_3208429,Sagamix,753,16.5f,25,3,1,8,0,0.79,0.12,-14.3
dsi_3208429,Sagamix,753,17f,25,1,1,3,2,0.34,0.04,-17.5
dsi_3208429,Sagamix,753,8f,24,0,0,6,3,0.0,0.0,-24.0
dsi_3208429,Sagamix,753,20.5f,24,6,5,1,0,1.39,0.25,17.45
dsi_3208429,Sagamix,753,19f,20,2,1,1,1,1.7,0.1,26.9
dsi_3208429,Sagamix,753,9.5f,19,0,2,0,2,0.0,0.0,-19.0
dsi_3208429,Sagamix,753,23.5f,15,4,3,1,1,1.26,0.27,31.33
dsi_3208429,Sagamix,753,21.5f,14,1,2,2,3,0.43,0.07,-7.5
dsi_3208429,Sagamix,753,15.5f,13,1,1,0,3,0.56,0.08,-9.75
dsi_3208429,Sagamix,753,22.5f,12,1,2,2,1,0.51,0.08,-9.62
dsi_3208429,Sagamix,753,15f,12,3,1,1,0,1.54,0.25,1.1
dsi_3208429,Sagamix,753,9f,11,0,0,3,1,0.0,0.0,-11.0
dsi_3208429,Sagamix,753,22f,11,2,0,1,2,3.62,0.18,28.1
dsi_3208429,Sagamix,753,24.5f,10,2,1,2,0,1.47,0.2,-2.25
dsi_3208429,Sagamix,753,13.5f,10,0,0,0,1,0.0,0.0,-10.0
dsi_3208429,Sagamix,753,7.5f,9,0,0,0,0,0.0,0.0,-9.0
dsi_3208429,Sagamix,753,23f,9,2,1,2,0,2.15,0.22,12.0
dsi_3208429,Sagamix,753,21f,9,1,1,0,2,1.19,0.11,-4.0
dsi_3208429,Sagamix,753,18.5f,8,0,1,1,0,0.0,0.0,-8.0
dsi_3208429,Sagamix,753,11f,7,0,1,2,0,0.0,0.0,-7.0
dsi_3208429,Sagamix,753,25f,5,0,0,3,0,0.0,0.0,-5.0
dsi_3208429,Sagamix,753,25.5f,4,0,1,0,0,0.0,0.0,-4.0
dsi_3208429,Sagamix,753,7f,3,0,1,0,0,0.0,0.0,-3.0
dsi_3208429,Sagamix,753,6.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3208429,Sagamix,753,11.5f,2,0,1,0,0,0.0,0.0,-2.0
dsi_3208429,Sagamix,753,14f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3208429,Sagamix,753,13f,2,1,0,0,0,8.73,0.5,7.7
dsi_3208429,Sagamix,753,26.5f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3208429,Sagamix,753,29f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3208429,Sagamix,753,30f,2,0,0,0,1,0.0,0.0,-2.0
dsi_3208429,Sagamix,753,34f,2,0,1,0,0,0.0,0.0,-2.0
dsi_3208429,Sagamix,753,6f,2,0,0,1,0,0.0,0.0,-2.0
dsi_3208429,Sagamix,753,26f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3208429,Sagamix,753,5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3208429,Sagamix,753,8.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3208429,Sagamix,753,31f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3208429,Sagamix,753,28.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3401643,Ultimately Lucky,546,18f,82,9,11,11,8,0.87,0.11,10.38
dsi_3401643,Ultimately Lucky,546,17.5f,52,5,8,2,8,0.76,0.1,-9.1
dsi_3401643,Ultimately Lucky,546,16f,46,8,11,6,2,0.72,0.17,-28.42
dsi_3401643,Ultimately Lucky,546,19.5f,42,9,1,2,7,1.31,0.21,28.44
dsi_3401643,Ultimately Lucky,546,20f,35,9,4,4,3,1.32,0.26,13.52
dsi_3401643,Ultimately Lucky,546,17f,33,9,3,4,3,1.46,0.27,78.59
dsi_3401643,Ultimately Lucky,546,19f,25,3,4,2,3,1.36,0.12,-9.9
dsi_3401643,Ultimately Lucky,546,20.5f,22,3,6,3,1,0.87,0.14,-10.8
dsi_3401643,Ultimately Lucky,546,10f,19,1,2,2,3,0.43,0.05,-15.7
dsi_3401643,Ultimately Lucky,546,15f,18,1,3,3,1,0.73,0.06,-12.8
dsi_3401643,Ultimately Lucky,546,16.5f,17,2,3,4,1,0.62,0.12,-11.8
dsi_3401643,Ultimately Lucky,546,24f,17,0,2,3,6,0.0,0.0,-17.0
dsi_3401643,Ultimately Lucky,546,21f,16,5,3,1,1,1.58,0.31,-1.37
dsi_3401643,Ultimately Lucky,546,22f,15,3,1,2,1,1.64,0.2,1.6
dsi_3401643,Ultimately Lucky,546,12f,13,2,0,0,1,3.01,0.15,30.5
dsi_3401643,Ultimately Lucky,546,10.5f,11,1,2,1,0,0.6,0.09,-8.1
dsi_3401643,Ultimately Lucky,546,23.5f,11,1,0,1,2,0.64,0.09,-5.0
dsi_3401643,Ultimately Lucky,546,15.5f,11,1,0,1,0,0.71,0.09,-1.6
dsi_3401643,Ultimately Lucky,546,21.5f,9,0,1,0,0,0.0,0.0,-9.0
dsi_3401643,Ultimately Lucky,546,9.5f,8,2,0,1,2,2.4,0.25,30.9
dsi_3401643,Ultimately Lucky,546,8f,7,0,0,0,1,0.0,0.0,-7.0
dsi_3401643,Ultimately Lucky,546,23f,7,1,2,1,1,0.66,0.14,-3.5
dsi_3401643,Ultimately Lucky,546,26f,5,0,0,2,0,0.0,0.0,-5.0
dsi_3401643,Ultimately Lucky,546,12.5f,5,0,2,0,0,0.0,0.0,-5.0
dsi_3401643,Ultimately Lucky,546,14f,3,0,0,0,0,0.0,0.0,-3.0
dsi_3401643,Ultimately Lucky,546,22.5f,3,0,1,0,0,0.0,0.0,-3.0
dsi_3401643,Ultimately Lucky,546,18.5f,3,0,0,1,0,0.0,0.0,-3.0
dsi_3401643,Ultimately Lucky,546,29f,2,1,0,1,0,2.05,0.5,4.5
dsi_3401643,Ultimately Lucky,546,25.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_3401643,Ultimately Lucky,546,24.5f,1,1,0,0,0,3.75,1.0,2.75
dsi_3401643,Ultimately Lucky,546,11f,1,0,1,0,0,0.0,0.0,-1.0
dsi_3401643,Ultimately Lucky,546,25f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3401643,Ultimately Lucky,546,7f,1,0,1,0,0,0.0,0.0,-1.0
dsi_3401643,Ultimately Lucky,546,9f,1,0,1,0,0,0.0,0.0,-1.0
dsi_3401643,Ultimately Lucky,546,6f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3401643,Ultimately Lucky,546,13.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3993948,Kapgarde,1149,18f,162,19,21,18,10,0.91,0.12,-39.7
dsi_3993948,Kapgarde,1149,16f,161,26,20,18,20,0.96,0.16,-61.18
dsi_3993948,Kapgarde,1149,17.5f,84,7,10,12,8,0.7,0.08,-48.4
dsi_3993948,Kapgarde,1149,17f,83,11,4,10,9,0.86,0.13,-39.55
dsi_3993948,Kapgarde,1149,19.5f,79,6,5,6,6,0.64,0.08,-51.22
dsi_3993948,Kapgarde,1149,16.5f,73,8,13,11,7,0.68,0.11,-37.22
dsi_3993948,Kapgarde,1149,20f,54,2,8,9,4,0.24,0.04,-48.12
dsi_3993948,Kapgarde,1149,19f,45,8,8,3,5,1.19,0.18,0.8
dsi_3993948,Kapgarde,1149,15f,41,5,1,4,1,1.08,0.12,-17.85
dsi_3993948,Kapgarde,1149,24f,39,5,3,7,2,0.81,0.13,-11.75
dsi_3993948,Kapgarde,1149,23.5f,37,2,4,6,5,0.48,0.05,-20.25
dsi_3993948,Kapgarde,1149,20.5f,35,4,6,4,6,0.86,0.11,-16.85
dsi_3993948,Kapgarde,1149,22f,30,3,4,1,1,0.81,0.1,-18.8
dsi_3993948,Kapgarde,1149,18.5f,30,5,3,1,1,1.25,0.17,10.2
dsi_3993948,Kapgarde,1149,21.5f,27,1,4,2,3,0.38,0.04,-1.0
dsi_3993948,Kapgarde,1149,15.5f,26,3,2,4,3,0.84,0.12,-16.68
dsi_3993948,Kapgarde,1149,21f,25,4,4,1,3,1.33,0.16,8.9
dsi_3993948,Kapgarde,1149,23f,20,4,1,2,4,1.49,0.2,7.5
dsi_3993948,Kapgarde,1149,24.5f,18,3,3,1,1,1.17,0.17,-1.25
dsi_3993948,Kapgarde,1149,25.5f,16,5,2,3,1,1.35,0.31,3.5
dsi_3993948,Kapgarde,1149,26f,13,2,3,3,1,0.82,0.15,1.8
dsi_3993948,Kapgarde,1149,25f,9,0,2,4,0,0.0,0.0,-9.0
dsi_3993948,Kapgarde,1149,30.5f,5,1,0,0,0,2.51,0.2,4.0
dsi_3993948,Kapgarde,1149,12f,5,0,0,0,0,0.0,0.0,-5.0
dsi_3993948,Kapgarde,1149,22.5f,5,0,2,1,0,0.0,0.0,-5.0
dsi_3993948,Kapgarde,1149,28.5f,4,2,0,0,1,2.62,0.5,3.6
dsi_3993948,Kapgarde,1149,14f,3,2,0,1,0,2.23,0.67,9.8
dsi_3993948,Kapgarde,1149,28f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3993948,Kapgarde,1149,12.5f,2,0,0,1,0,0.0,0.0,-2.0
dsi_3993948,Kapgarde,1149,30f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3993948,Kapgarde,1149,33.5f,2,0,1,0,1,0.0,0.0,-2.0
dsi_3993948,Kapgarde,1149,29f,2,0,0,0,0,0.0,0.0,-2.0
dsi_3993948,Kapgarde,1149,34f,2,0,1,0,0,0.0,0.0,-2.0
dsi_3993948,Kapgarde,1149,11f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3993948,Kapgarde,1149,32.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3993948,Kapgarde,1149,9.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_3993948,Kapgarde,1149,27.5f,1,0,1,0,0,0.0,0.0,-1.0
dsi_3993948,Kapgarde,1149,27f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3993948,Kapgarde,1149,13.5f,1,0,0,0,1,0.0,0.0,-1.0
dsi_3993948,Kapgarde,1149,13f,1,1,0,0,0,17.0,1.0,16.0
dsi_3993948,Kapgarde,1149,26.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2131927,Supreme Leader,22338,16f,4839,497,458,427,436,0.86,0.1,-1640.76
dsi_2131927,Supreme Leader,22338,20f,3180,326,314,317,283,0.86,0.1,-796.45
dsi_2131927,Supreme Leader,22338,24f,2055,242,223,196,216,0.91,0.12,-206.65
dsi_2131927,Supreme Leader,22338,21f,974,123,115,84,79,1.01,0.13,0.78
dsi_2131927,Supreme Leader,22338,17f,933,88,101,102,87,0.76,0.09,-494.08
dsi_2131927,Supreme Leader,22338,19.5f,928,111,120,96,93,0.83,0.12,-360.21
dsi_2131927,Supreme Leader,22338,19f,922,118,84,79,93,0.98,0.13,-29.97
dsi_2131927,Supreme Leader,22338,16.5f,918,99,99,93,95,0.87,0.11,-309.3
dsi_2131927,Supreme Leader,22338,20.5f,840,113,109,95,72,1.03,0.13,-111.6
dsi_2131927,Supreme Leader,22338,18f,705,56,63,62,64,0.74,0.08,-233.74
dsi_2131927,Supreme Leader,22338,22f,669,55,73,63,58,0.73,0.08,-235.7
dsi_2131927,Supreme Leader,22338,21.5f,607,71,65,70,70,0.82,0.12,-230.7
dsi_2131927,Supreme Leader,22338,23.5f,595,89,68,64,72,1.09,0.15,26.38
dsi_2131927,Supreme Leader,22338,23f,564,70,76,55,54,0.84,0.12,-180.39
dsi_2131927,Supreme Leader,22338,25f,500,58,72,49,43,0.85,0.12,43.36
dsi_2131927,Supreme Leader,22338,24.5f,482,52,56,51,53,0.78,0.11,-125.43
dsi_2131927,Supreme Leader,22338,22.5f,404,35,42,50,44,0.7,0.09,-152.84
dsi_2131927,Supreme Leader,22338,15.5f,375,51,50,46,33,0.9,0.14,-87.39
dsi_2131927,Supreme Leader,22338,26f,297,37,35,35,32,0.87,0.12,-19.4
dsi_2131927,Supreme Leader,22338,25.5f,296,35,34,45,33,0.75,0.12,-113.43
dsi_2131927,Supreme Leader,22338,18.5f,274,32,26,26,36,0.92,0.12,-102.66
dsi_2131927,Supreme Leader,22338,17.5f,226,33,24,23,29,0.99,0.15,-11.18
dsi_2131927,Supreme Leader,22338,26.5f,106,12,17,11,18,0.81,0.11,-12.5
dsi_2131927,Supreme Leader,22338,29f,83,8,6,11,10,0.79,0.1,-26.25
dsi_2131927,Supreme Leader,22338,14f,55,9,6,5,6,1.47,0.16,7.23
dsi_2131927,Supreme Leader,22338,12f,55,0,0,11,6,0.0,0.0,-55.0
dsi_2131927,Supreme Leader,22338,32f,46,2,5,5,3,0.43,0.04,-30.5
dsi_2131927,Supreme Leader,22338,28f,38,2,3,5,4,0.49,0.05,-7.0
dsi_2131927,Supreme Leader,22338,27f,37,1,5,6,3,0.25,0.03,-33.75
dsi_2131927,Supreme Leader,22338,27.5f,36,3,3,3,5,0.75,0.08,-22.17
dsi_2131927,Supreme Leader,22338,30f,34,1,2,6,3,0.36,0.03,-29.5
dsi_2131927,Supreme Leader,22338,15f,30,5,3,3,3,1.08,0.17,29.75
dsi_2131927,Supreme Leader,22338,28.5f,28,3,2,6,1,0.96,0.11,-2.25
dsi_2131927,Supreme Leader,22338,10f,23,2,2,2,0,1.32,0.09,15.5
dsi_2131927,Supreme Leader,22338,30.5f,20,1,2,0,3,0.48,0.05,-13.5
dsi_2131927,Supreme Leader,22338,13.5f,18,0,1,1,2,0.0,0.0,-18.0
dsi_2131927,Supreme Leader,22338,32.5f,18,1,1,1,1,0.58,0.06,1.0
dsi_2131927,Supreme Leader,22338,34.5f,17,0,0,1,1,0.0,0.0,-17.0
dsi_2131927,Supreme Leader,22338,8f,16,0,0,0,1,0.0,0.0,-16.0
dsi_2131927,Supreme Leader,22338,29.5f,14,0,0,1,5,0.0,0.0,-14.0
dsi_2131927,Supreme Leader,22338,12.5f,10,0,1,1,0,0.0,0.0,-10.0
dsi_2131927,Supreme Leader,22338,8.5f,9,0,0,0,1,0.0,0.0,-9.0
dsi_2131927,Supreme Leader,22338,33.5f,8,0,0,1,0,0.0,0.0,-8.0
dsi_2131927,Supreme Leader,22338,10.5f,7,0,0,0,1,0.0,0.0,-7.0
dsi_2131927,Supreme Leader,22338,31f,7,0,1,0,1,0.0,0.0,-7.0
dsi_2131927,Supreme Leader,22338,9.5f,6,0,0,1,2,0.0,0.0,-6.0
dsi_2131927,Supreme Leader,22338,13f,6,0,2,0,0,0.0,0.0,-6.0
dsi_2131927,Supreme Leader,22338,33f,5,0,0,0,1,0.0,0.0,-5.0
dsi_2131927,Supreme Leader,22338,34f,4,0,0,0,1,0.0,0.0,-4.0
dsi_2131927,Supreme Leader,22338,11.5f,3,0,1,0,1,0.0,0.0,-3.0
dsi_2131927,Supreme Leader,22338,9f,3,0,1,0,0,0.0,0.0,-3.0
dsi_2131927,Supreme Leader,22338,7f,3,0,1,0,0,0.0,0.0,-3.0
dsi_2131927,Supreme Leader,22338,31.5f,3,0,0,0,0,0.0,0.0,-3.0
dsi_2131927,Supreme Leader,22338,36f,2,0,1,0,0,0.0,0.0,-2.0
dsi_2131927,Supreme Leader,22338,11f,2,0,0,0,0,0.0,0.0,-2.0
dsi_2131927,Supreme Leader,22338,6f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2131927,Supreme Leader,22338,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2131927,Supreme Leader,22338,7.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_677803,Definite Article,5557,16f,958,114,114,100,89,0.91,0.12,-278.93
dsi_677803,Definite Article,5557,20f,509,62,47,45,60,0.92,0.12,-45.65
dsi_677803,Definite Article,5557,8f,353,43,32,30,43,1.24,0.12,70.52
dsi_677803,Definite Article,5557,16.5f,322,44,35,28,28,1.02,0.14,-41.12
dsi_677803,Definite Article,5557,24f,260,30,32,20,38,0.79,0.12,-56.51
dsi_677803,Definite Article,5557,19.5f,244,36,36,26,22,0.98,0.15,-35.4
dsi_677803,Definite Article,5557,20.5f,243,33,32,22,26,0.93,0.14,-0.64
dsi_677803,Definite Article,5557,7f,224,19,16,24,20,0.84,0.08,-52.74
dsi_677803,Definite Article,5557,6f,216,21,21,20,23,1.02,0.1,-43.68
dsi_677803,Definite Article,5557,17f,197,27,21,21,26,0.99,0.14,-30.82
dsi_677803,Definite Article,5557,21f,191,19,19,22,14,0.78,0.1,-91.79
dsi_677803,Definite Article,5557,19f,164,21,11,20,10,1.06,0.13,-26.08
dsi_677803,Definite Article,5557,10f,131,15,16,17,9,1.07,0.11,-35.43
dsi_677803,Definite Article,5557,21.5f,120,11,23,15,10,0.66,0.09,-17.55
dsi_677803,Definite Article,5557,23.5f,118,17,20,18,11,0.94,0.14,-0.76
dsi_677803,Definite Article,5557,23f,113,20,10,22,16,1.07,0.18,-0.24
dsi_677803,Definite Article,5557,12f,109,9,10,11,8,0.72,0.08,-46.98
dsi_677803,Definite Article,5557,18f,90,8,12,9,7,0.72,0.09,-39.89
dsi_677803,Definite Article,5557,15.5f,90,15,11,9,9,1.09,0.17,46.85
dsi_677803,Definite Article,5557,24.5f,87,11,11,10,11,0.93,0.13,-21.75
dsi_677803,Definite Article,5557,22f,80,12,7,6,9,1.22,0.15,-13.91
dsi_677803,Definite Article,5557,18.5f,74,8,12,5,9,0.68,0.11,-44.82
dsi_677803,Definite Article,5557,5f,71,2,2,6,17,0.33,0.03,-63.25
dsi_677803,Definite Article,5557,25f,69,10,9,4,6,0.96,0.14,-17.67
dsi_677803,Definite Article,5557,17.5f,67,4,7,10,9,0.41,0.06,-54.04
dsi_677803,Definite Article,5557,22.5f,60,11,6,3,7,1.12,0.18,-19.9
dsi_677803,Definite Article,5557,26f,45,5,7,5,6,0.96,0.11,26.33
dsi_677803,Definite Article,5557,10.5f,39,4,5,3,4,1.18,0.1,23.0
dsi_677803,Definite Article,5557,9.5f,36,4,3,1,2,0.98,0.11,-11.5
dsi_677803,Definite Article,5557,8.5f,34,2,1,4,4,0.46,0.06,-23.5
dsi_677803,Definite Article,5557,14f,32,5,3,3,3,1.26,0.16,7.58
dsi_677803,Definite Article,5557,11f,28,3,0,3,4,0.92,0.11,-10.12
dsi_677803,Definite Article,5557,25.5f,28,5,2,3,7,1.07,0.18,-12.27
dsi_677803,Definite Article,5557,9f,26,3,1,1,2,1.02,0.12,1.8
dsi_677803,Definite Article,5557,15f,21,3,4,2,3,0.89,0.14,-4.5
dsi_677803,Definite Article,5557,7.5f,20,2,3,1,2,1.2,0.1,2.0
dsi_677803,Definite Article,5557,26.5f,12,2,1,1,1,0.82,0.17,-5.42
dsi_677803,Definite Article,5557,11.5f,12,2,2,0,2,1.41,0.17,6.5
dsi_677803,Definite Article,5557,12.5f,11,1,1,3,2,0.67,0.09,-4.5
dsi_677803,Definite Article,5557,13f,8,1,0,2,0,1.77,0.12,-2.5
dsi_677803,Definite Article,5557,5.5f,8,1,1,1,1,1.08,0.12,7.0
dsi_677803,Definite Article,5557,27.5f,6,0,1,1,1,0.0,0.0,-6.0
dsi_677803,Definite Article,5557,6.5f,6,0,0,0,0,0.0,0.0,-6.0
dsi_677803,Definite Article,5557,13.5f,6,1,2,1,0,0.71,0.17,-4.83
dsi_677803,Definite Article,5557,28.5f,4,1,1,0,0,1.66,0.25,4.5
dsi_677803,Definite Article,5557,29f,4,1,0,1,0,1.33,0.25,-0.8
dsi_677803,Definite Article,5557,28f,2,0,0,0,0,0.0,0.0,-2.0
dsi_677803,Definite Article,5557,32f,2,0,0,0,0,0.0,0.0,-2.0
dsi_677803,Definite Article,5557,27f,2,0,0,0,0,0.0,0.0,-2.0
dsi_677803,Definite Article,5557,30.5f,2,1,0,0,0,2.91,0.5,1.75
dsi_677803,Definite Article,5557,34.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_677803,Definite Article,5557,14.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_677803,Definite Article,5557,33.5f,1,0,0,0,0,0.0,0.0,-1.0
dsi_2878428,Evasive,119,7f,19,0,2,2,4,0.0,0.0,-19.0
dsi_2878428,Evasive,119,6.5f,18,2,1,1,4,0.96,0.11,-6.8
